Mean_Convergence	Mean_Market_Profit	Mean_Firm_1_Profit	Mean_Firm_2_Profit	Mean_Market_Revenue	Mean_Firm_1_Revenue	Mean_Firm_2_Revenue	Mean_Market_Quantity	Mean_Firm_1_Quantity	Mean_Firm_2_Quantity	Mean_Market_Price	Mean_Firm_1_Price	Mean_Firm_2_Price	Mean_CS	
738929	0.15505940894733	0.07750432818613	0.07755508076120	0.68295588586612	0.34167439736433	0.34128148850179	0.52789647691858	0.26417006917808	0.26372640774050	1.85103655357460	1.85095567214601	1.85111743500320	0.18803005695804	
