Mean_Convergence	Mean_Market_Profit	Mean_Firm_1_Profit	Mean_Firm_2_Profit	Mean_Market_Revenue	Mean_Firm_1_Revenue	Mean_Firm_2_Revenue	Mean_Market_Quantity	Mean_Firm_1_Quantity	Mean_Firm_2_Quantity	Mean_Market_Price	Mean_Firm_1_Price	Mean_Firm_2_Price	Mean_CS	
748627	0.24299164731421	0.12145838030623	0.12153326700798	0.90188847106300	0.45124383314518	0.45064463791782	0.65889682374725	0.32978545283819	0.32911137090907	1.71391265785360	1.71375549142510	1.71406982428209	0.26971023473704	
