omega,alpha,beta,t
1,0.15,8.78378e-06,1.36274e+06
1,0.15,8.91892e-06,1.37341e+06
1,0.15,9.05405e-06,1.36111e+06
1,0.15,9.18919e-06,1.27972e+06
1,0.15,9.32432e-06,1.30758e+06
1,0.15,9.45946e-06,1.31463e+06
1,0.15,9.59459e-06,1.3013e+06
1,0.15,9.72973e-06,1.28409e+06
1,0.15,9.86486e-06,1.25411e+06
1,0.15,1e-05,1.2071e+06
1,0.15,1.01351e-05,1.26676e+06
1,0.15,1.02703e-05,1.20671e+06
1,0.15,1.04054e-05,1.20809e+06
1,0.15,1.05405e-05,1.21814e+06
1,0.15,1.06757e-05,1.20932e+06
1,0.15,1.08108e-05,1.1933e+06
1,0.15,1.09459e-05,1.14636e+06
1,0.15,1.10811e-05,1.14201e+06
1,0.15,1.12162e-05,1.13701e+06
1,0.15,1.13514e-05,1.16904e+06
1,0.15,1.14865e-05,1.1081e+06
1,0.15,1.16216e-05,1.13968e+06
1,0.15,1.17568e-05,1.11322e+06
1,0.15,1.18919e-05,1.09496e+06
1,0.15,1.2027e-05,1.05944e+06
1,0.15,1.21622e-05,1.05326e+06
1,0.15,1.22973e-05,1.09922e+06
1,0.15,1.24324e-05,1.04055e+06
1,0.15,1.25676e-05,1.04228e+06
1,0.15,1.27027e-05,1.03292e+06
1,0.15,1.28378e-05,1.03075e+06
1,0.15,1.2973e-05,1.02712e+06
1,0.15,1.31081e-05,1.01153e+06
1,0.15,1.32432e-05,998821
1,0.15,1.33784e-05,966925
1,0.15,1.35135e-05,942395
1,0.15,1.36486e-05,992447
1,0.15,1.37838e-05,1.01602e+06
1,0.15,1.39189e-05,976004
1,0.15,1.40541e-05,977174
1,0.15,1.41892e-05,973648
1,0.15,1.43243e-05,994595
1,0.15,1.44595e-05,982232
1,0.15,1.45946e-05,965229
1,0.15,1.47297e-05,923875
1,0.15,1.48649e-05,959742
1,0.15,1.5e-05,927445
1,0.152703,5e-06,2.19741e+06
1,0.152703,5.13514e-06,2.23644e+06
1,0.152703,5.27027e-06,2.15139e+06
1,0.152703,5.40541e-06,2.11343e+06
1,0.152703,5.54054e-06,2.06826e+06
1,0.152703,5.67568e-06,1.99089e+06
1,0.152703,5.81081e-06,1.98402e+06
1,0.152703,5.94595e-06,1.93662e+06
1,0.152703,6.08108e-06,1.92044e+06
1,0.152703,6.21622e-06,1.86577e+06
1,0.152703,6.35135e-06,1.79037e+06
1,0.152703,6.48649e-06,1.79068e+06
1,0.152703,6.62162e-06,1.71112e+06
1,0.152703,6.75676e-06,1.71616e+06
1,0.152703,6.89189e-06,1.69296e+06
1,0.152703,7.02703e-06,1.65721e+06
1,0.152703,7.16216e-06,1.62247e+06
1,0.152703,7.2973e-06,1.5958e+06
1,0.152703,7.43243e-06,1.57956e+06
1,0.152703,7.56757e-06,1.55651e+06
1,0.152703,7.7027e-06,1.52144e+06
1,0.152703,7.83784e-06,1.52261e+06
1,0.152703,7.97297e-06,1.46129e+06
1,0.152703,8.10811e-06,1.5027e+06
1,0.152703,8.24324e-06,1.46463e+06
1,0.152703,8.37838e-06,1.44313e+06
1,0.152703,8.51351e-06,1.4234e+06
1,0.152703,8.64865e-06,1.40554e+06
1,0.152703,8.78378e-06,1.36192e+06
1,0.152703,8.91892e-06,1.37135e+06
1,0.152703,9.05405e-06,1.32195e+06
1,0.152703,9.18919e-06,1.32745e+06
1,0.152703,9.32432e-06,1.32562e+06
1,0.152703,9.45946e-06,1.306e+06
1,0.152703,9.59459e-06,1.27092e+06
1,0.152703,9.72973e-06,1.30446e+06
1,0.152703,9.86486e-06,1.26187e+06
1,0.152703,1e-05,1.24075e+06
1,0.152703,1.01351e-05,1.23952e+06
1,0.152703,1.02703e-05,1.22034e+06
1,0.152703,1.04054e-05,1.23207e+06
1,0.152703,1.05405e-05,1.17062e+06
1,0.152703,1.06757e-05,1.18377e+06
1,0.152703,1.08108e-05,1.1813e+06
1,0.152703,1.09459e-05,1.18115e+06
1,0.152703,1.10811e-05,1.12769e+06
1,0.152703,1.12162e-05,1.14031e+06
1,0.152703,1.13514e-05,1.14327e+06
1,0.152703,1.14865e-05,1.09741e+06
1,0.152703,1.16216e-05,1.09736e+06
1,0.152703,1.17568e-05,1.07713e+06
1,0.152703,1.18919e-05,1.1136e+06
1,0.152703,1.2027e-05,1.07439e+06
1,0.152703,1.21622e-05,1.09795e+06
1,0.152703,1.22973e-05,1.0611e+06
1,0.152703,1.24324e-05,1.03839e+06
1,0.152703,1.25676e-05,1.07472e+06
1,0.152703,1.27027e-05,1.07186e+06
1,0.152703,1.28378e-05,1.01739e+06
1,0.152703,1.2973e-05,1.01136e+06
1,0.152703,1.31081e-05,1.02142e+06
1,0.152703,1.32432e-05,1.00833e+06
1,0.152703,1.33784e-05,1.00416e+06
1,0.152703,1.35135e-05,1.02908e+06
1,0.152703,1.36486e-05,1.01388e+06
1,0.152703,1.37838e-05,985746
1,0.152703,1.39189e-05,965991
1,0.152703,1.40541e-05,955275
1,0.152703,1.41892e-05,976173
1,0.152703,1.43243e-05,953019
1,0.152703,1.44595e-05,925193
1,0.152703,1.45946e-05,930780
1,0.152703,1.47297e-05,940435
1,0.152703,1.48649e-05,967073
1,0.152703,1.5e-05,938357
1,0.155405,5e-06,2.22562e+06
1,0.155405,5.13514e-06,2.16693e+06
1,0.155405,5.27027e-06,2.13548e+06
1,0.155405,5.40541e-06,2.07641e+06
1,0.155405,5.54054e-06,2.07176e+06
1,0.155405,5.67568e-06,2.01271e+06
1,0.155405,5.81081e-06,1.96429e+06
1,0.155405,5.94595e-06,1.90557e+06
1,0.155405,6.08108e-06,1.88952e+06
1,0.155405,6.21622e-06,1.8444e+06
1,0.155405,6.35135e-06,1.82232e+06
1,0.155405,6.48649e-06,1.77301e+06
1,0.155405,6.62162e-06,1.75745e+06
1,0.155405,6.75676e-06,1.7463e+06
1,0.155405,6.89189e-06,1.6817e+06
1,0.155405,7.02703e-06,1.61693e+06
1,0.155405,7.16216e-06,1.62674e+06
1,0.155405,7.2973e-06,1.61627e+06
1,0.155405,7.43243e-06,1.59821e+06
1,0.155405,7.56757e-06,1.57408e+06
1,0.155405,7.7027e-06,1.54254e+06
1,0.155405,7.83784e-06,1.5086e+06
1,0.155405,7.97297e-06,1.50341e+06
1,0.155405,8.10811e-06,1.45755e+06
1,0.155405,8.24324e-06,1.44393e+06
1,0.155405,8.37838e-06,1.41862e+06
1,0.155405,8.51351e-06,1.47508e+06
1,0.155405,8.64865e-06,1.4198e+06
1,0.155405,8.78378e-06,1.42512e+06
1,0.155405,8.91892e-06,1.3576e+06
1,0.155405,9.05405e-06,1.30962e+06
1,0.155405,9.18919e-06,1.36433e+06
1,0.155405,9.32432e-06,1.31168e+06
1,0.155405,9.45946e-06,1.31586e+06
1,0.155405,9.59459e-06,1.30954e+06
1,0.155405,9.72973e-06,1.30785e+06
1,0.155405,9.86486e-06,1.25524e+06
1,0.155405,1e-05,1.2313e+06
1,0.155405,1.01351e-05,1.22535e+06
1,0.155405,1.02703e-05,1.27951e+06
1,0.155405,1.04054e-05,1.18426e+06
1,0.155405,1.05405e-05,1.20251e+06
1,0.155405,1.06757e-05,1.23364e+06
1,0.155405,1.08108e-05,1.15641e+06
1,0.155405,1.09459e-05,1.16799e+06
1,0.155405,1.10811e-05,1.15462e+06
1,0.155405,1.12162e-05,1.14776e+06
1,0.155405,1.13514e-05,1.14464e+06
1,0.155405,1.14865e-05,1.13268e+06
1,0.155405,1.16216e-05,1.10953e+06
1,0.155405,1.17568e-05,1.08691e+06
1,0.155405,1.18919e-05,1.0715e+06
1,0.155405,1.2027e-05,1.07935e+06
1,0.155405,1.21622e-05,1.09151e+06
1,0.155405,1.22973e-05,1.05024e+06
1,0.155405,1.24324e-05,1.01979e+06
1,0.155405,1.25676e-05,1.03393e+06
1,0.155405,1.27027e-05,1.02419e+06
1,0.155405,1.28378e-05,1.03479e+06
1,0.155405,1.2973e-05,1.04963e+06
1,0.155405,1.31081e-05,976762
1,0.155405,1.32432e-05,1.01235e+06
1,0.155405,1.33784e-05,1.02185e+06
1,0.155405,1.35135e-05,979486
1,0.155405,1.36486e-05,1.03721e+06
1,0.155405,1.37838e-05,1.00175e+06
1,0.155405,1.39189e-05,954623
1,0.155405,1.40541e-05,968420
1,0.155405,1.41892e-05,966530
1,0.155405,1.43243e-05,927231
1,0.155405,1.44595e-05,952116
1,0.155405,1.45946e-05,904039
1,0.155405,1.47297e-05,931366
1,0.155405,1.48649e-05,962717
1,0.155405,1.5e-05,939681
1,0.158108,5e-06,2.23512e+06
1,0.158108,5.13514e-06,2.17343e+06
1,0.158108,5.27027e-06,2.11382e+06
1,0.158108,5.40541e-06,2.07334e+06
1,0.158108,5.54054e-06,2.1035e+06
1,0.158108,5.67568e-06,1.98834e+06
1,0.158108,5.81081e-06,1.98412e+06
1,0.158108,5.94595e-06,1.94228e+06
1,0.158108,6.08108e-06,1.86563e+06
1,0.158108,6.21622e-06,1.86448e+06
1,0.158108,6.35135e-06,1.82403e+06
1,0.158108,6.48649e-06,1.77287e+06
1,0.158108,6.62162e-06,1.78453e+06
1,0.158108,6.75676e-06,1.72877e+06
1,0.158108,6.89189e-06,1.72215e+06
1,0.158108,7.02703e-06,1.66752e+06
1,0.158108,7.16216e-06,1.64913e+06
1,0.158108,7.2973e-06,1.65115e+06
1,0.158108,7.43243e-06,1.60597e+06
1,0.158108,7.56757e-06,1.60625e+06
1,0.158108,7.7027e-06,1.57027e+06
1,0.158108,7.83784e-06,1.4891e+06
1,0.158108,7.97297e-06,1.47299e+06
1,0.158108,8.10811e-06,1.4684e+06
1,0.158108,8.24324e-06,1.47191e+06
1,0.158108,8.37838e-06,1.45056e+06
1,0.158108,8.51351e-06,1.44632e+06
1,0.158108,8.64865e-06,1.40543e+06
1,0.158108,8.78378e-06,1.39772e+06
1,0.158108,8.91892e-06,1.36451e+06
1,0.158108,9.05405e-06,1.28699e+06
1,0.158108,9.18919e-06,1.29112e+06
1,0.158108,9.32432e-06,1.33762e+06
1,0.158108,9.45946e-06,1.31796e+06
1,0.158108,9.59459e-06,1.29594e+06
1,0.158108,9.72973e-06,1.27628e+06
1,0.158108,9.86486e-06,1.24733e+06
1,0.158108,1e-05,1.23699e+06
1,0.158108,1.01351e-05,1.21164e+06
1,0.158108,1.02703e-05,1.21966e+06
1,0.158108,1.04054e-05,1.23441e+06
1,0.158108,1.05405e-05,1.20439e+06
1,0.158108,1.06757e-05,1.181e+06
1,0.158108,1.08108e-05,1.17006e+06
1,0.158108,1.09459e-05,1.1604e+06
1,0.158108,1.10811e-05,1.11928e+06
1,0.158108,1.12162e-05,1.13731e+06
1,0.158108,1.13514e-05,1.12526e+06
1,0.158108,1.14865e-05,1.13875e+06
1,0.158108,1.16216e-05,1.06191e+06
1,0.158108,1.17568e-05,1.10951e+06
1,0.158108,1.18919e-05,1.15388e+06
1,0.158108,1.2027e-05,1.07904e+06
1,0.158108,1.21622e-05,1.08853e+06
1,0.158108,1.22973e-05,1.08932e+06
1,0.158108,1.24324e-05,1.05979e+06
1,0.158108,1.25676e-05,1.06795e+06
1,0.158108,1.27027e-05,1.0443e+06
1,0.158108,1.28378e-05,1.04477e+06
1,0.158108,1.2973e-05,1.06018e+06
1,0.158108,1.31081e-05,1.03108e+06
1,0.158108,1.32432e-05,1.01588e+06
1,0.158108,1.33784e-05,978824
1,0.158108,1.35135e-05,962928
1,0.158108,1.36486e-05,1.05514e+06
1,0.158108,1.37838e-05,1.01064e+06
1,0.158108,1.39189e-05,993567
1,0.158108,1.40541e-05,1.01429e+06
1,0.158108,1.41892e-05,992248
1,0.158108,1.43243e-05,942077
1,0.158108,1.44595e-05,982269
1,0.158108,1.45946e-05,946479
1,0.158108,1.47297e-05,914538
1,0.158108,1.48649e-05,940185
1,0.158108,1.5e-05,965036
1,0.160811,5e-06,2.25551e+06
1,0.160811,5.13514e-06,2.21254e+06
1,0.160811,5.27027e-06,2.1432e+06
1,0.160811,5.40541e-06,2.071e+06
1,0.160811,5.54054e-06,2.06594e+06
1,0.160811,5.67568e-06,2.02631e+06
1,0.160811,5.81081e-06,1.94398e+06
1,0.160811,5.94595e-06,1.94923e+06
1,0.160811,6.08108e-06,1.87084e+06
1,0.160811,6.21622e-06,1.84059e+06
1,0.160811,6.35135e-06,1.82912e+06
1,0.160811,6.48649e-06,1.83602e+06
1,0.160811,6.62162e-06,1.75775e+06
1,0.160811,6.75676e-06,1.71783e+06
1,0.160811,6.89189e-06,1.69574e+06
1,0.160811,7.02703e-06,1.68171e+06
1,0.160811,7.16216e-06,1.65025e+06
1,0.160811,7.2973e-06,1.60524e+06
1,0.160811,7.43243e-06,1.61045e+06
1,0.160811,7.56757e-06,1.54011e+06
1,0.160811,7.7027e-06,1.56799e+06
1,0.160811,7.83784e-06,1.50906e+06
1,0.160811,7.97297e-06,1.50547e+06
1,0.160811,8.10811e-06,1.4559e+06
1,0.160811,8.24324e-06,1.46472e+06
1,0.160811,8.37838e-06,1.48089e+06
1,0.160811,8.51351e-06,1.404e+06
1,0.160811,8.64865e-06,1.40703e+06
1,0.160811,8.78378e-06,1.39635e+06
1,0.160811,8.91892e-06,1.36062e+06
1,0.160811,9.05405e-06,1.32874e+06
1,0.160811,9.18919e-06,1.37617e+06
1,0.160811,9.32432e-06,1.31061e+06
1,0.160811,9.45946e-06,1.31449e+06
1,0.160811,9.59459e-06,1.32436e+06
1,0.160811,9.72973e-06,1.29333e+06
1,0.160811,9.86486e-06,1.26996e+06
1,0.160811,1e-05,1.23003e+06
1,0.160811,1.01351e-05,1.22404e+06
1,0.160811,1.02703e-05,1.19743e+06
1,0.160811,1.04054e-05,1.23811e+06
1,0.160811,1.05405e-05,1.18723e+06
1,0.160811,1.06757e-05,1.1667e+06
1,0.160811,1.08108e-05,1.1889e+06
1,0.160811,1.09459e-05,1.18005e+06
1,0.160811,1.10811e-05,1.17295e+06
1,0.160811,1.12162e-05,1.12472e+06
1,0.160811,1.13514e-05,1.12776e+06
1,0.160811,1.14865e-05,1.16045e+06
1,0.160811,1.16216e-05,1.1154e+06
1,0.160811,1.17568e-05,1.12444e+06
1,0.160811,1.18919e-05,1.07185e+06
1,0.160811,1.2027e-05,1.0575e+06
1,0.160811,1.21622e-05,1.07064e+06
1,0.160811,1.22973e-05,1.06509e+06
1,0.160811,1.24324e-05,1.04721e+06
1,0.160811,1.25676e-05,1.03168e+06
1,0.160811,1.27027e-05,1.04415e+06
1,0.160811,1.28378e-05,974859
1,0.160811,1.2973e-05,1.07549e+06
1,0.160811,1.31081e-05,1.02016e+06
1,0.160811,1.32432e-05,1.00046e+06
1,0.160811,1.33784e-05,989256
1,0.160811,1.35135e-05,985115
1,0.160811,1.36486e-05,1.00364e+06
1,0.160811,1.37838e-05,959735
1,0.160811,1.39189e-05,933297
1,0.160811,1.40541e-05,961468
1,0.160811,1.41892e-05,977846
1,0.160811,1.43243e-05,994079
1,0.160811,1.44595e-05,956431
1,0.160811,1.45946e-05,952197
1,0.160811,1.47297e-05,965721
1,0.160811,1.48649e-05,928792
1,0.160811,1.5e-05,922087
1,0.163514,5e-06,2.24848e+06
1,0.163514,5.13514e-06,2.1736e+06
1,0.163514,5.27027e-06,2.1499e+06
1,0.163514,5.40541e-06,2.08234e+06
1,0.163514,5.54054e-06,2.04372e+06
1,0.163514,5.67568e-06,1.98698e+06
1,0.163514,5.81081e-06,1.9808e+06
1,0.163514,5.94595e-06,1.92824e+06
1,0.163514,6.08108e-06,1.91251e+06
1,0.163514,6.21622e-06,1.87255e+06
1,0.163514,6.35135e-06,1.80292e+06
1,0.163514,6.48649e-06,1.77281e+06
1,0.163514,6.62162e-06,1.74144e+06
1,0.163514,6.75676e-06,1.70145e+06
1,0.163514,6.89189e-06,1.67111e+06
1,0.163514,7.02703e-06,1.6869e+06
1,0.163514,7.16216e-06,1.64008e+06
1,0.163514,7.2973e-06,1.61307e+06
1,0.163514,7.43243e-06,1.58729e+06
1,0.163514,7.56757e-06,1.58326e+06
1,0.163514,7.7027e-06,1.5149e+06
1,0.163514,7.83784e-06,1.48999e+06
1,0.163514,7.97297e-06,1.50882e+06
1,0.163514,8.10811e-06,1.49028e+06
1,0.163514,8.24324e-06,1.47475e+06
1,0.163514,8.37838e-06,1.4374e+06
1,0.163514,8.51351e-06,1.43742e+06
1,0.163514,8.64865e-06,1.43606e+06
1,0.163514,8.78378e-06,1.41296e+06
1,0.163514,8.91892e-06,1.35352e+06
1,0.163514,9.05405e-06,1.40681e+06
1,0.163514,9.18919e-06,1.31926e+06
1,0.163514,9.32432e-06,1.33719e+06
1,0.163514,9.45946e-06,1.30472e+06
1,0.163514,9.59459e-06,1.28497e+06
1,0.163514,9.72973e-06,1.25419e+06
1,0.163514,9.86486e-06,1.24591e+06
1,0.163514,1e-05,1.28568e+06
1,0.163514,1.01351e-05,1.24161e+06
1,0.163514,1.02703e-05,1.2249e+06
1,0.163514,1.04054e-05,1.18487e+06
1,0.163514,1.05405e-05,1.20565e+06
1,0.163514,1.06757e-05,1.17307e+06
1,0.163514,1.08108e-05,1.18006e+06
1,0.163514,1.09459e-05,1.14612e+06
1,0.163514,1.10811e-05,1.1588e+06
1,0.163514,1.12162e-05,1.12097e+06
1,0.163514,1.13514e-05,1.13e+06
1,0.163514,1.14865e-05,1.13467e+06
1,0.163514,1.16216e-05,1.14701e+06
1,0.163514,1.17568e-05,1.13014e+06
1,0.163514,1.18919e-05,1.05392e+06
1,0.163514,1.2027e-05,1.0604e+06
1,0.163514,1.21622e-05,1.05483e+06
1,0.163514,1.22973e-05,1.04543e+06
1,0.163514,1.24324e-05,1.03483e+06
1,0.163514,1.25676e-05,1.04121e+06
1,0.163514,1.27027e-05,1.03728e+06
1,0.163514,1.28378e-05,1.04733e+06
1,0.163514,1.2973e-05,1.05308e+06
1,0.163514,1.31081e-05,1.01892e+06
1,0.163514,1.32432e-05,1.05445e+06
1,0.163514,1.33784e-05,1.00099e+06
1,0.163514,1.35135e-05,976134
1,0.163514,1.36486e-05,991058
1,0.163514,1.37838e-05,991970
1,0.163514,1.39189e-05,1.03087e+06
1,0.163514,1.40541e-05,1.0096e+06
1,0.163514,1.41892e-05,1.01305e+06
1,0.163514,1.43243e-05,956717
1,0.163514,1.44595e-05,951970
1,0.163514,1.45946e-05,965371
1,0.163514,1.47297e-05,914615
1,0.163514,1.48649e-05,951381
1,0.163514,1.5e-05,951901
1,0.166216,5e-06,2.25387e+06
1,0.166216,5.13514e-06,2.20055e+06
1,0.166216,5.27027e-06,2.14695e+06
1,0.166216,5.40541e-06,2.07839e+06
1,0.166216,5.54054e-06,2.07173e+06
1,0.166216,5.67568e-06,2.06775e+06
1,0.166216,5.81081e-06,1.97211e+06
1,0.166216,5.94595e-06,1.95833e+06
1,0.166216,6.08108e-06,1.8773e+06
1,0.166216,6.21622e-06,1.88156e+06
1,0.166216,6.35135e-06,1.82917e+06
1,0.166216,6.48649e-06,1.77291e+06
1,0.166216,6.62162e-06,1.79257e+06
1,0.166216,6.75676e-06,1.7132e+06
1,0.166216,6.89189e-06,1.69802e+06
1,0.166216,7.02703e-06,1.6809e+06
1,0.166216,7.16216e-06,1.65555e+06
1,0.166216,7.2973e-06,1.61664e+06
1,0.166216,7.43243e-06,1.60756e+06
1,0.166216,7.56757e-06,1.56202e+06
1,0.166216,7.7027e-06,1.55413e+06
1,0.166216,7.83784e-06,1.50088e+06
1,0.166216,7.97297e-06,1.48528e+06
1,0.166216,8.10811e-06,1.49117e+06
1,0.166216,8.24324e-06,1.47562e+06
1,0.166216,8.37838e-06,1.43072e+06
1,0.166216,8.51351e-06,1.39114e+06
1,0.166216,8.64865e-06,1.40946e+06
1,0.166216,8.78378e-06,1.35456e+06
1,0.166216,8.91892e-06,1.37932e+06
1,0.166216,9.05405e-06,1.37061e+06
1,0.166216,9.18919e-06,1.37241e+06
1,0.166216,9.32432e-06,1.31945e+06
1,0.166216,9.45946e-06,1.33516e+06
1,0.166216,9.59459e-06,1.2912e+06
1,0.166216,9.72973e-06,1.27545e+06
1,0.166216,9.86486e-06,1.26779e+06
1,0.166216,1e-05,1.26845e+06
1,0.166216,1.01351e-05,1.2166e+06
1,0.166216,1.02703e-05,1.23824e+06
1,0.166216,1.04054e-05,1.22138e+06
1,0.166216,1.05405e-05,1.2484e+06
1,0.166216,1.06757e-05,1.21737e+06
1,0.166216,1.08108e-05,1.19117e+06
1,0.166216,1.09459e-05,1.19872e+06
1,0.166216,1.10811e-05,1.15964e+06
1,0.166216,1.12162e-05,1.1661e+06
1,0.166216,1.13514e-05,1.14518e+06
1,0.166216,1.14865e-05,1.15713e+06
1,0.166216,1.16216e-05,1.12931e+06
1,0.166216,1.17568e-05,1.10443e+06
1,0.166216,1.18919e-05,1.11391e+06
1,0.166216,1.2027e-05,1.07914e+06
1,0.166216,1.21622e-05,1.08924e+06
1,0.166216,1.22973e-05,1.0676e+06
1,0.166216,1.24324e-05,1.00819e+06
1,0.166216,1.25676e-05,1.05891e+06
1,0.166216,1.27027e-05,1.0645e+06
1,0.166216,1.28378e-05,1.02892e+06
1,0.166216,1.2973e-05,1.05896e+06
1,0.166216,1.31081e-05,1.01379e+06
1,0.166216,1.32432e-05,995395
1,0.166216,1.33784e-05,1.00256e+06
1,0.166216,1.35135e-05,1.01548e+06
1,0.166216,1.36486e-05,992850
1,0.166216,1.37838e-05,958211
1,0.166216,1.39189e-05,991792
1,0.166216,1.40541e-05,975182
1,0.166216,1.41892e-05,947957
1,0.166216,1.43243e-05,966909
1,0.166216,1.44595e-05,986096
1,0.166216,1.45946e-05,949265
1,0.166216,1.47297e-05,957739
1,0.166216,1.48649e-05,916240
1,0.166216,1.5e-05,942535
1,0.168919,5e-06,2.26141e+06
1,0.168919,5.13514e-06,2.21506e+06
1,0.168919,5.27027e-06,2.13774e+06
1,0.168919,5.40541e-06,2.14135e+06
1,0.168919,5.54054e-06,2.04838e+06
1,0.168919,5.67568e-06,2.03362e+06
1,0.168919,5.81081e-06,2.00491e+06
1,0.168919,5.94595e-06,1.93715e+06
1,0.168919,6.08108e-06,1.91224e+06
1,0.168919,6.21622e-06,1.84101e+06
1,0.168919,6.35135e-06,1.82532e+06
1,0.168919,6.48649e-06,1.79774e+06
1,0.168919,6.62162e-06,1.7211e+06
1,0.168919,6.75676e-06,1.72302e+06
1,0.168919,6.89189e-06,1.68674e+06
1,0.168919,7.02703e-06,1.67186e+06
1,0.168919,7.16216e-06,1.59482e+06
1,0.168919,7.2973e-06,1.62379e+06
1,0.168919,7.43243e-06,1.61729e+06
1,0.168919,7.56757e-06,1.57445e+06
1,0.168919,7.7027e-06,1.55634e+06
1,0.168919,7.83784e-06,1.53464e+06
1,0.168919,7.97297e-06,1.51389e+06
1,0.168919,8.10811e-06,1.48103e+06
1,0.168919,8.24324e-06,1.44008e+06
1,0.168919,8.37838e-06,1.43241e+06
1,0.168919,8.51351e-06,1.43297e+06
1,0.168919,8.64865e-06,1.40404e+06
1,0.168919,8.78378e-06,1.37053e+06
1,0.168919,8.91892e-06,1.36319e+06
1,0.168919,9.05405e-06,1.3514e+06
1,0.168919,9.18919e-06,1.33807e+06
1,0.168919,9.32432e-06,1.29441e+06
1,0.168919,9.45946e-06,1.29197e+06
1,0.168919,9.59459e-06,1.27317e+06
1,0.168919,9.72973e-06,1.27153e+06
1,0.168919,9.86486e-06,1.2263e+06
1,0.168919,1e-05,1.27094e+06
1,0.168919,1.01351e-05,1.2493e+06
1,0.168919,1.02703e-05,1.22804e+06
1,0.168919,1.04054e-05,1.23087e+06
1,0.168919,1.05405e-05,1.2729e+06
1,0.168919,1.06757e-05,1.19546e+06
1,0.168919,1.08108e-05,1.16247e+06
1,0.168919,1.09459e-05,1.2044e+06
1,0.168919,1.10811e-05,1.14364e+06
1,0.168919,1.12162e-05,1.18116e+06
1,0.168919,1.13514e-05,1.13442e+06
1,0.168919,1.14865e-05,1.1447e+06
1,0.168919,1.16216e-05,1.11188e+06
1,0.168919,1.17568e-05,1.05798e+06
1,0.168919,1.18919e-05,1.07578e+06
1,0.168919,1.2027e-05,1.09714e+06
1,0.168919,1.21622e-05,1.09849e+06
1,0.168919,1.22973e-05,1.07557e+06
1,0.168919,1.24324e-05,1.05714e+06
1,0.168919,1.25676e-05,1.05768e+06
1,0.168919,1.27027e-05,1.05675e+06
1,0.168919,1.28378e-05,1.01306e+06
1,0.168919,1.2973e-05,1.04473e+06
1,0.168919,1.31081e-05,1.01726e+06
1,0.168919,1.32432e-05,1.0098e+06
1,0.168919,1.33784e-05,964783
1,0.168919,1.35135e-05,999856
1,0.168919,1.36486e-05,958280
1,0.168919,1.37838e-05,1.03672e+06
1,0.168919,1.39189e-05,978660
1,0.168919,1.40541e-05,985072
1,0.168919,1.41892e-05,936513
1,0.168919,1.43243e-05,939531
1,0.168919,1.44595e-05,985382
1,0.168919,1.45946e-05,974565
1,0.168919,1.47297e-05,932890
1,0.168919,1.48649e-05,922886
1,0.168919,1.5e-05,918858
1,0.171622,5e-06,2.23823e+06
1,0.171622,5.13514e-06,2.22452e+06
1,0.171622,5.27027e-06,2.16504e+06
1,0.171622,5.40541e-06,2.11566e+06
1,0.171622,5.54054e-06,2.02011e+06
1,0.171622,5.67568e-06,2.01087e+06
1,0.171622,5.81081e-06,1.98224e+06
1,0.171622,5.94595e-06,1.91171e+06
1,0.171622,6.08108e-06,1.91451e+06
1,0.171622,6.21622e-06,1.84994e+06
1,0.171622,6.35135e-06,1.87794e+06
1,0.171622,6.48649e-06,1.78706e+06
1,0.171622,6.62162e-06,1.72765e+06
1,0.171622,6.75676e-06,1.72412e+06
1,0.171622,6.89189e-06,1.69743e+06
1,0.171622,7.02703e-06,1.67688e+06
1,0.171622,7.16216e-06,1.63484e+06
1,0.171622,7.2973e-06,1.61875e+06
1,0.171622,7.43243e-06,1.58427e+06
1,0.171622,7.56757e-06,1.59669e+06
1,0.171622,7.7027e-06,1.54654e+06
1,0.171622,7.83784e-06,1.52138e+06
1,0.171622,7.97297e-06,1.52212e+06
1,0.171622,8.10811e-06,1.49973e+06
1,0.171622,8.24324e-06,1.47624e+06
1,0.171622,8.37838e-06,1.48988e+06
1,0.171622,8.51351e-06,1.43276e+06
1,0.171622,8.64865e-06,1.39785e+06
1,0.171622,8.78378e-06,1.37514e+06
1,0.171622,8.91892e-06,1.33768e+06
1,0.171622,9.05405e-06,1.33939e+06
1,0.171622,9.18919e-06,1.31862e+06
1,0.171622,9.32432e-06,1.34941e+06
1,0.171622,9.45946e-06,1.29847e+06
1,0.171622,9.59459e-06,1.30726e+06
1,0.171622,9.72973e-06,1.28576e+06
1,0.171622,9.86486e-06,1.25321e+06
1,0.171622,1e-05,1.27755e+06
1,0.171622,1.01351e-05,1.21797e+06
1,0.171622,1.02703e-05,1.2295e+06
1,0.171622,1.04054e-05,1.20375e+06
1,0.171622,1.05405e-05,1.18294e+06
1,0.171622,1.06757e-05,1.18736e+06
1,0.171622,1.08108e-05,1.21783e+06
1,0.171622,1.09459e-05,1.14731e+06
1,0.171622,1.10811e-05,1.14814e+06
1,0.171622,1.12162e-05,1.166e+06
1,0.171622,1.13514e-05,1.13093e+06
1,0.171622,1.14865e-05,1.12812e+06
1,0.171622,1.16216e-05,1.08947e+06
1,0.171622,1.17568e-05,1.12823e+06
1,0.171622,1.18919e-05,1.07883e+06
1,0.171622,1.2027e-05,1.06524e+06
1,0.171622,1.21622e-05,1.05814e+06
1,0.171622,1.22973e-05,1.07734e+06
1,0.171622,1.24324e-05,1.09338e+06
1,0.171622,1.25676e-05,1.02089e+06
1,0.171622,1.27027e-05,1.04488e+06
1,0.171622,1.28378e-05,1.00504e+06
1,0.171622,1.2973e-05,1.01585e+06
