omega,alpha,beta,cs
1,0.0716216,1.48649e-05,0.321557
1,0.0716216,1.5e-05,0.323493
1,0.0743243,5e-06,0.311053
1,0.0743243,5.13514e-06,0.313198
1,0.0743243,5.27027e-06,0.30748
1,0.0743243,5.40541e-06,0.30922
1,0.0743243,5.54054e-06,0.313209
1,0.0743243,5.67568e-06,0.308901
1,0.0743243,5.81081e-06,0.310869
1,0.0743243,5.94595e-06,0.314096
1,0.0743243,6.08108e-06,0.314009
1,0.0743243,6.21622e-06,0.315426
1,0.0743243,6.35135e-06,0.311213
1,0.0743243,6.48649e-06,0.312693
1,0.0743243,6.62162e-06,0.313
1,0.0743243,6.75676e-06,0.320402
1,0.0743243,6.89189e-06,0.322357
1,0.0743243,7.02703e-06,0.314262
1,0.0743243,7.16216e-06,0.312803
1,0.0743243,7.2973e-06,0.31549
1,0.0743243,7.43243e-06,0.317005
1,0.0743243,7.56757e-06,0.312199
1,0.0743243,7.7027e-06,0.315389
1,0.0743243,7.83784e-06,0.323053
1,0.0743243,7.97297e-06,0.320348
1,0.0743243,8.10811e-06,0.319663
1,0.0743243,8.24324e-06,0.314039
1,0.0743243,8.37838e-06,0.317019
1,0.0743243,8.51351e-06,0.319009
1,0.0743243,8.64865e-06,0.317495
1,0.0743243,8.78378e-06,0.317836
1,0.0743243,8.91892e-06,0.314213
1,0.0743243,9.05405e-06,0.321145
1,0.0743243,9.18919e-06,0.318445
1,0.0743243,9.32432e-06,0.31823
1,0.0743243,9.45946e-06,0.322506
1,0.0743243,9.59459e-06,0.3188
1,0.0743243,9.72973e-06,0.322688
1,0.0743243,9.86486e-06,0.323825
1,0.0743243,1e-05,0.317427
1,0.0743243,1.01351e-05,0.316852
1,0.0743243,1.02703e-05,0.323591
1,0.0743243,1.04054e-05,0.317796
1,0.0743243,1.05405e-05,0.320087
1,0.0743243,1.06757e-05,0.319586
1,0.0743243,1.08108e-05,0.321908
1,0.0743243,1.09459e-05,0.323319
1,0.0743243,1.10811e-05,0.322871
1,0.0743243,1.12162e-05,0.323742
1,0.0743243,1.13514e-05,0.319574
1,0.0743243,1.14865e-05,0.319623
1,0.0743243,1.16216e-05,0.323485
1,0.0743243,1.17568e-05,0.322055
1,0.0743243,1.18919e-05,0.322129
1,0.0743243,1.2027e-05,0.320693
1,0.0743243,1.21622e-05,0.319444
1,0.0743243,1.22973e-05,0.318721
1,0.0743243,1.24324e-05,0.317774
1,0.0743243,1.25676e-05,0.322623
1,0.0743243,1.27027e-05,0.320096
1,0.0743243,1.28378e-05,0.321628
1,0.0743243,1.2973e-05,0.320736
1,0.0743243,1.31081e-05,0.322607
1,0.0743243,1.32432e-05,0.321155
1,0.0743243,1.33784e-05,0.317362
1,0.0743243,1.35135e-05,0.323953
1,0.0743243,1.36486e-05,0.319261
1,0.0743243,1.37838e-05,0.320129
1,0.0743243,1.39189e-05,0.321288
1,0.0743243,1.40541e-05,0.316461
1,0.0743243,1.41892e-05,0.322478
1,0.0743243,1.43243e-05,0.322734
1,0.0743243,1.44595e-05,0.320636
1,0.0743243,1.45946e-05,0.32232
1,0.0743243,1.47297e-05,0.325244
1,0.0743243,1.48649e-05,0.319975
1,0.0743243,1.5e-05,0.319724
1,0.077027,5e-06,0.313897
1,0.077027,5.13514e-06,0.31214
1,0.077027,5.27027e-06,0.310212
1,0.077027,5.40541e-06,0.306198
1,0.077027,5.54054e-06,0.309358
1,0.077027,5.67568e-06,0.313889
1,0.077027,5.81081e-06,0.310755
1,0.077027,5.94595e-06,0.307213
1,0.077027,6.08108e-06,0.315992
1,0.077027,6.21622e-06,0.316909
1,0.077027,6.35135e-06,0.311387
1,0.077027,6.48649e-06,0.313022
1,0.077027,6.62162e-06,0.316546
1,0.077027,6.75676e-06,0.317092
1,0.077027,6.89189e-06,0.319824
1,0.077027,7.02703e-06,0.313496
1,0.077027,7.16216e-06,0.314272
1,0.077027,7.2973e-06,0.315022
1,0.077027,7.43243e-06,0.313715
1,0.077027,7.56757e-06,0.316037
1,0.077027,7.7027e-06,0.311685
1,0.077027,7.83784e-06,0.313236
1,0.077027,7.97297e-06,0.316895
1,0.077027,8.10811e-06,0.316279
1,0.077027,8.24324e-06,0.318062
1,0.077027,8.37838e-06,0.31922
1,0.077027,8.51351e-06,0.321389
1,0.077027,8.64865e-06,0.319273
1,0.077027,8.78378e-06,0.319873
1,0.077027,8.91892e-06,0.31696
1,0.077027,9.05405e-06,0.316704
1,0.077027,9.18919e-06,0.314563
1,0.077027,9.32432e-06,0.321808
1,0.077027,9.45946e-06,0.315986
1,0.077027,9.59459e-06,0.312419
1,0.077027,9.72973e-06,0.321231
1,0.077027,9.86486e-06,0.318078
1,0.077027,1e-05,0.320542
1,0.077027,1.01351e-05,0.315995
1,0.077027,1.02703e-05,0.322651
1,0.077027,1.04054e-05,0.323468
1,0.077027,1.05405e-05,0.317671
1,0.077027,1.06757e-05,0.322917
1,0.077027,1.08108e-05,0.319599
1,0.077027,1.09459e-05,0.323465
1,0.077027,1.10811e-05,0.318536
1,0.077027,1.12162e-05,0.319729
1,0.077027,1.13514e-05,0.320284
1,0.077027,1.14865e-05,0.318216
1,0.077027,1.16216e-05,0.318398
1,0.077027,1.17568e-05,0.318005
1,0.077027,1.18919e-05,0.319993
1,0.077027,1.2027e-05,0.324877
1,0.077027,1.21622e-05,0.318084
1,0.077027,1.22973e-05,0.322565
1,0.077027,1.24324e-05,0.320913
1,0.077027,1.25676e-05,0.326556
1,0.077027,1.27027e-05,0.320264
1,0.077027,1.28378e-05,0.317005
1,0.077027,1.2973e-05,0.320956
1,0.077027,1.31081e-05,0.319131
1,0.077027,1.32432e-05,0.317934
1,0.077027,1.33784e-05,0.320951
1,0.077027,1.35135e-05,0.317368
1,0.077027,1.36486e-05,0.319739
1,0.077027,1.37838e-05,0.317527
1,0.077027,1.39189e-05,0.319137
1,0.077027,1.40541e-05,0.32102
1,0.077027,1.41892e-05,0.321656
1,0.077027,1.43243e-05,0.323942
1,0.077027,1.44595e-05,0.323166
1,0.077027,1.45946e-05,0.321693
1,0.077027,1.47297e-05,0.322159
1,0.077027,1.48649e-05,0.325753
1,0.077027,1.5e-05,0.322384
1,0.0797297,5e-06,0.307056
1,0.0797297,5.13514e-06,0.310645
1,0.0797297,5.27027e-06,0.308069
1,0.0797297,5.40541e-06,0.307449
1,0.0797297,5.54054e-06,0.307236
1,0.0797297,5.67568e-06,0.309742
1,0.0797297,5.81081e-06,0.311136
1,0.0797297,5.94595e-06,0.307201
1,0.0797297,6.08108e-06,0.312559
1,0.0797297,6.21622e-06,0.311737
1,0.0797297,6.35135e-06,0.307342
1,0.0797297,6.48649e-06,0.312214
1,0.0797297,6.62162e-06,0.311679
1,0.0797297,6.75676e-06,0.305685
1,0.0797297,6.89189e-06,0.31325
1,0.0797297,7.02703e-06,0.312873
1,0.0797297,7.16216e-06,0.318886
1,0.0797297,7.2973e-06,0.312394
1,0.0797297,7.43243e-06,0.320648
1,0.0797297,7.56757e-06,0.316206
1,0.0797297,7.7027e-06,0.313071
1,0.0797297,7.83784e-06,0.310355
1,0.0797297,7.97297e-06,0.314288
1,0.0797297,8.10811e-06,0.31914
1,0.0797297,8.24324e-06,0.318013
1,0.0797297,8.37838e-06,0.319958
1,0.0797297,8.51351e-06,0.319903
1,0.0797297,8.64865e-06,0.319344
1,0.0797297,8.78378e-06,0.315703
1,0.0797297,8.91892e-06,0.323324
1,0.0797297,9.05405e-06,0.319147
1,0.0797297,9.18919e-06,0.315939
1,0.0797297,9.32432e-06,0.31115
1,0.0797297,9.45946e-06,0.319377
1,0.0797297,9.59459e-06,0.315916
1,0.0797297,9.72973e-06,0.317926
1,0.0797297,9.86486e-06,0.317408
1,0.0797297,1e-05,0.319746
1,0.0797297,1.01351e-05,0.324168
1,0.0797297,1.02703e-05,0.322746
1,0.0797297,1.04054e-05,0.313664
1,0.0797297,1.05405e-05,0.318482
1,0.0797297,1.06757e-05,0.323986
1,0.0797297,1.08108e-05,0.320596
1,0.0797297,1.09459e-05,0.325798
1,0.0797297,1.10811e-05,0.322246
1,0.0797297,1.12162e-05,0.322265
1,0.0797297,1.13514e-05,0.319767
1,0.0797297,1.14865e-05,0.32389
1,0.0797297,1.16216e-05,0.319135
1,0.0797297,1.17568e-05,0.320626
1,0.0797297,1.18919e-05,0.32401
1,0.0797297,1.2027e-05,0.324408
1,0.0797297,1.21622e-05,0.320011
1,0.0797297,1.22973e-05,0.320447
1,0.0797297,1.24324e-05,0.326281
1,0.0797297,1.25676e-05,0.322423
1,0.0797297,1.27027e-05,0.328084
1,0.0797297,1.28378e-05,0.322119
1,0.0797297,1.2973e-05,0.321028
1,0.0797297,1.31081e-05,0.319152
1,0.0797297,1.32432e-05,0.3224
1,0.0797297,1.33784e-05,0.320598
1,0.0797297,1.35135e-05,0.321654
1,0.0797297,1.36486e-05,0.322181
1,0.0797297,1.37838e-05,0.321442
1,0.0797297,1.39189e-05,0.320898
1,0.0797297,1.40541e-05,0.324396
1,0.0797297,1.41892e-05,0.319186
1,0.0797297,1.43243e-05,0.321686
1,0.0797297,1.44595e-05,0.320941
1,0.0797297,1.45946e-05,0.32683
1,0.0797297,1.47297e-05,0.323543
1,0.0797297,1.48649e-05,0.321806
1,0.0797297,1.5e-05,0.323416
1,0.0824324,5e-06,0.306025
1,0.0824324,5.13514e-06,0.310116
1,0.0824324,5.27027e-06,0.303295
1,0.0824324,5.40541e-06,0.306686
1,0.0824324,5.54054e-06,0.311904
1,0.0824324,5.67568e-06,0.313067
1,0.0824324,5.81081e-06,0.314338
1,0.0824324,5.94595e-06,0.310165
1,0.0824324,6.08108e-06,0.312921
1,0.0824324,6.21622e-06,0.314457
1,0.0824324,6.35135e-06,0.310561
1,0.0824324,6.48649e-06,0.31346
1,0.0824324,6.62162e-06,0.315729
1,0.0824324,6.75676e-06,0.31123
1,0.0824324,6.89189e-06,0.313393
1,0.0824324,7.02703e-06,0.314013
1,0.0824324,7.16216e-06,0.317614
1,0.0824324,7.2973e-06,0.316312
1,0.0824324,7.43243e-06,0.312097
1,0.0824324,7.56757e-06,0.316285
1,0.0824324,7.7027e-06,0.313333
1,0.0824324,7.83784e-06,0.320907
1,0.0824324,7.97297e-06,0.314692
1,0.0824324,8.10811e-06,0.317075
1,0.0824324,8.24324e-06,0.314842
1,0.0824324,8.37838e-06,0.32216
1,0.0824324,8.51351e-06,0.319428
1,0.0824324,8.64865e-06,0.314486
1,0.0824324,8.78378e-06,0.31623
1,0.0824324,8.91892e-06,0.312855
1,0.0824324,9.05405e-06,0.321659
1,0.0824324,9.18919e-06,0.317238
1,0.0824324,9.32432e-06,0.319172
1,0.0824324,9.45946e-06,0.315165
1,0.0824324,9.59459e-06,0.316691
1,0.0824324,9.72973e-06,0.321393
1,0.0824324,9.86486e-06,0.321333
1,0.0824324,1e-05,0.318764
1,0.0824324,1.01351e-05,0.31855
1,0.0824324,1.02703e-05,0.316607
1,0.0824324,1.04054e-05,0.320699
1,0.0824324,1.05405e-05,0.316531
1,0.0824324,1.06757e-05,0.31998
1,0.0824324,1.08108e-05,0.31929
1,0.0824324,1.09459e-05,0.320515
1,0.0824324,1.10811e-05,0.323366
1,0.0824324,1.12162e-05,0.319795
1,0.0824324,1.13514e-05,0.321945
1,0.0824324,1.14865e-05,0.321761
1,0.0824324,1.16216e-05,0.323303
1,0.0824324,1.17568e-05,0.322024
1,0.0824324,1.18919e-05,0.316552
1,0.0824324,1.2027e-05,0.320835
1,0.0824324,1.21622e-05,0.320607
1,0.0824324,1.22973e-05,0.318694
1,0.0824324,1.24324e-05,0.324063
1,0.0824324,1.25676e-05,0.320833
1,0.0824324,1.27027e-05,0.32282
1,0.0824324,1.28378e-05,0.319709
1,0.0824324,1.2973e-05,0.321852
1,0.0824324,1.31081e-05,0.321606
1,0.0824324,1.32432e-05,0.322142
1,0.0824324,1.33784e-05,0.321908
1,0.0824324,1.35135e-05,0.318911
1,0.0824324,1.36486e-05,0.324012
1,0.0824324,1.37838e-05,0.323652
1,0.0824324,1.39189e-05,0.319178
1,0.0824324,1.40541e-05,0.318866
1,0.0824324,1.41892e-05,0.320255
1,0.0824324,1.43243e-05,0.320156
1,0.0824324,1.44595e-05,0.316473
1,0.0824324,1.45946e-05,0.32346
1,0.0824324,1.47297e-05,0.324878
1,0.0824324,1.48649e-05,0.32071
1,0.0824324,1.5e-05,0.32306
1,0.0851351,5e-06,0.306801
1,0.0851351,5.13514e-06,0.311393
1,0.0851351,5.27027e-06,0.314975
1,0.0851351,5.40541e-06,0.311439
1,0.0851351,5.54054e-06,0.314381
1,0.0851351,5.67568e-06,0.309717
1,0.0851351,5.81081e-06,0.30856
1,0.0851351,5.94595e-06,0.313245
1,0.0851351,6.08108e-06,0.315308
1,0.0851351,6.21622e-06,0.310875
1,0.0851351,6.35135e-06,0.308564
1,0.0851351,6.48649e-06,0.314491
1,0.0851351,6.62162e-06,0.314187
1,0.0851351,6.75676e-06,0.311768
1,0.0851351,6.89189e-06,0.31426
1,0.0851351,7.02703e-06,0.316141
1,0.0851351,7.16216e-06,0.3202
1,0.0851351,7.2973e-06,0.30768
1,0.0851351,7.43243e-06,0.316937
1,0.0851351,7.56757e-06,0.317053
1,0.0851351,7.7027e-06,0.315464
1,0.0851351,7.83784e-06,0.316561
1,0.0851351,7.97297e-06,0.317804
1,0.0851351,8.10811e-06,0.323273
1,0.0851351,8.24324e-06,0.314706
1,0.0851351,8.37838e-06,0.319382
1,0.0851351,8.51351e-06,0.321719
1,0.0851351,8.64865e-06,0.316118
1,0.0851351,8.78378e-06,0.322367
1,0.0851351,8.91892e-06,0.32297
1,0.0851351,9.05405e-06,0.320439
1,0.0851351,9.18919e-06,0.321352
1,0.0851351,9.32432e-06,0.32054
1,0.0851351,9.45946e-06,0.319624
1,0.0851351,9.59459e-06,0.318468
1,0.0851351,9.72973e-06,0.316087
1,0.0851351,9.86486e-06,0.317175
1,0.0851351,1e-05,0.321594
1,0.0851351,1.01351e-05,0.31982
1,0.0851351,1.02703e-05,0.319413
1,0.0851351,1.04054e-05,0.323945
1,0.0851351,1.05405e-05,0.323858
1,0.0851351,1.06757e-05,0.321152
1,0.0851351,1.08108e-05,0.316547
1,0.0851351,1.09459e-05,0.320706
1,0.0851351,1.10811e-05,0.323864
1,0.0851351,1.12162e-05,0.320444
1,0.0851351,1.13514e-05,0.322966
1,0.0851351,1.14865e-05,0.325259
1,0.0851351,1.16216e-05,0.320062
1,0.0851351,1.17568e-05,0.322382
1,0.0851351,1.18919e-05,0.319422
1,0.0851351,1.2027e-05,0.317943
1,0.0851351,1.21622e-05,0.324916
1,0.0851351,1.22973e-05,0.324834
1,0.0851351,1.24324e-05,0.31988
1,0.0851351,1.25676e-05,0.317405
1,0.0851351,1.27027e-05,0.317417
1,0.0851351,1.28378e-05,0.323614
1,0.0851351,1.2973e-05,0.321423
1,0.0851351,1.31081e-05,0.316841
1,0.0851351,1.32432e-05,0.324405
1,0.0851351,1.33784e-05,0.321102
1,0.0851351,1.35135e-05,0.322359
1,0.0851351,1.36486e-05,0.322223
1,0.0851351,1.37838e-05,0.320471
1,0.0851351,1.39189e-05,0.319694
1,0.0851351,1.40541e-05,0.322974
1,0.0851351,1.41892e-05,0.323802
1,0.0851351,1.43243e-05,0.321344
1,0.0851351,1.44595e-05,0.318503
1,0.0851351,1.45946e-05,0.324403
1,0.0851351,1.47297e-05,0.325503
1,0.0851351,1.48649e-05,0.322914
1,0.0851351,1.5e-05,0.320638
1,0.0878378,5e-06,0.30792
1,0.0878378,5.13514e-06,0.313658
1,0.0878378,5.27027e-06,0.311287
1,0.0878378,5.40541e-06,0.312034
1,0.0878378,5.54054e-06,0.304983
1,0.0878378,5.67568e-06,0.308699
1,0.0878378,5.81081e-06,0.309284
1,0.0878378,5.94595e-06,0.311779
1,0.0878378,6.08108e-06,0.314868
1,0.0878378,6.21622e-06,0.311135
1,0.0878378,6.35135e-06,0.311594
1,0.0878378,6.48649e-06,0.313122
1,0.0878378,6.62162e-06,0.311707
1,0.0878378,6.75676e-06,0.31304
1,0.0878378,6.89189e-06,0.312327
1,0.0878378,7.02703e-06,0.315201
1,0.0878378,7.16216e-06,0.316345
1,0.0878378,7.2973e-06,0.314344
1,0.0878378,7.43243e-06,0.314214
1,0.0878378,7.56757e-06,0.315128
1,0.0878378,7.7027e-06,0.313225
1,0.0878378,7.83784e-06,0.311465
1,0.0878378,7.97297e-06,0.311779
1,0.0878378,8.10811e-06,0.318186
1,0.0878378,8.24324e-06,0.314554
1,0.0878378,8.37838e-06,0.316621
1,0.0878378,8.51351e-06,0.318908
1,0.0878378,8.64865e-06,0.317542
1,0.0878378,8.78378e-06,0.319063
1,0.0878378,8.91892e-06,0.322165
1,0.0878378,9.05405e-06,0.316358
1,0.0878378,9.18919e-06,0.312253
1,0.0878378,9.32432e-06,0.315348
1,0.0878378,9.45946e-06,0.321643
1,0.0878378,9.59459e-06,0.315966
1,0.0878378,9.72973e-06,0.323023
1,0.0878378,9.86486e-06,0.318008
1,0.0878378,1e-05,0.321214
1,0.0878378,1.01351e-05,0.318568
1,0.0878378,1.02703e-05,0.324363
1,0.0878378,1.04054e-05,0.314268
1,0.0878378,1.05405e-05,0.321483
1,0.0878378,1.06757e-05,0.318
1,0.0878378,1.08108e-05,0.318906
1,0.0878378,1.09459e-05,0.322625
1,0.0878378,1.10811e-05,0.317543
1,0.0878378,1.12162e-05,0.31718
1,0.0878378,1.13514e-05,0.323601
1,0.0878378,1.14865e-05,0.318815
1,0.0878378,1.16216e-05,0.323742
1,0.0878378,1.17568e-05,0.320108
1,0.0878378,1.18919e-05,0.32425
1,0.0878378,1.2027e-05,0.327354
1,0.0878378,1.21622e-05,0.328161
1,0.0878378,1.22973e-05,0.325969
1,0.0878378,1.24324e-05,0.322257
1,0.0878378,1.25676e-05,0.325821
1,0.0878378,1.27027e-05,0.319299
1,0.0878378,1.28378e-05,0.322401
1,0.0878378,1.2973e-05,0.324144
1,0.0878378,1.31081e-05,0.323058
1,0.0878378,1.32432e-05,0.325129
1,0.0878378,1.33784e-05,0.323528
1,0.0878378,1.35135e-05,0.324311
1,0.0878378,1.36486e-05,0.319679
1,0.0878378,1.37838e-05,0.328054
1,0.0878378,1.39189e-05,0.323815
1,0.0878378,1.40541e-05,0.321041
1,0.0878378,1.41892e-05,0.326037
1,0.0878378,1.43243e-05,0.324506
1,0.0878378,1.44595e-05,0.32144
1,0.0878378,1.45946e-05,0.326263
1,0.0878378,1.47297e-05,0.321939
1,0.0878378,1.48649e-05,0.324259
1,0.0878378,1.5e-05,0.322305
1,0.0905405,5e-06,0.308398
1,0.0905405,5.13514e-06,0.313629
1,0.0905405,5.27027e-06,0.305821
1,0.0905405,5.40541e-06,0.30727
1,0.0905405,5.54054e-06,0.312462
1,0.0905405,5.67568e-06,0.314468
1,0.0905405,5.81081e-06,0.310864
1,0.0905405,5.94595e-06,0.314391
1,0.0905405,6.08108e-06,0.309623
1,0.0905405,6.21622e-06,0.315305
1,0.0905405,6.35135e-06,0.313696
1,0.0905405,6.48649e-06,0.315455
1,0.0905405,6.62162e-06,0.31099
1,0.0905405,6.75676e-06,0.31457
1,0.0905405,6.89189e-06,0.316024
1,0.0905405,7.02703e-06,0.314614
1,0.0905405,7.16216e-06,0.313493
1,0.0905405,7.2973e-06,0.315305
1,0.0905405,7.43243e-06,0.317926
1,0.0905405,7.56757e-06,0.314534
1,0.0905405,7.7027e-06,0.31664
1,0.0905405,7.83784e-06,0.31518
1,0.0905405,7.97297e-06,0.313552
1,0.0905405,8.10811e-06,0.321327
1,0.0905405,8.24324e-06,0.320322
1,0.0905405,8.37838e-06,0.312963
1,0.0905405,8.51351e-06,0.319661
1,0.0905405,8.64865e-06,0.316685
1,0.0905405,8.78378e-06,0.31779
1,0.0905405,8.91892e-06,0.321097
1,0.0905405,9.05405e-06,0.320783
1,0.0905405,9.18919e-06,0.319697
1,0.0905405,9.32432e-06,0.31659
1,0.0905405,9.45946e-06,0.32038
1,0.0905405,9.59459e-06,0.317546
1,0.0905405,9.72973e-06,0.320097
1,0.0905405,9.86486e-06,0.320285
1,0.0905405,1e-05,0.318344
1,0.0905405,1.01351e-05,0.321288
1,0.0905405,1.02703e-05,0.322602
1,0.0905405,1.04054e-05,0.323116
1,0.0905405,1.05405e-05,0.315196
1,0.0905405,1.06757e-05,0.325236
1,0.0905405,1.08108e-05,0.321724
1,0.0905405,1.09459e-05,0.325323
1,0.0905405,1.10811e-05,0.321513
1,0.0905405,1.12162e-05,0.319578
1,0.0905405,1.13514e-05,0.321944
1,0.0905405,1.14865e-05,0.316334
1,0.0905405,1.16216e-05,0.322434
1,0.0905405,1.17568e-05,0.320276
1,0.0905405,1.18919e-05,0.323813
1,0.0905405,1.2027e-05,0.320174
1,0.0905405,1.21622e-05,0.323606
1,0.0905405,1.22973e-05,0.321333
1,0.0905405,1.24324e-05,0.321734
1,0.0905405,1.25676e-05,0.322661
1,0.0905405,1.27027e-05,0.321035
1,0.0905405,1.28378e-05,0.31821
1,0.0905405,1.2973e-05,0.323745
1,0.0905405,1.31081e-05,0.324976
1,0.0905405,1.32432e-05,0.322478
1,0.0905405,1.33784e-05,0.324532
1,0.0905405,1.35135e-05,0.325002
1,0.0905405,1.36486e-05,0.318373
1,0.0905405,1.37838e-05,0.324535
1,0.0905405,1.39189e-05,0.321865
1,0.0905405,1.40541e-05,0.321532
1,0.0905405,1.41892e-05,0.322231
1,0.0905405,1.43243e-05,0.326288
1,0.0905405,1.44595e-05,0.326568
1,0.0905405,1.45946e-05,0.32639
1,0.0905405,1.47297e-05,0.321707
1,0.0905405,1.48649e-05,0.317316
1,0.0905405,1.5e-05,0.317317
1,0.0932432,5e-06,0.307546
1,0.0932432,5.13514e-06,0.305797
1,0.0932432,5.27027e-06,0.314922
1,0.0932432,5.40541e-06,0.307799
1,0.0932432,5.54054e-06,0.311463
1,0.0932432,5.67568e-06,0.311667
1,0.0932432,5.81081e-06,0.308445
1,0.0932432,5.94595e-06,0.31142
1,0.0932432,6.08108e-06,0.306422
1,0.0932432,6.21622e-06,0.307946
1,0.0932432,6.35135e-06,0.309792
1,0.0932432,6.48649e-06,0.313078
1,0.0932432,6.62162e-06,0.309308
1,0.0932432,6.75676e-06,0.3134
1,0.0932432,6.89189e-06,0.315384
1,0.0932432,7.02703e-06,0.315585
1,0.0932432,7.16216e-06,0.318433
1,0.0932432,7.2973e-06,0.316066
1,0.0932432,7.43243e-06,0.309935
1,0.0932432,7.56757e-06,0.311633
1,0.0932432,7.7027e-06,0.318054
1,0.0932432,7.83784e-06,0.316323
1,0.0932432,7.97297e-06,0.315848
1,0.0932432,8.10811e-06,0.316264
1,0.0932432,8.24324e-06,0.314584
1,0.0932432,8.37838e-06,0.315948
1,0.0932432,8.51351e-06,0.32087
1,0.0932432,8.64865e-06,0.318483
1,0.0932432,8.78378e-06,0.318957
1,0.0932432,8.91892e-06,0.318772
1,0.0932432,9.05405e-06,0.316526
1,0.0932432,9.18919e-06,0.324217
1,0.0932432,9.32432e-06,0.321622
1,0.0932432,9.45946e-06,0.323701
1,0.0932432,9.59459e-06,0.318617
1,0.0932432,9.72973e-06,0.31706
1,0.0932432,9.86486e-06,0.318826
1,0.0932432,1e-05,0.322533
1,0.0932432,1.01351e-05,0.320066
1,0.0932432,1.02703e-05,0.323789
1,0.0932432,1.04054e-05,0.31554
1,0.0932432,1.05405e-05,0.318513
1,0.0932432,1.06757e-05,0.323408
1,0.0932432,1.08108e-05,0.319823
1,0.0932432,1.09459e-05,0.32245
1,0.0932432,1.10811e-05,0.319517
1,0.0932432,1.12162e-05,0.325999
1,0.0932432,1.13514e-05,0.3249
1,0.0932432,1.14865e-05,0.321377
1,0.0932432,1.16216e-05,0.327675
1,0.0932432,1.17568e-05,0.319733
1,0.0932432,1.18919e-05,0.324396
1,0.0932432,1.2027e-05,0.325845
1,0.0932432,1.21622e-05,0.319922
1,0.0932432,1.22973e-05,0.32016
1,0.0932432,1.24324e-05,0.31997
1,0.0932432,1.25676e-05,0.323405
1,0.0932432,1.27027e-05,0.3155
1,0.0932432,1.28378e-05,0.321042
1,0.0932432,1.2973e-05,0.323564
1,0.0932432,1.31081e-05,0.32028
1,0.0932432,1.32432e-05,0.324216
1,0.0932432,1.33784e-05,0.320828
1,0.0932432,1.35135e-05,0.323752
1,0.0932432,1.36486e-05,0.320936
1,0.0932432,1.37838e-05,0.324692
1,0.0932432,1.39189e-05,0.326077
1,0.0932432,1.40541e-05,0.326227
1,0.0932432,1.41892e-05,0.323838
1,0.0932432,1.43243e-05,0.322027
1,0.0932432,1.44595e-05,0.317772
1,0.0932432,1.45946e-05,0.318436
1,0.0932432,1.47297e-05,0.321617
1,0.0932432,1.48649e-05,0.324497
1,0.0932432,1.5e-05,0.321593
1,0.0959459,5e-06,0.310492
1,0.0959459,5.13514e-06,0.311377
1,0.0959459,5.27027e-06,0.311648
1,0.0959459,5.40541e-06,0.30792
1,0.0959459,5.54054e-06,0.313086
1,0.0959459,5.67568e-06,0.308628
1,0.0959459,5.81081e-06,0.307349
1,0.0959459,5.94595e-06,0.31294
1,0.0959459,6.08108e-06,0.306558
1,0.0959459,6.21622e-06,0.312988
1,0.0959459,6.35135e-06,0.313201
1,0.0959459,6.48649e-06,0.311489
1,0.0959459,6.62162e-06,0.311048
1,0.0959459,6.75676e-06,0.31617
1,0.0959459,6.89189e-06,0.316592
1,0.0959459,7.02703e-06,0.312585
1,0.0959459,7.16216e-06,0.314147
1,0.0959459,7.2973e-06,0.313132
1,0.0959459,7.43243e-06,0.310889
1,0.0959459,7.56757e-06,0.316109
1,0.0959459,7.7027e-06,0.316302
1,0.0959459,7.83784e-06,0.316954
1,0.0959459,7.97297e-06,0.318824
1,0.0959459,8.10811e-06,0.313629
1,0.0959459,8.24324e-06,0.317532
1,0.0959459,8.37838e-06,0.315583
1,0.0959459,8.51351e-06,0.319394
1,0.0959459,8.64865e-06,0.311149
1,0.0959459,8.78378e-06,0.311558
1,0.0959459,8.91892e-06,0.323222
1,0.0959459,9.05405e-06,0.316962
1,0.0959459,9.18919e-06,0.321483
1,0.0959459,9.32432e-06,0.318426
1,0.0959459,9.45946e-06,0.324073
1,0.0959459,9.59459e-06,0.321619
1,0.0959459,9.72973e-06,0.324505
1,0.0959459,9.86486e-06,0.317321
1,0.0959459,1e-05,0.31997
1,0.0959459,1.01351e-05,0.325123
1,0.0959459,1.02703e-05,0.314047
1,0.0959459,1.04054e-05,0.323999
1,0.0959459,1.05405e-05,0.32105
1,0.0959459,1.06757e-05,0.323305
1,0.0959459,1.08108e-05,0.322779
1,0.0959459,1.09459e-05,0.317687
1,0.0959459,1.10811e-05,0.322207
1,0.0959459,1.12162e-05,0.32566
1,0.0959459,1.13514e-05,0.318943
1,0.0959459,1.14865e-05,0.324642
1,0.0959459,1.16216e-05,0.322999
1,0.0959459,1.17568e-05,0.319755
1,0.0959459,1.18919e-05,0.320492
1,0.0959459,1.2027e-05,0.324633
1,0.0959459,1.21622e-05,0.322243
1,0.0959459,1.22973e-05,0.318747
1,0.0959459,1.24324e-05,0.326065
1,0.0959459,1.25676e-05,0.322838
1,0.0959459,1.27027e-05,0.323482
1,0.0959459,1.28378e-05,0.322319
1,0.0959459,1.2973e-05,0.324503
1,0.0959459,1.31081e-05,0.318751
1,0.0959459,1.32432e-05,0.329328
1,0.0959459,1.33784e-05,0.3301
1,0.0959459,1.35135e-05,0.322805
1,0.0959459,1.36486e-05,0.325937
1,0.0959459,1.37838e-05,0.329027
1,0.0959459,1.39189e-05,0.325912
1,0.0959459,1.40541e-05,0.322024
1,0.0959459,1.41892e-05,0.321758
1,0.0959459,1.43243e-05,0.32341
