omega,gamma,beta,firm,profit
1,0.118385,9.63637e-06,2,0.135241
1,0.118385,9.82829e-06,1,0.134791
1,0.118385,9.82829e-06,2,0.135684
1,0.118385,1.00202e-05,1,0.13591
1,0.118385,1.00202e-05,2,0.136092
1,0.118385,1.02121e-05,1,0.135355
1,0.118385,1.02121e-05,2,0.133909
1,0.118385,1.0404e-05,1,0.134944
1,0.118385,1.0404e-05,2,0.134714
1,0.118385,1.0596e-05,1,0.134717
1,0.118385,1.0596e-05,2,0.134649
1,0.118385,1.07879e-05,1,0.135311
1,0.118385,1.07879e-05,2,0.135679
1,0.118385,1.09798e-05,1,0.136701
1,0.118385,1.09798e-05,2,0.135708
1,0.118385,1.11717e-05,1,0.13441
1,0.118385,1.11717e-05,2,0.135366
1,0.118385,1.13636e-05,1,0.134817
1,0.118385,1.13636e-05,2,0.135293
1,0.118385,1.15556e-05,1,0.1348
1,0.118385,1.15556e-05,2,0.134896
1,0.118385,1.17475e-05,1,0.13368
1,0.118385,1.17475e-05,2,0.134074
1,0.118385,1.19394e-05,1,0.134391
1,0.118385,1.19394e-05,2,0.134821
1,0.118385,1.21313e-05,1,0.13566
1,0.118385,1.21313e-05,2,0.135806
1,0.118385,1.23232e-05,1,0.134714
1,0.118385,1.23232e-05,2,0.134172
1,0.118385,1.25151e-05,1,0.134719
1,0.118385,1.25151e-05,2,0.135146
1,0.118385,1.27071e-05,1,0.135945
1,0.118385,1.27071e-05,2,0.13464
1,0.118385,1.2899e-05,1,0.135213
1,0.118385,1.2899e-05,2,0.136012
1,0.118385,1.30909e-05,1,0.134915
1,0.118385,1.30909e-05,2,0.134864
1,0.118385,1.32828e-05,1,0.133726
1,0.118385,1.32828e-05,2,0.134607
1,0.118385,1.34747e-05,1,0.134094
1,0.118385,1.34747e-05,2,0.135573
1,0.118385,1.36667e-05,1,0.13496
1,0.118385,1.36667e-05,2,0.134997
1,0.118385,1.38586e-05,1,0.135424
1,0.118385,1.38586e-05,2,0.13505
1,0.118385,1.40505e-05,1,0.134998
1,0.118385,1.40505e-05,2,0.135878
1,0.118385,1.42424e-05,1,0.134581
1,0.118385,1.42424e-05,2,0.135892
1,0.118385,1.44343e-05,1,0.133888
1,0.118385,1.44343e-05,2,0.134354
1,0.118385,1.46262e-05,1,0.13558
1,0.118385,1.46262e-05,2,0.134925
1,0.118385,1.48182e-05,1,0.135778
1,0.118385,1.48182e-05,2,0.134927
1,0.118385,1.50101e-05,1,0.134394
1,0.118385,1.50101e-05,2,0.13505
1,0.118385,1.5202e-05,1,0.133454
1,0.118385,1.5202e-05,2,0.133816
1,0.121315,5.798e-06,1,0.134181
1,0.121315,5.798e-06,2,0.134046
1,0.121315,5.98992e-06,1,0.136787
1,0.121315,5.98992e-06,2,0.136441
1,0.121315,6.18184e-06,1,0.134583
1,0.121315,6.18184e-06,2,0.134091
1,0.121315,6.37376e-06,1,0.135659
1,0.121315,6.37376e-06,2,0.135893
1,0.121315,6.56567e-06,1,0.13539
1,0.121315,6.56567e-06,2,0.135247
1,0.121315,6.75759e-06,1,0.135318
1,0.121315,6.75759e-06,2,0.134742
1,0.121315,6.94951e-06,1,0.135748
1,0.121315,6.94951e-06,2,0.136721
1,0.121315,7.14143e-06,1,0.136585
1,0.121315,7.14143e-06,2,0.135849
1,0.121315,7.33335e-06,1,0.133853
1,0.121315,7.33335e-06,2,0.13502
1,0.121315,7.52527e-06,1,0.135721
1,0.121315,7.52527e-06,2,0.135252
1,0.121315,7.71718e-06,1,0.135482
1,0.121315,7.71718e-06,2,0.135899
1,0.121315,7.9091e-06,1,0.135812
1,0.121315,7.9091e-06,2,0.136242
1,0.121315,8.10102e-06,1,0.134076
1,0.121315,8.10102e-06,2,0.135152
1,0.121315,8.29294e-06,1,0.135684
1,0.121315,8.29294e-06,2,0.134875
1,0.121315,8.48486e-06,1,0.135494
1,0.121315,8.48486e-06,2,0.134927
1,0.121315,8.67678e-06,1,0.135209
1,0.121315,8.67678e-06,2,0.135512
1,0.121315,8.86869e-06,1,0.136603
1,0.121315,8.86869e-06,2,0.135764
1,0.121315,9.06061e-06,1,0.134818
1,0.121315,9.06061e-06,2,0.135236
1,0.121315,9.25253e-06,1,0.134826
1,0.121315,9.25253e-06,2,0.134915
1,0.121315,9.44445e-06,1,0.135089
1,0.121315,9.44445e-06,2,0.13621
1,0.121315,9.63637e-06,1,0.135118
1,0.121315,9.63637e-06,2,0.134993
1,0.121315,9.82829e-06,1,0.13528
1,0.121315,9.82829e-06,2,0.135048
1,0.121315,1.00202e-05,1,0.135287
1,0.121315,1.00202e-05,2,0.135865
1,0.121315,1.02121e-05,1,0.135302
1,0.121315,1.02121e-05,2,0.13479
1,0.121315,1.0404e-05,1,0.135105
1,0.121315,1.0404e-05,2,0.135803
1,0.121315,1.0596e-05,1,0.134269
1,0.121315,1.0596e-05,2,0.134583
1,0.121315,1.07879e-05,1,0.136129
1,0.121315,1.07879e-05,2,0.134148
1,0.121315,1.09798e-05,1,0.135215
1,0.121315,1.09798e-05,2,0.134648
1,0.121315,1.11717e-05,1,0.135738
1,0.121315,1.11717e-05,2,0.135616
1,0.121315,1.13636e-05,1,0.135353
1,0.121315,1.13636e-05,2,0.135365
1,0.121315,1.15556e-05,1,0.134852
1,0.121315,1.15556e-05,2,0.135428
1,0.121315,1.17475e-05,1,0.134826
1,0.121315,1.17475e-05,2,0.134191
1,0.121315,1.19394e-05,1,0.134778
1,0.121315,1.19394e-05,2,0.135156
1,0.121315,1.21313e-05,1,0.133996
1,0.121315,1.21313e-05,2,0.133296
1,0.121315,1.23232e-05,1,0.134861
1,0.121315,1.23232e-05,2,0.135908
1,0.121315,1.25151e-05,1,0.134072
1,0.121315,1.25151e-05,2,0.134643
1,0.121315,1.27071e-05,1,0.134946
1,0.121315,1.27071e-05,2,0.135017
1,0.121315,1.2899e-05,1,0.13483
1,0.121315,1.2899e-05,2,0.13532
1,0.121315,1.30909e-05,1,0.135817
1,0.121315,1.30909e-05,2,0.135551
1,0.121315,1.32828e-05,1,0.135294
1,0.121315,1.32828e-05,2,0.13546
1,0.121315,1.34747e-05,1,0.135554
1,0.121315,1.34747e-05,2,0.135305
1,0.121315,1.36667e-05,1,0.13609
1,0.121315,1.36667e-05,2,0.135537
1,0.121315,1.38586e-05,1,0.134931
1,0.121315,1.38586e-05,2,0.134359
1,0.121315,1.40505e-05,1,0.135164
1,0.121315,1.40505e-05,2,0.134637
1,0.121315,1.42424e-05,1,0.134188
1,0.121315,1.42424e-05,2,0.134405
1,0.121315,1.44343e-05,1,0.134758
1,0.121315,1.44343e-05,2,0.134968
1,0.121315,1.46262e-05,1,0.134855
1,0.121315,1.46262e-05,2,0.134616
1,0.121315,1.48182e-05,1,0.135327
1,0.121315,1.48182e-05,2,0.134058
1,0.121315,1.50101e-05,1,0.1357
1,0.121315,1.50101e-05,2,0.134901
1,0.121315,1.5202e-05,1,0.133814
1,0.121315,1.5202e-05,2,0.135105
1,0.124244,5.798e-06,1,0.13546
1,0.124244,5.798e-06,2,0.135322
1,0.124244,5.98992e-06,1,0.135885
1,0.124244,5.98992e-06,2,0.136917
1,0.124244,6.18184e-06,1,0.135776
1,0.124244,6.18184e-06,2,0.135673
1,0.124244,6.37376e-06,1,0.135168
1,0.124244,6.37376e-06,2,0.135387
1,0.124244,6.56567e-06,1,0.135786
1,0.124244,6.56567e-06,2,0.135368
1,0.124244,6.75759e-06,1,0.134506
1,0.124244,6.75759e-06,2,0.135617
1,0.124244,6.94951e-06,1,0.135233
1,0.124244,6.94951e-06,2,0.136263
1,0.124244,7.14143e-06,1,0.135047
1,0.124244,7.14143e-06,2,0.135376
1,0.124244,7.33335e-06,1,0.135969
1,0.124244,7.33335e-06,2,0.136553
1,0.124244,7.52527e-06,1,0.136801
1,0.124244,7.52527e-06,2,0.134931
1,0.124244,7.71718e-06,1,0.135857
1,0.124244,7.71718e-06,2,0.136423
1,0.124244,7.9091e-06,1,0.134833
1,0.124244,7.9091e-06,2,0.134078
1,0.124244,8.10102e-06,1,0.135903
1,0.124244,8.10102e-06,2,0.136572
1,0.124244,8.29294e-06,1,0.136
1,0.124244,8.29294e-06,2,0.134004
1,0.124244,8.48486e-06,1,0.136259
1,0.124244,8.48486e-06,2,0.134666
1,0.124244,8.67678e-06,1,0.135665
1,0.124244,8.67678e-06,2,0.135884
1,0.124244,8.86869e-06,1,0.135304
1,0.124244,8.86869e-06,2,0.134977
1,0.124244,9.06061e-06,1,0.135705
1,0.124244,9.06061e-06,2,0.135456
1,0.124244,9.25253e-06,1,0.134893
1,0.124244,9.25253e-06,2,0.135366
1,0.124244,9.44445e-06,1,0.134373
1,0.124244,9.44445e-06,2,0.135603
1,0.124244,9.63637e-06,1,0.135704
1,0.124244,9.63637e-06,2,0.133797
1,0.124244,9.82829e-06,1,0.135207
1,0.124244,9.82829e-06,2,0.134886
1,0.124244,1.00202e-05,1,0.134777
1,0.124244,1.00202e-05,2,0.135171
1,0.124244,1.02121e-05,1,0.135009
1,0.124244,1.02121e-05,2,0.134687
1,0.124244,1.0404e-05,1,0.135514
1,0.124244,1.0404e-05,2,0.134897
1,0.124244,1.0596e-05,1,0.135254
1,0.124244,1.0596e-05,2,0.135569
1,0.124244,1.07879e-05,1,0.135237
1,0.124244,1.07879e-05,2,0.135058
1,0.124244,1.09798e-05,1,0.134858
1,0.124244,1.09798e-05,2,0.134533
1,0.124244,1.11717e-05,1,0.134721
1,0.124244,1.11717e-05,2,0.134229
1,0.124244,1.13636e-05,1,0.135928
1,0.124244,1.13636e-05,2,0.13556
1,0.124244,1.15556e-05,1,0.135404
1,0.124244,1.15556e-05,2,0.135419
1,0.124244,1.17475e-05,1,0.13451
1,0.124244,1.17475e-05,2,0.134764
1,0.124244,1.19394e-05,1,0.134724
1,0.124244,1.19394e-05,2,0.134096
1,0.124244,1.21313e-05,1,0.134715
1,0.124244,1.21313e-05,2,0.133414
1,0.124244,1.23232e-05,1,0.134498
1,0.124244,1.23232e-05,2,0.13287
1,0.124244,1.25151e-05,1,0.134421
1,0.124244,1.25151e-05,2,0.13564
1,0.124244,1.27071e-05,1,0.135709
1,0.124244,1.27071e-05,2,0.13532
1,0.124244,1.2899e-05,1,0.134466
1,0.124244,1.2899e-05,2,0.134581
1,0.124244,1.30909e-05,1,0.135579
1,0.124244,1.30909e-05,2,0.135623
1,0.124244,1.32828e-05,1,0.135252
1,0.124244,1.32828e-05,2,0.13639
1,0.124244,1.34747e-05,1,0.134572
1,0.124244,1.34747e-05,2,0.134405
1,0.124244,1.36667e-05,1,0.133815
1,0.124244,1.36667e-05,2,0.134086
1,0.124244,1.38586e-05,1,0.134947
1,0.124244,1.38586e-05,2,0.135978
1,0.124244,1.40505e-05,1,0.134941
1,0.124244,1.40505e-05,2,0.134325
1,0.124244,1.42424e-05,1,0.134825
1,0.124244,1.42424e-05,2,0.134619
1,0.124244,1.44343e-05,1,0.13491
1,0.124244,1.44343e-05,2,0.134898
1,0.124244,1.46262e-05,1,0.135216
1,0.124244,1.46262e-05,2,0.135176
1,0.124244,1.48182e-05,1,0.13452
1,0.124244,1.48182e-05,2,0.133822
1,0.124244,1.50101e-05,1,0.134694
1,0.124244,1.50101e-05,2,0.13559
1,0.124244,1.5202e-05,1,0.135345
1,0.124244,1.5202e-05,2,0.134602
1,0.127173,5.798e-06,1,0.135407
1,0.127173,5.798e-06,2,0.135858
1,0.127173,5.98992e-06,1,0.134445
1,0.127173,5.98992e-06,2,0.13513
1,0.127173,6.18184e-06,1,0.134801
1,0.127173,6.18184e-06,2,0.13504
1,0.127173,6.37376e-06,1,0.134764
1,0.127173,6.37376e-06,2,0.133728
1,0.127173,6.56567e-06,1,0.135543
1,0.127173,6.56567e-06,2,0.134042
1,0.127173,6.75759e-06,1,0.136507
1,0.127173,6.75759e-06,2,0.134331
1,0.127173,6.94951e-06,1,0.135697
1,0.127173,6.94951e-06,2,0.135851
1,0.127173,7.14143e-06,1,0.134967
1,0.127173,7.14143e-06,2,0.134938
1,0.127173,7.33335e-06,1,0.136154
1,0.127173,7.33335e-06,2,0.135587
1,0.127173,7.52527e-06,1,0.135365
1,0.127173,7.52527e-06,2,0.135934
1,0.127173,7.71718e-06,1,0.13575
1,0.127173,7.71718e-06,2,0.135734
1,0.127173,7.9091e-06,1,0.135957
1,0.127173,7.9091e-06,2,0.135829
1,0.127173,8.10102e-06,1,0.135569
1,0.127173,8.10102e-06,2,0.136793
1,0.127173,8.29294e-06,1,0.136297
1,0.127173,8.29294e-06,2,0.135655
1,0.127173,8.48486e-06,1,0.136751
1,0.127173,8.48486e-06,2,0.136863
1,0.127173,8.67678e-06,1,0.135255
1,0.127173,8.67678e-06,2,0.135656
1,0.127173,8.86869e-06,1,0.134614
1,0.127173,8.86869e-06,2,0.135483
1,0.127173,9.06061e-06,1,0.137312
1,0.127173,9.06061e-06,2,0.136248
1,0.127173,9.25253e-06,1,0.134528
1,0.127173,9.25253e-06,2,0.134628
1,0.127173,9.44445e-06,1,0.135224
1,0.127173,9.44445e-06,2,0.135011
1,0.127173,9.63637e-06,1,0.134902
1,0.127173,9.63637e-06,2,0.134815
1,0.127173,9.82829e-06,1,0.135918
1,0.127173,9.82829e-06,2,0.136631
1,0.127173,1.00202e-05,1,0.135099
1,0.127173,1.00202e-05,2,0.134851
1,0.127173,1.02121e-05,1,0.136446
1,0.127173,1.02121e-05,2,0.135722
1,0.127173,1.0404e-05,1,0.135041
1,0.127173,1.0404e-05,2,0.135419
1,0.127173,1.0596e-05,1,0.135342
1,0.127173,1.0596e-05,2,0.136299
1,0.127173,1.07879e-05,1,0.135764
1,0.127173,1.07879e-05,2,0.135867
1,0.127173,1.09798e-05,1,0.133891
1,0.127173,1.09798e-05,2,0.134078
1,0.127173,1.11717e-05,1,0.135909
1,0.127173,1.11717e-05,2,0.134723
1,0.127173,1.13636e-05,1,0.135901
1,0.127173,1.13636e-05,2,0.136182
1,0.127173,1.15556e-05,1,0.136321
1,0.127173,1.15556e-05,2,0.135553
1,0.127173,1.17475e-05,1,0.134721
1,0.127173,1.17475e-05,2,0.133903
1,0.127173,1.19394e-05,1,0.136464
1,0.127173,1.19394e-05,2,0.137051
1,0.127173,1.21313e-05,1,0.135119
1,0.127173,1.21313e-05,2,0.135992
1,0.127173,1.23232e-05,1,0.134615
1,0.127173,1.23232e-05,2,0.134961
1,0.127173,1.25151e-05,1,0.135751
1,0.127173,1.25151e-05,2,0.135412
1,0.127173,1.27071e-05,1,0.135578
1,0.127173,1.27071e-05,2,0.136215
1,0.127173,1.2899e-05,1,0.136653
1,0.127173,1.2899e-05,2,0.136811
1,0.127173,1.30909e-05,1,0.135197
1,0.127173,1.30909e-05,2,0.134241
1,0.127173,1.32828e-05,1,0.134861
1,0.127173,1.32828e-05,2,0.133356
1,0.127173,1.34747e-05,1,0.135791
1,0.127173,1.34747e-05,2,0.13559
1,0.127173,1.36667e-05,1,0.135458
1,0.127173,1.36667e-05,2,0.136234
1,0.127173,1.38586e-05,1,0.135744
1,0.127173,1.38586e-05,2,0.13516
1,0.127173,1.40505e-05,1,0.133908
1,0.127173,1.40505e-05,2,0.134646
1,0.127173,1.42424e-05,1,0.133904
1,0.127173,1.42424e-05,2,0.132941
1,0.127173,1.44343e-05,1,0.135304
1,0.127173,1.44343e-05,2,0.135996
1,0.127173,1.46262e-05,1,0.135541
1,0.127173,1.46262e-05,2,0.13491
1,0.127173,1.48182e-05,1,0.135286
1,0.127173,1.48182e-05,2,0.135687
1,0.127173,1.50101e-05,1,0.134324
1,0.127173,1.50101e-05,2,0.134034
1,0.127173,1.5202e-05,1,0.134745
1,0.127173,1.5202e-05,2,0.135081
1,0.130102,5.798e-06,1,0.13446
1,0.130102,5.798e-06,2,0.135193
1,0.130102,5.98992e-06,1,0.135333
1,0.130102,5.98992e-06,2,0.135116
1,0.130102,6.18184e-06,1,0.135271
1,0.130102,6.18184e-06,2,0.134186
1,0.130102,6.37376e-06,1,0.134941
1,0.130102,6.37376e-06,2,0.135816
1,0.130102,6.56567e-06,1,0.135599
1,0.130102,6.56567e-06,2,0.135952
1,0.130102,6.75759e-06,1,0.134556
1,0.130102,6.75759e-06,2,0.133638
1,0.130102,6.94951e-06,1,0.136506
1,0.130102,6.94951e-06,2,0.137478
1,0.130102,7.14143e-06,1,0.134189
1,0.130102,7.14143e-06,2,0.134708
1,0.130102,7.33335e-06,1,0.134073
1,0.130102,7.33335e-06,2,0.135553
1,0.130102,7.52527e-06,1,0.134193
1,0.130102,7.52527e-06,2,0.134772
1,0.130102,7.71718e-06,1,0.134441
1,0.130102,7.71718e-06,2,0.135065
1,0.130102,7.9091e-06,1,0.136172
1,0.130102,7.9091e-06,2,0.135328
1,0.130102,8.10102e-06,1,0.135537
1,0.130102,8.10102e-06,2,0.13692
1,0.130102,8.29294e-06,1,0.134411
1,0.130102,8.29294e-06,2,0.135462
1,0.130102,8.48486e-06,1,0.135186
1,0.130102,8.48486e-06,2,0.135334
1,0.130102,8.67678e-06,1,0.134734
1,0.130102,8.67678e-06,2,0.134483
1,0.130102,8.86869e-06,1,0.136461
1,0.130102,8.86869e-06,2,0.135668
1,0.130102,9.06061e-06,1,0.135152
1,0.130102,9.06061e-06,2,0.134848
1,0.130102,9.25253e-06,1,0.135981
1,0.130102,9.25253e-06,2,0.136493
1,0.130102,9.44445e-06,1,0.134816
1,0.130102,9.44445e-06,2,0.135083
1,0.130102,9.63637e-06,1,0.133873
1,0.130102,9.63637e-06,2,0.13523
1,0.130102,9.82829e-06,1,0.135726
1,0.130102,9.82829e-06,2,0.136272
1,0.130102,1.00202e-05,1,0.136374
1,0.130102,1.00202e-05,2,0.136182
1,0.130102,1.02121e-05,1,0.13518
1,0.130102,1.02121e-05,2,0.135157
1,0.130102,1.0404e-05,1,0.135907
1,0.130102,1.0404e-05,2,0.1363
1,0.130102,1.0596e-05,1,0.135468
1,0.130102,1.0596e-05,2,0.135813
1,0.130102,1.07879e-05,1,0.13511
1,0.130102,1.07879e-05,2,0.135169
1,0.130102,1.09798e-05,1,0.135861
1,0.130102,1.09798e-05,2,0.136624
1,0.130102,1.11717e-05,1,0.136259
1,0.130102,1.11717e-05,2,0.136402
1,0.130102,1.13636e-05,1,0.135331
1,0.130102,1.13636e-05,2,0.135985
1,0.130102,1.15556e-05,1,0.135043
1,0.130102,1.15556e-05,2,0.13571
1,0.130102,1.17475e-05,1,0.135335
1,0.130102,1.17475e-05,2,0.136106
1,0.130102,1.19394e-05,1,0.135846
1,0.130102,1.19394e-05,2,0.135779
1,0.130102,1.21313e-05,1,0.13455
1,0.130102,1.21313e-05,2,0.133793
1,0.130102,1.23232e-05,1,0.134974
1,0.130102,1.23232e-05,2,0.135723
1,0.130102,1.25151e-05,1,0.135039
1,0.130102,1.25151e-05,2,0.135603
1,0.130102,1.27071e-05,1,0.135366
1,0.130102,1.27071e-05,2,0.136038
1,0.130102,1.2899e-05,1,0.135229
1,0.130102,1.2899e-05,2,0.134889
1,0.130102,1.30909e-05,1,0.135623
1,0.130102,1.30909e-05,2,0.135304
1,0.130102,1.32828e-05,1,0.133855
1,0.130102,1.32828e-05,2,0.135512
1,0.130102,1.34747e-05,1,0.13576
1,0.130102,1.34747e-05,2,0.135847
1,0.130102,1.36667e-05,1,0.132982
1,0.130102,1.36667e-05,2,0.133989
1,0.130102,1.38586e-05,1,0.13484
1,0.130102,1.38586e-05,2,0.133996
1,0.130102,1.40505e-05,1,0.135115
1,0.130102,1.40505e-05,2,0.134637
1,0.130102,1.42424e-05,1,0.135634
1,0.130102,1.42424e-05,2,0.135329
1,0.130102,1.44343e-05,1,0.136539
1,0.130102,1.44343e-05,2,0.135091
1,0.130102,1.46262e-05,1,0.134176
1,0.130102,1.46262e-05,2,0.134145
1,0.130102,1.48182e-05,1,0.133921
1,0.130102,1.48182e-05,2,0.134218
1,0.130102,1.50101e-05,1,0.134976
1,0.130102,1.50101e-05,2,0.135176
1,0.130102,1.5202e-05,1,0.134198
1,0.130102,1.5202e-05,2,0.13424
1,0.133031,5.798e-06,1,0.135202
1,0.133031,5.798e-06,2,0.135335
1,0.133031,5.98992e-06,1,0.135508
1,0.133031,5.98992e-06,2,0.134686
1,0.133031,6.18184e-06,1,0.134664
1,0.133031,6.18184e-06,2,0.13514
1,0.133031,6.37376e-06,1,0.135494
1,0.133031,6.37376e-06,2,0.134814
1,0.133031,6.56567e-06,1,0.134572
1,0.133031,6.56567e-06,2,0.13618
1,0.133031,6.75759e-06,1,0.135382
1,0.133031,6.75759e-06,2,0.135841
1,0.133031,6.94951e-06,1,0.13722
1,0.133031,6.94951e-06,2,0.136955
1,0.133031,7.14143e-06,1,0.135524
1,0.133031,7.14143e-06,2,0.13541
1,0.133031,7.33335e-06,1,0.136583
1,0.133031,7.33335e-06,2,0.136281
1,0.133031,7.52527e-06,1,0.135428
1,0.133031,7.52527e-06,2,0.135394
1,0.133031,7.71718e-06,1,0.135737
1,0.133031,7.71718e-06,2,0.136459
1,0.133031,7.9091e-06,1,0.135977
1,0.133031,7.9091e-06,2,0.136005
1,0.133031,8.10102e-06,1,0.133763
1,0.133031,8.10102e-06,2,0.13481
1,0.133031,8.29294e-06,1,0.134312
1,0.133031,8.29294e-06,2,0.134935
1,0.133031,8.48486e-06,1,0.135754
1,0.133031,8.48486e-06,2,0.136386
1,0.133031,8.67678e-06,1,0.134656
1,0.133031,8.67678e-06,2,0.134529
1,0.133031,8.86869e-06,1,0.134832
1,0.133031,8.86869e-06,2,0.134634
1,0.133031,9.06061e-06,1,0.135213
1,0.133031,9.06061e-06,2,0.135596
1,0.133031,9.25253e-06,1,0.135933
1,0.133031,9.25253e-06,2,0.135118
1,0.133031,9.44445e-06,1,0.13482
1,0.133031,9.44445e-06,2,0.134569
1,0.133031,9.63637e-06,1,0.135654
1,0.133031,9.63637e-06,2,0.135613
1,0.133031,9.82829e-06,1,0.13634
1,0.133031,9.82829e-06,2,0.135391
1,0.133031,1.00202e-05,1,0.134117
1,0.133031,1.00202e-05,2,0.135086
1,0.133031,1.02121e-05,1,0.135394
1,0.133031,1.02121e-05,2,0.136264
1,0.133031,1.0404e-05,1,0.135619
1,0.133031,1.0404e-05,2,0.135325
1,0.133031,1.0596e-05,1,0.135186
1,0.133031,1.0596e-05,2,0.134956
1,0.133031,1.07879e-05,1,0.137221
1,0.133031,1.07879e-05,2,0.134676
1,0.133031,1.09798e-05,1,0.135976
1,0.133031,1.09798e-05,2,0.136
1,0.133031,1.11717e-05,1,0.136112
1,0.133031,1.11717e-05,2,0.135946
1,0.133031,1.13636e-05,1,0.134894
1,0.133031,1.13636e-05,2,0.135731
1,0.133031,1.15556e-05,1,0.134739
1,0.133031,1.15556e-05,2,0.136004
1,0.133031,1.17475e-05,1,0.132863
1,0.133031,1.17475e-05,2,0.13316
1,0.133031,1.19394e-05,1,0.13456
1,0.133031,1.19394e-05,2,0.13497
1,0.133031,1.21313e-05,1,0.135357
1,0.133031,1.21313e-05,2,0.134824
1,0.133031,1.23232e-05,1,0.134134
1,0.133031,1.23232e-05,2,0.134589
1,0.133031,1.25151e-05,1,0.135199
1,0.133031,1.25151e-05,2,0.135401
1,0.133031,1.27071e-05,1,0.134054
1,0.133031,1.27071e-05,2,0.133778
1,0.133031,1.2899e-05,1,0.135637
1,0.133031,1.2899e-05,2,0.135369
1,0.133031,1.30909e-05,1,0.134608
1,0.133031,1.30909e-05,2,0.133885
1,0.133031,1.32828e-05,1,0.134212
1,0.133031,1.32828e-05,2,0.134361
1,0.133031,1.34747e-05,1,0.134666
1,0.133031,1.34747e-05,2,0.134405
1,0.133031,1.36667e-05,1,0.134383
1,0.133031,1.36667e-05,2,0.13461
1,0.133031,1.38586e-05,1,0.134457
1,0.133031,1.38586e-05,2,0.134281
1,0.133031,1.40505e-05,1,0.134876
1,0.133031,1.40505e-05,2,0.134007
1,0.133031,1.42424e-05,1,0.135153
1,0.133031,1.42424e-05,2,0.135067
1,0.133031,1.44343e-05,1,0.13348
1,0.133031,1.44343e-05,2,0.134805
1,0.133031,1.46262e-05,1,0.134014
1,0.133031,1.46262e-05,2,0.13558
1,0.133031,1.48182e-05,1,0.133123
1,0.133031,1.48182e-05,2,0.133724
1,0.133031,1.50101e-05,1,0.134841
1,0.133031,1.50101e-05,2,0.134683
1,0.133031,1.5202e-05,1,0.133929
1,0.133031,1.5202e-05,2,0.135135
1,0.13596,5.798e-06,1,0.134317
1,0.13596,5.798e-06,2,0.133925
1,0.13596,5.98992e-06,1,0.134317
1,0.13596,5.98992e-06,2,0.134595
1,0.13596,6.18184e-06,1,0.13496
1,0.13596,6.18184e-06,2,0.133397
1,0.13596,6.37376e-06,1,0.135375
1,0.13596,6.37376e-06,2,0.134565
1,0.13596,6.56567e-06,1,0.135091
1,0.13596,6.56567e-06,2,0.1355
1,0.13596,6.75759e-06,1,0.135198
1,0.13596,6.75759e-06,2,0.135117
1,0.13596,6.94951e-06,1,0.136197
1,0.13596,6.94951e-06,2,0.135941
1,0.13596,7.14143e-06,1,0.133928
1,0.13596,7.14143e-06,2,0.135212
1,0.13596,7.33335e-06,1,0.135923
1,0.13596,7.33335e-06,2,0.13522
1,0.13596,7.52527e-06,1,0.133532
1,0.13596,7.52527e-06,2,0.135507
1,0.13596,7.71718e-06,1,0.135249
1,0.13596,7.71718e-06,2,0.136292
1,0.13596,7.9091e-06,1,0.134996
1,0.13596,7.9091e-06,2,0.136125
1,0.13596,8.10102e-06,1,0.134637
1,0.13596,8.10102e-06,2,0.13473
1,0.13596,8.29294e-06,1,0.134648
1,0.13596,8.29294e-06,2,0.13507
1,0.13596,8.48486e-06,1,0.134953
1,0.13596,8.48486e-06,2,0.133531
1,0.13596,8.67678e-06,1,0.135386
1,0.13596,8.67678e-06,2,0.135792
1,0.13596,8.86869e-06,1,0.136298
1,0.13596,8.86869e-06,2,0.135999
1,0.13596,9.06061e-06,1,0.13471
1,0.13596,9.06061e-06,2,0.135292
1,0.13596,9.25253e-06,1,0.135297
1,0.13596,9.25253e-06,2,0.135307
1,0.13596,9.44445e-06,1,0.134925
1,0.13596,9.44445e-06,2,0.13399
1,0.13596,9.63637e-06,1,0.13555
1,0.13596,9.63637e-06,2,0.135497
1,0.13596,9.82829e-06,1,0.135599
1,0.13596,9.82829e-06,2,0.1349
1,0.13596,1.00202e-05,1,0.135262
1,0.13596,1.00202e-05,2,0.135531
1,0.13596,1.02121e-05,1,0.13514
1,0.13596,1.02121e-05,2,0.135267
1,0.13596,1.0404e-05,1,0.134584
1,0.13596,1.0404e-05,2,0.133857
1,0.13596,1.0596e-05,1,0.133853
1,0.13596,1.0596e-05,2,0.133975
1,0.13596,1.07879e-05,1,0.134841
1,0.13596,1.07879e-05,2,0.13502
1,0.13596,1.09798e-05,1,0.135126
1,0.13596,1.09798e-05,2,0.134012
1,0.13596,1.11717e-05,1,0.133594
1,0.13596,1.11717e-05,2,0.135641
1,0.13596,1.13636e-05,1,0.134162
1,0.13596,1.13636e-05,2,0.134852
1,0.13596,1.15556e-05,1,0.133915
1,0.13596,1.15556e-05,2,0.135379
1,0.13596,1.17475e-05,1,0.136672
1,0.13596,1.17475e-05,2,0.136964
1,0.13596,1.19394e-05,1,0.134897
1,0.13596,1.19394e-05,2,0.135505
1,0.13596,1.21313e-05,1,0.134537
1,0.13596,1.21313e-05,2,0.134967
1,0.13596,1.23232e-05,1,0.135955
1,0.13596,1.23232e-05,2,0.135702
1,0.13596,1.25151e-05,1,0.134741
1,0.13596,1.25151e-05,2,0.134616
1,0.13596,1.27071e-05,1,0.135524
1,0.13596,1.27071e-05,2,0.135577
1,0.13596,1.2899e-05,1,0.134505
1,0.13596,1.2899e-05,2,0.134146
1,0.13596,1.30909e-05,1,0.13345
