omega,gamma,beta,firm,profit
1,0.10081,6.18184e-06,2,0.136331
1,0.10081,6.37376e-06,1,0.136647
1,0.10081,6.37376e-06,2,0.135647
1,0.10081,6.56567e-06,1,0.136839
1,0.10081,6.56567e-06,2,0.136133
1,0.10081,6.75759e-06,1,0.136125
1,0.10081,6.75759e-06,2,0.136536
1,0.10081,6.94951e-06,1,0.136587
1,0.10081,6.94951e-06,2,0.137177
1,0.10081,7.14143e-06,1,0.138014
1,0.10081,7.14143e-06,2,0.136167
1,0.10081,7.33335e-06,1,0.136616
1,0.10081,7.33335e-06,2,0.13585
1,0.10081,7.52527e-06,1,0.135563
1,0.10081,7.52527e-06,2,0.136252
1,0.10081,7.71718e-06,1,0.136481
1,0.10081,7.71718e-06,2,0.136106
1,0.10081,7.9091e-06,1,0.134475
1,0.10081,7.9091e-06,2,0.134613
1,0.10081,8.10102e-06,1,0.135539
1,0.10081,8.10102e-06,2,0.135387
1,0.10081,8.29294e-06,1,0.134965
1,0.10081,8.29294e-06,2,0.134869
1,0.10081,8.48486e-06,1,0.136119
1,0.10081,8.48486e-06,2,0.135656
1,0.10081,8.67678e-06,1,0.136218
1,0.10081,8.67678e-06,2,0.136571
1,0.10081,8.86869e-06,1,0.134532
1,0.10081,8.86869e-06,2,0.136031
1,0.10081,9.06061e-06,1,0.135287
1,0.10081,9.06061e-06,2,0.135011
1,0.10081,9.25253e-06,1,0.135409
1,0.10081,9.25253e-06,2,0.136145
1,0.10081,9.44445e-06,1,0.135985
1,0.10081,9.44445e-06,2,0.1362
1,0.10081,9.63637e-06,1,0.133977
1,0.10081,9.63637e-06,2,0.134262
1,0.10081,9.82829e-06,1,0.135655
1,0.10081,9.82829e-06,2,0.135512
1,0.10081,1.00202e-05,1,0.135235
1,0.10081,1.00202e-05,2,0.136908
1,0.10081,1.02121e-05,1,0.135627
1,0.10081,1.02121e-05,2,0.134352
1,0.10081,1.0404e-05,1,0.135157
1,0.10081,1.0404e-05,2,0.135737
1,0.10081,1.0596e-05,1,0.135302
1,0.10081,1.0596e-05,2,0.135911
1,0.10081,1.07879e-05,1,0.134476
1,0.10081,1.07879e-05,2,0.136059
1,0.10081,1.09798e-05,1,0.134745
1,0.10081,1.09798e-05,2,0.134634
1,0.10081,1.11717e-05,1,0.135053
1,0.10081,1.11717e-05,2,0.135665
1,0.10081,1.13636e-05,1,0.13648
1,0.10081,1.13636e-05,2,0.1347
1,0.10081,1.15556e-05,1,0.13562
1,0.10081,1.15556e-05,2,0.135629
1,0.10081,1.17475e-05,1,0.134028
1,0.10081,1.17475e-05,2,0.134462
1,0.10081,1.19394e-05,1,0.134996
1,0.10081,1.19394e-05,2,0.13495
1,0.10081,1.21313e-05,1,0.134519
1,0.10081,1.21313e-05,2,0.134875
1,0.10081,1.23232e-05,1,0.133876
1,0.10081,1.23232e-05,2,0.134803
1,0.10081,1.25151e-05,1,0.134265
1,0.10081,1.25151e-05,2,0.134038
1,0.10081,1.27071e-05,1,0.134145
1,0.10081,1.27071e-05,2,0.135797
1,0.10081,1.2899e-05,1,0.134089
1,0.10081,1.2899e-05,2,0.133849
1,0.10081,1.30909e-05,1,0.135381
1,0.10081,1.30909e-05,2,0.136586
1,0.10081,1.32828e-05,1,0.13504
1,0.10081,1.32828e-05,2,0.135407
1,0.10081,1.34747e-05,1,0.134768
1,0.10081,1.34747e-05,2,0.135071
1,0.10081,1.36667e-05,1,0.135446
1,0.10081,1.36667e-05,2,0.13551
1,0.10081,1.38586e-05,1,0.13353
1,0.10081,1.38586e-05,2,0.135169
1,0.10081,1.40505e-05,1,0.134987
1,0.10081,1.40505e-05,2,0.133975
1,0.10081,1.42424e-05,1,0.133284
1,0.10081,1.42424e-05,2,0.13395
1,0.10081,1.44343e-05,1,0.136296
1,0.10081,1.44343e-05,2,0.135464
1,0.10081,1.46262e-05,1,0.135246
1,0.10081,1.46262e-05,2,0.136465
1,0.10081,1.48182e-05,1,0.135778
1,0.10081,1.48182e-05,2,0.136124
1,0.10081,1.50101e-05,1,0.135121
1,0.10081,1.50101e-05,2,0.135484
1,0.10081,1.5202e-05,1,0.135469
1,0.10081,1.5202e-05,2,0.134059
1,0.10374,5.798e-06,1,0.134801
1,0.10374,5.798e-06,2,0.135266
1,0.10374,5.98992e-06,1,0.136519
1,0.10374,5.98992e-06,2,0.136378
1,0.10374,6.18184e-06,1,0.135574
1,0.10374,6.18184e-06,2,0.135312
1,0.10374,6.37376e-06,1,0.135732
1,0.10374,6.37376e-06,2,0.13556
1,0.10374,6.56567e-06,1,0.136094
1,0.10374,6.56567e-06,2,0.134645
1,0.10374,6.75759e-06,1,0.136306
1,0.10374,6.75759e-06,2,0.134294
1,0.10374,6.94951e-06,1,0.135104
1,0.10374,6.94951e-06,2,0.136167
1,0.10374,7.14143e-06,1,0.135642
1,0.10374,7.14143e-06,2,0.136384
1,0.10374,7.33335e-06,1,0.134785
1,0.10374,7.33335e-06,2,0.135427
1,0.10374,7.52527e-06,1,0.136917
1,0.10374,7.52527e-06,2,0.1368
1,0.10374,7.71718e-06,1,0.136738
1,0.10374,7.71718e-06,2,0.135926
1,0.10374,7.9091e-06,1,0.134753
1,0.10374,7.9091e-06,2,0.135882
1,0.10374,8.10102e-06,1,0.136296
1,0.10374,8.10102e-06,2,0.135381
1,0.10374,8.29294e-06,1,0.136273
1,0.10374,8.29294e-06,2,0.137317
1,0.10374,8.48486e-06,1,0.134746
1,0.10374,8.48486e-06,2,0.133528
1,0.10374,8.67678e-06,1,0.136686
1,0.10374,8.67678e-06,2,0.13707
1,0.10374,8.86869e-06,1,0.133052
1,0.10374,8.86869e-06,2,0.134769
1,0.10374,9.06061e-06,1,0.136308
1,0.10374,9.06061e-06,2,0.134339
1,0.10374,9.25253e-06,1,0.135763
1,0.10374,9.25253e-06,2,0.135511
1,0.10374,9.44445e-06,1,0.134649
1,0.10374,9.44445e-06,2,0.133525
1,0.10374,9.63637e-06,1,0.135804
1,0.10374,9.63637e-06,2,0.135035
1,0.10374,9.82829e-06,1,0.135261
1,0.10374,9.82829e-06,2,0.135373
1,0.10374,1.00202e-05,1,0.135575
1,0.10374,1.00202e-05,2,0.135916
1,0.10374,1.02121e-05,1,0.136014
1,0.10374,1.02121e-05,2,0.135897
1,0.10374,1.0404e-05,1,0.135566
1,0.10374,1.0404e-05,2,0.134512
1,0.10374,1.0596e-05,1,0.136337
1,0.10374,1.0596e-05,2,0.135187
1,0.10374,1.07879e-05,1,0.134935
1,0.10374,1.07879e-05,2,0.136204
1,0.10374,1.09798e-05,1,0.134315
1,0.10374,1.09798e-05,2,0.134364
1,0.10374,1.11717e-05,1,0.136116
1,0.10374,1.11717e-05,2,0.135386
1,0.10374,1.13636e-05,1,0.134832
1,0.10374,1.13636e-05,2,0.135087
1,0.10374,1.15556e-05,1,0.134383
1,0.10374,1.15556e-05,2,0.134082
1,0.10374,1.17475e-05,1,0.13446
1,0.10374,1.17475e-05,2,0.13496
1,0.10374,1.19394e-05,1,0.133591
1,0.10374,1.19394e-05,2,0.133834
1,0.10374,1.21313e-05,1,0.135646
1,0.10374,1.21313e-05,2,0.13492
1,0.10374,1.23232e-05,1,0.134302
1,0.10374,1.23232e-05,2,0.134901
1,0.10374,1.25151e-05,1,0.134289
1,0.10374,1.25151e-05,2,0.136012
1,0.10374,1.27071e-05,1,0.135587
1,0.10374,1.27071e-05,2,0.135472
1,0.10374,1.2899e-05,1,0.133628
1,0.10374,1.2899e-05,2,0.133258
1,0.10374,1.30909e-05,1,0.134439
1,0.10374,1.30909e-05,2,0.134908
1,0.10374,1.32828e-05,1,0.135016
1,0.10374,1.32828e-05,2,0.136127
1,0.10374,1.34747e-05,1,0.13626
1,0.10374,1.34747e-05,2,0.135551
1,0.10374,1.36667e-05,1,0.134837
1,0.10374,1.36667e-05,2,0.135382
1,0.10374,1.38586e-05,1,0.134273
1,0.10374,1.38586e-05,2,0.134085
1,0.10374,1.40505e-05,1,0.134675
1,0.10374,1.40505e-05,2,0.134824
1,0.10374,1.42424e-05,1,0.133844
1,0.10374,1.42424e-05,2,0.134689
1,0.10374,1.44343e-05,1,0.133966
1,0.10374,1.44343e-05,2,0.134062
1,0.10374,1.46262e-05,1,0.134782
1,0.10374,1.46262e-05,2,0.134016
1,0.10374,1.48182e-05,1,0.13493
1,0.10374,1.48182e-05,2,0.134657
1,0.10374,1.50101e-05,1,0.135145
1,0.10374,1.50101e-05,2,0.135152
1,0.10374,1.5202e-05,1,0.134923
1,0.10374,1.5202e-05,2,0.134457
1,0.106669,5.798e-06,1,0.13613
1,0.106669,5.798e-06,2,0.137169
1,0.106669,5.98992e-06,1,0.135675
1,0.106669,5.98992e-06,2,0.135586
1,0.106669,6.18184e-06,1,0.135789
1,0.106669,6.18184e-06,2,0.135475
1,0.106669,6.37376e-06,1,0.134794
1,0.106669,6.37376e-06,2,0.135072
1,0.106669,6.56567e-06,1,0.135976
1,0.106669,6.56567e-06,2,0.137
1,0.106669,6.75759e-06,1,0.136315
1,0.106669,6.75759e-06,2,0.135049
1,0.106669,6.94951e-06,1,0.135563
1,0.106669,6.94951e-06,2,0.135993
1,0.106669,7.14143e-06,1,0.135305
1,0.106669,7.14143e-06,2,0.135575
1,0.106669,7.33335e-06,1,0.136871
1,0.106669,7.33335e-06,2,0.135603
1,0.106669,7.52527e-06,1,0.135919
1,0.106669,7.52527e-06,2,0.136422
1,0.106669,7.71718e-06,1,0.134788
1,0.106669,7.71718e-06,2,0.135445
1,0.106669,7.9091e-06,1,0.135838
1,0.106669,7.9091e-06,2,0.135501
1,0.106669,8.10102e-06,1,0.134991
1,0.106669,8.10102e-06,2,0.135217
1,0.106669,8.29294e-06,1,0.133863
1,0.106669,8.29294e-06,2,0.134002
1,0.106669,8.48486e-06,1,0.134525
1,0.106669,8.48486e-06,2,0.134779
1,0.106669,8.67678e-06,1,0.134003
1,0.106669,8.67678e-06,2,0.135686
1,0.106669,8.86869e-06,1,0.135247
1,0.106669,8.86869e-06,2,0.135062
1,0.106669,9.06061e-06,1,0.136528
1,0.106669,9.06061e-06,2,0.136448
1,0.106669,9.25253e-06,1,0.135593
1,0.106669,9.25253e-06,2,0.135346
1,0.106669,9.44445e-06,1,0.134264
1,0.106669,9.44445e-06,2,0.135209
1,0.106669,9.63637e-06,1,0.13385
1,0.106669,9.63637e-06,2,0.133583
1,0.106669,9.82829e-06,1,0.134934
1,0.106669,9.82829e-06,2,0.134891
1,0.106669,1.00202e-05,1,0.135215
1,0.106669,1.00202e-05,2,0.134124
1,0.106669,1.02121e-05,1,0.135328
1,0.106669,1.02121e-05,2,0.134862
1,0.106669,1.0404e-05,1,0.136211
1,0.106669,1.0404e-05,2,0.135732
1,0.106669,1.0596e-05,1,0.134098
1,0.106669,1.0596e-05,2,0.135506
1,0.106669,1.07879e-05,1,0.134844
1,0.106669,1.07879e-05,2,0.135712
1,0.106669,1.09798e-05,1,0.135312
1,0.106669,1.09798e-05,2,0.13465
1,0.106669,1.11717e-05,1,0.134647
1,0.106669,1.11717e-05,2,0.136071
1,0.106669,1.13636e-05,1,0.135189
1,0.106669,1.13636e-05,2,0.135772
1,0.106669,1.15556e-05,1,0.134707
1,0.106669,1.15556e-05,2,0.135297
1,0.106669,1.17475e-05,1,0.134376
1,0.106669,1.17475e-05,2,0.134378
1,0.106669,1.19394e-05,1,0.133958
1,0.106669,1.19394e-05,2,0.134661
1,0.106669,1.21313e-05,1,0.136833
1,0.106669,1.21313e-05,2,0.135744
1,0.106669,1.23232e-05,1,0.135227
1,0.106669,1.23232e-05,2,0.135064
1,0.106669,1.25151e-05,1,0.13503
1,0.106669,1.25151e-05,2,0.135023
1,0.106669,1.27071e-05,1,0.135355
1,0.106669,1.27071e-05,2,0.135236
1,0.106669,1.2899e-05,1,0.1353
1,0.106669,1.2899e-05,2,0.134618
1,0.106669,1.30909e-05,1,0.134471
1,0.106669,1.30909e-05,2,0.135181
1,0.106669,1.32828e-05,1,0.134299
1,0.106669,1.32828e-05,2,0.13304
1,0.106669,1.34747e-05,1,0.134117
1,0.106669,1.34747e-05,2,0.134758
1,0.106669,1.36667e-05,1,0.133637
1,0.106669,1.36667e-05,2,0.134339
1,0.106669,1.38586e-05,1,0.134485
1,0.106669,1.38586e-05,2,0.135294
1,0.106669,1.40505e-05,1,0.135154
1,0.106669,1.40505e-05,2,0.134203
1,0.106669,1.42424e-05,1,0.134424
1,0.106669,1.42424e-05,2,0.134043
1,0.106669,1.44343e-05,1,0.134462
1,0.106669,1.44343e-05,2,0.135319
1,0.106669,1.46262e-05,1,0.13395
1,0.106669,1.46262e-05,2,0.135888
1,0.106669,1.48182e-05,1,0.134668
1,0.106669,1.48182e-05,2,0.136005
1,0.106669,1.50101e-05,1,0.13493
1,0.106669,1.50101e-05,2,0.13435
1,0.106669,1.5202e-05,1,0.134416
1,0.106669,1.5202e-05,2,0.133421
1,0.109598,5.798e-06,1,0.135807
1,0.109598,5.798e-06,2,0.134462
1,0.109598,5.98992e-06,1,0.134736
1,0.109598,5.98992e-06,2,0.136732
1,0.109598,6.18184e-06,1,0.136045
1,0.109598,6.18184e-06,2,0.136802
1,0.109598,6.37376e-06,1,0.135431
1,0.109598,6.37376e-06,2,0.137261
1,0.109598,6.56567e-06,1,0.136085
1,0.109598,6.56567e-06,2,0.136199
1,0.109598,6.75759e-06,1,0.136373
1,0.109598,6.75759e-06,2,0.137133
1,0.109598,6.94951e-06,1,0.135924
1,0.109598,6.94951e-06,2,0.13581
1,0.109598,7.14143e-06,1,0.135128
1,0.109598,7.14143e-06,2,0.135087
1,0.109598,7.33335e-06,1,0.135923
1,0.109598,7.33335e-06,2,0.135212
1,0.109598,7.52527e-06,1,0.136011
1,0.109598,7.52527e-06,2,0.136797
1,0.109598,7.71718e-06,1,0.136247
1,0.109598,7.71718e-06,2,0.136074
1,0.109598,7.9091e-06,1,0.135095
1,0.109598,7.9091e-06,2,0.1351
1,0.109598,8.10102e-06,1,0.135512
1,0.109598,8.10102e-06,2,0.135277
1,0.109598,8.29294e-06,1,0.134435
1,0.109598,8.29294e-06,2,0.13582
1,0.109598,8.48486e-06,1,0.135297
1,0.109598,8.48486e-06,2,0.134784
1,0.109598,8.67678e-06,1,0.136425
1,0.109598,8.67678e-06,2,0.135898
1,0.109598,8.86869e-06,1,0.134126
1,0.109598,8.86869e-06,2,0.134408
1,0.109598,9.06061e-06,1,0.134598
1,0.109598,9.06061e-06,2,0.13542
1,0.109598,9.25253e-06,1,0.135292
1,0.109598,9.25253e-06,2,0.135606
1,0.109598,9.44445e-06,1,0.136159
1,0.109598,9.44445e-06,2,0.136049
1,0.109598,9.63637e-06,1,0.135497
1,0.109598,9.63637e-06,2,0.134873
1,0.109598,9.82829e-06,1,0.135871
1,0.109598,9.82829e-06,2,0.135907
1,0.109598,1.00202e-05,1,0.134675
1,0.109598,1.00202e-05,2,0.135307
1,0.109598,1.02121e-05,1,0.136831
1,0.109598,1.02121e-05,2,0.135758
1,0.109598,1.0404e-05,1,0.13432
1,0.109598,1.0404e-05,2,0.134356
1,0.109598,1.0596e-05,1,0.133678
1,0.109598,1.0596e-05,2,0.134272
1,0.109598,1.07879e-05,1,0.136079
1,0.109598,1.07879e-05,2,0.135754
1,0.109598,1.09798e-05,1,0.134046
1,0.109598,1.09798e-05,2,0.13383
1,0.109598,1.11717e-05,1,0.13535
1,0.109598,1.11717e-05,2,0.135737
1,0.109598,1.13636e-05,1,0.134843
1,0.109598,1.13636e-05,2,0.135451
1,0.109598,1.15556e-05,1,0.133639
1,0.109598,1.15556e-05,2,0.13368
1,0.109598,1.17475e-05,1,0.135273
1,0.109598,1.17475e-05,2,0.135316
1,0.109598,1.19394e-05,1,0.136165
1,0.109598,1.19394e-05,2,0.135125
1,0.109598,1.21313e-05,1,0.134816
1,0.109598,1.21313e-05,2,0.13342
1,0.109598,1.23232e-05,1,0.134443
1,0.109598,1.23232e-05,2,0.134609
1,0.109598,1.25151e-05,1,0.135367
1,0.109598,1.25151e-05,2,0.135841
1,0.109598,1.27071e-05,1,0.13504
1,0.109598,1.27071e-05,2,0.134098
1,0.109598,1.2899e-05,1,0.134736
1,0.109598,1.2899e-05,2,0.13362
1,0.109598,1.30909e-05,1,0.135291
1,0.109598,1.30909e-05,2,0.134791
1,0.109598,1.32828e-05,1,0.135652
1,0.109598,1.32828e-05,2,0.135579
1,0.109598,1.34747e-05,1,0.133627
1,0.109598,1.34747e-05,2,0.135026
1,0.109598,1.36667e-05,1,0.134852
1,0.109598,1.36667e-05,2,0.134042
1,0.109598,1.38586e-05,1,0.134034
1,0.109598,1.38586e-05,2,0.134231
1,0.109598,1.40505e-05,1,0.135216
1,0.109598,1.40505e-05,2,0.135034
1,0.109598,1.42424e-05,1,0.134122
1,0.109598,1.42424e-05,2,0.135002
1,0.109598,1.44343e-05,1,0.13304
1,0.109598,1.44343e-05,2,0.134782
1,0.109598,1.46262e-05,1,0.135004
1,0.109598,1.46262e-05,2,0.135857
1,0.109598,1.48182e-05,1,0.135653
1,0.109598,1.48182e-05,2,0.134438
1,0.109598,1.50101e-05,1,0.133969
1,0.109598,1.50101e-05,2,0.134921
1,0.109598,1.5202e-05,1,0.134487
1,0.109598,1.5202e-05,2,0.135555
1,0.112527,5.798e-06,1,0.136488
1,0.112527,5.798e-06,2,0.135471
1,0.112527,5.98992e-06,1,0.13564
1,0.112527,5.98992e-06,2,0.135839
1,0.112527,6.18184e-06,1,0.135451
1,0.112527,6.18184e-06,2,0.135521
1,0.112527,6.37376e-06,1,0.136271
1,0.112527,6.37376e-06,2,0.136106
1,0.112527,6.56567e-06,1,0.133683
1,0.112527,6.56567e-06,2,0.134734
1,0.112527,6.75759e-06,1,0.135161
1,0.112527,6.75759e-06,2,0.13533
1,0.112527,6.94951e-06,1,0.135572
1,0.112527,6.94951e-06,2,0.13551
1,0.112527,7.14143e-06,1,0.136347
1,0.112527,7.14143e-06,2,0.136165
1,0.112527,7.33335e-06,1,0.135908
1,0.112527,7.33335e-06,2,0.136297
1,0.112527,7.52527e-06,1,0.135339
1,0.112527,7.52527e-06,2,0.134869
1,0.112527,7.71718e-06,1,0.133852
1,0.112527,7.71718e-06,2,0.134186
1,0.112527,7.9091e-06,1,0.13487
1,0.112527,7.9091e-06,2,0.134478
1,0.112527,8.10102e-06,1,0.13572
1,0.112527,8.10102e-06,2,0.13529
1,0.112527,8.29294e-06,1,0.135407
1,0.112527,8.29294e-06,2,0.136243
1,0.112527,8.48486e-06,1,0.135106
1,0.112527,8.48486e-06,2,0.134599
1,0.112527,8.67678e-06,1,0.135181
1,0.112527,8.67678e-06,2,0.135634
1,0.112527,8.86869e-06,1,0.136259
1,0.112527,8.86869e-06,2,0.135544
1,0.112527,9.06061e-06,1,0.136764
1,0.112527,9.06061e-06,2,0.136927
1,0.112527,9.25253e-06,1,0.135393
1,0.112527,9.25253e-06,2,0.135769
1,0.112527,9.44445e-06,1,0.134751
1,0.112527,9.44445e-06,2,0.135887
1,0.112527,9.63637e-06,1,0.135362
1,0.112527,9.63637e-06,2,0.136551
1,0.112527,9.82829e-06,1,0.136946
1,0.112527,9.82829e-06,2,0.135684
1,0.112527,1.00202e-05,1,0.135521
1,0.112527,1.00202e-05,2,0.135769
1,0.112527,1.02121e-05,1,0.135805
1,0.112527,1.02121e-05,2,0.136142
1,0.112527,1.0404e-05,1,0.135546
1,0.112527,1.0404e-05,2,0.136323
1,0.112527,1.0596e-05,1,0.133796
1,0.112527,1.0596e-05,2,0.134545
1,0.112527,1.07879e-05,1,0.134466
1,0.112527,1.07879e-05,2,0.135293
1,0.112527,1.09798e-05,1,0.135801
1,0.112527,1.09798e-05,2,0.136798
1,0.112527,1.11717e-05,1,0.135661
1,0.112527,1.11717e-05,2,0.134742
1,0.112527,1.13636e-05,1,0.13452
1,0.112527,1.13636e-05,2,0.134103
1,0.112527,1.15556e-05,1,0.135953
1,0.112527,1.15556e-05,2,0.135421
1,0.112527,1.17475e-05,1,0.13524
1,0.112527,1.17475e-05,2,0.134919
1,0.112527,1.19394e-05,1,0.134246
1,0.112527,1.19394e-05,2,0.134465
1,0.112527,1.21313e-05,1,0.135848
1,0.112527,1.21313e-05,2,0.13532
1,0.112527,1.23232e-05,1,0.134753
1,0.112527,1.23232e-05,2,0.136811
1,0.112527,1.25151e-05,1,0.135143
1,0.112527,1.25151e-05,2,0.135322
1,0.112527,1.27071e-05,1,0.136338
1,0.112527,1.27071e-05,2,0.136343
1,0.112527,1.2899e-05,1,0.135132
1,0.112527,1.2899e-05,2,0.135868
1,0.112527,1.30909e-05,1,0.134672
1,0.112527,1.30909e-05,2,0.135213
1,0.112527,1.32828e-05,1,0.134071
1,0.112527,1.32828e-05,2,0.134227
1,0.112527,1.34747e-05,1,0.134408
1,0.112527,1.34747e-05,2,0.134404
1,0.112527,1.36667e-05,1,0.134315
1,0.112527,1.36667e-05,2,0.132962
1,0.112527,1.38586e-05,1,0.133245
1,0.112527,1.38586e-05,2,0.134477
1,0.112527,1.40505e-05,1,0.135061
1,0.112527,1.40505e-05,2,0.135433
1,0.112527,1.42424e-05,1,0.134914
1,0.112527,1.42424e-05,2,0.135707
1,0.112527,1.44343e-05,1,0.133811
1,0.112527,1.44343e-05,2,0.134389
1,0.112527,1.46262e-05,1,0.135676
1,0.112527,1.46262e-05,2,0.134916
1,0.112527,1.48182e-05,1,0.134402
1,0.112527,1.48182e-05,2,0.134578
1,0.112527,1.50101e-05,1,0.134099
1,0.112527,1.50101e-05,2,0.134749
1,0.112527,1.5202e-05,1,0.135427
1,0.112527,1.5202e-05,2,0.136032
1,0.115456,5.798e-06,1,0.136212
1,0.115456,5.798e-06,2,0.136033
1,0.115456,5.98992e-06,1,0.135401
1,0.115456,5.98992e-06,2,0.135765
1,0.115456,6.18184e-06,1,0.136805
1,0.115456,6.18184e-06,2,0.136456
1,0.115456,6.37376e-06,1,0.136143
1,0.115456,6.37376e-06,2,0.136539
1,0.115456,6.56567e-06,1,0.135426
1,0.115456,6.56567e-06,2,0.135587
1,0.115456,6.75759e-06,1,0.13505
1,0.115456,6.75759e-06,2,0.135194
1,0.115456,6.94951e-06,1,0.13511
1,0.115456,6.94951e-06,2,0.135239
1,0.115456,7.14143e-06,1,0.134315
1,0.115456,7.14143e-06,2,0.134862
1,0.115456,7.33335e-06,1,0.135814
1,0.115456,7.33335e-06,2,0.13666
1,0.115456,7.52527e-06,1,0.135679
1,0.115456,7.52527e-06,2,0.135898
1,0.115456,7.71718e-06,1,0.136234
1,0.115456,7.71718e-06,2,0.135058
1,0.115456,7.9091e-06,1,0.135626
1,0.115456,7.9091e-06,2,0.13584
1,0.115456,8.10102e-06,1,0.134613
1,0.115456,8.10102e-06,2,0.136975
1,0.115456,8.29294e-06,1,0.13634
1,0.115456,8.29294e-06,2,0.13583
1,0.115456,8.48486e-06,1,0.136822
1,0.115456,8.48486e-06,2,0.136772
1,0.115456,8.67678e-06,1,0.135023
1,0.115456,8.67678e-06,2,0.134738
1,0.115456,8.86869e-06,1,0.135192
1,0.115456,8.86869e-06,2,0.134964
1,0.115456,9.06061e-06,1,0.136597
1,0.115456,9.06061e-06,2,0.135611
1,0.115456,9.25253e-06,1,0.135125
1,0.115456,9.25253e-06,2,0.135107
1,0.115456,9.44445e-06,1,0.135905
1,0.115456,9.44445e-06,2,0.136077
1,0.115456,9.63637e-06,1,0.135342
1,0.115456,9.63637e-06,2,0.13493
1,0.115456,9.82829e-06,1,0.134818
1,0.115456,9.82829e-06,2,0.135688
1,0.115456,1.00202e-05,1,0.134763
1,0.115456,1.00202e-05,2,0.13513
1,0.115456,1.02121e-05,1,0.135395
1,0.115456,1.02121e-05,2,0.135328
1,0.115456,1.0404e-05,1,0.135743
1,0.115456,1.0404e-05,2,0.135533
1,0.115456,1.0596e-05,1,0.134423
1,0.115456,1.0596e-05,2,0.13378
1,0.115456,1.07879e-05,1,0.134678
1,0.115456,1.07879e-05,2,0.134364
1,0.115456,1.09798e-05,1,0.133339
1,0.115456,1.09798e-05,2,0.134132
1,0.115456,1.11717e-05,1,0.13538
1,0.115456,1.11717e-05,2,0.134837
1,0.115456,1.13636e-05,1,0.135565
1,0.115456,1.13636e-05,2,0.135483
1,0.115456,1.15556e-05,1,0.134393
1,0.115456,1.15556e-05,2,0.134949
1,0.115456,1.17475e-05,1,0.134626
1,0.115456,1.17475e-05,2,0.135427
1,0.115456,1.19394e-05,1,0.133665
1,0.115456,1.19394e-05,2,0.133226
1,0.115456,1.21313e-05,1,0.1352
1,0.115456,1.21313e-05,2,0.135432
1,0.115456,1.23232e-05,1,0.134422
1,0.115456,1.23232e-05,2,0.135138
1,0.115456,1.25151e-05,1,0.134869
1,0.115456,1.25151e-05,2,0.135919
1,0.115456,1.27071e-05,1,0.135142
1,0.115456,1.27071e-05,2,0.135544
1,0.115456,1.2899e-05,1,0.134957
1,0.115456,1.2899e-05,2,0.134496
1,0.115456,1.30909e-05,1,0.134718
1,0.115456,1.30909e-05,2,0.133391
1,0.115456,1.32828e-05,1,0.134658
1,0.115456,1.32828e-05,2,0.135316
1,0.115456,1.34747e-05,1,0.135176
1,0.115456,1.34747e-05,2,0.135034
1,0.115456,1.36667e-05,1,0.134671
1,0.115456,1.36667e-05,2,0.135034
1,0.115456,1.38586e-05,1,0.13367
1,0.115456,1.38586e-05,2,0.135346
1,0.115456,1.40505e-05,1,0.134082
1,0.115456,1.40505e-05,2,0.134929
1,0.115456,1.42424e-05,1,0.134792
1,0.115456,1.42424e-05,2,0.134923
1,0.115456,1.44343e-05,1,0.134253
1,0.115456,1.44343e-05,2,0.134394
1,0.115456,1.46262e-05,1,0.134894
1,0.115456,1.46262e-05,2,0.135033
1,0.115456,1.48182e-05,1,0.133968
1,0.115456,1.48182e-05,2,0.133022
1,0.115456,1.50101e-05,1,0.135755
1,0.115456,1.50101e-05,2,0.135103
1,0.115456,1.5202e-05,1,0.135218
1,0.115456,1.5202e-05,2,0.134576
1,0.118385,5.798e-06,1,0.13504
1,0.118385,5.798e-06,2,0.135148
1,0.118385,5.98992e-06,1,0.135619
1,0.118385,5.98992e-06,2,0.135255
1,0.118385,6.18184e-06,1,0.134717
1,0.118385,6.18184e-06,2,0.134267
1,0.118385,6.37376e-06,1,0.135838
1,0.118385,6.37376e-06,2,0.136671
1,0.118385,6.56567e-06,1,0.134613
1,0.118385,6.56567e-06,2,0.134713
1,0.118385,6.75759e-06,1,0.135458
1,0.118385,6.75759e-06,2,0.135718
1,0.118385,6.94951e-06,1,0.136798
1,0.118385,6.94951e-06,2,0.137097
1,0.118385,7.14143e-06,1,0.135683
1,0.118385,7.14143e-06,2,0.134998
1,0.118385,7.33335e-06,1,0.134518
1,0.118385,7.33335e-06,2,0.134756
1,0.118385,7.52527e-06,1,0.134866
1,0.118385,7.52527e-06,2,0.134674
1,0.118385,7.71718e-06,1,0.135258
1,0.118385,7.71718e-06,2,0.13545
1,0.118385,7.9091e-06,1,0.134964
1,0.118385,7.9091e-06,2,0.135289
1,0.118385,8.10102e-06,1,0.135068
1,0.118385,8.10102e-06,2,0.135086
1,0.118385,8.29294e-06,1,0.136136
1,0.118385,8.29294e-06,2,0.136964
1,0.118385,8.48486e-06,1,0.13604
1,0.118385,8.48486e-06,2,0.13537
1,0.118385,8.67678e-06,1,0.136103
1,0.118385,8.67678e-06,2,0.135952
1,0.118385,8.86869e-06,1,0.136779
1,0.118385,8.86869e-06,2,0.136669
1,0.118385,9.06061e-06,1,0.136013
1,0.118385,9.06061e-06,2,0.135919
1,0.118385,9.25253e-06,1,0.135529
1,0.118385,9.25253e-06,2,0.136405
1,0.118385,9.44445e-06,1,0.136395
1,0.118385,9.44445e-06,2,0.13548
1,0.118385,9.63637e-06,1,0.136694
