Mean_Convergence	Mean_Market_Profit	Mean_Firm_1_Profit	Mean_Firm_2_Profit	Mean_Market_Revenue	Mean_Firm_1_Revenue	Mean_Firm_2_Revenue	Mean_Market_Quantity	Mean_Firm_1_Quantity	Mean_Firm_2_Quantity	Mean_Market_Price	Mean_Firm_1_Price	Mean_Firm_2_Price	Mean_CS	
768515	0.24920207967577	0.12487000227713	0.12433207739864	0.86367638776771	0.43327974644110	0.43039664132661	0.61447430809127	0.30840974416363	0.30606456392764	1.76185052178800	1.76082418643083	1.76287685714516	0.23973680849571	
