omega,c,action,Count
1,0.121212,4,0.0358121
1,0.126263,1,0.0227084
1,0.126263,2,0.945258
1,0.126263,3,0.0068175
1,0.126263,4,0.0252165
1,0.131313,1,0.0455498
1,0.131313,2,0.903547
1,0.131313,3,0.0053033
1,0.131313,4,0.0455998
1,0.136364,1,0.0363565
1,0.136364,2,0.918015
1,0.136364,3,0.0109607
1,0.136364,4,0.0346676
1,0.141414,1,0.0391947
1,0.141414,2,0.904453
1,0.141414,3,0.0136679
1,0.141414,4,0.0426841
1,0.146465,1,0.0599635
1,0.146465,2,0.884693
1,0.146465,3,0.0003094
1,0.146465,4,0.0550339
1,0.151515,1,0.052569
1,0.151515,2,0.882688
1,0.151515,3,0.0097695
1,0.151515,4,0.0549738
1,0.156566,1,0.0540584
1,0.156566,2,0.877554
1,0.156566,3,0.0124115
1,0.156566,4,0.055976
1,0.161616,1,0.0531136
1,0.161616,2,0.891777
1,0.161616,3,0.0020001
1,0.161616,4,0.053109
1,0.166667,1,0.0545423
1,0.166667,2,0.875606
1,0.166667,3,0.0127995
1,0.166667,4,0.0570524
1,0.171717,1,0.0370919
1,0.171717,2,0.921854
1,0.171717,3,0.0084386
1,0.171717,4,0.0326156
1,0.176768,1,0.05547
1,0.176768,2,0.870026
1,0.176768,3,0.0205649
1,0.176768,4,0.0539388
1,0.181818,1,0.0541365
1,0.181818,2,0.878793
1,0.181818,3,0.0104367
1,0.181818,4,0.0566341
1,0.186869,1,0.043415
1,0.186869,2,0.885409
1,0.186869,3,0.0277715
1,0.186869,4,0.0434045
1,0.191919,1,0.0648279
1,0.191919,2,0.863347
1,0.191919,3,0.0069945
1,0.191919,4,0.0648304
1,0.19697,1,0.0258108
1,0.19697,2,0.935219
1,0.19697,3,0.0131759
1,0.19697,4,0.0257943
1,0.20202,1,0.0655175
1,0.20202,2,0.854283
1,0.20202,3,0.0153771
1,0.20202,4,0.064822
1,0.207071,1,0.0603861
1,0.207071,2,0.867732
1,0.207071,3,0.0089912
1,0.207071,4,0.0628906
1,0.212121,1,0.0654585
1,0.212121,2,0.85305
1,0.212121,3,0.0160561
1,0.212121,4,0.0654353
1,0.217172,1,0.0577745
1,0.217172,2,0.874709
1,0.217172,3,0.009745
1,0.217172,4,0.0577711
1,0.222222,1,0.062839
1,0.222222,2,0.86303
1,0.222222,3,0.0087326
1,0.222222,4,0.0653984
1,0.227273,1,0.0857325
1,0.227273,2,0.809769
1,0.227273,3,0.0167611
1,0.227273,4,0.0877377
1,0.232323,1,0.0531459
1,0.232323,2,0.881905
1,0.232323,3,0.0118094
1,0.232323,4,0.0531394
1,0.237374,1,0.0688278
1,0.237374,2,0.841177
1,0.237374,3,0.0194957
1,0.237374,4,0.070499
1,0.242424,1,0.0647274
1,0.242424,2,0.851838
1,0.242424,3,0.0170376
1,0.242424,4,0.0663965
1,0.247475,1,0.0612992
1,0.247475,2,0.8713
1,0.247475,3,0.0060934
1,0.247475,4,0.0613069
1,0.252525,1,0.0599816
1,0.252525,2,0.864624
1,0.252525,3,0.0154031
1,0.252525,4,0.0599911
1,0.257576,1,0.0377773
1,0.257576,2,0.8972
1,0.257576,3,0.0258122
1,0.257576,4,0.0392103
1,0.262626,1,0.0526706
1,0.262626,2,0.857412
1,0.262626,3,0.0372387
1,0.262626,4,0.0526789
1,0.267677,1,0.065746
1,0.267677,2,0.857783
1,0.267677,3,0.0107369
1,0.267677,4,0.0657341
1,0.272727,1,0.07061
1,0.272727,2,0.854907
1,0.272727,3,0.0031197
1,0.272727,4,0.0713634
1,0.277778,1,0.0625425
1,0.277778,2,0.866529
1,0.277778,3,0.0083807
1,0.277778,4,0.0625475
1,0.282828,1,0.0518625
1,0.282828,2,0.87942
1,0.282828,3,0.0168557
1,0.282828,4,0.051862
1,0.287879,1,0.0753022
1,0.287879,2,0.840966
1,0.287879,3,0.0084229
1,0.287879,4,0.0753088
1,0.292929,1,0.0386135
1,0.292929,2,0.908005
1,0.292929,3,0.0147713
1,0.292929,4,0.0386102
1,0.29798,1,0.0480352
1,0.29798,2,0.89258
1,0.29798,3,0.011507
1,0.29798,4,0.0478783
1,0.30303,1,0.0577735
1,0.30303,2,0.865287
1,0.30303,3,0.0191756
1,0.30303,4,0.0577639
1,0.308081,1,0.0543437
1,0.308081,2,0.878688
1,0.308081,3,0.0126212
1,0.308081,4,0.0543473
1,0.313131,1,0.0745557
1,0.313131,2,0.845863
1,0.313131,3,0.0050263
1,0.313131,4,0.0745546
1,0.318182,1,0.0626871
1,0.318182,2,0.860876
1,0.318182,3,0.0137519
1,0.318182,4,0.0626846
1,0.323232,1,0.0562585
1,0.323232,2,0.86908
1,0.323232,3,0.0198309
1,0.323232,4,0.0548307
1,0.328283,1,0.0706176
1,0.328283,2,0.846383
1,0.328283,3,0.0107098
1,0.328283,4,0.0722896
1,0.333333,1,0.0831725
1,0.333333,2,0.827342
1,0.333333,3,0.0067674
1,0.333333,4,0.0827176
1,0.338384,1,0.0553198
1,0.338384,2,0.878974
1,0.338384,3,0.0103797
1,0.338384,4,0.0553261
1,0.343434,1,0.0717417
1,0.343434,2,0.842015
1,0.343434,3,0.0144975
1,0.343434,4,0.0717461
1,0.348485,1,0.0626511
1,0.348485,2,0.859942
1,0.348485,3,0.0148617
1,0.348485,4,0.0625455
1,0.353535,1,0.0292236
1,0.353535,2,0.934008
1,0.353535,3,0.0075498
1,0.353535,4,0.0292189
1,0.358586,1,0.0545495
1,0.358586,2,0.885701
1,0.358586,3,0.007196
1,0.358586,4,0.0525536
1,0.363636,1,0.0414911
1,0.363636,2,0.90865
1,0.363636,3,0.0100333
1,0.363636,4,0.0398256
1,0.368687,1,0.0372449
1,0.368687,2,0.900833
1,0.368687,3,0.0247759
1,0.368687,4,0.037146
1,0.373737,1,0.04799
1,0.373737,2,0.900898
1,0.373737,3,0.0031269
1,0.373737,4,0.0479848
1,0.378788,1,0.0476169
1,0.378788,2,0.889753
1,0.378788,3,0.0129858
1,0.378788,4,0.0496441
1,0.383838,1,0.0445889
1,0.383838,2,0.899414
1,0.383838,3,0.0094153
1,0.383838,4,0.046582
1,0.388889,1,0.0557808
1,0.388889,2,0.885148
1,0.388889,3,0.0032922
1,0.388889,4,0.0557793
1,0.393939,1,0.0432559
1,0.393939,2,0.909853
1,0.393939,3,0.0047483
1,0.393939,4,0.0421425
1,0.39899,1,0.0560407
1,0.39899,2,0.88256
1,0.39899,3,0.0033572
1,0.39899,4,0.0580425
1,0.40404,1,0.0679937
1,0.40404,2,0.85172
1,0.40404,3,0.011265
1,0.40404,4,0.0690212
1,0.409091,1,0.0709373
1,0.409091,2,0.849639
1,0.409091,3,0.0084839
1,0.409091,4,0.0709402
1,0.414141,1,0.0409761
1,0.414141,2,0.908615
1,0.414141,3,0.009419
1,0.414141,4,0.04099
1,0.419192,1,0.0540444
1,0.419192,2,0.890222
1,0.419192,3,2.61e-05
1,0.419192,4,0.0557078
1,0.424242,1,0.0581742
1,0.424242,2,0.872649
1,0.424242,3,0.0111779
1,0.424242,4,0.0579989
1,0.429293,1,0.0354072
1,0.429293,2,0.914563
1,0.429293,3,0.0146214
1,0.429293,4,0.0354081
1,0.434343,1,0.0550506
1,0.434343,2,0.88811
1,0.434343,3,0.0017905
1,0.434343,4,0.0550485
1,0.439394,1,0.0825419
1,0.439394,2,0.819562
1,0.439394,3,0.0136839
1,0.439394,4,0.0842125
1,0.444444,1,0.0645161
1,0.444444,2,0.863441
1,0.444444,3,0.0075243
1,0.444444,4,0.0645186
1,0.449495,1,0.0624792
1,0.449495,2,0.860292
1,0.449495,3,0.0147488
1,0.449495,4,0.0624798
1,0.454545,1,0.047544
1,0.454545,2,0.897825
1,0.454545,3,0.0070827
1,0.454545,4,0.0475483
1,0.459596,1,0.0581836
1,0.459596,2,0.874123
1,0.459596,3,0.0095128
1,0.459596,4,0.0581811
1,0.464646,1,0.0560145
1,0.464646,2,0.879669
1,0.464646,3,0.0083029
1,0.464646,4,0.0560132
1,0.469697,1,0.0625495
1,0.469697,2,0.870455
1,0.469697,3,0.0059034
1,0.469697,4,0.0610918
1,0.474747,1,0.0753431
1,0.474747,2,0.840969
1,0.474747,3,0.0083441
1,0.474747,4,0.0753438
1,0.479798,1,0.0607685
1,0.479798,2,0.858777
1,0.479798,3,0.0196937
1,0.479798,4,0.0607611
1,0.484848,1,0.0395193
1,0.484848,2,0.92094
1,0.484848,3,2.46e-05
1,0.484848,4,0.0395158
1,0.489899,1,0.0766626
1,0.489899,2,0.82915
1,0.489899,3,0.0175249
1,0.489899,4,0.0766622
1,0.494949,1,0.0611804
1,0.494949,2,0.851961
1,0.494949,3,0.0256777
1,0.494949,4,0.0611808
1,0.5,1,0.0787097
1,0.5,2,0.8234
1,0.5,3,0.019197
1,0.5,4,0.0786931
