omega,alpha,beta,t
0.8,0.15,7.2973e-06,1.68986e+06
0.8,0.15,7.43243e-06,1.66087e+06
0.8,0.15,7.56757e-06,1.63984e+06
0.8,0.15,7.7027e-06,1.59361e+06
0.8,0.15,7.83784e-06,1.5786e+06
0.8,0.15,7.97297e-06,1.56276e+06
0.8,0.15,8.10811e-06,1.50521e+06
0.8,0.15,8.24324e-06,1.5043e+06
0.8,0.15,8.37838e-06,1.49648e+06
0.8,0.15,8.51351e-06,1.47442e+06
0.8,0.15,8.64865e-06,1.46938e+06
0.8,0.15,8.78378e-06,1.40525e+06
0.8,0.15,8.91892e-06,1.38216e+06
0.8,0.15,9.05405e-06,1.38601e+06
0.8,0.15,9.18919e-06,1.39394e+06
0.8,0.15,9.32432e-06,1.35697e+06
0.8,0.15,9.45946e-06,1.37401e+06
0.8,0.15,9.59459e-06,1.35371e+06
0.8,0.15,9.72973e-06,1.316e+06
0.8,0.15,9.86486e-06,1.33108e+06
0.8,0.15,1e-05,1.29583e+06
0.8,0.15,1.01351e-05,1.28498e+06
0.8,0.15,1.02703e-05,1.28036e+06
0.8,0.15,1.04054e-05,1.28316e+06
0.8,0.15,1.05405e-05,1.24394e+06
0.8,0.15,1.06757e-05,1.24009e+06
0.8,0.15,1.08108e-05,1.28102e+06
0.8,0.15,1.09459e-05,1.21459e+06
0.8,0.15,1.10811e-05,1.24338e+06
0.8,0.15,1.12162e-05,1.18898e+06
0.8,0.15,1.13514e-05,1.16336e+06
0.8,0.15,1.14865e-05,1.1879e+06
0.8,0.15,1.16216e-05,1.21782e+06
0.8,0.15,1.17568e-05,1.16054e+06
0.8,0.15,1.18919e-05,1.14028e+06
0.8,0.15,1.2027e-05,1.15878e+06
0.8,0.15,1.21622e-05,1.11057e+06
0.8,0.15,1.22973e-05,1.13746e+06
0.8,0.15,1.24324e-05,1.08268e+06
0.8,0.15,1.25676e-05,1.11723e+06
0.8,0.15,1.27027e-05,1.12356e+06
0.8,0.15,1.28378e-05,1.08864e+06
0.8,0.15,1.2973e-05,1.09692e+06
0.8,0.15,1.31081e-05,1.12644e+06
0.8,0.15,1.32432e-05,1.07146e+06
0.8,0.15,1.33784e-05,1.04869e+06
0.8,0.15,1.35135e-05,1.02319e+06
0.8,0.15,1.36486e-05,1.05281e+06
0.8,0.15,1.37838e-05,1.02022e+06
0.8,0.15,1.39189e-05,1.11276e+06
0.8,0.15,1.40541e-05,1.03266e+06
0.8,0.15,1.41892e-05,1.01748e+06
0.8,0.15,1.43243e-05,1.00459e+06
0.8,0.15,1.44595e-05,992667
0.8,0.15,1.45946e-05,1.01177e+06
0.8,0.15,1.47297e-05,972244
0.8,0.15,1.48649e-05,952529
0.8,0.15,1.5e-05,950309
0.8,0.152703,5e-06,2.27289e+06
0.8,0.152703,5.13514e-06,2.24906e+06
0.8,0.152703,5.27027e-06,2.21317e+06
0.8,0.152703,5.40541e-06,2.16362e+06
0.8,0.152703,5.54054e-06,2.10027e+06
0.8,0.152703,5.67568e-06,2.06542e+06
0.8,0.152703,5.81081e-06,2.03036e+06
0.8,0.152703,5.94595e-06,1.97115e+06
0.8,0.152703,6.08108e-06,1.95955e+06
0.8,0.152703,6.21622e-06,1.94336e+06
0.8,0.152703,6.35135e-06,1.86253e+06
0.8,0.152703,6.48649e-06,1.85212e+06
0.8,0.152703,6.62162e-06,1.78665e+06
0.8,0.152703,6.75676e-06,1.77453e+06
0.8,0.152703,6.89189e-06,1.72938e+06
0.8,0.152703,7.02703e-06,1.71896e+06
0.8,0.152703,7.16216e-06,1.67382e+06
0.8,0.152703,7.2973e-06,1.69389e+06
0.8,0.152703,7.43243e-06,1.6386e+06
0.8,0.152703,7.56757e-06,1.62138e+06
0.8,0.152703,7.7027e-06,1.62028e+06
0.8,0.152703,7.83784e-06,1.55939e+06
0.8,0.152703,7.97297e-06,1.50442e+06
0.8,0.152703,8.10811e-06,1.51654e+06
0.8,0.152703,8.24324e-06,1.52166e+06
0.8,0.152703,8.37838e-06,1.50509e+06
0.8,0.152703,8.51351e-06,1.45202e+06
0.8,0.152703,8.64865e-06,1.46744e+06
0.8,0.152703,8.78378e-06,1.43741e+06
0.8,0.152703,8.91892e-06,1.39827e+06
0.8,0.152703,9.05405e-06,1.42221e+06
0.8,0.152703,9.18919e-06,1.38152e+06
0.8,0.152703,9.32432e-06,1.36442e+06
0.8,0.152703,9.45946e-06,1.36934e+06
0.8,0.152703,9.59459e-06,1.37156e+06
0.8,0.152703,9.72973e-06,1.32786e+06
0.8,0.152703,9.86486e-06,1.31544e+06
0.8,0.152703,1e-05,1.31415e+06
0.8,0.152703,1.01351e-05,1.2901e+06
0.8,0.152703,1.02703e-05,1.28666e+06
0.8,0.152703,1.04054e-05,1.2453e+06
0.8,0.152703,1.05405e-05,1.23973e+06
0.8,0.152703,1.06757e-05,1.22408e+06
0.8,0.152703,1.08108e-05,1.24224e+06
0.8,0.152703,1.09459e-05,1.21443e+06
0.8,0.152703,1.10811e-05,1.19824e+06
0.8,0.152703,1.12162e-05,1.2142e+06
0.8,0.152703,1.13514e-05,1.1772e+06
0.8,0.152703,1.14865e-05,1.19604e+06
0.8,0.152703,1.16216e-05,1.15491e+06
0.8,0.152703,1.17568e-05,1.18438e+06
0.8,0.152703,1.18919e-05,1.1414e+06
0.8,0.152703,1.2027e-05,1.14596e+06
0.8,0.152703,1.21622e-05,1.12274e+06
0.8,0.152703,1.22973e-05,1.13433e+06
0.8,0.152703,1.24324e-05,1.12204e+06
0.8,0.152703,1.25676e-05,1.1267e+06
0.8,0.152703,1.27027e-05,1.14909e+06
0.8,0.152703,1.28378e-05,1.08553e+06
0.8,0.152703,1.2973e-05,1.11294e+06
0.8,0.152703,1.31081e-05,1.07303e+06
0.8,0.152703,1.32432e-05,1.05824e+06
0.8,0.152703,1.33784e-05,1.1052e+06
0.8,0.152703,1.35135e-05,1.06965e+06
0.8,0.152703,1.36486e-05,1.07796e+06
0.8,0.152703,1.37838e-05,1.04332e+06
0.8,0.152703,1.39189e-05,1.0313e+06
0.8,0.152703,1.40541e-05,1.0425e+06
0.8,0.152703,1.41892e-05,1.01984e+06
0.8,0.152703,1.43243e-05,988791
0.8,0.152703,1.44595e-05,972521
0.8,0.152703,1.45946e-05,976664
0.8,0.152703,1.47297e-05,991341
0.8,0.152703,1.48649e-05,997766
0.8,0.152703,1.5e-05,961549
0.8,0.155405,5e-06,2.28819e+06
0.8,0.155405,5.13514e-06,2.25225e+06
0.8,0.155405,5.27027e-06,2.16567e+06
0.8,0.155405,5.40541e-06,2.15372e+06
0.8,0.155405,5.54054e-06,2.10051e+06
0.8,0.155405,5.67568e-06,2.02174e+06
0.8,0.155405,5.81081e-06,1.98184e+06
0.8,0.155405,5.94595e-06,1.96173e+06
0.8,0.155405,6.08108e-06,1.95392e+06
0.8,0.155405,6.21622e-06,1.90066e+06
0.8,0.155405,6.35135e-06,1.87724e+06
0.8,0.155405,6.48649e-06,1.89196e+06
0.8,0.155405,6.62162e-06,1.8141e+06
0.8,0.155405,6.75676e-06,1.76654e+06
0.8,0.155405,6.89189e-06,1.79451e+06
0.8,0.155405,7.02703e-06,1.7422e+06
0.8,0.155405,7.16216e-06,1.68289e+06
0.8,0.155405,7.2973e-06,1.65103e+06
0.8,0.155405,7.43243e-06,1.64699e+06
0.8,0.155405,7.56757e-06,1.63006e+06
0.8,0.155405,7.7027e-06,1.57782e+06
0.8,0.155405,7.83784e-06,1.5477e+06
0.8,0.155405,7.97297e-06,1.50884e+06
0.8,0.155405,8.10811e-06,1.5436e+06
0.8,0.155405,8.24324e-06,1.51979e+06
0.8,0.155405,8.37838e-06,1.50098e+06
0.8,0.155405,8.51351e-06,1.47841e+06
0.8,0.155405,8.64865e-06,1.45012e+06
0.8,0.155405,8.78378e-06,1.4384e+06
0.8,0.155405,8.91892e-06,1.42437e+06
0.8,0.155405,9.05405e-06,1.41729e+06
0.8,0.155405,9.18919e-06,1.36767e+06
0.8,0.155405,9.32432e-06,1.3972e+06
0.8,0.155405,9.45946e-06,1.35779e+06
0.8,0.155405,9.59459e-06,1.3172e+06
0.8,0.155405,9.72973e-06,1.32095e+06
0.8,0.155405,9.86486e-06,1.34766e+06
0.8,0.155405,1e-05,1.29678e+06
0.8,0.155405,1.01351e-05,1.26465e+06
0.8,0.155405,1.02703e-05,1.26953e+06
0.8,0.155405,1.04054e-05,1.27263e+06
0.8,0.155405,1.05405e-05,1.25268e+06
0.8,0.155405,1.06757e-05,1.20964e+06
0.8,0.155405,1.08108e-05,1.23854e+06
0.8,0.155405,1.09459e-05,1.23978e+06
0.8,0.155405,1.10811e-05,1.19677e+06
0.8,0.155405,1.12162e-05,1.17707e+06
0.8,0.155405,1.13514e-05,1.19371e+06
0.8,0.155405,1.14865e-05,1.20205e+06
0.8,0.155405,1.16216e-05,1.16281e+06
0.8,0.155405,1.17568e-05,1.13491e+06
0.8,0.155405,1.18919e-05,1.1194e+06
0.8,0.155405,1.2027e-05,1.15809e+06
0.8,0.155405,1.21622e-05,1.13235e+06
0.8,0.155405,1.22973e-05,1.0698e+06
0.8,0.155405,1.24324e-05,1.1263e+06
0.8,0.155405,1.25676e-05,1.13472e+06
0.8,0.155405,1.27027e-05,1.09763e+06
0.8,0.155405,1.28378e-05,1.13218e+06
0.8,0.155405,1.2973e-05,1.11376e+06
0.8,0.155405,1.31081e-05,1.09852e+06
0.8,0.155405,1.32432e-05,1.04854e+06
0.8,0.155405,1.33784e-05,1.06467e+06
0.8,0.155405,1.35135e-05,1.03923e+06
0.8,0.155405,1.36486e-05,1.05938e+06
0.8,0.155405,1.37838e-05,1.02688e+06
0.8,0.155405,1.39189e-05,1.06392e+06
0.8,0.155405,1.40541e-05,1.02926e+06
0.8,0.155405,1.41892e-05,1.02873e+06
0.8,0.155405,1.43243e-05,989798
0.8,0.155405,1.44595e-05,1.02938e+06
0.8,0.155405,1.45946e-05,1.01585e+06
0.8,0.155405,1.47297e-05,1.01932e+06
0.8,0.155405,1.48649e-05,977391
0.8,0.155405,1.5e-05,971064
0.8,0.158108,5e-06,2.31644e+06
0.8,0.158108,5.13514e-06,2.21248e+06
0.8,0.158108,5.27027e-06,2.17324e+06
0.8,0.158108,5.40541e-06,2.11518e+06
0.8,0.158108,5.54054e-06,2.11363e+06
0.8,0.158108,5.67568e-06,2.02137e+06
0.8,0.158108,5.81081e-06,2.0102e+06
0.8,0.158108,5.94595e-06,1.97613e+06
0.8,0.158108,6.08108e-06,1.93906e+06
0.8,0.158108,6.21622e-06,1.93001e+06
0.8,0.158108,6.35135e-06,1.84839e+06
0.8,0.158108,6.48649e-06,1.81638e+06
0.8,0.158108,6.62162e-06,1.7951e+06
0.8,0.158108,6.75676e-06,1.77642e+06
0.8,0.158108,6.89189e-06,1.77832e+06
0.8,0.158108,7.02703e-06,1.71442e+06
0.8,0.158108,7.16216e-06,1.69112e+06
0.8,0.158108,7.2973e-06,1.64526e+06
0.8,0.158108,7.43243e-06,1.66067e+06
0.8,0.158108,7.56757e-06,1.60518e+06
0.8,0.158108,7.7027e-06,1.59241e+06
0.8,0.158108,7.83784e-06,1.53717e+06
0.8,0.158108,7.97297e-06,1.52402e+06
0.8,0.158108,8.10811e-06,1.54677e+06
0.8,0.158108,8.24324e-06,1.54898e+06
0.8,0.158108,8.37838e-06,1.48252e+06
0.8,0.158108,8.51351e-06,1.49307e+06
0.8,0.158108,8.64865e-06,1.47705e+06
0.8,0.158108,8.78378e-06,1.42782e+06
0.8,0.158108,8.91892e-06,1.4282e+06
0.8,0.158108,9.05405e-06,1.41324e+06
0.8,0.158108,9.18919e-06,1.37693e+06
0.8,0.158108,9.32432e-06,1.39323e+06
0.8,0.158108,9.45946e-06,1.32324e+06
0.8,0.158108,9.59459e-06,1.32888e+06
0.8,0.158108,9.72973e-06,1.34651e+06
0.8,0.158108,9.86486e-06,1.34494e+06
0.8,0.158108,1e-05,1.29664e+06
0.8,0.158108,1.01351e-05,1.29911e+06
0.8,0.158108,1.02703e-05,1.25863e+06
0.8,0.158108,1.04054e-05,1.267e+06
0.8,0.158108,1.05405e-05,1.25534e+06
0.8,0.158108,1.06757e-05,1.26622e+06
0.8,0.158108,1.08108e-05,1.26408e+06
0.8,0.158108,1.09459e-05,1.25587e+06
0.8,0.158108,1.10811e-05,1.194e+06
0.8,0.158108,1.12162e-05,1.19744e+06
0.8,0.158108,1.13514e-05,1.1932e+06
0.8,0.158108,1.14865e-05,1.17807e+06
0.8,0.158108,1.16216e-05,1.16676e+06
0.8,0.158108,1.17568e-05,1.16451e+06
0.8,0.158108,1.18919e-05,1.13966e+06
0.8,0.158108,1.2027e-05,1.14625e+06
0.8,0.158108,1.21622e-05,1.10385e+06
0.8,0.158108,1.22973e-05,1.09591e+06
0.8,0.158108,1.24324e-05,1.11558e+06
0.8,0.158108,1.25676e-05,1.12533e+06
0.8,0.158108,1.27027e-05,1.09442e+06
0.8,0.158108,1.28378e-05,1.08824e+06
0.8,0.158108,1.2973e-05,1.11868e+06
0.8,0.158108,1.31081e-05,1.07645e+06
0.8,0.158108,1.32432e-05,1.08205e+06
0.8,0.158108,1.33784e-05,1.10008e+06
0.8,0.158108,1.35135e-05,1.07418e+06
0.8,0.158108,1.36486e-05,1.05681e+06
0.8,0.158108,1.37838e-05,1.03401e+06
0.8,0.158108,1.39189e-05,1.0318e+06
0.8,0.158108,1.40541e-05,1.0445e+06
0.8,0.158108,1.41892e-05,1.01012e+06
0.8,0.158108,1.43243e-05,1.02338e+06
0.8,0.158108,1.44595e-05,983254
0.8,0.158108,1.45946e-05,1.0087e+06
0.8,0.158108,1.47297e-05,1.02779e+06
0.8,0.158108,1.48649e-05,997062
0.8,0.158108,1.5e-05,949787
0.8,0.160811,5e-06,2.26972e+06
0.8,0.160811,5.13514e-06,2.26165e+06
0.8,0.160811,5.27027e-06,2.19746e+06
0.8,0.160811,5.40541e-06,2.1783e+06
0.8,0.160811,5.54054e-06,2.07393e+06
0.8,0.160811,5.67568e-06,2.06975e+06
0.8,0.160811,5.81081e-06,1.9679e+06
0.8,0.160811,5.94595e-06,1.97705e+06
0.8,0.160811,6.08108e-06,1.94739e+06
0.8,0.160811,6.21622e-06,1.8959e+06
0.8,0.160811,6.35135e-06,1.87359e+06
0.8,0.160811,6.48649e-06,1.83782e+06
0.8,0.160811,6.62162e-06,1.80012e+06
0.8,0.160811,6.75676e-06,1.82426e+06
0.8,0.160811,6.89189e-06,1.74816e+06
0.8,0.160811,7.02703e-06,1.69338e+06
0.8,0.160811,7.16216e-06,1.69529e+06
0.8,0.160811,7.2973e-06,1.65948e+06
0.8,0.160811,7.43243e-06,1.65203e+06
0.8,0.160811,7.56757e-06,1.6202e+06
0.8,0.160811,7.7027e-06,1.62456e+06
0.8,0.160811,7.83784e-06,1.58236e+06
0.8,0.160811,7.97297e-06,1.53075e+06
0.8,0.160811,8.10811e-06,1.54706e+06
0.8,0.160811,8.24324e-06,1.51866e+06
0.8,0.160811,8.37838e-06,1.48936e+06
0.8,0.160811,8.51351e-06,1.49148e+06
0.8,0.160811,8.64865e-06,1.47109e+06
0.8,0.160811,8.78378e-06,1.44481e+06
0.8,0.160811,8.91892e-06,1.43184e+06
0.8,0.160811,9.05405e-06,1.42044e+06
0.8,0.160811,9.18919e-06,1.39574e+06
0.8,0.160811,9.32432e-06,1.40237e+06
0.8,0.160811,9.45946e-06,1.36904e+06
0.8,0.160811,9.59459e-06,1.31704e+06
0.8,0.160811,9.72973e-06,1.32596e+06
0.8,0.160811,9.86486e-06,1.31675e+06
0.8,0.160811,1e-05,1.29357e+06
0.8,0.160811,1.01351e-05,1.29134e+06
0.8,0.160811,1.02703e-05,1.27828e+06
0.8,0.160811,1.04054e-05,1.30531e+06
0.8,0.160811,1.05405e-05,1.24247e+06
0.8,0.160811,1.06757e-05,1.21775e+06
0.8,0.160811,1.08108e-05,1.22349e+06
0.8,0.160811,1.09459e-05,1.25454e+06
0.8,0.160811,1.10811e-05,1.19467e+06
0.8,0.160811,1.12162e-05,1.16116e+06
0.8,0.160811,1.13514e-05,1.17616e+06
0.8,0.160811,1.14865e-05,1.20022e+06
0.8,0.160811,1.16216e-05,1.19446e+06
0.8,0.160811,1.17568e-05,1.19768e+06
0.8,0.160811,1.18919e-05,1.1461e+06
0.8,0.160811,1.2027e-05,1.12376e+06
0.8,0.160811,1.21622e-05,1.12876e+06
0.8,0.160811,1.22973e-05,1.12561e+06
0.8,0.160811,1.24324e-05,1.1284e+06
0.8,0.160811,1.25676e-05,1.0811e+06
0.8,0.160811,1.27027e-05,1.10278e+06
0.8,0.160811,1.28378e-05,1.10202e+06
0.8,0.160811,1.2973e-05,1.08539e+06
0.8,0.160811,1.31081e-05,1.05821e+06
0.8,0.160811,1.32432e-05,1.09908e+06
0.8,0.160811,1.33784e-05,1.09325e+06
0.8,0.160811,1.35135e-05,1.05842e+06
0.8,0.160811,1.36486e-05,1.06508e+06
0.8,0.160811,1.37838e-05,1.0956e+06
0.8,0.160811,1.39189e-05,1.02965e+06
0.8,0.160811,1.40541e-05,1.04502e+06
0.8,0.160811,1.41892e-05,1.0108e+06
0.8,0.160811,1.43243e-05,1.0246e+06
0.8,0.160811,1.44595e-05,994924
0.8,0.160811,1.45946e-05,1.00955e+06
0.8,0.160811,1.47297e-05,999291
0.8,0.160811,1.48649e-05,1.00424e+06
0.8,0.160811,1.5e-05,1.00992e+06
0.8,0.163514,5e-06,2.31156e+06
0.8,0.163514,5.13514e-06,2.24717e+06
0.8,0.163514,5.27027e-06,2.2063e+06
0.8,0.163514,5.40541e-06,2.13736e+06
0.8,0.163514,5.54054e-06,2.15524e+06
0.8,0.163514,5.67568e-06,2.06252e+06
0.8,0.163514,5.81081e-06,2.03686e+06
0.8,0.163514,5.94595e-06,1.97642e+06
0.8,0.163514,6.08108e-06,1.99615e+06
0.8,0.163514,6.21622e-06,1.90414e+06
0.8,0.163514,6.35135e-06,1.93057e+06
0.8,0.163514,6.48649e-06,1.84778e+06
0.8,0.163514,6.62162e-06,1.80217e+06
0.8,0.163514,6.75676e-06,1.74551e+06
0.8,0.163514,6.89189e-06,1.76091e+06
0.8,0.163514,7.02703e-06,1.78139e+06
0.8,0.163514,7.16216e-06,1.6827e+06
0.8,0.163514,7.2973e-06,1.6907e+06
0.8,0.163514,7.43243e-06,1.62977e+06
0.8,0.163514,7.56757e-06,1.6235e+06
0.8,0.163514,7.7027e-06,1.57852e+06
0.8,0.163514,7.83784e-06,1.53775e+06
0.8,0.163514,7.97297e-06,1.54906e+06
0.8,0.163514,8.10811e-06,1.54529e+06
0.8,0.163514,8.24324e-06,1.50123e+06
0.8,0.163514,8.37838e-06,1.48965e+06
0.8,0.163514,8.51351e-06,1.49895e+06
0.8,0.163514,8.64865e-06,1.45132e+06
0.8,0.163514,8.78378e-06,1.43546e+06
0.8,0.163514,8.91892e-06,1.43804e+06
0.8,0.163514,9.05405e-06,1.46418e+06
0.8,0.163514,9.18919e-06,1.37512e+06
0.8,0.163514,9.32432e-06,1.3812e+06
0.8,0.163514,9.45946e-06,1.35664e+06
0.8,0.163514,9.59459e-06,1.3341e+06
0.8,0.163514,9.72973e-06,1.33156e+06
0.8,0.163514,9.86486e-06,1.2896e+06
0.8,0.163514,1e-05,1.27444e+06
0.8,0.163514,1.01351e-05,1.30548e+06
0.8,0.163514,1.02703e-05,1.27606e+06
0.8,0.163514,1.04054e-05,1.24e+06
0.8,0.163514,1.05405e-05,1.24155e+06
0.8,0.163514,1.06757e-05,1.23911e+06
0.8,0.163514,1.08108e-05,1.24262e+06
0.8,0.163514,1.09459e-05,1.18573e+06
0.8,0.163514,1.10811e-05,1.22036e+06
0.8,0.163514,1.12162e-05,1.16989e+06
0.8,0.163514,1.13514e-05,1.19703e+06
0.8,0.163514,1.14865e-05,1.19483e+06
0.8,0.163514,1.16216e-05,1.1532e+06
0.8,0.163514,1.17568e-05,1.15257e+06
0.8,0.163514,1.18919e-05,1.15876e+06
0.8,0.163514,1.2027e-05,1.12329e+06
0.8,0.163514,1.21622e-05,1.13323e+06
0.8,0.163514,1.22973e-05,1.12398e+06
0.8,0.163514,1.24324e-05,1.15569e+06
0.8,0.163514,1.25676e-05,1.12039e+06
0.8,0.163514,1.27027e-05,1.0842e+06
0.8,0.163514,1.28378e-05,1.17555e+06
0.8,0.163514,1.2973e-05,1.05818e+06
0.8,0.163514,1.31081e-05,1.10266e+06
0.8,0.163514,1.32432e-05,1.06875e+06
0.8,0.163514,1.33784e-05,1.04652e+06
0.8,0.163514,1.35135e-05,1.05224e+06
0.8,0.163514,1.36486e-05,1.07161e+06
0.8,0.163514,1.37838e-05,1.05096e+06
0.8,0.163514,1.39189e-05,1.07772e+06
0.8,0.163514,1.40541e-05,1.04927e+06
0.8,0.163514,1.41892e-05,984022
0.8,0.163514,1.43243e-05,1.02e+06
0.8,0.163514,1.44595e-05,1.01664e+06
0.8,0.163514,1.45946e-05,1.04784e+06
0.8,0.163514,1.47297e-05,1.03151e+06
0.8,0.163514,1.48649e-05,995982
0.8,0.163514,1.5e-05,982150
0.8,0.166216,5e-06,2.3219e+06
0.8,0.166216,5.13514e-06,2.25551e+06
0.8,0.166216,5.27027e-06,2.17031e+06
0.8,0.166216,5.40541e-06,2.12214e+06
0.8,0.166216,5.54054e-06,2.09237e+06
0.8,0.166216,5.67568e-06,2.04345e+06
0.8,0.166216,5.81081e-06,2.03145e+06
0.8,0.166216,5.94595e-06,1.98464e+06
0.8,0.166216,6.08108e-06,1.94418e+06
0.8,0.166216,6.21622e-06,1.93036e+06
0.8,0.166216,6.35135e-06,1.88276e+06
0.8,0.166216,6.48649e-06,1.83505e+06
0.8,0.166216,6.62162e-06,1.7823e+06
0.8,0.166216,6.75676e-06,1.75414e+06
0.8,0.166216,6.89189e-06,1.73231e+06
0.8,0.166216,7.02703e-06,1.72834e+06
0.8,0.166216,7.16216e-06,1.70439e+06
0.8,0.166216,7.2973e-06,1.68958e+06
0.8,0.166216,7.43243e-06,1.6077e+06
0.8,0.166216,7.56757e-06,1.60882e+06
0.8,0.166216,7.7027e-06,1.58616e+06
0.8,0.166216,7.83784e-06,1.56934e+06
0.8,0.166216,7.97297e-06,1.55484e+06
0.8,0.166216,8.10811e-06,1.51256e+06
0.8,0.166216,8.24324e-06,1.54612e+06
0.8,0.166216,8.37838e-06,1.4804e+06
0.8,0.166216,8.51351e-06,1.46868e+06
0.8,0.166216,8.64865e-06,1.43708e+06
0.8,0.166216,8.78378e-06,1.4245e+06
0.8,0.166216,8.91892e-06,1.43673e+06
0.8,0.166216,9.05405e-06,1.44582e+06
0.8,0.166216,9.18919e-06,1.40951e+06
0.8,0.166216,9.32432e-06,1.36667e+06
0.8,0.166216,9.45946e-06,1.33338e+06
0.8,0.166216,9.59459e-06,1.33084e+06
0.8,0.166216,9.72973e-06,1.31286e+06
0.8,0.166216,9.86486e-06,1.29841e+06
0.8,0.166216,1e-05,1.30285e+06
0.8,0.166216,1.01351e-05,1.29886e+06
0.8,0.166216,1.02703e-05,1.26912e+06
0.8,0.166216,1.04054e-05,1.26152e+06
0.8,0.166216,1.05405e-05,1.25043e+06
0.8,0.166216,1.06757e-05,1.22471e+06
0.8,0.166216,1.08108e-05,1.24705e+06
0.8,0.166216,1.09459e-05,1.21714e+06
0.8,0.166216,1.10811e-05,1.2523e+06
0.8,0.166216,1.12162e-05,1.23799e+06
0.8,0.166216,1.13514e-05,1.21057e+06
0.8,0.166216,1.14865e-05,1.20946e+06
0.8,0.166216,1.16216e-05,1.17903e+06
0.8,0.166216,1.17568e-05,1.16455e+06
0.8,0.166216,1.18919e-05,1.15314e+06
0.8,0.166216,1.2027e-05,1.14911e+06
0.8,0.166216,1.21622e-05,1.13223e+06
0.8,0.166216,1.22973e-05,1.13098e+06
0.8,0.166216,1.24324e-05,1.13188e+06
0.8,0.166216,1.25676e-05,1.10302e+06
0.8,0.166216,1.27027e-05,1.07855e+06
0.8,0.166216,1.28378e-05,1.08818e+06
0.8,0.166216,1.2973e-05,1.04159e+06
0.8,0.166216,1.31081e-05,1.09654e+06
0.8,0.166216,1.32432e-05,1.03935e+06
0.8,0.166216,1.33784e-05,1.0616e+06
0.8,0.166216,1.35135e-05,1.09849e+06
0.8,0.166216,1.36486e-05,1.02524e+06
0.8,0.166216,1.37838e-05,1.06485e+06
0.8,0.166216,1.39189e-05,1.03104e+06
0.8,0.166216,1.40541e-05,1.03347e+06
0.8,0.166216,1.41892e-05,1.00517e+06
0.8,0.166216,1.43243e-05,1.01003e+06
0.8,0.166216,1.44595e-05,1.04434e+06
0.8,0.166216,1.45946e-05,1.00201e+06
0.8,0.166216,1.47297e-05,1.04634e+06
0.8,0.166216,1.48649e-05,1.00817e+06
0.8,0.166216,1.5e-05,1.00068e+06
0.8,0.168919,5e-06,2.30248e+06
0.8,0.168919,5.13514e-06,2.22442e+06
0.8,0.168919,5.27027e-06,2.20587e+06
0.8,0.168919,5.40541e-06,2.1793e+06
0.8,0.168919,5.54054e-06,2.17286e+06
0.8,0.168919,5.67568e-06,2.06998e+06
0.8,0.168919,5.81081e-06,2.06744e+06
0.8,0.168919,5.94595e-06,1.93851e+06
0.8,0.168919,6.08108e-06,1.94807e+06
0.8,0.168919,6.21622e-06,1.91482e+06
0.8,0.168919,6.35135e-06,1.84471e+06
0.8,0.168919,6.48649e-06,1.84175e+06
0.8,0.168919,6.62162e-06,1.83399e+06
0.8,0.168919,6.75676e-06,1.77767e+06
0.8,0.168919,6.89189e-06,1.72825e+06
0.8,0.168919,7.02703e-06,1.70929e+06
0.8,0.168919,7.16216e-06,1.67993e+06
0.8,0.168919,7.2973e-06,1.6644e+06
0.8,0.168919,7.43243e-06,1.6389e+06
0.8,0.168919,7.56757e-06,1.6081e+06
0.8,0.168919,7.7027e-06,1.60267e+06
0.8,0.168919,7.83784e-06,1.58892e+06
0.8,0.168919,7.97297e-06,1.56908e+06
0.8,0.168919,8.10811e-06,1.56155e+06
0.8,0.168919,8.24324e-06,1.50073e+06
0.8,0.168919,8.37838e-06,1.50248e+06
0.8,0.168919,8.51351e-06,1.48471e+06
0.8,0.168919,8.64865e-06,1.46925e+06
0.8,0.168919,8.78378e-06,1.43528e+06
0.8,0.168919,8.91892e-06,1.43597e+06
0.8,0.168919,9.05405e-06,1.39415e+06
0.8,0.168919,9.18919e-06,1.38706e+06
0.8,0.168919,9.32432e-06,1.36414e+06
0.8,0.168919,9.45946e-06,1.38436e+06
0.8,0.168919,9.59459e-06,1.32643e+06
0.8,0.168919,9.72973e-06,1.34109e+06
0.8,0.168919,9.86486e-06,1.33319e+06
0.8,0.168919,1e-05,1.31459e+06
0.8,0.168919,1.01351e-05,1.28647e+06
0.8,0.168919,1.02703e-05,1.2698e+06
0.8,0.168919,1.04054e-05,1.27963e+06
0.8,0.168919,1.05405e-05,1.23789e+06
0.8,0.168919,1.06757e-05,1.24455e+06
0.8,0.168919,1.08108e-05,1.22734e+06
0.8,0.168919,1.09459e-05,1.24445e+06
0.8,0.168919,1.10811e-05,1.22319e+06
0.8,0.168919,1.12162e-05,1.19986e+06
0.8,0.168919,1.13514e-05,1.20395e+06
0.8,0.168919,1.14865e-05,1.19908e+06
0.8,0.168919,1.16216e-05,1.15801e+06
0.8,0.168919,1.17568e-05,1.13474e+06
0.8,0.168919,1.18919e-05,1.1437e+06
0.8,0.168919,1.2027e-05,1.13431e+06
0.8,0.168919,1.21622e-05,1.13639e+06
0.8,0.168919,1.22973e-05,1.08914e+06
0.8,0.168919,1.24324e-05,1.10406e+06
0.8,0.168919,1.25676e-05,1.12443e+06
0.8,0.168919,1.27027e-05,1.06054e+06
0.8,0.168919,1.28378e-05,1.0775e+06
0.8,0.168919,1.2973e-05,1.08659e+06
