omega,alpha,beta,cs
0.8,0.0959459,1.05405e-05,0.346447
0.8,0.0959459,1.06757e-05,0.347091
0.8,0.0959459,1.08108e-05,0.344199
0.8,0.0959459,1.09459e-05,0.346723
0.8,0.0959459,1.10811e-05,0.342759
0.8,0.0959459,1.12162e-05,0.344306
0.8,0.0959459,1.13514e-05,0.346541
0.8,0.0959459,1.14865e-05,0.347143
0.8,0.0959459,1.16216e-05,0.346355
0.8,0.0959459,1.17568e-05,0.345224
0.8,0.0959459,1.18919e-05,0.343328
0.8,0.0959459,1.2027e-05,0.344581
0.8,0.0959459,1.21622e-05,0.346682
0.8,0.0959459,1.22973e-05,0.346937
0.8,0.0959459,1.24324e-05,0.343301
0.8,0.0959459,1.25676e-05,0.347269
0.8,0.0959459,1.27027e-05,0.339484
0.8,0.0959459,1.28378e-05,0.340887
0.8,0.0959459,1.2973e-05,0.34507
0.8,0.0959459,1.31081e-05,0.346146
0.8,0.0959459,1.32432e-05,0.343208
0.8,0.0959459,1.33784e-05,0.348253
0.8,0.0959459,1.35135e-05,0.344634
0.8,0.0959459,1.36486e-05,0.340525
0.8,0.0959459,1.37838e-05,0.342041
0.8,0.0959459,1.39189e-05,0.342784
0.8,0.0959459,1.40541e-05,0.340928
0.8,0.0959459,1.41892e-05,0.343728
0.8,0.0959459,1.43243e-05,0.342133
0.8,0.0959459,1.44595e-05,0.342005
0.8,0.0959459,1.45946e-05,0.343032
0.8,0.0959459,1.47297e-05,0.340611
0.8,0.0959459,1.48649e-05,0.339043
0.8,0.0959459,1.5e-05,0.343985
0.8,0.0986486,5e-06,0.336418
0.8,0.0986486,5.13514e-06,0.336195
0.8,0.0986486,5.27027e-06,0.340217
0.8,0.0986486,5.40541e-06,0.336355
0.8,0.0986486,5.54054e-06,0.340725
0.8,0.0986486,5.67568e-06,0.339973
0.8,0.0986486,5.81081e-06,0.338285
0.8,0.0986486,5.94595e-06,0.339937
0.8,0.0986486,6.08108e-06,0.340722
0.8,0.0986486,6.21622e-06,0.337778
0.8,0.0986486,6.35135e-06,0.343226
0.8,0.0986486,6.48649e-06,0.342088
0.8,0.0986486,6.62162e-06,0.340679
0.8,0.0986486,6.75676e-06,0.342696
0.8,0.0986486,6.89189e-06,0.342334
0.8,0.0986486,7.02703e-06,0.343149
0.8,0.0986486,7.16216e-06,0.341315
0.8,0.0986486,7.2973e-06,0.341866
0.8,0.0986486,7.43243e-06,0.34304
0.8,0.0986486,7.56757e-06,0.346044
0.8,0.0986486,7.7027e-06,0.343605
0.8,0.0986486,7.83784e-06,0.346032
0.8,0.0986486,7.97297e-06,0.345549
0.8,0.0986486,8.10811e-06,0.344724
0.8,0.0986486,8.24324e-06,0.342334
0.8,0.0986486,8.37838e-06,0.345415
0.8,0.0986486,8.51351e-06,0.344775
0.8,0.0986486,8.64865e-06,0.346782
0.8,0.0986486,8.78378e-06,0.344872
0.8,0.0986486,8.91892e-06,0.344942
0.8,0.0986486,9.05405e-06,0.34269
0.8,0.0986486,9.18919e-06,0.346224
0.8,0.0986486,9.32432e-06,0.345948
0.8,0.0986486,9.45946e-06,0.343155
0.8,0.0986486,9.59459e-06,0.347581
0.8,0.0986486,9.72973e-06,0.347611
0.8,0.0986486,9.86486e-06,0.344702
0.8,0.0986486,1e-05,0.347451
0.8,0.0986486,1.01351e-05,0.345226
0.8,0.0986486,1.02703e-05,0.344979
0.8,0.0986486,1.04054e-05,0.341688
0.8,0.0986486,1.05405e-05,0.343176
0.8,0.0986486,1.06757e-05,0.34667
0.8,0.0986486,1.08108e-05,0.346564
0.8,0.0986486,1.09459e-05,0.346979
0.8,0.0986486,1.10811e-05,0.344045
0.8,0.0986486,1.12162e-05,0.346048
0.8,0.0986486,1.13514e-05,0.344697
0.8,0.0986486,1.14865e-05,0.345333
0.8,0.0986486,1.16216e-05,0.346334
0.8,0.0986486,1.17568e-05,0.348131
0.8,0.0986486,1.18919e-05,0.346333
0.8,0.0986486,1.2027e-05,0.345907
0.8,0.0986486,1.21622e-05,0.347222
0.8,0.0986486,1.22973e-05,0.340694
0.8,0.0986486,1.24324e-05,0.347723
0.8,0.0986486,1.25676e-05,0.345431
0.8,0.0986486,1.27027e-05,0.341077
0.8,0.0986486,1.28378e-05,0.346438
0.8,0.0986486,1.2973e-05,0.344573
0.8,0.0986486,1.31081e-05,0.345348
0.8,0.0986486,1.32432e-05,0.344652
0.8,0.0986486,1.33784e-05,0.342982
0.8,0.0986486,1.35135e-05,0.344666
0.8,0.0986486,1.36486e-05,0.34551
0.8,0.0986486,1.37838e-05,0.34164
0.8,0.0986486,1.39189e-05,0.344062
0.8,0.0986486,1.40541e-05,0.344421
0.8,0.0986486,1.41892e-05,0.347019
0.8,0.0986486,1.43243e-05,0.345467
0.8,0.0986486,1.44595e-05,0.34364
0.8,0.0986486,1.45946e-05,0.342052
0.8,0.0986486,1.47297e-05,0.342384
0.8,0.0986486,1.48649e-05,0.338465
0.8,0.0986486,1.5e-05,0.345096
0.8,0.101351,5e-06,0.334758
0.8,0.101351,5.13514e-06,0.338069
0.8,0.101351,5.27027e-06,0.336279
0.8,0.101351,5.40541e-06,0.336557
0.8,0.101351,5.54054e-06,0.338834
0.8,0.101351,5.67568e-06,0.342675
0.8,0.101351,5.81081e-06,0.34138
0.8,0.101351,5.94595e-06,0.338252
0.8,0.101351,6.08108e-06,0.341357
0.8,0.101351,6.21622e-06,0.341967
0.8,0.101351,6.35135e-06,0.341145
0.8,0.101351,6.48649e-06,0.341048
0.8,0.101351,6.62162e-06,0.339549
0.8,0.101351,6.75676e-06,0.34287
0.8,0.101351,6.89189e-06,0.340861
0.8,0.101351,7.02703e-06,0.340861
0.8,0.101351,7.16216e-06,0.343472
0.8,0.101351,7.2973e-06,0.341195
0.8,0.101351,7.43243e-06,0.345147
0.8,0.101351,7.56757e-06,0.347215
0.8,0.101351,7.7027e-06,0.343498
0.8,0.101351,7.83784e-06,0.342142
0.8,0.101351,7.97297e-06,0.347043
0.8,0.101351,8.10811e-06,0.342125
0.8,0.101351,8.24324e-06,0.347919
0.8,0.101351,8.37838e-06,0.345438
0.8,0.101351,8.51351e-06,0.344849
0.8,0.101351,8.64865e-06,0.343975
0.8,0.101351,8.78378e-06,0.344299
0.8,0.101351,8.91892e-06,0.347325
0.8,0.101351,9.05405e-06,0.345721
0.8,0.101351,9.18919e-06,0.342692
0.8,0.101351,9.32432e-06,0.346195
0.8,0.101351,9.45946e-06,0.345241
0.8,0.101351,9.59459e-06,0.345342
0.8,0.101351,9.72973e-06,0.34677
0.8,0.101351,9.86486e-06,0.345153
0.8,0.101351,1e-05,0.347806
0.8,0.101351,1.01351e-05,0.344759
0.8,0.101351,1.02703e-05,0.344733
0.8,0.101351,1.04054e-05,0.345354
0.8,0.101351,1.05405e-05,0.345844
0.8,0.101351,1.06757e-05,0.348107
0.8,0.101351,1.08108e-05,0.348617
0.8,0.101351,1.09459e-05,0.343096
0.8,0.101351,1.10811e-05,0.347114
0.8,0.101351,1.12162e-05,0.346079
0.8,0.101351,1.13514e-05,0.346573
0.8,0.101351,1.14865e-05,0.346156
0.8,0.101351,1.16216e-05,0.346033
0.8,0.101351,1.17568e-05,0.345717
0.8,0.101351,1.18919e-05,0.344805
0.8,0.101351,1.2027e-05,0.34803
0.8,0.101351,1.21622e-05,0.343314
0.8,0.101351,1.22973e-05,0.346243
0.8,0.101351,1.24324e-05,0.346434
0.8,0.101351,1.25676e-05,0.344462
0.8,0.101351,1.27027e-05,0.348042
0.8,0.101351,1.28378e-05,0.343817
0.8,0.101351,1.2973e-05,0.345139
0.8,0.101351,1.31081e-05,0.342312
0.8,0.101351,1.32432e-05,0.343831
0.8,0.101351,1.33784e-05,0.346515
0.8,0.101351,1.35135e-05,0.342385
0.8,0.101351,1.36486e-05,0.343625
0.8,0.101351,1.37838e-05,0.34772
0.8,0.101351,1.39189e-05,0.347022
0.8,0.101351,1.40541e-05,0.34538
0.8,0.101351,1.41892e-05,0.345466
0.8,0.101351,1.43243e-05,0.345705
0.8,0.101351,1.44595e-05,0.349742
0.8,0.101351,1.45946e-05,0.344806
0.8,0.101351,1.47297e-05,0.343182
0.8,0.101351,1.48649e-05,0.341648
0.8,0.101351,1.5e-05,0.346646
0.8,0.104054,5e-06,0.335364
0.8,0.104054,5.13514e-06,0.338895
0.8,0.104054,5.27027e-06,0.33758
0.8,0.104054,5.40541e-06,0.339928
0.8,0.104054,5.54054e-06,0.34083
0.8,0.104054,5.67568e-06,0.339679
0.8,0.104054,5.81081e-06,0.337389
0.8,0.104054,5.94595e-06,0.340335
0.8,0.104054,6.08108e-06,0.341382
0.8,0.104054,6.21622e-06,0.340551
0.8,0.104054,6.35135e-06,0.343286
0.8,0.104054,6.48649e-06,0.34188
0.8,0.104054,6.62162e-06,0.346601
0.8,0.104054,6.75676e-06,0.344073
0.8,0.104054,6.89189e-06,0.342916
0.8,0.104054,7.02703e-06,0.344292
0.8,0.104054,7.16216e-06,0.344353
0.8,0.104054,7.2973e-06,0.345373
0.8,0.104054,7.43243e-06,0.341906
0.8,0.104054,7.56757e-06,0.341468
0.8,0.104054,7.7027e-06,0.347184
0.8,0.104054,7.83784e-06,0.343728
0.8,0.104054,7.97297e-06,0.344629
0.8,0.104054,8.10811e-06,0.347459
0.8,0.104054,8.24324e-06,0.344764
0.8,0.104054,8.37838e-06,0.340788
0.8,0.104054,8.51351e-06,0.347117
0.8,0.104054,8.64865e-06,0.345699
0.8,0.104054,8.78378e-06,0.34815
0.8,0.104054,8.91892e-06,0.349157
0.8,0.104054,9.05405e-06,0.343255
0.8,0.104054,9.18919e-06,0.348442
0.8,0.104054,9.32432e-06,0.346324
0.8,0.104054,9.45946e-06,0.347474
0.8,0.104054,9.59459e-06,0.346417
0.8,0.104054,9.72973e-06,0.349396
0.8,0.104054,9.86486e-06,0.348065
0.8,0.104054,1e-05,0.349911
0.8,0.104054,1.01351e-05,0.343216
0.8,0.104054,1.02703e-05,0.344517
0.8,0.104054,1.04054e-05,0.348545
0.8,0.104054,1.05405e-05,0.343628
0.8,0.104054,1.06757e-05,0.345502
0.8,0.104054,1.08108e-05,0.346268
0.8,0.104054,1.09459e-05,0.3463
0.8,0.104054,1.10811e-05,0.348884
0.8,0.104054,1.12162e-05,0.348219
0.8,0.104054,1.13514e-05,0.348212
0.8,0.104054,1.14865e-05,0.344357
0.8,0.104054,1.16216e-05,0.349357
0.8,0.104054,1.17568e-05,0.349447
0.8,0.104054,1.18919e-05,0.350632
0.8,0.104054,1.2027e-05,0.348985
0.8,0.104054,1.21622e-05,0.348722
0.8,0.104054,1.22973e-05,0.343925
0.8,0.104054,1.24324e-05,0.345843
0.8,0.104054,1.25676e-05,0.346324
0.8,0.104054,1.27027e-05,0.347925
0.8,0.104054,1.28378e-05,0.344411
0.8,0.104054,1.2973e-05,0.346734
0.8,0.104054,1.31081e-05,0.345587
0.8,0.104054,1.32432e-05,0.347994
0.8,0.104054,1.33784e-05,0.342814
0.8,0.104054,1.35135e-05,0.346459
0.8,0.104054,1.36486e-05,0.346352
0.8,0.104054,1.37838e-05,0.347705
0.8,0.104054,1.39189e-05,0.346473
0.8,0.104054,1.40541e-05,0.345574
0.8,0.104054,1.41892e-05,0.343981
0.8,0.104054,1.43243e-05,0.34675
0.8,0.104054,1.44595e-05,0.343821
0.8,0.104054,1.45946e-05,0.345903
0.8,0.104054,1.47297e-05,0.344832
0.8,0.104054,1.48649e-05,0.342865
0.8,0.104054,1.5e-05,0.347707
0.8,0.106757,5e-06,0.339708
0.8,0.106757,5.13514e-06,0.33718
0.8,0.106757,5.27027e-06,0.341471
0.8,0.106757,5.40541e-06,0.339389
0.8,0.106757,5.54054e-06,0.338158
0.8,0.106757,5.67568e-06,0.338082
0.8,0.106757,5.81081e-06,0.340841
0.8,0.106757,5.94595e-06,0.34272
0.8,0.106757,6.08108e-06,0.340515
0.8,0.106757,6.21622e-06,0.34042
0.8,0.106757,6.35135e-06,0.343735
0.8,0.106757,6.48649e-06,0.343737
0.8,0.106757,6.62162e-06,0.341591
0.8,0.106757,6.75676e-06,0.343557
0.8,0.106757,6.89189e-06,0.345046
0.8,0.106757,7.02703e-06,0.343903
0.8,0.106757,7.16216e-06,0.343173
0.8,0.106757,7.2973e-06,0.34372
0.8,0.106757,7.43243e-06,0.342199
0.8,0.106757,7.56757e-06,0.34526
0.8,0.106757,7.7027e-06,0.343769
0.8,0.106757,7.83784e-06,0.34456
0.8,0.106757,7.97297e-06,0.346347
0.8,0.106757,8.10811e-06,0.343916
0.8,0.106757,8.24324e-06,0.347115
0.8,0.106757,8.37838e-06,0.347298
0.8,0.106757,8.51351e-06,0.345225
0.8,0.106757,8.64865e-06,0.346689
0.8,0.106757,8.78378e-06,0.347175
0.8,0.106757,8.91892e-06,0.345139
0.8,0.106757,9.05405e-06,0.347613
0.8,0.106757,9.18919e-06,0.347524
0.8,0.106757,9.32432e-06,0.34736
0.8,0.106757,9.45946e-06,0.348113
0.8,0.106757,9.59459e-06,0.344924
0.8,0.106757,9.72973e-06,0.346495
0.8,0.106757,9.86486e-06,0.346193
0.8,0.106757,1e-05,0.346791
0.8,0.106757,1.01351e-05,0.347312
0.8,0.106757,1.02703e-05,0.347129
0.8,0.106757,1.04054e-05,0.346404
0.8,0.106757,1.05405e-05,0.3488
0.8,0.106757,1.06757e-05,0.347016
0.8,0.106757,1.08108e-05,0.349709
0.8,0.106757,1.09459e-05,0.34795
0.8,0.106757,1.10811e-05,0.34855
0.8,0.106757,1.12162e-05,0.344563
0.8,0.106757,1.13514e-05,0.347086
0.8,0.106757,1.14865e-05,0.349176
0.8,0.106757,1.16216e-05,0.347107
0.8,0.106757,1.17568e-05,0.345037
0.8,0.106757,1.18919e-05,0.347572
0.8,0.106757,1.2027e-05,0.34742
0.8,0.106757,1.21622e-05,0.348519
0.8,0.106757,1.22973e-05,0.347299
0.8,0.106757,1.24324e-05,0.349025
0.8,0.106757,1.25676e-05,0.345397
0.8,0.106757,1.27027e-05,0.346153
0.8,0.106757,1.28378e-05,0.34949
0.8,0.106757,1.2973e-05,0.347324
0.8,0.106757,1.31081e-05,0.349042
0.8,0.106757,1.32432e-05,0.347992
0.8,0.106757,1.33784e-05,0.345045
0.8,0.106757,1.35135e-05,0.346396
0.8,0.106757,1.36486e-05,0.346196
0.8,0.106757,1.37838e-05,0.344833
0.8,0.106757,1.39189e-05,0.344678
0.8,0.106757,1.40541e-05,0.346534
0.8,0.106757,1.41892e-05,0.34497
0.8,0.106757,1.43243e-05,0.342765
0.8,0.106757,1.44595e-05,0.341911
0.8,0.106757,1.45946e-05,0.343556
0.8,0.106757,1.47297e-05,0.346316
0.8,0.106757,1.48649e-05,0.345375
0.8,0.106757,1.5e-05,0.343949
0.8,0.109459,5e-06,0.338956
0.8,0.109459,5.13514e-06,0.337459
0.8,0.109459,5.27027e-06,0.339895
0.8,0.109459,5.40541e-06,0.340131
0.8,0.109459,5.54054e-06,0.341175
0.8,0.109459,5.67568e-06,0.334675
0.8,0.109459,5.81081e-06,0.337653
0.8,0.109459,5.94595e-06,0.339068
0.8,0.109459,6.08108e-06,0.340431
0.8,0.109459,6.21622e-06,0.34046
0.8,0.109459,6.35135e-06,0.34107
0.8,0.109459,6.48649e-06,0.343471
0.8,0.109459,6.62162e-06,0.345061
0.8,0.109459,6.75676e-06,0.342411
0.8,0.109459,6.89189e-06,0.340709
0.8,0.109459,7.02703e-06,0.340907
0.8,0.109459,7.16216e-06,0.343793
0.8,0.109459,7.2973e-06,0.345202
0.8,0.109459,7.43243e-06,0.343979
0.8,0.109459,7.56757e-06,0.347756
0.8,0.109459,7.7027e-06,0.345368
0.8,0.109459,7.83784e-06,0.34698
0.8,0.109459,7.97297e-06,0.348852
0.8,0.109459,8.10811e-06,0.34836
0.8,0.109459,8.24324e-06,0.341609
0.8,0.109459,8.37838e-06,0.345446
0.8,0.109459,8.51351e-06,0.343738
0.8,0.109459,8.64865e-06,0.348362
0.8,0.109459,8.78378e-06,0.348508
0.8,0.109459,8.91892e-06,0.346753
0.8,0.109459,9.05405e-06,0.342189
0.8,0.109459,9.18919e-06,0.343847
0.8,0.109459,9.32432e-06,0.348517
0.8,0.109459,9.45946e-06,0.349486
0.8,0.109459,9.59459e-06,0.347496
0.8,0.109459,9.72973e-06,0.347007
0.8,0.109459,9.86486e-06,0.346219
0.8,0.109459,1e-05,0.348569
0.8,0.109459,1.01351e-05,0.350541
0.8,0.109459,1.02703e-05,0.347045
0.8,0.109459,1.04054e-05,0.348739
0.8,0.109459,1.05405e-05,0.346051
0.8,0.109459,1.06757e-05,0.351402
0.8,0.109459,1.08108e-05,0.350446
0.8,0.109459,1.09459e-05,0.346562
0.8,0.109459,1.10811e-05,0.34882
0.8,0.109459,1.12162e-05,0.346537
0.8,0.109459,1.13514e-05,0.348049
0.8,0.109459,1.14865e-05,0.349078
0.8,0.109459,1.16216e-05,0.347407
0.8,0.109459,1.17568e-05,0.345544
0.8,0.109459,1.18919e-05,0.349079
0.8,0.109459,1.2027e-05,0.347394
0.8,0.109459,1.21622e-05,0.345918
0.8,0.109459,1.22973e-05,0.352162
0.8,0.109459,1.24324e-05,0.348897
0.8,0.109459,1.25676e-05,0.346679
0.8,0.109459,1.27027e-05,0.345046
0.8,0.109459,1.28378e-05,0.345136
0.8,0.109459,1.2973e-05,0.348052
0.8,0.109459,1.31081e-05,0.347004
0.8,0.109459,1.32432e-05,0.345341
0.8,0.109459,1.33784e-05,0.348118
0.8,0.109459,1.35135e-05,0.348201
0.8,0.109459,1.36486e-05,0.352078
0.8,0.109459,1.37838e-05,0.347299
0.8,0.109459,1.39189e-05,0.347603
0.8,0.109459,1.40541e-05,0.348444
0.8,0.109459,1.41892e-05,0.345586
0.8,0.109459,1.43243e-05,0.34762
0.8,0.109459,1.44595e-05,0.348434
0.8,0.109459,1.45946e-05,0.348581
0.8,0.109459,1.47297e-05,0.344584
0.8,0.109459,1.48649e-05,0.345436
0.8,0.109459,1.5e-05,0.345522
0.8,0.112162,5e-06,0.337345
0.8,0.112162,5.13514e-06,0.342246
0.8,0.112162,5.27027e-06,0.337088
0.8,0.112162,5.40541e-06,0.338795
0.8,0.112162,5.54054e-06,0.338384
0.8,0.112162,5.67568e-06,0.337258
0.8,0.112162,5.81081e-06,0.344239
0.8,0.112162,5.94595e-06,0.342996
0.8,0.112162,6.08108e-06,0.344163
0.8,0.112162,6.21622e-06,0.343363
0.8,0.112162,6.35135e-06,0.341635
0.8,0.112162,6.48649e-06,0.343123
0.8,0.112162,6.62162e-06,0.342393
0.8,0.112162,6.75676e-06,0.344116
0.8,0.112162,6.89189e-06,0.341475
0.8,0.112162,7.02703e-06,0.341352
0.8,0.112162,7.16216e-06,0.343229
0.8,0.112162,7.2973e-06,0.348743
0.8,0.112162,7.43243e-06,0.344673
0.8,0.112162,7.56757e-06,0.34481
0.8,0.112162,7.7027e-06,0.345068
0.8,0.112162,7.83784e-06,0.346523
0.8,0.112162,7.97297e-06,0.345563
0.8,0.112162,8.10811e-06,0.347405
0.8,0.112162,8.24324e-06,0.34553
0.8,0.112162,8.37838e-06,0.346403
0.8,0.112162,8.51351e-06,0.348238
0.8,0.112162,8.64865e-06,0.346238
0.8,0.112162,8.78378e-06,0.349659
0.8,0.112162,8.91892e-06,0.348961
0.8,0.112162,9.05405e-06,0.349646
0.8,0.112162,9.18919e-06,0.349387
0.8,0.112162,9.32432e-06,0.348935
0.8,0.112162,9.45946e-06,0.346661
0.8,0.112162,9.59459e-06,0.345582
0.8,0.112162,9.72973e-06,0.348356
0.8,0.112162,9.86486e-06,0.34959
0.8,0.112162,1e-05,0.348042
0.8,0.112162,1.01351e-05,0.3465
0.8,0.112162,1.02703e-05,0.346227
0.8,0.112162,1.04054e-05,0.346511
0.8,0.112162,1.05405e-05,0.349654
0.8,0.112162,1.06757e-05,0.348809
0.8,0.112162,1.08108e-05,0.347681
0.8,0.112162,1.09459e-05,0.346204
0.8,0.112162,1.10811e-05,0.34951
0.8,0.112162,1.12162e-05,0.34689
0.8,0.112162,1.13514e-05,0.346353
0.8,0.112162,1.14865e-05,0.350264
0.8,0.112162,1.16216e-05,0.348701
0.8,0.112162,1.17568e-05,0.34834
0.8,0.112162,1.18919e-05,0.345997
0.8,0.112162,1.2027e-05,0.351631
0.8,0.112162,1.21622e-05,0.350453
0.8,0.112162,1.22973e-05,0.353907
0.8,0.112162,1.24324e-05,0.349612
0.8,0.112162,1.25676e-05,0.348094
0.8,0.112162,1.27027e-05,0.347351
0.8,0.112162,1.28378e-05,0.346328
0.8,0.112162,1.2973e-05,0.351756
0.8,0.112162,1.31081e-05,0.348843
0.8,0.112162,1.32432e-05,0.34982
0.8,0.112162,1.33784e-05,0.34819
0.8,0.112162,1.35135e-05,0.350018
0.8,0.112162,1.36486e-05,0.349114
0.8,0.112162,1.37838e-05,0.344803
0.8,0.112162,1.39189e-05,0.343422
0.8,0.112162,1.40541e-05,0.346711
0.8,0.112162,1.41892e-05,0.350377
0.8,0.112162,1.43243e-05,0.348499
0.8,0.112162,1.44595e-05,0.35002
0.8,0.112162,1.45946e-05,0.346382
0.8,0.112162,1.47297e-05,0.346658
0.8,0.112162,1.48649e-05,0.347065
0.8,0.112162,1.5e-05,0.349255
0.8,0.114865,5e-06,0.33714
0.8,0.114865,5.13514e-06,0.335493
0.8,0.114865,5.27027e-06,0.339676
0.8,0.114865,5.40541e-06,0.336413
0.8,0.114865,5.54054e-06,0.338859
0.8,0.114865,5.67568e-06,0.339612
0.8,0.114865,5.81081e-06,0.342372
0.8,0.114865,5.94595e-06,0.341942
0.8,0.114865,6.08108e-06,0.344097
0.8,0.114865,6.21622e-06,0.343711
0.8,0.114865,6.35135e-06,0.340993
0.8,0.114865,6.48649e-06,0.341871
0.8,0.114865,6.62162e-06,0.343089
0.8,0.114865,6.75676e-06,0.346028
0.8,0.114865,6.89189e-06,0.342306
0.8,0.114865,7.02703e-06,0.342635
0.8,0.114865,7.16216e-06,0.345516
0.8,0.114865,7.2973e-06,0.344814
0.8,0.114865,7.43243e-06,0.347401
0.8,0.114865,7.56757e-06,0.348958
0.8,0.114865,7.7027e-06,0.345847
0.8,0.114865,7.83784e-06,0.347971
0.8,0.114865,7.97297e-06,0.344597
0.8,0.114865,8.10811e-06,0.345204
0.8,0.114865,8.24324e-06,0.350488
0.8,0.114865,8.37838e-06,0.347246
0.8,0.114865,8.51351e-06,0.347082
0.8,0.114865,8.64865e-06,0.347527
0.8,0.114865,8.78378e-06,0.352202
0.8,0.114865,8.91892e-06,0.347658
0.8,0.114865,9.05405e-06,0.347157
0.8,0.114865,9.18919e-06,0.350821
0.8,0.114865,9.32432e-06,0.348452
0.8,0.114865,9.45946e-06,0.34555
0.8,0.114865,9.59459e-06,0.353783
0.8,0.114865,9.72973e-06,0.3467
0.8,0.114865,9.86486e-06,0.349596
0.8,0.114865,1e-05,0.348126
0.8,0.114865,1.01351e-05,0.350194
0.8,0.114865,1.02703e-05,0.350005
0.8,0.114865,1.04054e-05,0.349908
0.8,0.114865,1.05405e-05,0.349977
0.8,0.114865,1.06757e-05,0.349639
0.8,0.114865,1.08108e-05,0.349696
0.8,0.114865,1.09459e-05,0.349588
0.8,0.114865,1.10811e-05,0.348896
0.8,0.114865,1.12162e-05,0.34768
0.8,0.114865,1.13514e-05,0.345653
0.8,0.114865,1.14865e-05,0.351202
0.8,0.114865,1.16216e-05,0.34791
0.8,0.114865,1.17568e-05,0.35194
0.8,0.114865,1.18919e-05,0.348988
0.8,0.114865,1.2027e-05,0.349647
0.8,0.114865,1.21622e-05,0.351043
0.8,0.114865,1.22973e-05,0.350139
0.8,0.114865,1.24324e-05,0.349143
0.8,0.114865,1.25676e-05,0.349376
0.8,0.114865,1.27027e-05,0.350191
0.8,0.114865,1.28378e-05,0.350474
0.8,0.114865,1.2973e-05,0.349278
0.8,0.114865,1.31081e-05,0.345612
0.8,0.114865,1.32432e-05,0.347927
0.8,0.114865,1.33784e-05,0.349813
0.8,0.114865,1.35135e-05,0.345783
0.8,0.114865,1.36486e-05,0.348413
0.8,0.114865,1.37838e-05,0.350412
0.8,0.114865,1.39189e-05,0.348279
0.8,0.114865,1.40541e-05,0.347819
0.8,0.114865,1.41892e-05,0.349221
0.8,0.114865,1.43243e-05,0.348909
0.8,0.114865,1.44595e-05,0.346358
0.8,0.114865,1.45946e-05,0.351083
0.8,0.114865,1.47297e-05,0.35136
0.8,0.114865,1.48649e-05,0.348855
0.8,0.114865,1.5e-05,0.348608
0.8,0.117568,5e-06,0.335247
0.8,0.117568,5.13514e-06,0.336977
0.8,0.117568,5.27027e-06,0.338062
0.8,0.117568,5.40541e-06,0.338736
0.8,0.117568,5.54054e-06,0.341006
0.8,0.117568,5.67568e-06,0.342729
0.8,0.117568,5.81081e-06,0.341944
0.8,0.117568,5.94595e-06,0.341229
0.8,0.117568,6.08108e-06,0.338519
0.8,0.117568,6.21622e-06,0.341388
0.8,0.117568,6.35135e-06,0.343903
0.8,0.117568,6.48649e-06,0.344742
0.8,0.117568,6.62162e-06,0.343833
0.8,0.117568,6.75676e-06,0.344144
0.8,0.117568,6.89189e-06,0.343092
0.8,0.117568,7.02703e-06,0.347292
0.8,0.117568,7.16216e-06,0.345576
0.8,0.117568,7.2973e-06,0.346777
0.8,0.117568,7.43243e-06,0.347688
0.8,0.117568,7.56757e-06,0.342102
0.8,0.117568,7.7027e-06,0.345728
0.8,0.117568,7.83784e-06,0.343894
0.8,0.117568,7.97297e-06,0.347791
0.8,0.117568,8.10811e-06,0.34378
0.8,0.117568,8.24324e-06,0.351417
0.8,0.117568,8.37838e-06,0.349544
0.8,0.117568,8.51351e-06,0.344227
0.8,0.117568,8.64865e-06,0.350204
0.8,0.117568,8.78378e-06,0.349359
0.8,0.117568,8.91892e-06,0.349588
0.8,0.117568,9.05405e-06,0.349264
0.8,0.117568,9.18919e-06,0.350712
0.8,0.117568,9.32432e-06,0.348745
0.8,0.117568,9.45946e-06,0.351892
0.8,0.117568,9.59459e-06,0.348452
0.8,0.117568,9.72973e-06,0.346701
0.8,0.117568,9.86486e-06,0.348298
0.8,0.117568,1e-05,0.349292
0.8,0.117568,1.01351e-05,0.349373
0.8,0.117568,1.02703e-05,0.349274
0.8,0.117568,1.04054e-05,0.35251
0.8,0.117568,1.05405e-05,0.348422
0.8,0.117568,1.06757e-05,0.352049
0.8,0.117568,1.08108e-05,0.345984
0.8,0.117568,1.09459e-05,0.34595
0.8,0.117568,1.10811e-05,0.349887
0.8,0.117568,1.12162e-05,0.348647
0.8,0.117568,1.13514e-05,0.350556
0.8,0.117568,1.14865e-05,0.350177
0.8,0.117568,1.16216e-05,0.347439
0.8,0.117568,1.17568e-05,0.348023
0.8,0.117568,1.18919e-05,0.349719
0.8,0.117568,1.2027e-05,0.347501
0.8,0.117568,1.21622e-05,0.350179
0.8,0.117568,1.22973e-05,0.348431
0.8,0.117568,1.24324e-05,0.34537
0.8,0.117568,1.25676e-05,0.351605
0.8,0.117568,1.27027e-05,0.347686
0.8,0.117568,1.28378e-05,0.350296
0.8,0.117568,1.2973e-05,0.348674
0.8,0.117568,1.31081e-05,0.350573
0.8,0.117568,1.32432e-05,0.351141
0.8,0.117568,1.33784e-05,0.35147
0.8,0.117568,1.35135e-05,0.347916
0.8,0.117568,1.36486e-05,0.350315
0.8,0.117568,1.37838e-05,0.349816
0.8,0.117568,1.39189e-05,0.347199
0.8,0.117568,1.40541e-05,0.348695
0.8,0.117568,1.41892e-05,0.347017
0.8,0.117568,1.43243e-05,0.348734
0.8,0.117568,1.44595e-05,0.348118
0.8,0.117568,1.45946e-05,0.350486
0.8,0.117568,1.47297e-05,0.348593
0.8,0.117568,1.48649e-05,0.351758
