omega,gamma,beta,action,Count
0.8,0.124244,7.9091e-06,2,0.826018
0.8,0.124244,7.9091e-06,3,0.0295147
0.8,0.124244,7.9091e-06,4,0.0722427
0.8,0.124244,8.10102e-06,1,0.095641
0.8,0.124244,8.10102e-06,2,0.796276
0.8,0.124244,8.10102e-06,3,0.0110147
0.8,0.124244,8.10102e-06,4,0.0970679
0.8,0.124244,8.29294e-06,1,0.0740016
0.8,0.124244,8.29294e-06,2,0.83618
0.8,0.124244,8.29294e-06,3,0.0158344
0.8,0.124244,8.29294e-06,4,0.0739837
0.8,0.124244,8.48486e-06,1,0.0945912
0.8,0.124244,8.48486e-06,2,0.795441
0.8,0.124244,8.48486e-06,3,0.01538
0.8,0.124244,8.48486e-06,4,0.0945875
0.8,0.124244,8.67678e-06,1,0.0741271
0.8,0.124244,8.67678e-06,2,0.82266
0.8,0.124244,8.67678e-06,3,0.0256509
0.8,0.124244,8.67678e-06,4,0.0775625
0.8,0.124244,8.86869e-06,1,0.0618964
0.8,0.124244,8.86869e-06,2,0.860492
0.8,0.124244,8.86869e-06,3,0.0157128
0.8,0.124244,8.86869e-06,4,0.0618986
0.8,0.124244,9.06061e-06,1,0.087832
0.8,0.124244,9.06061e-06,2,0.78681
0.8,0.124244,9.06061e-06,3,0.0375273
0.8,0.124244,9.06061e-06,4,0.0878311
0.8,0.124244,9.25253e-06,1,0.0607997
0.8,0.124244,9.25253e-06,2,0.870764
0.8,0.124244,9.25253e-06,3,0.0076345
0.8,0.124244,9.25253e-06,4,0.0608018
0.8,0.124244,9.44445e-06,1,0.0620903
0.8,0.124244,9.44445e-06,2,0.869116
0.8,0.124244,9.44445e-06,3,0.006699
0.8,0.124244,9.44445e-06,4,0.062095
0.8,0.124244,9.63637e-06,1,0.0483368
0.8,0.124244,9.63637e-06,2,0.896152
0.8,0.124244,9.63637e-06,3,0.0062692
0.8,0.124244,9.63637e-06,4,0.0492422
0.8,0.124244,9.82829e-06,1,0.0670398
0.8,0.124244,9.82829e-06,2,0.848166
0.8,0.124244,9.82829e-06,3,0.0167547
0.8,0.124244,9.82829e-06,4,0.0680393
0.8,0.124244,1.00202e-05,1,0.0797785
0.8,0.124244,1.00202e-05,2,0.840749
0.8,0.124244,1.00202e-05,3,0.0021785
0.8,0.124244,1.00202e-05,4,0.077294
0.8,0.124244,1.02121e-05,1,0.0570465
0.8,0.124244,1.02121e-05,2,0.875742
0.8,0.124244,1.02121e-05,3,0.0101831
0.8,0.124244,1.02121e-05,4,0.0570288
0.8,0.124244,1.0404e-05,1,0.0893221
0.8,0.124244,1.0404e-05,2,0.802063
0.8,0.124244,1.0404e-05,3,0.0193842
0.8,0.124244,1.0404e-05,4,0.0892303
0.8,0.124244,1.0596e-05,1,0.068671
0.8,0.124244,1.0596e-05,2,0.854865
0.8,0.124244,1.0596e-05,3,0.0090422
0.8,0.124244,1.0596e-05,4,0.0674222
0.8,0.124244,1.07879e-05,1,0.0505287
0.8,0.124244,1.07879e-05,2,0.889059
0.8,0.124244,1.07879e-05,3,0.0098797
0.8,0.124244,1.07879e-05,4,0.0505329
0.8,0.124244,1.09798e-05,1,0.0906128
0.8,0.124244,1.09798e-05,2,0.806565
0.8,0.124244,1.09798e-05,3,0.0122134
0.8,0.124244,1.09798e-05,4,0.0906091
0.8,0.124244,1.11717e-05,1,0.0618035
0.8,0.124244,1.11717e-05,2,0.865922
0.8,0.124244,1.11717e-05,3,0.0104729
0.8,0.124244,1.11717e-05,4,0.0618013
0.8,0.124244,1.13636e-05,1,0.0597047
0.8,0.124244,1.13636e-05,2,0.87219
0.8,0.124244,1.13636e-05,3,0.0084016
0.8,0.124244,1.13636e-05,4,0.0597033
0.8,0.124244,1.15556e-05,1,0.0816253
0.8,0.124244,1.15556e-05,2,0.814875
0.8,0.124244,1.15556e-05,3,0.0218784
0.8,0.124244,1.15556e-05,4,0.0816214
0.8,0.124244,1.17475e-05,1,0.0798136
0.8,0.124244,1.17475e-05,2,0.826336
0.8,0.124244,1.17475e-05,3,0.0140026
0.8,0.124244,1.17475e-05,4,0.0798478
0.8,0.124244,1.19394e-05,1,0.0464294
0.8,0.124244,1.19394e-05,2,0.892153
0.8,0.124244,1.19394e-05,3,0.0140496
0.8,0.124244,1.19394e-05,4,0.0473678
0.8,0.124244,1.21313e-05,1,0.0442701
0.8,0.124244,1.21313e-05,2,0.900798
0.8,0.124244,1.21313e-05,3,0.0106691
0.8,0.124244,1.21313e-05,4,0.0442624
0.8,0.124244,1.23232e-05,1,0.0708886
0.8,0.124244,1.23232e-05,2,0.841309
0.8,0.124244,1.23232e-05,3,0.0173035
0.8,0.124244,1.23232e-05,4,0.0704988
0.8,0.124244,1.25151e-05,1,0.0563687
0.8,0.124244,1.25151e-05,2,0.860567
0.8,0.124244,1.25151e-05,3,0.0261179
0.8,0.124244,1.25151e-05,4,0.0569465
0.8,0.124244,1.27071e-05,1,0.0549686
0.8,0.124244,1.27071e-05,2,0.875716
0.8,0.124244,1.27071e-05,3,0.0143442
0.8,0.124244,1.27071e-05,4,0.0549715
0.8,0.124244,1.2899e-05,1,0.0754414
0.8,0.124244,1.2899e-05,2,0.847409
0.8,0.124244,1.2899e-05,3,3.48e-05
0.8,0.124244,1.2899e-05,4,0.0771147
0.8,0.124244,1.30909e-05,1,0.0313095
0.8,0.124244,1.30909e-05,2,0.921835
0.8,0.124244,1.30909e-05,3,0.0156562
0.8,0.124244,1.30909e-05,4,0.0311994
0.8,0.124244,1.32828e-05,1,0.0484045
0.8,0.124244,1.32828e-05,2,0.899056
0.8,0.124244,1.32828e-05,3,0.0041339
0.8,0.124244,1.32828e-05,4,0.0484056
0.8,0.124244,1.34747e-05,1,0.0616144
0.8,0.124244,1.34747e-05,2,0.859159
0.8,0.124244,1.34747e-05,3,0.0221003
0.8,0.124244,1.34747e-05,4,0.0571266
0.8,0.124244,1.36667e-05,1,0.0487306
0.8,0.124244,1.36667e-05,2,0.887262
0.8,0.124244,1.36667e-05,3,0.015275
0.8,0.124244,1.36667e-05,4,0.0487328
0.8,0.124244,1.38586e-05,1,0.0568086
0.8,0.124244,1.38586e-05,2,0.866317
0.8,0.124244,1.38586e-05,3,0.0197691
0.8,0.124244,1.38586e-05,4,0.0571053
0.8,0.124244,1.40505e-05,1,0.0794775
0.8,0.124244,1.40505e-05,2,0.823053
0.8,0.124244,1.40505e-05,3,0.0179651
0.8,0.124244,1.40505e-05,4,0.0795049
0.8,0.124244,1.42424e-05,1,0.0629912
0.8,0.124244,1.42424e-05,2,0.868511
0.8,0.124244,1.42424e-05,3,0.0055512
0.8,0.124244,1.42424e-05,4,0.0629466
0.8,0.124244,1.44343e-05,1,0.0666025
0.8,0.124244,1.44343e-05,2,0.864414
0.8,0.124244,1.44343e-05,3,0.0027947
0.8,0.124244,1.44343e-05,4,0.0661884
0.8,0.124244,1.46262e-05,1,0.0469508
0.8,0.124244,1.46262e-05,2,0.899637
0.8,0.124244,1.46262e-05,3,0.0064724
0.8,0.124244,1.46262e-05,4,0.0469398
0.8,0.124244,1.48182e-05,1,0.0612255
0.8,0.124244,1.48182e-05,2,0.874199
0.8,0.124244,1.48182e-05,3,0.0033566
0.8,0.124244,1.48182e-05,4,0.0612191
0.8,0.124244,1.50101e-05,1,0.0480568
0.8,0.124244,1.50101e-05,2,0.898938
0.8,0.124244,1.50101e-05,3,0.0027407
0.8,0.124244,1.50101e-05,4,0.0502645
0.8,0.124244,1.5202e-05,1,0.0512352
0.8,0.124244,1.5202e-05,2,0.892345
0.8,0.124244,1.5202e-05,3,0.0072043
0.8,0.124244,1.5202e-05,4,0.0492153
0.8,0.127173,5.798e-06,1,0.114303
0.8,0.127173,5.798e-06,2,0.750429
0.8,0.127173,5.798e-06,3,0.0214546
0.8,0.127173,5.798e-06,4,0.113813
0.8,0.127173,5.98992e-06,1,0.126746
0.8,0.127173,5.98992e-06,2,0.725809
0.8,0.127173,5.98992e-06,3,0.0191258
0.8,0.127173,5.98992e-06,4,0.128319
0.8,0.127173,6.18184e-06,1,0.104833
0.8,0.127173,6.18184e-06,2,0.774682
0.8,0.127173,6.18184e-06,3,0.0156399
0.8,0.127173,6.18184e-06,4,0.104845
0.8,0.127173,6.37376e-06,1,0.095832
0.8,0.127173,6.37376e-06,2,0.782466
0.8,0.127173,6.37376e-06,3,0.0258696
0.8,0.127173,6.37376e-06,4,0.0958326
0.8,0.127173,6.56567e-06,1,0.0987949
0.8,0.127173,6.56567e-06,2,0.783698
0.8,0.127173,6.56567e-06,3,0.0158538
0.8,0.127173,6.56567e-06,4,0.101653
0.8,0.127173,6.75759e-06,1,0.0871077
0.8,0.127173,6.75759e-06,2,0.801022
0.8,0.127173,6.75759e-06,3,0.0247548
0.8,0.127173,6.75759e-06,4,0.0871158
0.8,0.127173,6.94951e-06,1,0.0963995
0.8,0.127173,6.94951e-06,2,0.789799
0.8,0.127173,6.94951e-06,3,0.017349
0.8,0.127173,6.94951e-06,4,0.0964521
0.8,0.127173,7.14143e-06,1,0.0940803
0.8,0.127173,7.14143e-06,2,0.803836
0.8,0.127173,7.14143e-06,3,0.0105086
0.8,0.127173,7.14143e-06,4,0.0915749
0.8,0.127173,7.33335e-06,1,0.0964954
0.8,0.127173,7.33335e-06,2,0.800664
0.8,0.127173,7.33335e-06,3,0.0070168
0.8,0.127173,7.33335e-06,4,0.0958237
0.8,0.127173,7.52527e-06,1,0.0997806
0.8,0.127173,7.52527e-06,2,0.794513
0.8,0.127173,7.52527e-06,3,0.0068713
0.8,0.127173,7.52527e-06,4,0.0988351
0.8,0.127173,7.71718e-06,1,0.0875224
0.8,0.127173,7.71718e-06,2,0.809155
0.8,0.127173,7.71718e-06,3,0.0158696
0.8,0.127173,7.71718e-06,4,0.0874528
0.8,0.127173,7.9091e-06,1,0.105901
0.8,0.127173,7.9091e-06,2,0.768055
0.8,0.127173,7.9091e-06,3,0.0200827
0.8,0.127173,7.9091e-06,4,0.105962
0.8,0.127173,8.10102e-06,1,0.0706868
0.8,0.127173,8.10102e-06,2,0.829361
0.8,0.127173,8.10102e-06,3,0.0292695
0.8,0.127173,8.10102e-06,4,0.0706826
0.8,0.127173,8.29294e-06,1,0.0806802
0.8,0.127173,8.29294e-06,2,0.816456
0.8,0.127173,8.29294e-06,3,0.0221829
0.8,0.127173,8.29294e-06,4,0.0806804
0.8,0.127173,8.48486e-06,1,0.0720896
0.8,0.127173,8.48486e-06,2,0.840327
0.8,0.127173,8.48486e-06,3,0.0171662
0.8,0.127173,8.48486e-06,4,0.0704175
0.8,0.127173,8.67678e-06,1,0.0874544
0.8,0.127173,8.67678e-06,2,0.814702
0.8,0.127173,8.67678e-06,3,0.0088963
0.8,0.127173,8.67678e-06,4,0.088947
0.8,0.127173,8.86869e-06,1,0.101698
0.8,0.127173,8.86869e-06,2,0.785658
0.8,0.127173,8.86869e-06,3,0.0109424
0.8,0.127173,8.86869e-06,4,0.101701
0.8,0.127173,9.06061e-06,1,0.0837507
0.8,0.127173,9.06061e-06,2,0.816104
0.8,0.127173,9.06061e-06,3,0.0146838
0.8,0.127173,9.06061e-06,4,0.0854618
0.8,0.127173,9.25253e-06,1,0.078883
0.8,0.127173,9.25253e-06,2,0.824534
0.8,0.127173,9.25253e-06,3,0.0177008
0.8,0.127173,9.25253e-06,4,0.078882
0.8,0.127173,9.44445e-06,1,0.0760461
0.8,0.127173,9.44445e-06,2,0.835241
0.8,0.127173,9.44445e-06,3,0.0126552
0.8,0.127173,9.44445e-06,4,0.0760575
0.8,0.127173,9.63637e-06,1,0.0590915
0.8,0.127173,9.63637e-06,2,0.87439
0.8,0.127173,9.63637e-06,3,0.0119622
0.8,0.127173,9.63637e-06,4,0.0545566
0.8,0.127173,9.82829e-06,1,0.093551
0.8,0.127173,9.82829e-06,2,0.80537
0.8,0.127173,9.82829e-06,3,0.0075258
0.8,0.127173,9.82829e-06,4,0.0935527
0.8,0.127173,1.00202e-05,1,0.0686018
0.8,0.127173,1.00202e-05,2,0.841731
0.8,0.127173,1.00202e-05,3,0.0172494
0.8,0.127173,1.00202e-05,4,0.0724174
0.8,0.127173,1.02121e-05,1,0.0619412
0.8,0.127173,1.02121e-05,2,0.869079
0.8,0.127173,1.02121e-05,3,0.0070359
0.8,0.127173,1.02121e-05,4,0.0619439
0.8,0.127173,1.0404e-05,1,0.0844425
0.8,0.127173,1.0404e-05,2,0.809936
0.8,0.127173,1.0404e-05,3,0.0208776
0.8,0.127173,1.0404e-05,4,0.0847436
0.8,0.127173,1.0596e-05,1,0.0892944
0.8,0.127173,1.0596e-05,2,0.802736
0.8,0.127173,1.0596e-05,3,0.0186762
0.8,0.127173,1.0596e-05,4,0.0892938
0.8,0.127173,1.07879e-05,1,0.0622958
0.8,0.127173,1.07879e-05,2,0.857048
0.8,0.127173,1.07879e-05,3,0.0163617
0.8,0.127173,1.07879e-05,4,0.0642945
0.8,0.127173,1.09798e-05,1,0.0765945
0.8,0.127173,1.09798e-05,2,0.828106
0.8,0.127173,1.09798e-05,3,0.0171926
0.8,0.127173,1.09798e-05,4,0.0781068
0.8,0.127173,1.11717e-05,1,0.0599001
0.8,0.127173,1.11717e-05,2,0.862371
0.8,0.127173,1.11717e-05,3,0.0178705
0.8,0.127173,1.11717e-05,4,0.059858
0.8,0.127173,1.13636e-05,1,0.0615377
0.8,0.127173,1.13636e-05,2,0.872142
0.8,0.127173,1.13636e-05,3,0.0046568
0.8,0.127173,1.13636e-05,4,0.0616637
0.8,0.127173,1.15556e-05,1,0.0809719
0.8,0.127173,1.15556e-05,2,0.824777
0.8,0.127173,1.15556e-05,3,0.0141491
0.8,0.127173,1.15556e-05,4,0.0801021
0.8,0.127173,1.17475e-05,1,0.0719519
0.8,0.127173,1.17475e-05,2,0.841816
0.8,0.127173,1.17475e-05,3,0.0141228
0.8,0.127173,1.17475e-05,4,0.0721097
0.8,0.127173,1.19394e-05,1,0.0830907
0.8,0.127173,1.19394e-05,2,0.82667
0.8,0.127173,1.19394e-05,3,0.0051514
0.8,0.127173,1.19394e-05,4,0.0850877
0.8,0.127173,1.21313e-05,1,0.0660384
0.8,0.127173,1.21313e-05,2,0.864142
0.8,0.127173,1.21313e-05,3,0.0045525
0.8,0.127173,1.21313e-05,4,0.0652672
0.8,0.127173,1.23232e-05,1,0.0721413
0.8,0.127173,1.23232e-05,2,0.848135
0.8,0.127173,1.23232e-05,3,0.0075839
0.8,0.127173,1.23232e-05,4,0.0721393
0.8,0.127173,1.25151e-05,1,0.0389829
0.8,0.127173,1.25151e-05,2,0.908833
0.8,0.127173,1.25151e-05,3,0.0119552
0.8,0.127173,1.25151e-05,4,0.0402287
0.8,0.127173,1.27071e-05,1,0.0527202
0.8,0.127173,1.27071e-05,2,0.887395
0.8,0.127173,1.27071e-05,3,0.00709
0.8,0.127173,1.27071e-05,4,0.0527945
0.8,0.127173,1.2899e-05,1,0.0547777
0.8,0.127173,1.2899e-05,2,0.869267
0.8,0.127173,1.2899e-05,3,0.0211808
0.8,0.127173,1.2899e-05,4,0.0547747
0.8,0.127173,1.30909e-05,1,0.0679229
0.8,0.127173,1.30909e-05,2,0.84782
0.8,0.127173,1.30909e-05,3,0.0163563
0.8,0.127173,1.30909e-05,4,0.0679003
0.8,0.127173,1.32828e-05,1,0.0475181
0.8,0.127173,1.32828e-05,2,0.894041
0.8,0.127173,1.32828e-05,3,0.0109219
0.8,0.127173,1.32828e-05,4,0.0475194
0.8,0.127173,1.34747e-05,1,0.0627762
0.8,0.127173,1.34747e-05,2,0.850732
0.8,0.127173,1.34747e-05,3,0.0230235
0.8,0.127173,1.34747e-05,4,0.0634684
0.8,0.127173,1.36667e-05,1,0.0710448
0.8,0.127173,1.36667e-05,2,0.847827
0.8,0.127173,1.36667e-05,3,0.010078
0.8,0.127173,1.36667e-05,4,0.0710507
0.8,0.127173,1.38586e-05,1,0.0585436
0.8,0.127173,1.38586e-05,2,0.866219
0.8,0.127173,1.38586e-05,3,0.0166876
0.8,0.127173,1.38586e-05,4,0.0585498
0.8,0.127173,1.40505e-05,1,0.0661227
0.8,0.127173,1.40505e-05,2,0.864377
0.8,0.127173,1.40505e-05,3,0.0047018
0.8,0.127173,1.40505e-05,4,0.0647985
0.8,0.127173,1.42424e-05,1,0.0639341
0.8,0.127173,1.42424e-05,2,0.865996
0.8,0.127173,1.42424e-05,3,0.006114
0.8,0.127173,1.42424e-05,4,0.0639556
0.8,0.127173,1.44343e-05,1,0.057526
0.8,0.127173,1.44343e-05,2,0.873089
0.8,0.127173,1.44343e-05,3,0.0116859
0.8,0.127173,1.44343e-05,4,0.0576995
0.8,0.127173,1.46262e-05,1,0.048499
0.8,0.127173,1.46262e-05,2,0.89251
0.8,0.127173,1.46262e-05,3,0.0104783
0.8,0.127173,1.46262e-05,4,0.0485129
0.8,0.127173,1.48182e-05,1,0.0647099
0.8,0.127173,1.48182e-05,2,0.864694
0.8,0.127173,1.48182e-05,3,0.009886
0.8,0.127173,1.48182e-05,4,0.0607099
0.8,0.127173,1.50101e-05,1,0.0613546
0.8,0.127173,1.50101e-05,2,0.858037
0.8,0.127173,1.50101e-05,3,0.0192467
0.8,0.127173,1.50101e-05,4,0.061362
0.8,0.127173,1.5202e-05,1,0.0517092
0.8,0.127173,1.5202e-05,2,0.894464
0.8,0.127173,1.5202e-05,3,0.0020886
0.8,0.127173,1.5202e-05,4,0.0517387
0.8,0.130102,5.798e-06,1,0.119371
0.8,0.130102,5.798e-06,2,0.746376
0.8,0.130102,5.798e-06,3,0.0168892
0.8,0.130102,5.798e-06,4,0.117364
0.8,0.130102,5.98992e-06,1,0.116372
0.8,0.130102,5.98992e-06,2,0.727072
0.8,0.130102,5.98992e-06,3,0.038518
0.8,0.130102,5.98992e-06,4,0.118038
0.8,0.130102,6.18184e-06,1,0.141991
0.8,0.130102,6.18184e-06,2,0.702674
0.8,0.130102,6.18184e-06,3,0.0172864
0.8,0.130102,6.18184e-06,4,0.138048
0.8,0.130102,6.37376e-06,1,0.107464
0.8,0.130102,6.37376e-06,2,0.75594
0.8,0.130102,6.37376e-06,3,0.0274647
0.8,0.130102,6.37376e-06,4,0.109131
0.8,0.130102,6.56567e-06,1,0.100671
0.8,0.130102,6.56567e-06,2,0.774394
0.8,0.130102,6.56567e-06,3,0.0259288
0.8,0.130102,6.56567e-06,4,0.0990063
0.8,0.130102,6.75759e-06,1,0.109274
0.8,0.130102,6.75759e-06,2,0.758261
0.8,0.130102,6.75759e-06,3,0.0231887
0.8,0.130102,6.75759e-06,4,0.109276
0.8,0.130102,6.94951e-06,1,0.0997145
0.8,0.130102,6.94951e-06,2,0.779648
0.8,0.130102,6.94951e-06,3,0.0194935
0.8,0.130102,6.94951e-06,4,0.101144
0.8,0.130102,7.14143e-06,1,0.079067
0.8,0.130102,7.14143e-06,2,0.824218
0.8,0.130102,7.14143e-06,3,0.0177729
0.8,0.130102,7.14143e-06,4,0.0789422
0.8,0.130102,7.33335e-06,1,0.0876415
0.8,0.130102,7.33335e-06,2,0.808394
0.8,0.130102,7.33335e-06,3,0.0150717
0.8,0.130102,7.33335e-06,4,0.0888926
0.8,0.130102,7.52527e-06,1,0.0809563
0.8,0.130102,7.52527e-06,2,0.818804
0.8,0.130102,7.52527e-06,3,0.0192839
0.8,0.130102,7.52527e-06,4,0.0809562
0.8,0.130102,7.71718e-06,1,0.105987
0.8,0.130102,7.71718e-06,2,0.768103
0.8,0.130102,7.71718e-06,3,0.0174371
0.8,0.130102,7.71718e-06,4,0.108472
0.8,0.130102,7.9091e-06,1,0.0801731
0.8,0.130102,7.9091e-06,2,0.826234
0.8,0.130102,7.9091e-06,3,0.0134195
0.8,0.130102,7.9091e-06,4,0.0801737
0.8,0.130102,8.10102e-06,1,0.0771518
0.8,0.130102,8.10102e-06,2,0.824403
0.8,0.130102,8.10102e-06,3,0.0213173
0.8,0.130102,8.10102e-06,4,0.077128
0.8,0.130102,8.29294e-06,1,0.10127
0.8,0.130102,8.29294e-06,2,0.781827
0.8,0.130102,8.29294e-06,3,0.0156429
0.8,0.130102,8.29294e-06,4,0.10126
0.8,0.130102,8.48486e-06,1,0.0712671
0.8,0.130102,8.48486e-06,2,0.843872
0.8,0.130102,8.48486e-06,3,0.0135945
0.8,0.130102,8.48486e-06,4,0.0712662
0.8,0.130102,8.67678e-06,1,0.0834572
0.8,0.130102,8.67678e-06,2,0.818534
0.8,0.130102,8.67678e-06,3,0.0145521
0.8,0.130102,8.67678e-06,4,0.0834564
0.8,0.130102,8.86869e-06,1,0.0751851
0.8,0.130102,8.86869e-06,2,0.83176
0.8,0.130102,8.86869e-06,3,0.0164394
0.8,0.130102,8.86869e-06,4,0.0766153
0.8,0.130102,9.06061e-06,1,0.074708
0.8,0.130102,9.06061e-06,2,0.831387
0.8,0.130102,9.06061e-06,3,0.0191926
0.8,0.130102,9.06061e-06,4,0.0747124
0.8,0.130102,9.25253e-06,1,0.0707669
0.8,0.130102,9.25253e-06,2,0.835678
0.8,0.130102,9.25253e-06,3,0.0227958
0.8,0.130102,9.25253e-06,4,0.0707589
0.8,0.130102,9.44445e-06,1,0.0672147
0.8,0.130102,9.44445e-06,2,0.84645
0.8,0.130102,9.44445e-06,3,0.0205101
0.8,0.130102,9.44445e-06,4,0.0658254
0.8,0.130102,9.63637e-06,1,0.0773355
0.8,0.130102,9.63637e-06,2,0.830739
0.8,0.130102,9.63637e-06,3,0.0145698
0.8,0.130102,9.63637e-06,4,0.0773561
0.8,0.130102,9.82829e-06,1,0.0749362
0.8,0.130102,9.82829e-06,2,0.841161
0.8,0.130102,9.82829e-06,3,0.0114691
0.8,0.130102,9.82829e-06,4,0.0724336
0.8,0.130102,1.00202e-05,1,0.0771046
0.8,0.130102,1.00202e-05,2,0.840775
0.8,0.130102,1.00202e-05,3,0.0050151
0.8,0.130102,1.00202e-05,4,0.0771054
0.8,0.130102,1.02121e-05,1,0.0829709
0.8,0.130102,1.02121e-05,2,0.811276
0.8,0.130102,1.02121e-05,3,0.0211167
0.8,0.130102,1.02121e-05,4,0.0846364
0.8,0.130102,1.0404e-05,1,0.0705331
0.8,0.130102,1.0404e-05,2,0.848343
0.8,0.130102,1.0404e-05,3,0.0086191
0.8,0.130102,1.0404e-05,4,0.0725045
0.8,0.130102,1.0596e-05,1,0.0585258
0.8,0.130102,1.0596e-05,2,0.862819
0.8,0.130102,1.0596e-05,3,0.0184625
0.8,0.130102,1.0596e-05,4,0.0601928
0.8,0.130102,1.07879e-05,1,0.0943523
0.8,0.130102,1.07879e-05,2,0.79629
0.8,0.130102,1.07879e-05,3,0.0150069
0.8,0.130102,1.07879e-05,4,0.0943503
0.8,0.130102,1.09798e-05,1,0.0668204
0.8,0.130102,1.09798e-05,2,0.841632
0.8,0.130102,1.09798e-05,3,0.0247248
0.8,0.130102,1.09798e-05,4,0.0668225
0.8,0.130102,1.11717e-05,1,0.0735188
0.8,0.130102,1.11717e-05,2,0.840322
0.8,0.130102,1.11717e-05,3,0.0109685
0.8,0.130102,1.11717e-05,4,0.0751907
0.8,0.130102,1.13636e-05,1,0.0865441
0.8,0.130102,1.13636e-05,2,0.817104
0.8,0.130102,1.13636e-05,3,0.0100784
0.8,0.130102,1.13636e-05,4,0.0862739
0.8,0.130102,1.15556e-05,1,0.0685199
0.8,0.130102,1.15556e-05,2,0.844486
0.8,0.130102,1.15556e-05,3,0.0143125
0.8,0.130102,1.15556e-05,4,0.0726819
0.8,0.130102,1.17475e-05,1,0.0713578
0.8,0.130102,1.17475e-05,2,0.855264
0.8,0.130102,1.17475e-05,3,0.0020239
0.8,0.130102,1.17475e-05,4,0.0713539
0.8,0.130102,1.19394e-05,1,0.0803531
0.8,0.130102,1.19394e-05,2,0.828188
0.8,0.130102,1.19394e-05,3,0.0094456
0.8,0.130102,1.19394e-05,4,0.0820131
0.8,0.130102,1.21313e-05,1,0.0544454
0.8,0.130102,1.21313e-05,2,0.874407
0.8,0.130102,1.21313e-05,3,0.0167031
0.8,0.130102,1.21313e-05,4,0.0544446
0.8,0.130102,1.23232e-05,1,0.0601374
0.8,0.130102,1.23232e-05,2,0.858708
0.8,0.130102,1.23232e-05,3,0.0212051
0.8,0.130102,1.23232e-05,4,0.0599494
0.8,0.130102,1.25151e-05,1,0.0723536
0.8,0.130102,1.25151e-05,2,0.840635
0.8,0.130102,1.25151e-05,3,0.0146585
0.8,0.130102,1.25151e-05,4,0.0723529
0.8,0.130102,1.27071e-05,1,0.0554329
0.8,0.130102,1.27071e-05,2,0.876254
0.8,0.130102,1.27071e-05,3,0.0128731
0.8,0.130102,1.27071e-05,4,0.0554403
0.8,0.130102,1.2899e-05,1,0.0827361
0.8,0.130102,1.2899e-05,2,0.823735
0.8,0.130102,1.2899e-05,3,0.0107967
0.8,0.130102,1.2899e-05,4,0.0827322
0.8,0.130102,1.30909e-05,1,0.0501819
0.8,0.130102,1.30909e-05,2,0.871953
0.8,0.130102,1.30909e-05,3,0.0279718
0.8,0.130102,1.30909e-05,4,0.0498937
0.8,0.130102,1.32828e-05,1,0.0583303
0.8,0.130102,1.32828e-05,2,0.875978
0.8,0.130102,1.32828e-05,3,0.0110351
0.8,0.130102,1.32828e-05,4,0.0546565
0.8,0.130102,1.34747e-05,1,0.0787055
0.8,0.130102,1.34747e-05,2,0.829552
0.8,0.130102,1.34747e-05,3,0.0127666
0.8,0.130102,1.34747e-05,4,0.0789755
0.8,0.130102,1.36667e-05,1,0.0607756
0.8,0.130102,1.36667e-05,2,0.867592
0.8,0.130102,1.36667e-05,3,0.0108546
0.8,0.130102,1.36667e-05,4,0.0607774
0.8,0.130102,1.38586e-05,1,0.0646921
0.8,0.130102,1.38586e-05,2,0.853942
0.8,0.130102,1.38586e-05,3,0.0166748
0.8,0.130102,1.38586e-05,4,0.0646911
0.8,0.130102,1.40505e-05,1,0.0346918
0.8,0.130102,1.40505e-05,2,0.923936
0.8,0.130102,1.40505e-05,3,0.0061796
0.8,0.130102,1.40505e-05,4,0.0351923
0.8,0.130102,1.42424e-05,1,0.0492478
0.8,0.130102,1.42424e-05,2,0.90074
0.8,0.130102,1.42424e-05,3,0.0020154
0.8,0.130102,1.42424e-05,4,0.0479966
0.8,0.130102,1.44343e-05,1,0.0578955
0.8,0.130102,1.44343e-05,2,0.872729
0.8,0.130102,1.44343e-05,3,0.0113271
0.8,0.130102,1.44343e-05,4,0.0580482
0.8,0.130102,1.46262e-05,1,0.0529784
0.8,0.130102,1.46262e-05,2,0.871116
0.8,0.130102,1.46262e-05,3,0.0229347
0.8,0.130102,1.46262e-05,4,0.0529713
0.8,0.130102,1.48182e-05,1,0.0432165
0.8,0.130102,1.48182e-05,2,0.906856
0.8,0.130102,1.48182e-05,3,0.0067104
0.8,0.130102,1.48182e-05,4,0.0432169
0.8,0.130102,1.50101e-05,1,0.069927
0.8,0.130102,1.50101e-05,2,0.855187
0.8,0.130102,1.50101e-05,3,0.0049819
0.8,0.130102,1.50101e-05,4,0.0699037
0.8,0.130102,1.5202e-05,1,0.0617256
0.8,0.130102,1.5202e-05,2,0.866987
0.8,0.130102,1.5202e-05,3,0.0095772
0.8,0.130102,1.5202e-05,4,0.0617104
0.8,0.133031,5.798e-06,1,0.102175
0.8,0.133031,5.798e-06,2,0.789163
0.8,0.133031,5.798e-06,3,0.0064933
0.8,0.133031,5.798e-06,4,0.102169
0.8,0.133031,5.98992e-06,1,0.100395
0.8,0.133031,5.98992e-06,2,0.783858
0.8,0.133031,5.98992e-06,3,0.015352
0.8,0.133031,5.98992e-06,4,0.100395
0.8,0.133031,6.18184e-06,1,0.10021
0.8,0.133031,6.18184e-06,2,0.761725
0.8,0.133031,6.18184e-06,3,0.0378583
0.8,0.133031,6.18184e-06,4,0.100206
