omega,gamma,beta,action,Count
0.8,0.141819,1.5202e-05,2,0.879616
0.8,0.141819,1.5202e-05,3,0.0154861
0.8,0.141819,1.5202e-05,4,0.0524448
0.8,0.144748,5.798e-06,1,0.107515
0.8,0.144748,5.798e-06,2,0.770658
0.8,0.144748,5.798e-06,3,0.0158866
0.8,0.144748,5.798e-06,4,0.10594
0.8,0.144748,5.98992e-06,1,0.130981
0.8,0.144748,5.98992e-06,2,0.722671
0.8,0.144748,5.98992e-06,3,0.0182855
0.8,0.144748,5.98992e-06,4,0.128063
0.8,0.144748,6.18184e-06,1,0.0898422
0.8,0.144748,6.18184e-06,2,0.794459
0.8,0.144748,6.18184e-06,3,0.0258561
0.8,0.144748,6.18184e-06,4,0.0898427
0.8,0.144748,6.37376e-06,1,0.122979
0.8,0.144748,6.37376e-06,2,0.7281
0.8,0.144748,6.37376e-06,3,0.025937
0.8,0.144748,6.37376e-06,4,0.122984
0.8,0.144748,6.56567e-06,1,0.100114
0.8,0.144748,6.56567e-06,2,0.787086
0.8,0.144748,6.56567e-06,3,0.0126882
0.8,0.144748,6.56567e-06,4,0.100112
0.8,0.144748,6.75759e-06,1,0.154785
0.8,0.144748,6.75759e-06,2,0.667513
0.8,0.144748,6.75759e-06,3,0.0229155
0.8,0.144748,6.75759e-06,4,0.154787
0.8,0.144748,6.94951e-06,1,0.0952997
0.8,0.144748,6.94951e-06,2,0.804141
0.8,0.144748,6.94951e-06,3,0.0066907
0.8,0.144748,6.94951e-06,4,0.0938688
0.8,0.144748,7.14143e-06,1,0.132939
0.8,0.144748,7.14143e-06,2,0.726482
0.8,0.144748,7.14143e-06,3,0.0060111
0.8,0.144748,7.14143e-06,4,0.134568
0.8,0.144748,7.33335e-06,1,0.117939
0.8,0.144748,7.33335e-06,2,0.75125
0.8,0.144748,7.33335e-06,3,0.0141264
0.8,0.144748,7.33335e-06,4,0.116685
0.8,0.144748,7.52527e-06,1,0.125289
0.8,0.144748,7.52527e-06,2,0.735658
0.8,0.144748,7.52527e-06,3,0.0137613
0.8,0.144748,7.52527e-06,4,0.125292
0.8,0.144748,7.71718e-06,1,0.0992559
0.8,0.144748,7.71718e-06,2,0.790251
0.8,0.144748,7.71718e-06,3,0.0112383
0.8,0.144748,7.71718e-06,4,0.0992549
0.8,0.144748,7.9091e-06,1,0.118538
0.8,0.144748,7.9091e-06,2,0.738617
0.8,0.144748,7.9091e-06,3,0.0230751
0.8,0.144748,7.9091e-06,4,0.11977
0.8,0.144748,8.10102e-06,1,0.0940073
0.8,0.144748,8.10102e-06,2,0.79655
0.8,0.144748,8.10102e-06,3,0.0164186
0.8,0.144748,8.10102e-06,4,0.0930238
0.8,0.144748,8.29294e-06,1,0.0844452
0.8,0.144748,8.29294e-06,2,0.809901
0.8,0.144748,8.29294e-06,3,0.0212051
0.8,0.144748,8.29294e-06,4,0.0844491
0.8,0.144748,8.48486e-06,1,0.070448
0.8,0.144748,8.48486e-06,2,0.84041
0.8,0.144748,8.48486e-06,3,0.0186886
0.8,0.144748,8.48486e-06,4,0.0704529
0.8,0.144748,8.67678e-06,1,0.0856022
0.8,0.144748,8.67678e-06,2,0.811197
0.8,0.144748,8.67678e-06,3,0.0175994
0.8,0.144748,8.67678e-06,4,0.0856012
0.8,0.144748,8.86869e-06,1,0.0577065
0.8,0.144748,8.86869e-06,2,0.860684
0.8,0.144748,8.86869e-06,3,0.0239081
0.8,0.144748,8.86869e-06,4,0.0577014
0.8,0.144748,9.06061e-06,1,0.077945
0.8,0.144748,9.06061e-06,2,0.815259
0.8,0.144748,9.06061e-06,3,0.0288819
0.8,0.144748,9.06061e-06,4,0.0779139
0.8,0.144748,9.25253e-06,1,0.0658521
0.8,0.144748,9.25253e-06,2,0.850153
0.8,0.144748,9.25253e-06,3,0.0179056
0.8,0.144748,9.25253e-06,4,0.066089
0.8,0.144748,9.44445e-06,1,0.0714631
0.8,0.144748,9.44445e-06,2,0.848395
0.8,0.144748,9.44445e-06,3,0.0086768
0.8,0.144748,9.44445e-06,4,0.0714655
0.8,0.144748,9.63637e-06,1,0.0805703
0.8,0.144748,9.63637e-06,2,0.816995
0.8,0.144748,9.63637e-06,3,0.0226074
0.8,0.144748,9.63637e-06,4,0.0798272
0.8,0.144748,9.82829e-06,1,0.073215
0.8,0.144748,9.82829e-06,2,0.845173
0.8,0.144748,9.82829e-06,3,0.0083936
0.8,0.144748,9.82829e-06,4,0.0732185
0.8,0.144748,1.00202e-05,1,0.0864715
0.8,0.144748,1.00202e-05,2,0.796862
0.8,0.144748,1.00202e-05,3,0.0285321
0.8,0.144748,1.00202e-05,4,0.0881348
0.8,0.144748,1.02121e-05,1,0.0649564
0.8,0.144748,1.02121e-05,2,0.86738
0.8,0.144748,1.02121e-05,3,0.0026154
0.8,0.144748,1.02121e-05,4,0.0650484
0.8,0.144748,1.0404e-05,1,0.0951107
0.8,0.144748,1.0404e-05,2,0.807756
0.8,0.144748,1.0404e-05,3,0.0020242
0.8,0.144748,1.0404e-05,4,0.0951088
0.8,0.144748,1.0596e-05,1,0.0752342
0.8,0.144748,1.0596e-05,2,0.844815
0.8,0.144748,1.0596e-05,3,0.0047116
0.8,0.144748,1.0596e-05,4,0.0752397
0.8,0.144748,1.07879e-05,1,0.0615471
0.8,0.144748,1.07879e-05,2,0.863302
0.8,0.144748,1.07879e-05,3,0.0036044
0.8,0.144748,1.07879e-05,4,0.0715461
0.8,0.144748,1.09798e-05,1,0.0780936
0.8,0.144748,1.09798e-05,2,0.833774
0.8,0.144748,1.09798e-05,3,0.0124845
0.8,0.144748,1.09798e-05,4,0.0756478
0.8,0.144748,1.11717e-05,1,0.0808239
0.8,0.144748,1.11717e-05,2,0.813965
0.8,0.144748,1.11717e-05,3,0.0248217
0.8,0.144748,1.11717e-05,4,0.0803889
0.8,0.144748,1.13636e-05,1,0.0701452
0.8,0.144748,1.13636e-05,2,0.853256
0.8,0.144748,1.13636e-05,3,0.0064537
0.8,0.144748,1.13636e-05,4,0.0701452
0.8,0.144748,1.15556e-05,1,0.0572591
0.8,0.144748,1.15556e-05,2,0.878447
0.8,0.144748,1.15556e-05,3,0.0070466
0.8,0.144748,1.15556e-05,4,0.0572468
0.8,0.144748,1.17475e-05,1,0.0552616
0.8,0.144748,1.17475e-05,2,0.888795
0.8,0.144748,1.17475e-05,3,0.000678
0.8,0.144748,1.17475e-05,4,0.0552655
0.8,0.144748,1.19394e-05,1,0.0422624
0.8,0.144748,1.19394e-05,2,0.892948
0.8,0.144748,1.19394e-05,3,0.0225223
0.8,0.144748,1.19394e-05,4,0.0422674
0.8,0.144748,1.21313e-05,1,0.0692083
0.8,0.144748,1.21313e-05,2,0.845029
0.8,0.144748,1.21313e-05,3,0.0165447
0.8,0.144748,1.21313e-05,4,0.0692177
0.8,0.144748,1.23232e-05,1,0.0708761
0.8,0.144748,1.23232e-05,2,0.850689
0.8,0.144748,1.23232e-05,3,0.007524
0.8,0.144748,1.23232e-05,4,0.0709109
0.8,0.144748,1.25151e-05,1,0.0753366
0.8,0.144748,1.25151e-05,2,0.831359
0.8,0.144748,1.25151e-05,3,0.0196734
0.8,0.144748,1.25151e-05,4,0.0736309
0.8,0.144748,1.27071e-05,1,0.0662086
0.8,0.144748,1.27071e-05,2,0.861612
0.8,0.144748,1.27071e-05,3,0.0071791
0.8,0.144748,1.27071e-05,4,0.0649999
0.8,0.144748,1.2899e-05,1,0.0598729
0.8,0.144748,1.2899e-05,2,0.873532
0.8,0.144748,1.2899e-05,3,0.0092188
0.8,0.144748,1.2899e-05,4,0.0573759
0.8,0.144748,1.30909e-05,1,0.047521
0.8,0.144748,1.30909e-05,2,0.887543
0.8,0.144748,1.30909e-05,3,0.0189314
0.8,0.144748,1.30909e-05,4,0.0460049
0.8,0.144748,1.32828e-05,1,0.0545429
0.8,0.144748,1.32828e-05,2,0.875462
0.8,0.144748,1.32828e-05,3,0.0134561
0.8,0.144748,1.32828e-05,4,0.0565385
0.8,0.144748,1.34747e-05,1,0.0588508
0.8,0.144748,1.34747e-05,2,0.871963
0.8,0.144748,1.34747e-05,3,0.010293
0.8,0.144748,1.34747e-05,4,0.0588929
0.8,0.144748,1.36667e-05,1,0.0600195
0.8,0.144748,1.36667e-05,2,0.870514
0.8,0.144748,1.36667e-05,3,0.0093842
0.8,0.144748,1.36667e-05,4,0.0600824
0.8,0.144748,1.38586e-05,1,0.0611272
0.8,0.144748,1.38586e-05,2,0.869392
0.8,0.144748,1.38586e-05,3,0.0083558
0.8,0.144748,1.38586e-05,4,0.0611245
0.8,0.144748,1.40505e-05,1,0.0775203
0.8,0.144748,1.40505e-05,2,0.837298
0.8,0.144748,1.40505e-05,3,0.0076619
0.8,0.144748,1.40505e-05,4,0.0775201
0.8,0.144748,1.42424e-05,1,0.0277629
0.8,0.144748,1.42424e-05,2,0.933447
0.8,0.144748,1.42424e-05,3,0.0110282
0.8,0.144748,1.42424e-05,4,0.0277617
0.8,0.144748,1.44343e-05,1,0.089313
0.8,0.144748,1.44343e-05,2,0.809579
0.8,0.144748,1.44343e-05,3,0.0117916
0.8,0.144748,1.44343e-05,4,0.0893164
0.8,0.144748,1.46262e-05,1,0.0583095
0.8,0.144748,1.46262e-05,2,0.882992
0.8,0.144748,1.46262e-05,3,0.0003884
0.8,0.144748,1.46262e-05,4,0.0583102
0.8,0.144748,1.48182e-05,1,0.0678376
0.8,0.144748,1.48182e-05,2,0.858484
0.8,0.144748,1.48182e-05,3,0.0058393
0.8,0.144748,1.48182e-05,4,0.0678392
0.8,0.144748,1.50101e-05,1,0.0394407
0.8,0.144748,1.50101e-05,2,0.908401
0.8,0.144748,1.50101e-05,3,0.012722
0.8,0.144748,1.50101e-05,4,0.0394365
0.8,0.144748,1.5202e-05,1,0.0445406
0.8,0.144748,1.5202e-05,2,0.903244
0.8,0.144748,1.5202e-05,3,0.0079442
0.8,0.144748,1.5202e-05,4,0.0442709
0.8,0.147677,5.798e-06,1,0.154132
0.8,0.147677,5.798e-06,2,0.666899
0.8,0.147677,5.798e-06,3,0.0268447
0.8,0.147677,5.798e-06,4,0.152124
0.8,0.147677,5.98992e-06,1,0.0907203
0.8,0.147677,5.98992e-06,2,0.802044
0.8,0.147677,5.98992e-06,3,0.0165111
0.8,0.147677,5.98992e-06,4,0.0907244
0.8,0.147677,6.18184e-06,1,0.117038
0.8,0.147677,6.18184e-06,2,0.756183
0.8,0.147677,6.18184e-06,3,0.0125556
0.8,0.147677,6.18184e-06,4,0.114223
0.8,0.147677,6.37376e-06,1,0.113315
0.8,0.147677,6.37376e-06,2,0.727016
0.8,0.147677,6.37376e-06,3,0.0446898
0.8,0.147677,6.37376e-06,4,0.114979
0.8,0.147677,6.56567e-06,1,0.0857452
0.8,0.147677,6.56567e-06,2,0.79796
0.8,0.147677,6.56567e-06,3,0.0285219
0.8,0.147677,6.56567e-06,4,0.0877727
0.8,0.147677,6.75759e-06,1,0.0906309
0.8,0.147677,6.75759e-06,2,0.811456
0.8,0.147677,6.75759e-06,3,0.0065509
0.8,0.147677,6.75759e-06,4,0.0913623
0.8,0.147677,6.94951e-06,1,0.0840113
0.8,0.147677,6.94951e-06,2,0.814746
0.8,0.147677,6.94951e-06,3,0.0158196
0.8,0.147677,6.94951e-06,4,0.0854227
0.8,0.147677,7.14143e-06,1,0.0939906
0.8,0.147677,7.14143e-06,2,0.79406
0.8,0.147677,7.14143e-06,3,0.018194
0.8,0.147677,7.14143e-06,4,0.0937556
0.8,0.147677,7.33335e-06,1,0.0748176
0.8,0.147677,7.33335e-06,2,0.842354
0.8,0.147677,7.33335e-06,3,0.0105039
0.8,0.147677,7.33335e-06,4,0.0723245
0.8,0.147677,7.52527e-06,1,0.109491
0.8,0.147677,7.52527e-06,2,0.765643
0.8,0.147677,7.52527e-06,3,0.0153733
0.8,0.147677,7.52527e-06,4,0.109493
0.8,0.147677,7.71718e-06,1,0.0797743
0.8,0.147677,7.71718e-06,2,0.83012
0.8,0.147677,7.71718e-06,3,0.0123295
0.8,0.147677,7.71718e-06,4,0.0777761
0.8,0.147677,7.9091e-06,1,0.103749
0.8,0.147677,7.9091e-06,2,0.783133
0.8,0.147677,7.9091e-06,3,0.0093695
0.8,0.147677,7.9091e-06,4,0.103748
0.8,0.147677,8.10102e-06,1,0.0705503
0.8,0.147677,8.10102e-06,2,0.843523
0.8,0.147677,8.10102e-06,3,0.0153719
0.8,0.147677,8.10102e-06,4,0.070555
0.8,0.147677,8.29294e-06,1,0.0777451
0.8,0.147677,8.29294e-06,2,0.841517
0.8,0.147677,8.29294e-06,3,0.0029887
0.8,0.147677,8.29294e-06,4,0.0777492
0.8,0.147677,8.48486e-06,1,0.110852
0.8,0.147677,8.48486e-06,2,0.768507
0.8,0.147677,8.48486e-06,3,0.0117078
0.8,0.147677,8.48486e-06,4,0.108934
0.8,0.147677,8.67678e-06,1,0.0805698
0.8,0.147677,8.67678e-06,2,0.804636
0.8,0.147677,8.67678e-06,3,0.0315544
0.8,0.147677,8.67678e-06,4,0.0832396
0.8,0.147677,8.86869e-06,1,0.0723478
0.8,0.147677,8.86869e-06,2,0.819959
0.8,0.147677,8.86869e-06,3,0.035348
0.8,0.147677,8.86869e-06,4,0.0723449
0.8,0.147677,9.06061e-06,1,0.0544657
0.8,0.147677,9.06061e-06,2,0.880112
0.8,0.147677,9.06061e-06,3,0.0134342
0.8,0.147677,9.06061e-06,4,0.0519883
0.8,0.147677,9.25253e-06,1,0.0960752
0.8,0.147677,9.25253e-06,2,0.785322
0.8,0.147677,9.25253e-06,3,0.0254167
0.8,0.147677,9.25253e-06,4,0.0931864
0.8,0.147677,9.44445e-06,1,0.118984
0.8,0.147677,9.44445e-06,2,0.736196
0.8,0.147677,9.44445e-06,3,0.025501
0.8,0.147677,9.44445e-06,4,0.119319
0.8,0.147677,9.63637e-06,1,0.0820478
0.8,0.147677,9.63637e-06,2,0.81946
0.8,0.147677,9.63637e-06,3,0.0164222
0.8,0.147677,9.63637e-06,4,0.0820698
0.8,0.147677,9.82829e-06,1,0.0742919
0.8,0.147677,9.82829e-06,2,0.836161
0.8,0.147677,9.82829e-06,3,0.0141822
0.8,0.147677,9.82829e-06,4,0.0753645
0.8,0.147677,1.00202e-05,1,0.0780514
0.8,0.147677,1.00202e-05,2,0.82033
0.8,0.147677,1.00202e-05,3,0.0235679
0.8,0.147677,1.00202e-05,4,0.0780504
0.8,0.147677,1.02121e-05,1,0.0732784
0.8,0.147677,1.02121e-05,2,0.834165
0.8,0.147677,1.02121e-05,3,0.0178487
0.8,0.147677,1.02121e-05,4,0.0747079
0.8,0.147677,1.0404e-05,1,0.0935066
0.8,0.147677,1.0404e-05,2,0.796887
0.8,0.147677,1.0404e-05,3,0.0161171
0.8,0.147677,1.0404e-05,4,0.0934891
0.8,0.147677,1.0596e-05,1,0.069526
0.8,0.147677,1.0596e-05,2,0.850317
0.8,0.147677,1.0596e-05,3,0.0106303
0.8,0.147677,1.0596e-05,4,0.0695265
0.8,0.147677,1.07879e-05,1,0.0570583
0.8,0.147677,1.07879e-05,2,0.885491
0.8,0.147677,1.07879e-05,3,0.0004081
0.8,0.147677,1.07879e-05,4,0.0570428
0.8,0.147677,1.09798e-05,1,0.0783064
0.8,0.147677,1.09798e-05,2,0.834906
0.8,0.147677,1.09798e-05,3,0.0084763
0.8,0.147677,1.09798e-05,4,0.078311
0.8,0.147677,1.11717e-05,1,0.047202
0.8,0.147677,1.11717e-05,2,0.891953
0.8,0.147677,1.11717e-05,3,0.01364
0.8,0.147677,1.11717e-05,4,0.0472053
0.8,0.147677,1.13636e-05,1,0.071996
0.8,0.147677,1.13636e-05,2,0.850198
0.8,0.147677,1.13636e-05,3,0.0101925
0.8,0.147677,1.13636e-05,4,0.0676136
0.8,0.147677,1.15556e-05,1,0.0572079
0.8,0.147677,1.15556e-05,2,0.873191
0.8,0.147677,1.15556e-05,3,0.0109662
0.8,0.147677,1.15556e-05,4,0.0586347
0.8,0.147677,1.17475e-05,1,0.075109
0.8,0.147677,1.17475e-05,2,0.838818
0.8,0.147677,1.17475e-05,3,0.0134626
0.8,0.147677,1.17475e-05,4,0.0726107
0.8,0.147677,1.19394e-05,1,0.0751571
0.8,0.147677,1.19394e-05,2,0.849422
0.8,0.147677,1.19394e-05,3,0.0003485
0.8,0.147677,1.19394e-05,4,0.0750729
0.8,0.147677,1.21313e-05,1,0.0691649
0.8,0.147677,1.21313e-05,2,0.843225
0.8,0.147677,1.21313e-05,3,0.0183522
0.8,0.147677,1.21313e-05,4,0.069258
0.8,0.147677,1.23232e-05,1,0.101912
0.8,0.147677,1.23232e-05,2,0.78538
0.8,0.147677,1.23232e-05,3,0.0125381
0.8,0.147677,1.23232e-05,4,0.100171
0.8,0.147677,1.25151e-05,1,0.063184
0.8,0.147677,1.25151e-05,2,0.86528
0.8,0.147677,1.25151e-05,3,0.0083575
0.8,0.147677,1.25151e-05,4,0.0631786
0.8,0.147677,1.27071e-05,1,0.0906573
0.8,0.147677,1.27071e-05,2,0.811993
0.8,0.147677,1.27071e-05,3,0.0067265
0.8,0.147677,1.27071e-05,4,0.0906236
0.8,0.147677,1.2899e-05,1,0.0573779
0.8,0.147677,1.2899e-05,2,0.875578
0.8,0.147677,1.2899e-05,3,0.0096593
0.8,0.147677,1.2899e-05,4,0.0573853
0.8,0.147677,1.30909e-05,1,0.0635636
0.8,0.147677,1.30909e-05,2,0.861267
0.8,0.147677,1.30909e-05,3,0.0121512
0.8,0.147677,1.30909e-05,4,0.0630185
0.8,0.147677,1.32828e-05,1,0.0541218
0.8,0.147677,1.32828e-05,2,0.878547
0.8,0.147677,1.32828e-05,3,0.0132083
0.8,0.147677,1.32828e-05,4,0.0541227
0.8,0.147677,1.34747e-05,1,0.0573736
0.8,0.147677,1.34747e-05,2,0.8641
0.8,0.147677,1.34747e-05,3,0.0211306
0.8,0.147677,1.34747e-05,4,0.0573963
0.8,0.147677,1.36667e-05,1,0.0621944
0.8,0.147677,1.36667e-05,2,0.857106
0.8,0.147677,1.36667e-05,3,0.0187895
0.8,0.147677,1.36667e-05,4,0.0619106
0.8,0.147677,1.38586e-05,1,0.0698385
0.8,0.147677,1.38586e-05,2,0.861345
0.8,0.147677,1.38586e-05,3,0.0003654
0.8,0.147677,1.38586e-05,4,0.0684512
0.8,0.147677,1.40505e-05,1,0.0418859
0.8,0.147677,1.40505e-05,2,0.909538
0.8,0.147677,1.40505e-05,3,0.0079463
0.8,0.147677,1.40505e-05,4,0.0406294
0.8,0.147677,1.42424e-05,1,0.0667151
0.8,0.147677,1.42424e-05,2,0.857124
0.8,0.147677,1.42424e-05,3,0.0094477
0.8,0.147677,1.42424e-05,4,0.0667133
0.8,0.147677,1.44343e-05,1,0.0725951
0.8,0.147677,1.44343e-05,2,0.840805
0.8,0.147677,1.44343e-05,3,0.0135176
0.8,0.147677,1.44343e-05,4,0.0730826
0.8,0.147677,1.46262e-05,1,0.0546493
0.8,0.147677,1.46262e-05,2,0.876886
0.8,0.147677,1.46262e-05,3,0.0138987
0.8,0.147677,1.46262e-05,4,0.0545657
0.8,0.147677,1.48182e-05,1,0.071529
0.8,0.147677,1.48182e-05,2,0.849963
0.8,0.147677,1.48182e-05,3,0.0055461
0.8,0.147677,1.48182e-05,4,0.0729618
0.8,0.147677,1.50101e-05,1,0.0385798
0.8,0.147677,1.50101e-05,2,0.914657
0.8,0.147677,1.50101e-05,3,0.0065271
0.8,0.147677,1.50101e-05,4,0.0402364
0.8,0.147677,1.5202e-05,1,0.0470062
0.8,0.147677,1.5202e-05,2,0.89718
0.8,0.147677,1.5202e-05,3,0.0088065
0.8,0.147677,1.5202e-05,4,0.0470077
0.8,0.150606,5.798e-06,1,0.112887
0.8,0.150606,5.798e-06,2,0.736879
0.8,0.150606,5.798e-06,3,0.0390191
0.8,0.150606,5.798e-06,4,0.111215
0.8,0.150606,5.98992e-06,1,0.107364
0.8,0.150606,5.98992e-06,2,0.761451
0.8,0.150606,5.98992e-06,3,0.0190542
0.8,0.150606,5.98992e-06,4,0.11213
0.8,0.150606,6.18184e-06,1,0.103982
0.8,0.150606,6.18184e-06,2,0.749066
0.8,0.150606,6.18184e-06,3,0.0429751
0.8,0.150606,6.18184e-06,4,0.103977
0.8,0.150606,6.37376e-06,1,0.122085
0.8,0.150606,6.37376e-06,2,0.728328
0.8,0.150606,6.37376e-06,3,0.0253134
0.8,0.150606,6.37376e-06,4,0.124274
0.8,0.150606,6.56567e-06,1,0.135179
0.8,0.150606,6.56567e-06,2,0.714555
0.8,0.150606,6.56567e-06,3,0.0150923
0.8,0.150606,6.56567e-06,4,0.135174
0.8,0.150606,6.75759e-06,1,0.120835
0.8,0.150606,6.75759e-06,2,0.750213
0.8,0.150606,6.75759e-06,3,0.008116
0.8,0.150606,6.75759e-06,4,0.120836
0.8,0.150606,6.94951e-06,1,0.0852477
0.8,0.150606,6.94951e-06,2,0.805479
0.8,0.150606,6.94951e-06,3,0.0190259
0.8,0.150606,6.94951e-06,4,0.090247
0.8,0.150606,7.14143e-06,1,0.121257
0.8,0.150606,7.14143e-06,2,0.740758
0.8,0.150606,7.14143e-06,3,0.0147398
0.8,0.150606,7.14143e-06,4,0.123245
0.8,0.150606,7.33335e-06,1,0.113428
0.8,0.150606,7.33335e-06,2,0.753268
0.8,0.150606,7.33335e-06,3,0.0179678
0.8,0.150606,7.33335e-06,4,0.115336
0.8,0.150606,7.52527e-06,1,0.117662
0.8,0.150606,7.52527e-06,2,0.756519
0.8,0.150606,7.52527e-06,3,0.0126632
0.8,0.150606,7.52527e-06,4,0.113156
0.8,0.150606,7.71718e-06,1,0.119818
0.8,0.150606,7.71718e-06,2,0.741141
0.8,0.150606,7.71718e-06,3,0.0172253
0.8,0.150606,7.71718e-06,4,0.121815
0.8,0.150606,7.9091e-06,1,0.0871831
0.8,0.150606,7.9091e-06,2,0.810207
0.8,0.150606,7.9091e-06,3,0.0138292
0.8,0.150606,7.9091e-06,4,0.0887803
0.8,0.150606,8.10102e-06,1,0.084783
0.8,0.150606,8.10102e-06,2,0.818746
0.8,0.150606,8.10102e-06,3,0.0116853
0.8,0.150606,8.10102e-06,4,0.0847855
0.8,0.150606,8.29294e-06,1,0.0890076
0.8,0.150606,8.29294e-06,2,0.789139
0.8,0.150606,8.29294e-06,3,0.0328442
0.8,0.150606,8.29294e-06,4,0.0890094
0.8,0.150606,8.48486e-06,1,0.0964893
0.8,0.150606,8.48486e-06,2,0.794381
0.8,0.150606,8.48486e-06,3,0.0126545
0.8,0.150606,8.48486e-06,4,0.096475
0.8,0.150606,8.67678e-06,1,0.0974012
0.8,0.150606,8.67678e-06,2,0.79729
0.8,0.150606,8.67678e-06,3,0.0108138
0.8,0.150606,8.67678e-06,4,0.0944945
0.8,0.150606,8.86869e-06,1,0.0893525
0.8,0.150606,8.86869e-06,2,0.799984
0.8,0.150606,8.86869e-06,3,0.0229464
0.8,0.150606,8.86869e-06,4,0.0877175
0.8,0.150606,9.06061e-06,1,0.100096
0.8,0.150606,9.06061e-06,2,0.789178
0.8,0.150606,9.06061e-06,3,0.0103759
0.8,0.150606,9.06061e-06,4,0.10035
0.8,0.150606,9.25253e-06,1,0.0788035
0.8,0.150606,9.25253e-06,2,0.811793
0.8,0.150606,9.25253e-06,3,0.0306028
0.8,0.150606,9.25253e-06,4,0.0788005
0.8,0.150606,9.44445e-06,1,0.0848543
0.8,0.150606,9.44445e-06,2,0.815287
0.8,0.150606,9.44445e-06,3,0.0150059
0.8,0.150606,9.44445e-06,4,0.0848527
0.8,0.150606,9.63637e-06,1,0.0984739
0.8,0.150606,9.63637e-06,2,0.787345
0.8,0.150606,9.63637e-06,3,0.0136927
0.8,0.150606,9.63637e-06,4,0.100489
0.8,0.150606,9.82829e-06,1,0.0742327
0.8,0.150606,9.82829e-06,2,0.832248
0.8,0.150606,9.82829e-06,3,0.0217642
0.8,0.150606,9.82829e-06,4,0.0717548
0.8,0.150606,1.00202e-05,1,0.0880516
0.8,0.150606,1.00202e-05,2,0.819104
0.8,0.150606,1.00202e-05,3,0.004792
0.8,0.150606,1.00202e-05,4,0.088052
0.8,0.150606,1.02121e-05,1,0.0636989
0.8,0.150606,1.02121e-05,2,0.856205
0.8,0.150606,1.02121e-05,3,0.0147302
0.8,0.150606,1.02121e-05,4,0.0653655
0.8,0.150606,1.0404e-05,1,0.059318
0.8,0.150606,1.0404e-05,2,0.85662
0.8,0.150606,1.0404e-05,3,0.0247395
0.8,0.150606,1.0404e-05,4,0.0593222
0.8,0.150606,1.0596e-05,1,0.0527132
0.8,0.150606,1.0596e-05,2,0.884977
0.8,0.150606,1.0596e-05,3,0.0096031
0.8,0.150606,1.0596e-05,4,0.0527069
0.8,0.150606,1.07879e-05,1,0.074331
0.8,0.150606,1.07879e-05,2,0.839077
0.8,0.150606,1.07879e-05,3,0.0112557
0.8,0.150606,1.07879e-05,4,0.0753368
0.8,0.150606,1.09798e-05,1,0.0678997
0.8,0.150606,1.09798e-05,2,0.850003
0.8,0.150606,1.09798e-05,3,0.0141892
0.8,0.150606,1.09798e-05,4,0.0679084
0.8,0.150606,1.11717e-05,1,0.0674175
0.8,0.150606,1.11717e-05,2,0.835582
0.8,0.150606,1.11717e-05,3,0.0295868
0.8,0.150606,1.11717e-05,4,0.0674132
0.8,0.150606,1.13636e-05,1,0.075543
0.8,0.150606,1.13636e-05,2,0.834936
0.8,0.150606,1.13636e-05,3,0.0123122
0.8,0.150606,1.13636e-05,4,0.0772089
0.8,0.150606,1.15556e-05,1,0.055191
0.8,0.150606,1.15556e-05,2,0.881723
0.8,0.150606,1.15556e-05,3,0.0078914
0.8,0.150606,1.15556e-05,4,0.0551945
0.8,0.150606,1.17475e-05,1,0.0451052
0.8,0.150606,1.17475e-05,2,0.89467
0.8,0.150606,1.17475e-05,3,0.0176204
0.8,0.150606,1.17475e-05,4,0.0426042
0.8,0.150606,1.19394e-05,1,0.0561785
0.8,0.150606,1.19394e-05,2,0.877632
0.8,0.150606,1.19394e-05,3,0.0100098
0.8,0.150606,1.19394e-05,4,0.0561797
0.8,0.150606,1.21313e-05,1,0.079149
0.8,0.150606,1.21313e-05,2,0.827966
0.8,0.150606,1.21313e-05,3,0.0136434
0.8,0.150606,1.21313e-05,4,0.079242
0.8,0.150606,1.23232e-05,1,0.0828581
0.8,0.150606,1.23232e-05,2,0.82249
0.8,0.150606,1.23232e-05,3,0.0116893
0.8,0.150606,1.23232e-05,4,0.0829628
0.8,0.150606,1.25151e-05,1,0.0589769
0.8,0.150606,1.25151e-05,2,0.874072
0.8,0.150606,1.25151e-05,3,0.0079691
0.8,0.150606,1.25151e-05,4,0.0589821
0.8,0.150606,1.27071e-05,1,0.0702809
0.8,0.150606,1.27071e-05,2,0.847401
0.8,0.150606,1.27071e-05,3,0.0120289
0.8,0.150606,1.27071e-05,4,0.0702896
0.8,0.150606,1.2899e-05,1,0.0708534
0.8,0.150606,1.2899e-05,2,0.844391
0.8,0.150606,1.2899e-05,3,0.013906
0.8,0.150606,1.2899e-05,4,0.0708493
0.8,0.150606,1.30909e-05,1,0.0628204
0.8,0.150606,1.30909e-05,2,0.866938
0.8,0.150606,1.30909e-05,3,0.0068428
0.8,0.150606,1.30909e-05,4,0.0633991
0.8,0.150606,1.32828e-05,1,0.0472929
0.8,0.150606,1.32828e-05,2,0.886907
0.8,0.150606,1.32828e-05,3,0.0185094
0.8,0.150606,1.32828e-05,4,0.0472911
0.8,0.150606,1.34747e-05,1,0.0412486
0.8,0.150606,1.34747e-05,2,0.911315
0.8,0.150606,1.34747e-05,3,0.0061859
0.8,0.150606,1.34747e-05,4,0.0412501
0.8,0.150606,1.36667e-05,1,0.0665444
0.8,0.150606,1.36667e-05,2,0.857464
