omega,alpha,beta,firm,profit
0.8,0.05,9.86486e-06,1,0.133188
0.8,0.05,9.86486e-06,2,0.132273
0.8,0.05,1e-05,1,0.133327
0.8,0.05,1e-05,2,0.133385
0.8,0.05,1.01351e-05,1,0.133579
0.8,0.05,1.01351e-05,2,0.133554
0.8,0.05,1.02703e-05,1,0.133031
0.8,0.05,1.02703e-05,2,0.132511
0.8,0.05,1.04054e-05,1,0.13363
0.8,0.05,1.04054e-05,2,0.133431
0.8,0.05,1.05405e-05,1,0.134088
0.8,0.05,1.05405e-05,2,0.134585
0.8,0.05,1.06757e-05,1,0.13258
0.8,0.05,1.06757e-05,2,0.133239
0.8,0.05,1.08108e-05,1,0.134273
0.8,0.05,1.08108e-05,2,0.13337
0.8,0.05,1.09459e-05,1,0.133624
0.8,0.05,1.09459e-05,2,0.1341
0.8,0.05,1.10811e-05,1,0.133526
0.8,0.05,1.10811e-05,2,0.133807
0.8,0.05,1.12162e-05,1,0.133412
0.8,0.05,1.12162e-05,2,0.132943
0.8,0.05,1.13514e-05,1,0.132012
0.8,0.05,1.13514e-05,2,0.133259
0.8,0.05,1.14865e-05,1,0.132288
0.8,0.05,1.14865e-05,2,0.132433
0.8,0.05,1.16216e-05,1,0.134239
0.8,0.05,1.16216e-05,2,0.134054
0.8,0.05,1.17568e-05,1,0.133167
0.8,0.05,1.17568e-05,2,0.133638
0.8,0.05,1.18919e-05,1,0.132947
0.8,0.05,1.18919e-05,2,0.132642
0.8,0.05,1.2027e-05,1,0.133702
0.8,0.05,1.2027e-05,2,0.133368
0.8,0.05,1.21622e-05,1,0.134326
0.8,0.05,1.21622e-05,2,0.134535
0.8,0.05,1.22973e-05,1,0.134295
0.8,0.05,1.22973e-05,2,0.134089
0.8,0.05,1.24324e-05,1,0.133466
0.8,0.05,1.24324e-05,2,0.133672
0.8,0.05,1.25676e-05,1,0.13381
0.8,0.05,1.25676e-05,2,0.133615
0.8,0.05,1.27027e-05,1,0.133536
0.8,0.05,1.27027e-05,2,0.134854
0.8,0.05,1.28378e-05,1,0.134564
0.8,0.05,1.28378e-05,2,0.133329
0.8,0.05,1.2973e-05,1,0.134029
0.8,0.05,1.2973e-05,2,0.133982
0.8,0.05,1.31081e-05,1,0.134599
0.8,0.05,1.31081e-05,2,0.133364
0.8,0.05,1.32432e-05,1,0.134376
0.8,0.05,1.32432e-05,2,0.134077
0.8,0.05,1.33784e-05,1,0.133029
0.8,0.05,1.33784e-05,2,0.134223
0.8,0.05,1.35135e-05,1,0.13516
0.8,0.05,1.35135e-05,2,0.135028
0.8,0.05,1.36486e-05,1,0.133619
0.8,0.05,1.36486e-05,2,0.13441
0.8,0.05,1.37838e-05,1,0.134811
0.8,0.05,1.37838e-05,2,0.135455
0.8,0.05,1.39189e-05,1,0.133838
0.8,0.05,1.39189e-05,2,0.133867
0.8,0.05,1.40541e-05,1,0.134848
0.8,0.05,1.40541e-05,2,0.134137
0.8,0.05,1.41892e-05,1,0.133855
0.8,0.05,1.41892e-05,2,0.133101
0.8,0.05,1.43243e-05,1,0.134071
0.8,0.05,1.43243e-05,2,0.133674
0.8,0.05,1.44595e-05,1,0.133819
0.8,0.05,1.44595e-05,2,0.134598
0.8,0.05,1.45946e-05,1,0.135045
0.8,0.05,1.45946e-05,2,0.134582
0.8,0.05,1.47297e-05,1,0.133778
0.8,0.05,1.47297e-05,2,0.133573
0.8,0.05,1.48649e-05,1,0.134859
0.8,0.05,1.48649e-05,2,0.134699
0.8,0.05,1.5e-05,1,0.134969
0.8,0.05,1.5e-05,2,0.134453
0.8,0.0527027,5e-06,1,0.131567
0.8,0.0527027,5e-06,2,0.131293
0.8,0.0527027,5.13514e-06,1,0.13216
0.8,0.0527027,5.13514e-06,2,0.132565
0.8,0.0527027,5.27027e-06,1,0.133414
0.8,0.0527027,5.27027e-06,2,0.132142
0.8,0.0527027,5.40541e-06,1,0.131106
0.8,0.0527027,5.40541e-06,2,0.132163
0.8,0.0527027,5.54054e-06,1,0.132145
0.8,0.0527027,5.54054e-06,2,0.132142
0.8,0.0527027,5.67568e-06,1,0.132165
0.8,0.0527027,5.67568e-06,2,0.132056
0.8,0.0527027,5.81081e-06,1,0.13171
0.8,0.0527027,5.81081e-06,2,0.131711
0.8,0.0527027,5.94595e-06,1,0.130378
0.8,0.0527027,5.94595e-06,2,0.131343
0.8,0.0527027,6.08108e-06,1,0.132232
0.8,0.0527027,6.08108e-06,2,0.132386
0.8,0.0527027,6.21622e-06,1,0.131636
0.8,0.0527027,6.21622e-06,2,0.132297
0.8,0.0527027,6.35135e-06,1,0.131035
0.8,0.0527027,6.35135e-06,2,0.132564
0.8,0.0527027,6.48649e-06,1,0.132841
0.8,0.0527027,6.48649e-06,2,0.131935
0.8,0.0527027,6.62162e-06,1,0.13241
0.8,0.0527027,6.62162e-06,2,0.131139
0.8,0.0527027,6.75676e-06,1,0.132261
0.8,0.0527027,6.75676e-06,2,0.132898
0.8,0.0527027,6.89189e-06,1,0.132737
0.8,0.0527027,6.89189e-06,2,0.132745
0.8,0.0527027,7.02703e-06,1,0.131423
0.8,0.0527027,7.02703e-06,2,0.131841
0.8,0.0527027,7.16216e-06,1,0.132208
0.8,0.0527027,7.16216e-06,2,0.132807
0.8,0.0527027,7.2973e-06,1,0.132475
0.8,0.0527027,7.2973e-06,2,0.132897
0.8,0.0527027,7.43243e-06,1,0.132608
0.8,0.0527027,7.43243e-06,2,0.132096
0.8,0.0527027,7.56757e-06,1,0.132124
0.8,0.0527027,7.56757e-06,2,0.131898
0.8,0.0527027,7.7027e-06,1,0.132898
0.8,0.0527027,7.7027e-06,2,0.132002
0.8,0.0527027,7.83784e-06,1,0.132896
0.8,0.0527027,7.83784e-06,2,0.131791
0.8,0.0527027,7.97297e-06,1,0.131883
0.8,0.0527027,7.97297e-06,2,0.132016
0.8,0.0527027,8.10811e-06,1,0.132239
0.8,0.0527027,8.10811e-06,2,0.132202
0.8,0.0527027,8.24324e-06,1,0.131912
0.8,0.0527027,8.24324e-06,2,0.131817
0.8,0.0527027,8.37838e-06,1,0.13248
0.8,0.0527027,8.37838e-06,2,0.132783
0.8,0.0527027,8.51351e-06,1,0.132254
0.8,0.0527027,8.51351e-06,2,0.133831
0.8,0.0527027,8.64865e-06,1,0.131997
0.8,0.0527027,8.64865e-06,2,0.131753
0.8,0.0527027,8.78378e-06,1,0.133308
0.8,0.0527027,8.78378e-06,2,0.132996
0.8,0.0527027,8.91892e-06,1,0.132829
0.8,0.0527027,8.91892e-06,2,0.133758
0.8,0.0527027,9.05405e-06,1,0.133647
0.8,0.0527027,9.05405e-06,2,0.132633
0.8,0.0527027,9.18919e-06,1,0.131764
0.8,0.0527027,9.18919e-06,2,0.133658
0.8,0.0527027,9.32432e-06,1,0.133366
0.8,0.0527027,9.32432e-06,2,0.133261
0.8,0.0527027,9.45946e-06,1,0.132758
0.8,0.0527027,9.45946e-06,2,0.131603
0.8,0.0527027,9.59459e-06,1,0.131205
0.8,0.0527027,9.59459e-06,2,0.132249
0.8,0.0527027,9.72973e-06,1,0.133214
0.8,0.0527027,9.72973e-06,2,0.132894
0.8,0.0527027,9.86486e-06,1,0.132995
0.8,0.0527027,9.86486e-06,2,0.131954
0.8,0.0527027,1e-05,1,0.134248
0.8,0.0527027,1e-05,2,0.133659
0.8,0.0527027,1.01351e-05,1,0.132134
0.8,0.0527027,1.01351e-05,2,0.133792
0.8,0.0527027,1.02703e-05,1,0.1338
0.8,0.0527027,1.02703e-05,2,0.133934
0.8,0.0527027,1.04054e-05,1,0.132942
0.8,0.0527027,1.04054e-05,2,0.132979
0.8,0.0527027,1.05405e-05,1,0.133411
0.8,0.0527027,1.05405e-05,2,0.133988
0.8,0.0527027,1.06757e-05,1,0.132852
0.8,0.0527027,1.06757e-05,2,0.132422
0.8,0.0527027,1.08108e-05,1,0.132854
0.8,0.0527027,1.08108e-05,2,0.133392
0.8,0.0527027,1.09459e-05,1,0.133777
0.8,0.0527027,1.09459e-05,2,0.132346
0.8,0.0527027,1.10811e-05,1,0.134166
0.8,0.0527027,1.10811e-05,2,0.133107
0.8,0.0527027,1.12162e-05,1,0.133798
0.8,0.0527027,1.12162e-05,2,0.133619
0.8,0.0527027,1.13514e-05,1,0.133322
0.8,0.0527027,1.13514e-05,2,0.133987
0.8,0.0527027,1.14865e-05,1,0.13369
0.8,0.0527027,1.14865e-05,2,0.133397
0.8,0.0527027,1.16216e-05,1,0.133564
0.8,0.0527027,1.16216e-05,2,0.133055
0.8,0.0527027,1.17568e-05,1,0.13265
0.8,0.0527027,1.17568e-05,2,0.132589
0.8,0.0527027,1.18919e-05,1,0.133417
0.8,0.0527027,1.18919e-05,2,0.132889
0.8,0.0527027,1.2027e-05,1,0.133732
0.8,0.0527027,1.2027e-05,2,0.133808
0.8,0.0527027,1.21622e-05,1,0.133415
0.8,0.0527027,1.21622e-05,2,0.133646
0.8,0.0527027,1.22973e-05,1,0.134399
0.8,0.0527027,1.22973e-05,2,0.13378
0.8,0.0527027,1.24324e-05,1,0.133502
0.8,0.0527027,1.24324e-05,2,0.133764
0.8,0.0527027,1.25676e-05,1,0.13349
0.8,0.0527027,1.25676e-05,2,0.133776
0.8,0.0527027,1.27027e-05,1,0.132836
0.8,0.0527027,1.27027e-05,2,0.133492
0.8,0.0527027,1.28378e-05,1,0.133475
0.8,0.0527027,1.28378e-05,2,0.133264
0.8,0.0527027,1.2973e-05,1,0.133822
0.8,0.0527027,1.2973e-05,2,0.134139
0.8,0.0527027,1.31081e-05,1,0.134
0.8,0.0527027,1.31081e-05,2,0.133705
0.8,0.0527027,1.32432e-05,1,0.133865
0.8,0.0527027,1.32432e-05,2,0.133136
0.8,0.0527027,1.33784e-05,1,0.133417
0.8,0.0527027,1.33784e-05,2,0.134011
0.8,0.0527027,1.35135e-05,1,0.133368
0.8,0.0527027,1.35135e-05,2,0.133837
0.8,0.0527027,1.36486e-05,1,0.134444
0.8,0.0527027,1.36486e-05,2,0.13339
0.8,0.0527027,1.37838e-05,1,0.134387
0.8,0.0527027,1.37838e-05,2,0.134175
0.8,0.0527027,1.39189e-05,1,0.133726
0.8,0.0527027,1.39189e-05,2,0.134422
0.8,0.0527027,1.40541e-05,1,0.134217
0.8,0.0527027,1.40541e-05,2,0.134037
0.8,0.0527027,1.41892e-05,1,0.133716
0.8,0.0527027,1.41892e-05,2,0.133712
0.8,0.0527027,1.43243e-05,1,0.13467
0.8,0.0527027,1.43243e-05,2,0.135302
0.8,0.0527027,1.44595e-05,1,0.133654
0.8,0.0527027,1.44595e-05,2,0.134688
0.8,0.0527027,1.45946e-05,1,0.132663
0.8,0.0527027,1.45946e-05,2,0.134463
0.8,0.0527027,1.47297e-05,1,0.133828
0.8,0.0527027,1.47297e-05,2,0.13494
0.8,0.0527027,1.48649e-05,1,0.134323
0.8,0.0527027,1.48649e-05,2,0.135108
0.8,0.0527027,1.5e-05,1,0.133852
0.8,0.0527027,1.5e-05,2,0.134583
0.8,0.0554054,5e-06,1,0.132099
0.8,0.0554054,5e-06,2,0.130445
0.8,0.0554054,5.13514e-06,1,0.131733
0.8,0.0554054,5.13514e-06,2,0.131332
0.8,0.0554054,5.27027e-06,1,0.131492
0.8,0.0554054,5.27027e-06,2,0.130891
0.8,0.0554054,5.40541e-06,1,0.132138
0.8,0.0554054,5.40541e-06,2,0.131527
0.8,0.0554054,5.54054e-06,1,0.13196
0.8,0.0554054,5.54054e-06,2,0.132463
0.8,0.0554054,5.67568e-06,1,0.131467
0.8,0.0554054,5.67568e-06,2,0.132154
0.8,0.0554054,5.81081e-06,1,0.13061
0.8,0.0554054,5.81081e-06,2,0.130745
0.8,0.0554054,5.94595e-06,1,0.132685
0.8,0.0554054,5.94595e-06,2,0.131299
0.8,0.0554054,6.08108e-06,1,0.132377
0.8,0.0554054,6.08108e-06,2,0.130987
0.8,0.0554054,6.21622e-06,1,0.132202
0.8,0.0554054,6.21622e-06,2,0.132294
0.8,0.0554054,6.35135e-06,1,0.131253
0.8,0.0554054,6.35135e-06,2,0.132152
0.8,0.0554054,6.48649e-06,1,0.132215
0.8,0.0554054,6.48649e-06,2,0.13309
0.8,0.0554054,6.62162e-06,1,0.131687
0.8,0.0554054,6.62162e-06,2,0.131173
0.8,0.0554054,6.75676e-06,1,0.131959
0.8,0.0554054,6.75676e-06,2,0.130826
0.8,0.0554054,6.89189e-06,1,0.13151
0.8,0.0554054,6.89189e-06,2,0.131824
0.8,0.0554054,7.02703e-06,1,0.132739
0.8,0.0554054,7.02703e-06,2,0.132037
0.8,0.0554054,7.16216e-06,1,0.131463
0.8,0.0554054,7.16216e-06,2,0.131257
0.8,0.0554054,7.2973e-06,1,0.132073
0.8,0.0554054,7.2973e-06,2,0.131618
0.8,0.0554054,7.43243e-06,1,0.132648
0.8,0.0554054,7.43243e-06,2,0.132237
0.8,0.0554054,7.56757e-06,1,0.132771
0.8,0.0554054,7.56757e-06,2,0.132416
0.8,0.0554054,7.7027e-06,1,0.131967
0.8,0.0554054,7.7027e-06,2,0.131818
0.8,0.0554054,7.83784e-06,1,0.133101
0.8,0.0554054,7.83784e-06,2,0.132651
0.8,0.0554054,7.97297e-06,1,0.132966
0.8,0.0554054,7.97297e-06,2,0.131193
0.8,0.0554054,8.10811e-06,1,0.132619
0.8,0.0554054,8.10811e-06,2,0.132968
0.8,0.0554054,8.24324e-06,1,0.132793
0.8,0.0554054,8.24324e-06,2,0.131983
0.8,0.0554054,8.37838e-06,1,0.1326
0.8,0.0554054,8.37838e-06,2,0.131871
0.8,0.0554054,8.51351e-06,1,0.132847
0.8,0.0554054,8.51351e-06,2,0.133269
0.8,0.0554054,8.64865e-06,1,0.133649
0.8,0.0554054,8.64865e-06,2,0.133114
0.8,0.0554054,8.78378e-06,1,0.131221
0.8,0.0554054,8.78378e-06,2,0.132144
0.8,0.0554054,8.91892e-06,1,0.131643
0.8,0.0554054,8.91892e-06,2,0.13271
0.8,0.0554054,9.05405e-06,1,0.132448
0.8,0.0554054,9.05405e-06,2,0.133116
0.8,0.0554054,9.18919e-06,1,0.131264
0.8,0.0554054,9.18919e-06,2,0.133169
0.8,0.0554054,9.32432e-06,1,0.13283
0.8,0.0554054,9.32432e-06,2,0.131622
0.8,0.0554054,9.45946e-06,1,0.131716
0.8,0.0554054,9.45946e-06,2,0.131658
0.8,0.0554054,9.59459e-06,1,0.132695
0.8,0.0554054,9.59459e-06,2,0.13374
0.8,0.0554054,9.72973e-06,1,0.133381
0.8,0.0554054,9.72973e-06,2,0.133815
0.8,0.0554054,9.86486e-06,1,0.132783
0.8,0.0554054,9.86486e-06,2,0.133679
0.8,0.0554054,1e-05,1,0.132711
0.8,0.0554054,1e-05,2,0.132353
0.8,0.0554054,1.01351e-05,1,0.133896
0.8,0.0554054,1.01351e-05,2,0.133124
0.8,0.0554054,1.02703e-05,1,0.132924
0.8,0.0554054,1.02703e-05,2,0.133313
0.8,0.0554054,1.04054e-05,1,0.133229
0.8,0.0554054,1.04054e-05,2,0.132817
0.8,0.0554054,1.05405e-05,1,0.133858
0.8,0.0554054,1.05405e-05,2,0.133301
0.8,0.0554054,1.06757e-05,1,0.132709
0.8,0.0554054,1.06757e-05,2,0.13292
0.8,0.0554054,1.08108e-05,1,0.133199
0.8,0.0554054,1.08108e-05,2,0.132948
0.8,0.0554054,1.09459e-05,1,0.132688
0.8,0.0554054,1.09459e-05,2,0.133587
0.8,0.0554054,1.10811e-05,1,0.133242
0.8,0.0554054,1.10811e-05,2,0.133275
0.8,0.0554054,1.12162e-05,1,0.133084
0.8,0.0554054,1.12162e-05,2,0.13347
0.8,0.0554054,1.13514e-05,1,0.133709
0.8,0.0554054,1.13514e-05,2,0.133664
0.8,0.0554054,1.14865e-05,1,0.133854
0.8,0.0554054,1.14865e-05,2,0.134245
0.8,0.0554054,1.16216e-05,1,0.133092
0.8,0.0554054,1.16216e-05,2,0.133008
0.8,0.0554054,1.17568e-05,1,0.133013
0.8,0.0554054,1.17568e-05,2,0.133981
0.8,0.0554054,1.18919e-05,1,0.133315
0.8,0.0554054,1.18919e-05,2,0.133054
0.8,0.0554054,1.2027e-05,1,0.133951
0.8,0.0554054,1.2027e-05,2,0.132657
0.8,0.0554054,1.21622e-05,1,0.133725
0.8,0.0554054,1.21622e-05,2,0.134204
0.8,0.0554054,1.22973e-05,1,0.134409
0.8,0.0554054,1.22973e-05,2,0.13327
0.8,0.0554054,1.24324e-05,1,0.133584
0.8,0.0554054,1.24324e-05,2,0.133402
0.8,0.0554054,1.25676e-05,1,0.132682
0.8,0.0554054,1.25676e-05,2,0.132969
0.8,0.0554054,1.27027e-05,1,0.133688
0.8,0.0554054,1.27027e-05,2,0.13216
0.8,0.0554054,1.28378e-05,1,0.134286
0.8,0.0554054,1.28378e-05,2,0.133855
0.8,0.0554054,1.2973e-05,1,0.134519
0.8,0.0554054,1.2973e-05,2,0.13356
0.8,0.0554054,1.31081e-05,1,0.133254
0.8,0.0554054,1.31081e-05,2,0.132327
0.8,0.0554054,1.32432e-05,1,0.134506
0.8,0.0554054,1.32432e-05,2,0.132896
0.8,0.0554054,1.33784e-05,1,0.133245
0.8,0.0554054,1.33784e-05,2,0.133685
0.8,0.0554054,1.35135e-05,1,0.133953
0.8,0.0554054,1.35135e-05,2,0.134495
0.8,0.0554054,1.36486e-05,1,0.134042
0.8,0.0554054,1.36486e-05,2,0.13383
0.8,0.0554054,1.37838e-05,1,0.133993
0.8,0.0554054,1.37838e-05,2,0.133555
0.8,0.0554054,1.39189e-05,1,0.13232
0.8,0.0554054,1.39189e-05,2,0.134075
0.8,0.0554054,1.40541e-05,1,0.134108
0.8,0.0554054,1.40541e-05,2,0.133571
0.8,0.0554054,1.41892e-05,1,0.134405
0.8,0.0554054,1.41892e-05,2,0.13416
0.8,0.0554054,1.43243e-05,1,0.13475
0.8,0.0554054,1.43243e-05,2,0.134107
0.8,0.0554054,1.44595e-05,1,0.134241
0.8,0.0554054,1.44595e-05,2,0.134876
0.8,0.0554054,1.45946e-05,1,0.13381
0.8,0.0554054,1.45946e-05,2,0.134279
0.8,0.0554054,1.47297e-05,1,0.13381
0.8,0.0554054,1.47297e-05,2,0.133581
0.8,0.0554054,1.48649e-05,1,0.134681
0.8,0.0554054,1.48649e-05,2,0.134084
0.8,0.0554054,1.5e-05,1,0.13446
0.8,0.0554054,1.5e-05,2,0.134353
0.8,0.0581081,5e-06,1,0.131178
0.8,0.0581081,5e-06,2,0.132208
0.8,0.0581081,5.13514e-06,1,0.131385
0.8,0.0581081,5.13514e-06,2,0.131818
0.8,0.0581081,5.27027e-06,1,0.130419
0.8,0.0581081,5.27027e-06,2,0.130777
0.8,0.0581081,5.40541e-06,1,0.13276
0.8,0.0581081,5.40541e-06,2,0.131241
0.8,0.0581081,5.54054e-06,1,0.132111
0.8,0.0581081,5.54054e-06,2,0.13104
0.8,0.0581081,5.67568e-06,1,0.132003
0.8,0.0581081,5.67568e-06,2,0.131249
0.8,0.0581081,5.81081e-06,1,0.13089
0.8,0.0581081,5.81081e-06,2,0.131515
0.8,0.0581081,5.94595e-06,1,0.131366
0.8,0.0581081,5.94595e-06,2,0.131775
0.8,0.0581081,6.08108e-06,1,0.132181
0.8,0.0581081,6.08108e-06,2,0.13218
0.8,0.0581081,6.21622e-06,1,0.131132
0.8,0.0581081,6.21622e-06,2,0.131627
0.8,0.0581081,6.35135e-06,1,0.131548
0.8,0.0581081,6.35135e-06,2,0.133071
0.8,0.0581081,6.48649e-06,1,0.132538
0.8,0.0581081,6.48649e-06,2,0.131714
0.8,0.0581081,6.62162e-06,1,0.131454
0.8,0.0581081,6.62162e-06,2,0.130426
0.8,0.0581081,6.75676e-06,1,0.132459
0.8,0.0581081,6.75676e-06,2,0.132459
0.8,0.0581081,6.89189e-06,1,0.132343
0.8,0.0581081,6.89189e-06,2,0.131702
0.8,0.0581081,7.02703e-06,1,0.132308
0.8,0.0581081,7.02703e-06,2,0.131805
0.8,0.0581081,7.16216e-06,1,0.131348
0.8,0.0581081,7.16216e-06,2,0.132002
0.8,0.0581081,7.2973e-06,1,0.13146
0.8,0.0581081,7.2973e-06,2,0.132278
0.8,0.0581081,7.43243e-06,1,0.131438
0.8,0.0581081,7.43243e-06,2,0.13218
0.8,0.0581081,7.56757e-06,1,0.130942
0.8,0.0581081,7.56757e-06,2,0.131614
0.8,0.0581081,7.7027e-06,1,0.131411
0.8,0.0581081,7.7027e-06,2,0.131692
0.8,0.0581081,7.83784e-06,1,0.132248
0.8,0.0581081,7.83784e-06,2,0.132133
0.8,0.0581081,7.97297e-06,1,0.131589
0.8,0.0581081,7.97297e-06,2,0.131798
0.8,0.0581081,8.10811e-06,1,0.132391
0.8,0.0581081,8.10811e-06,2,0.132349
0.8,0.0581081,8.24324e-06,1,0.132052
0.8,0.0581081,8.24324e-06,2,0.131874
0.8,0.0581081,8.37838e-06,1,0.132548
0.8,0.0581081,8.37838e-06,2,0.133415
0.8,0.0581081,8.51351e-06,1,0.131547
0.8,0.0581081,8.51351e-06,2,0.132106
0.8,0.0581081,8.64865e-06,1,0.131989
0.8,0.0581081,8.64865e-06,2,0.132424
0.8,0.0581081,8.78378e-06,1,0.132636
0.8,0.0581081,8.78378e-06,2,0.13282
0.8,0.0581081,8.91892e-06,1,0.132902
0.8,0.0581081,8.91892e-06,2,0.13275
0.8,0.0581081,9.05405e-06,1,0.132828
0.8,0.0581081,9.05405e-06,2,0.131659
0.8,0.0581081,9.18919e-06,1,0.133059
0.8,0.0581081,9.18919e-06,2,0.131677
0.8,0.0581081,9.32432e-06,1,0.132042
0.8,0.0581081,9.32432e-06,2,0.131274
0.8,0.0581081,9.45946e-06,1,0.132918
0.8,0.0581081,9.45946e-06,2,0.132479
0.8,0.0581081,9.59459e-06,1,0.133126
0.8,0.0581081,9.59459e-06,2,0.133243
0.8,0.0581081,9.72973e-06,1,0.132662
0.8,0.0581081,9.72973e-06,2,0.132089
0.8,0.0581081,9.86486e-06,1,0.133002
0.8,0.0581081,9.86486e-06,2,0.132158
0.8,0.0581081,1e-05,1,0.132317
0.8,0.0581081,1e-05,2,0.131839
0.8,0.0581081,1.01351e-05,1,0.132249
0.8,0.0581081,1.01351e-05,2,0.133367
0.8,0.0581081,1.02703e-05,1,0.132663
0.8,0.0581081,1.02703e-05,2,0.132863
0.8,0.0581081,1.04054e-05,1,0.132985
0.8,0.0581081,1.04054e-05,2,0.132442
0.8,0.0581081,1.05405e-05,1,0.13308
0.8,0.0581081,1.05405e-05,2,0.132669
0.8,0.0581081,1.06757e-05,1,0.133255
0.8,0.0581081,1.06757e-05,2,0.133304
0.8,0.0581081,1.08108e-05,1,0.133232
0.8,0.0581081,1.08108e-05,2,0.13401
0.8,0.0581081,1.09459e-05,1,0.133316
0.8,0.0581081,1.09459e-05,2,0.132622
0.8,0.0581081,1.10811e-05,1,0.133148
0.8,0.0581081,1.10811e-05,2,0.133143
0.8,0.0581081,1.12162e-05,1,0.132712
0.8,0.0581081,1.12162e-05,2,0.133559
0.8,0.0581081,1.13514e-05,1,0.133743
0.8,0.0581081,1.13514e-05,2,0.133647
0.8,0.0581081,1.14865e-05,1,0.133513
0.8,0.0581081,1.14865e-05,2,0.132603
0.8,0.0581081,1.16216e-05,1,0.134515
0.8,0.0581081,1.16216e-05,2,0.132815
0.8,0.0581081,1.17568e-05,1,0.13274
0.8,0.0581081,1.17568e-05,2,0.132856
0.8,0.0581081,1.18919e-05,1,0.132917
0.8,0.0581081,1.18919e-05,2,0.132577
0.8,0.0581081,1.2027e-05,1,0.13375
0.8,0.0581081,1.2027e-05,2,0.133181
0.8,0.0581081,1.21622e-05,1,0.132977
0.8,0.0581081,1.21622e-05,2,0.132692
0.8,0.0581081,1.22973e-05,1,0.133201
0.8,0.0581081,1.22973e-05,2,0.133707
0.8,0.0581081,1.24324e-05,1,0.133225
0.8,0.0581081,1.24324e-05,2,0.133324
0.8,0.0581081,1.25676e-05,1,0.133019
0.8,0.0581081,1.25676e-05,2,0.134435
0.8,0.0581081,1.27027e-05,1,0.132676
0.8,0.0581081,1.27027e-05,2,0.133952
0.8,0.0581081,1.28378e-05,1,0.132962
0.8,0.0581081,1.28378e-05,2,0.133533
0.8,0.0581081,1.2973e-05,1,0.134215
0.8,0.0581081,1.2973e-05,2,0.133553
0.8,0.0581081,1.31081e-05,1,0.134339
0.8,0.0581081,1.31081e-05,2,0.133518
