omega,alpha,beta,firm,profit
0.8,0.0716216,9.86486e-06,1,0.132521
0.8,0.0716216,9.86486e-06,2,0.132229
0.8,0.0716216,1e-05,1,0.130853
0.8,0.0716216,1e-05,2,0.131559
0.8,0.0716216,1.01351e-05,1,0.13087
0.8,0.0716216,1.01351e-05,2,0.130999
0.8,0.0716216,1.02703e-05,1,0.131515
0.8,0.0716216,1.02703e-05,2,0.131085
0.8,0.0716216,1.04054e-05,1,0.131512
0.8,0.0716216,1.04054e-05,2,0.131406
0.8,0.0716216,1.05405e-05,1,0.131291
0.8,0.0716216,1.05405e-05,2,0.130732
0.8,0.0716216,1.06757e-05,1,0.131685
0.8,0.0716216,1.06757e-05,2,0.132369
0.8,0.0716216,1.08108e-05,1,0.13121
0.8,0.0716216,1.08108e-05,2,0.131974
0.8,0.0716216,1.09459e-05,1,0.13058
0.8,0.0716216,1.09459e-05,2,0.132782
0.8,0.0716216,1.10811e-05,1,0.131999
0.8,0.0716216,1.10811e-05,2,0.132207
0.8,0.0716216,1.12162e-05,1,0.131047
0.8,0.0716216,1.12162e-05,2,0.132099
0.8,0.0716216,1.13514e-05,1,0.131939
0.8,0.0716216,1.13514e-05,2,0.132258
0.8,0.0716216,1.14865e-05,1,0.132316
0.8,0.0716216,1.14865e-05,2,0.132037
0.8,0.0716216,1.16216e-05,1,0.131141
0.8,0.0716216,1.16216e-05,2,0.131529
0.8,0.0716216,1.17568e-05,1,0.131992
0.8,0.0716216,1.17568e-05,2,0.131872
0.8,0.0716216,1.18919e-05,1,0.131762
0.8,0.0716216,1.18919e-05,2,0.13111
0.8,0.0716216,1.2027e-05,1,0.131224
0.8,0.0716216,1.2027e-05,2,0.130943
0.8,0.0716216,1.21622e-05,1,0.132055
0.8,0.0716216,1.21622e-05,2,0.132206
0.8,0.0716216,1.22973e-05,1,0.132753
0.8,0.0716216,1.22973e-05,2,0.132553
0.8,0.0716216,1.24324e-05,1,0.132296
0.8,0.0716216,1.24324e-05,2,0.132232
0.8,0.0716216,1.25676e-05,1,0.13254
0.8,0.0716216,1.25676e-05,2,0.132549
0.8,0.0716216,1.27027e-05,1,0.131291
0.8,0.0716216,1.27027e-05,2,0.132914
0.8,0.0716216,1.28378e-05,1,0.132586
0.8,0.0716216,1.28378e-05,2,0.132692
0.8,0.0716216,1.2973e-05,1,0.133076
0.8,0.0716216,1.2973e-05,2,0.132496
0.8,0.0716216,1.31081e-05,1,0.132361
0.8,0.0716216,1.31081e-05,2,0.131311
0.8,0.0716216,1.32432e-05,1,0.132254
0.8,0.0716216,1.32432e-05,2,0.131933
0.8,0.0716216,1.33784e-05,1,0.133285
0.8,0.0716216,1.33784e-05,2,0.133059
0.8,0.0716216,1.35135e-05,1,0.132844
0.8,0.0716216,1.35135e-05,2,0.132984
0.8,0.0716216,1.36486e-05,1,0.13426
0.8,0.0716216,1.36486e-05,2,0.133026
0.8,0.0716216,1.37838e-05,1,0.131793
0.8,0.0716216,1.37838e-05,2,0.132885
0.8,0.0716216,1.39189e-05,1,0.132075
0.8,0.0716216,1.39189e-05,2,0.132074
0.8,0.0716216,1.40541e-05,1,0.132003
0.8,0.0716216,1.40541e-05,2,0.132819
0.8,0.0716216,1.41892e-05,1,0.131781
0.8,0.0716216,1.41892e-05,2,0.133017
0.8,0.0716216,1.43243e-05,1,0.133129
0.8,0.0716216,1.43243e-05,2,0.132264
0.8,0.0716216,1.44595e-05,1,0.13349
0.8,0.0716216,1.44595e-05,2,0.133153
0.8,0.0716216,1.45946e-05,1,0.132733
0.8,0.0716216,1.45946e-05,2,0.132471
0.8,0.0716216,1.47297e-05,1,0.132925
0.8,0.0716216,1.47297e-05,2,0.13334
0.8,0.0716216,1.48649e-05,1,0.133509
0.8,0.0716216,1.48649e-05,2,0.133849
0.8,0.0716216,1.5e-05,1,0.132741
0.8,0.0716216,1.5e-05,2,0.133411
0.8,0.0743243,5e-06,1,0.13074
0.8,0.0743243,5e-06,2,0.130467
0.8,0.0743243,5.13514e-06,1,0.131017
0.8,0.0743243,5.13514e-06,2,0.131584
0.8,0.0743243,5.27027e-06,1,0.131958
0.8,0.0743243,5.27027e-06,2,0.131558
0.8,0.0743243,5.40541e-06,1,0.131492
0.8,0.0743243,5.40541e-06,2,0.131949
0.8,0.0743243,5.54054e-06,1,0.131128
0.8,0.0743243,5.54054e-06,2,0.132615
0.8,0.0743243,5.67568e-06,1,0.130334
0.8,0.0743243,5.67568e-06,2,0.130799
0.8,0.0743243,5.81081e-06,1,0.130639
0.8,0.0743243,5.81081e-06,2,0.131801
0.8,0.0743243,5.94595e-06,1,0.130419
0.8,0.0743243,5.94595e-06,2,0.130449
0.8,0.0743243,6.08108e-06,1,0.132265
0.8,0.0743243,6.08108e-06,2,0.132421
0.8,0.0743243,6.21622e-06,1,0.130704
0.8,0.0743243,6.21622e-06,2,0.129975
0.8,0.0743243,6.35135e-06,1,0.131356
0.8,0.0743243,6.35135e-06,2,0.131161
0.8,0.0743243,6.48649e-06,1,0.131673
0.8,0.0743243,6.48649e-06,2,0.130686
0.8,0.0743243,6.62162e-06,1,0.131731
0.8,0.0743243,6.62162e-06,2,0.131589
0.8,0.0743243,6.75676e-06,1,0.130024
0.8,0.0743243,6.75676e-06,2,0.129677
0.8,0.0743243,6.89189e-06,1,0.130229
0.8,0.0743243,6.89189e-06,2,0.129674
0.8,0.0743243,7.02703e-06,1,0.130647
0.8,0.0743243,7.02703e-06,2,0.130355
0.8,0.0743243,7.16216e-06,1,0.130374
0.8,0.0743243,7.16216e-06,2,0.130018
0.8,0.0743243,7.2973e-06,1,0.130332
0.8,0.0743243,7.2973e-06,2,0.130089
0.8,0.0743243,7.43243e-06,1,0.129511
0.8,0.0743243,7.43243e-06,2,0.130633
0.8,0.0743243,7.56757e-06,1,0.130354
0.8,0.0743243,7.56757e-06,2,0.131497
0.8,0.0743243,7.7027e-06,1,0.130233
0.8,0.0743243,7.7027e-06,2,0.130373
0.8,0.0743243,7.83784e-06,1,0.131207
0.8,0.0743243,7.83784e-06,2,0.131839
0.8,0.0743243,7.97297e-06,1,0.130022
0.8,0.0743243,7.97297e-06,2,0.128757
0.8,0.0743243,8.10811e-06,1,0.129751
0.8,0.0743243,8.10811e-06,2,0.129596
0.8,0.0743243,8.24324e-06,1,0.130404
0.8,0.0743243,8.24324e-06,2,0.13092
0.8,0.0743243,8.37838e-06,1,0.129547
0.8,0.0743243,8.37838e-06,2,0.1306
0.8,0.0743243,8.51351e-06,1,0.131019
0.8,0.0743243,8.51351e-06,2,0.130845
0.8,0.0743243,8.64865e-06,1,0.13163
0.8,0.0743243,8.64865e-06,2,0.13182
0.8,0.0743243,8.78378e-06,1,0.130845
0.8,0.0743243,8.78378e-06,2,0.130938
0.8,0.0743243,8.91892e-06,1,0.131052
0.8,0.0743243,8.91892e-06,2,0.130532
0.8,0.0743243,9.05405e-06,1,0.131258
0.8,0.0743243,9.05405e-06,2,0.129999
0.8,0.0743243,9.18919e-06,1,0.131329
0.8,0.0743243,9.18919e-06,2,0.130793
0.8,0.0743243,9.32432e-06,1,0.13039
0.8,0.0743243,9.32432e-06,2,0.130576
0.8,0.0743243,9.45946e-06,1,0.13198
0.8,0.0743243,9.45946e-06,2,0.131161
0.8,0.0743243,9.59459e-06,1,0.131678
0.8,0.0743243,9.59459e-06,2,0.129399
0.8,0.0743243,9.72973e-06,1,0.131211
0.8,0.0743243,9.72973e-06,2,0.131942
0.8,0.0743243,9.86486e-06,1,0.130799
0.8,0.0743243,9.86486e-06,2,0.129937
0.8,0.0743243,1e-05,1,0.131655
0.8,0.0743243,1e-05,2,0.13091
0.8,0.0743243,1.01351e-05,1,0.132088
0.8,0.0743243,1.01351e-05,2,0.133248
0.8,0.0743243,1.02703e-05,1,0.131194
0.8,0.0743243,1.02703e-05,2,0.13182
0.8,0.0743243,1.04054e-05,1,0.130528
0.8,0.0743243,1.04054e-05,2,0.130887
0.8,0.0743243,1.05405e-05,1,0.131154
0.8,0.0743243,1.05405e-05,2,0.130902
0.8,0.0743243,1.06757e-05,1,0.1301
0.8,0.0743243,1.06757e-05,2,0.131256
0.8,0.0743243,1.08108e-05,1,0.130952
0.8,0.0743243,1.08108e-05,2,0.131244
0.8,0.0743243,1.09459e-05,1,0.132103
0.8,0.0743243,1.09459e-05,2,0.133315
0.8,0.0743243,1.10811e-05,1,0.131816
0.8,0.0743243,1.10811e-05,2,0.131333
0.8,0.0743243,1.12162e-05,1,0.132439
0.8,0.0743243,1.12162e-05,2,0.131639
0.8,0.0743243,1.13514e-05,1,0.132588
0.8,0.0743243,1.13514e-05,2,0.132046
0.8,0.0743243,1.14865e-05,1,0.13116
0.8,0.0743243,1.14865e-05,2,0.131403
0.8,0.0743243,1.16216e-05,1,0.131579
0.8,0.0743243,1.16216e-05,2,0.131431
0.8,0.0743243,1.17568e-05,1,0.131187
0.8,0.0743243,1.17568e-05,2,0.131835
0.8,0.0743243,1.18919e-05,1,0.13158
0.8,0.0743243,1.18919e-05,2,0.131597
0.8,0.0743243,1.2027e-05,1,0.132175
0.8,0.0743243,1.2027e-05,2,0.132559
0.8,0.0743243,1.21622e-05,1,0.131557
0.8,0.0743243,1.21622e-05,2,0.131746
0.8,0.0743243,1.22973e-05,1,0.132117
0.8,0.0743243,1.22973e-05,2,0.13289
0.8,0.0743243,1.24324e-05,1,0.13249
0.8,0.0743243,1.24324e-05,2,0.132546
0.8,0.0743243,1.25676e-05,1,0.132835
0.8,0.0743243,1.25676e-05,2,0.132222
0.8,0.0743243,1.27027e-05,1,0.131928
0.8,0.0743243,1.27027e-05,2,0.131905
0.8,0.0743243,1.28378e-05,1,0.131052
0.8,0.0743243,1.28378e-05,2,0.132612
0.8,0.0743243,1.2973e-05,1,0.131834
0.8,0.0743243,1.2973e-05,2,0.132067
0.8,0.0743243,1.31081e-05,1,0.13189
0.8,0.0743243,1.31081e-05,2,0.132277
0.8,0.0743243,1.32432e-05,1,0.13234
0.8,0.0743243,1.32432e-05,2,0.132225
0.8,0.0743243,1.33784e-05,1,0.131238
0.8,0.0743243,1.33784e-05,2,0.132677
0.8,0.0743243,1.35135e-05,1,0.132771
0.8,0.0743243,1.35135e-05,2,0.133281
0.8,0.0743243,1.36486e-05,1,0.133638
0.8,0.0743243,1.36486e-05,2,0.133
0.8,0.0743243,1.37838e-05,1,0.132475
0.8,0.0743243,1.37838e-05,2,0.132201
0.8,0.0743243,1.39189e-05,1,0.131721
0.8,0.0743243,1.39189e-05,2,0.13224
0.8,0.0743243,1.40541e-05,1,0.132235
0.8,0.0743243,1.40541e-05,2,0.134224
0.8,0.0743243,1.41892e-05,1,0.131597
0.8,0.0743243,1.41892e-05,2,0.133309
0.8,0.0743243,1.43243e-05,1,0.132312
0.8,0.0743243,1.43243e-05,2,0.132689
0.8,0.0743243,1.44595e-05,1,0.132253
0.8,0.0743243,1.44595e-05,2,0.132492
0.8,0.0743243,1.45946e-05,1,0.132094
0.8,0.0743243,1.45946e-05,2,0.132715
0.8,0.0743243,1.47297e-05,1,0.13333
0.8,0.0743243,1.47297e-05,2,0.134102
0.8,0.0743243,1.48649e-05,1,0.131444
0.8,0.0743243,1.48649e-05,2,0.131643
0.8,0.0743243,1.5e-05,1,0.132119
0.8,0.0743243,1.5e-05,2,0.133235
0.8,0.077027,5e-06,1,0.130205
0.8,0.077027,5e-06,2,0.131127
0.8,0.077027,5.13514e-06,1,0.132746
0.8,0.077027,5.13514e-06,2,0.131564
0.8,0.077027,5.27027e-06,1,0.131184
0.8,0.077027,5.27027e-06,2,0.130518
0.8,0.077027,5.40541e-06,1,0.130351
0.8,0.077027,5.40541e-06,2,0.130473
0.8,0.077027,5.54054e-06,1,0.130522
0.8,0.077027,5.54054e-06,2,0.131256
0.8,0.077027,5.67568e-06,1,0.130851
0.8,0.077027,5.67568e-06,2,0.13146
0.8,0.077027,5.81081e-06,1,0.130815
0.8,0.077027,5.81081e-06,2,0.130998
0.8,0.077027,5.94595e-06,1,0.13032
0.8,0.077027,5.94595e-06,2,0.130158
0.8,0.077027,6.08108e-06,1,0.130732
0.8,0.077027,6.08108e-06,2,0.129961
0.8,0.077027,6.21622e-06,1,0.131611
0.8,0.077027,6.21622e-06,2,0.130327
0.8,0.077027,6.35135e-06,1,0.131482
0.8,0.077027,6.35135e-06,2,0.130764
0.8,0.077027,6.48649e-06,1,0.130982
0.8,0.077027,6.48649e-06,2,0.131125
0.8,0.077027,6.62162e-06,1,0.130267
0.8,0.077027,6.62162e-06,2,0.130502
0.8,0.077027,6.75676e-06,1,0.13051
0.8,0.077027,6.75676e-06,2,0.130714
0.8,0.077027,6.89189e-06,1,0.130293
0.8,0.077027,6.89189e-06,2,0.130364
0.8,0.077027,7.02703e-06,1,0.130241
0.8,0.077027,7.02703e-06,2,0.130582
0.8,0.077027,7.16216e-06,1,0.131763
0.8,0.077027,7.16216e-06,2,0.132287
0.8,0.077027,7.2973e-06,1,0.129585
0.8,0.077027,7.2973e-06,2,0.129442
0.8,0.077027,7.43243e-06,1,0.130089
0.8,0.077027,7.43243e-06,2,0.13038
0.8,0.077027,7.56757e-06,1,0.130696
0.8,0.077027,7.56757e-06,2,0.130999
0.8,0.077027,7.7027e-06,1,0.131035
0.8,0.077027,7.7027e-06,2,0.130293
0.8,0.077027,7.83784e-06,1,0.130785
0.8,0.077027,7.83784e-06,2,0.131775
0.8,0.077027,7.97297e-06,1,0.130075
0.8,0.077027,7.97297e-06,2,0.130824
0.8,0.077027,8.10811e-06,1,0.131764
0.8,0.077027,8.10811e-06,2,0.131024
0.8,0.077027,8.24324e-06,1,0.131404
0.8,0.077027,8.24324e-06,2,0.131125
0.8,0.077027,8.37838e-06,1,0.130972
0.8,0.077027,8.37838e-06,2,0.130539
0.8,0.077027,8.51351e-06,1,0.130898
0.8,0.077027,8.51351e-06,2,0.130947
0.8,0.077027,8.64865e-06,1,0.129892
0.8,0.077027,8.64865e-06,2,0.13002
0.8,0.077027,8.78378e-06,1,0.131208
0.8,0.077027,8.78378e-06,2,0.13072
0.8,0.077027,8.91892e-06,1,0.130173
0.8,0.077027,8.91892e-06,2,0.131547
0.8,0.077027,9.05405e-06,1,0.130637
0.8,0.077027,9.05405e-06,2,0.130379
0.8,0.077027,9.18919e-06,1,0.130914
0.8,0.077027,9.18919e-06,2,0.130708
0.8,0.077027,9.32432e-06,1,0.13185
0.8,0.077027,9.32432e-06,2,0.130905
0.8,0.077027,9.45946e-06,1,0.129332
0.8,0.077027,9.45946e-06,2,0.130943
0.8,0.077027,9.59459e-06,1,0.130158
0.8,0.077027,9.59459e-06,2,0.129846
0.8,0.077027,9.72973e-06,1,0.130703
0.8,0.077027,9.72973e-06,2,0.131135
0.8,0.077027,9.86486e-06,1,0.130817
0.8,0.077027,9.86486e-06,2,0.130532
0.8,0.077027,1e-05,1,0.130959
0.8,0.077027,1e-05,2,0.131964
0.8,0.077027,1.01351e-05,1,0.131148
0.8,0.077027,1.01351e-05,2,0.130374
0.8,0.077027,1.02703e-05,1,0.131191
0.8,0.077027,1.02703e-05,2,0.131262
0.8,0.077027,1.04054e-05,1,0.132455
0.8,0.077027,1.04054e-05,2,0.131126
0.8,0.077027,1.05405e-05,1,0.130775
0.8,0.077027,1.05405e-05,2,0.131115
0.8,0.077027,1.06757e-05,1,0.131247
0.8,0.077027,1.06757e-05,2,0.131122
0.8,0.077027,1.08108e-05,1,0.131386
0.8,0.077027,1.08108e-05,2,0.131234
0.8,0.077027,1.09459e-05,1,0.130459
0.8,0.077027,1.09459e-05,2,0.13049
0.8,0.077027,1.10811e-05,1,0.131151
0.8,0.077027,1.10811e-05,2,0.131359
0.8,0.077027,1.12162e-05,1,0.132745
0.8,0.077027,1.12162e-05,2,0.132218
0.8,0.077027,1.13514e-05,1,0.130573
0.8,0.077027,1.13514e-05,2,0.131249
0.8,0.077027,1.14865e-05,1,0.132139
0.8,0.077027,1.14865e-05,2,0.132974
0.8,0.077027,1.16216e-05,1,0.1317
0.8,0.077027,1.16216e-05,2,0.131841
0.8,0.077027,1.17568e-05,1,0.131954
0.8,0.077027,1.17568e-05,2,0.13212
0.8,0.077027,1.18919e-05,1,0.130497
0.8,0.077027,1.18919e-05,2,0.130978
0.8,0.077027,1.2027e-05,1,0.130749
0.8,0.077027,1.2027e-05,2,0.131516
0.8,0.077027,1.21622e-05,1,0.131816
0.8,0.077027,1.21622e-05,2,0.13125
0.8,0.077027,1.22973e-05,1,0.13042
0.8,0.077027,1.22973e-05,2,0.131125
0.8,0.077027,1.24324e-05,1,0.131849
0.8,0.077027,1.24324e-05,2,0.130473
0.8,0.077027,1.25676e-05,1,0.13256
0.8,0.077027,1.25676e-05,2,0.130567
0.8,0.077027,1.27027e-05,1,0.132195
0.8,0.077027,1.27027e-05,2,0.132288
0.8,0.077027,1.28378e-05,1,0.131101
0.8,0.077027,1.28378e-05,2,0.131736
0.8,0.077027,1.2973e-05,1,0.131599
0.8,0.077027,1.2973e-05,2,0.133116
0.8,0.077027,1.31081e-05,1,0.131793
0.8,0.077027,1.31081e-05,2,0.13098
0.8,0.077027,1.32432e-05,1,0.132035
0.8,0.077027,1.32432e-05,2,0.131779
0.8,0.077027,1.33784e-05,1,0.132292
0.8,0.077027,1.33784e-05,2,0.131148
0.8,0.077027,1.35135e-05,1,0.13272
0.8,0.077027,1.35135e-05,2,0.13216
0.8,0.077027,1.36486e-05,1,0.132375
0.8,0.077027,1.36486e-05,2,0.132636
0.8,0.077027,1.37838e-05,1,0.132044
0.8,0.077027,1.37838e-05,2,0.132674
0.8,0.077027,1.39189e-05,1,0.132357
0.8,0.077027,1.39189e-05,2,0.132167
0.8,0.077027,1.40541e-05,1,0.131938
0.8,0.077027,1.40541e-05,2,0.131796
0.8,0.077027,1.41892e-05,1,0.132715
0.8,0.077027,1.41892e-05,2,0.132538
0.8,0.077027,1.43243e-05,1,0.133032
0.8,0.077027,1.43243e-05,2,0.133294
0.8,0.077027,1.44595e-05,1,0.13213
0.8,0.077027,1.44595e-05,2,0.132314
0.8,0.077027,1.45946e-05,1,0.132814
0.8,0.077027,1.45946e-05,2,0.131541
0.8,0.077027,1.47297e-05,1,0.131414
0.8,0.077027,1.47297e-05,2,0.132593
0.8,0.077027,1.48649e-05,1,0.132063
0.8,0.077027,1.48649e-05,2,0.132688
0.8,0.077027,1.5e-05,1,0.133362
0.8,0.077027,1.5e-05,2,0.133216
0.8,0.0797297,5e-06,1,0.130785
0.8,0.0797297,5e-06,2,0.130551
0.8,0.0797297,5.13514e-06,1,0.129814
0.8,0.0797297,5.13514e-06,2,0.129787
0.8,0.0797297,5.27027e-06,1,0.131055
0.8,0.0797297,5.27027e-06,2,0.129592
0.8,0.0797297,5.40541e-06,1,0.130361
0.8,0.0797297,5.40541e-06,2,0.130158
0.8,0.0797297,5.54054e-06,1,0.130778
0.8,0.0797297,5.54054e-06,2,0.130813
0.8,0.0797297,5.67568e-06,1,0.130948
0.8,0.0797297,5.67568e-06,2,0.130963
0.8,0.0797297,5.81081e-06,1,0.131237
0.8,0.0797297,5.81081e-06,2,0.131625
0.8,0.0797297,5.94595e-06,1,0.131011
0.8,0.0797297,5.94595e-06,2,0.130314
0.8,0.0797297,6.08108e-06,1,0.131017
0.8,0.0797297,6.08108e-06,2,0.131429
0.8,0.0797297,6.21622e-06,1,0.130075
0.8,0.0797297,6.21622e-06,2,0.129565
0.8,0.0797297,6.35135e-06,1,0.130924
0.8,0.0797297,6.35135e-06,2,0.130324
0.8,0.0797297,6.48649e-06,1,0.130218
0.8,0.0797297,6.48649e-06,2,0.130684
0.8,0.0797297,6.62162e-06,1,0.130536
0.8,0.0797297,6.62162e-06,2,0.130584
0.8,0.0797297,6.75676e-06,1,0.130336
0.8,0.0797297,6.75676e-06,2,0.129796
0.8,0.0797297,6.89189e-06,1,0.130684
0.8,0.0797297,6.89189e-06,2,0.129417
0.8,0.0797297,7.02703e-06,1,0.129867
0.8,0.0797297,7.02703e-06,2,0.130578
0.8,0.0797297,7.16216e-06,1,0.131606
0.8,0.0797297,7.16216e-06,2,0.131033
0.8,0.0797297,7.2973e-06,1,0.1302
0.8,0.0797297,7.2973e-06,2,0.130352
0.8,0.0797297,7.43243e-06,1,0.129105
0.8,0.0797297,7.43243e-06,2,0.130007
0.8,0.0797297,7.56757e-06,1,0.13098
0.8,0.0797297,7.56757e-06,2,0.132161
0.8,0.0797297,7.7027e-06,1,0.129513
0.8,0.0797297,7.7027e-06,2,0.129342
0.8,0.0797297,7.83784e-06,1,0.129845
0.8,0.0797297,7.83784e-06,2,0.130596
0.8,0.0797297,7.97297e-06,1,0.13054
0.8,0.0797297,7.97297e-06,2,0.130874
0.8,0.0797297,8.10811e-06,1,0.130605
0.8,0.0797297,8.10811e-06,2,0.130385
0.8,0.0797297,8.24324e-06,1,0.130386
0.8,0.0797297,8.24324e-06,2,0.130423
0.8,0.0797297,8.37838e-06,1,0.1317
0.8,0.0797297,8.37838e-06,2,0.131864
0.8,0.0797297,8.51351e-06,1,0.129732
0.8,0.0797297,8.51351e-06,2,0.131502
0.8,0.0797297,8.64865e-06,1,0.130455
0.8,0.0797297,8.64865e-06,2,0.130476
0.8,0.0797297,8.78378e-06,1,0.129408
0.8,0.0797297,8.78378e-06,2,0.1303
0.8,0.0797297,8.91892e-06,1,0.129996
0.8,0.0797297,8.91892e-06,2,0.129381
0.8,0.0797297,9.05405e-06,1,0.130713
0.8,0.0797297,9.05405e-06,2,0.13026
0.8,0.0797297,9.18919e-06,1,0.130606
0.8,0.0797297,9.18919e-06,2,0.129724
0.8,0.0797297,9.32432e-06,1,0.129332
0.8,0.0797297,9.32432e-06,2,0.130527
0.8,0.0797297,9.45946e-06,1,0.130335
0.8,0.0797297,9.45946e-06,2,0.13016
0.8,0.0797297,9.59459e-06,1,0.130237
0.8,0.0797297,9.59459e-06,2,0.130538
0.8,0.0797297,9.72973e-06,1,0.13076
0.8,0.0797297,9.72973e-06,2,0.130312
0.8,0.0797297,9.86486e-06,1,0.13096
0.8,0.0797297,9.86486e-06,2,0.13004
0.8,0.0797297,1e-05,1,0.13127
0.8,0.0797297,1e-05,2,0.131709
0.8,0.0797297,1.01351e-05,1,0.130267
0.8,0.0797297,1.01351e-05,2,0.129805
0.8,0.0797297,1.02703e-05,1,0.13092
0.8,0.0797297,1.02703e-05,2,0.130454
0.8,0.0797297,1.04054e-05,1,0.131534
0.8,0.0797297,1.04054e-05,2,0.131599
0.8,0.0797297,1.05405e-05,1,0.130132
0.8,0.0797297,1.05405e-05,2,0.13016
0.8,0.0797297,1.06757e-05,1,0.132252
0.8,0.0797297,1.06757e-05,2,0.131787
0.8,0.0797297,1.08108e-05,1,0.131506
0.8,0.0797297,1.08108e-05,2,0.130295
0.8,0.0797297,1.09459e-05,1,0.131351
0.8,0.0797297,1.09459e-05,2,0.131458
0.8,0.0797297,1.10811e-05,1,0.131001
0.8,0.0797297,1.10811e-05,2,0.130824
0.8,0.0797297,1.12162e-05,1,0.131421
0.8,0.0797297,1.12162e-05,2,0.130567
0.8,0.0797297,1.13514e-05,1,0.131069
0.8,0.0797297,1.13514e-05,2,0.131475
0.8,0.0797297,1.14865e-05,1,0.130177
0.8,0.0797297,1.14865e-05,2,0.130729
0.8,0.0797297,1.16216e-05,1,0.130497
0.8,0.0797297,1.16216e-05,2,0.130552
0.8,0.0797297,1.17568e-05,1,0.131984
0.8,0.0797297,1.17568e-05,2,0.131456
0.8,0.0797297,1.18919e-05,1,0.131219
0.8,0.0797297,1.18919e-05,2,0.131021
0.8,0.0797297,1.2027e-05,1,0.130796
0.8,0.0797297,1.2027e-05,2,0.129654
0.8,0.0797297,1.21622e-05,1,0.131974
0.8,0.0797297,1.21622e-05,2,0.132913
0.8,0.0797297,1.22973e-05,1,0.133025
0.8,0.0797297,1.22973e-05,2,0.130674
0.8,0.0797297,1.24324e-05,1,0.131171
0.8,0.0797297,1.24324e-05,2,0.131668
0.8,0.0797297,1.25676e-05,1,0.131729
0.8,0.0797297,1.25676e-05,2,0.131997
0.8,0.0797297,1.27027e-05,1,0.131344
0.8,0.0797297,1.27027e-05,2,0.130238
0.8,0.0797297,1.28378e-05,1,0.130853
0.8,0.0797297,1.28378e-05,2,0.131703
0.8,0.0797297,1.2973e-05,1,0.131733
0.8,0.0797297,1.2973e-05,2,0.131462
0.8,0.0797297,1.31081e-05,1,0.130241
0.8,0.0797297,1.31081e-05,2,0.131211
0.8,0.0797297,1.32432e-05,1,0.131726
0.8,0.0797297,1.32432e-05,2,0.131383
0.8,0.0797297,1.33784e-05,1,0.13181
0.8,0.0797297,1.33784e-05,2,0.13301
0.8,0.0797297,1.35135e-05,1,0.132447
0.8,0.0797297,1.35135e-05,2,0.131255
0.8,0.0797297,1.36486e-05,1,0.131911
0.8,0.0797297,1.36486e-05,2,0.132997
0.8,0.0797297,1.37838e-05,1,0.131429
0.8,0.0797297,1.37838e-05,2,0.131791
0.8,0.0797297,1.39189e-05,1,0.132073
0.8,0.0797297,1.39189e-05,2,0.132333
0.8,0.0797297,1.40541e-05,1,0.132603
0.8,0.0797297,1.40541e-05,2,0.132226
0.8,0.0797297,1.41892e-05,1,0.132242
0.8,0.0797297,1.41892e-05,2,0.132365
0.8,0.0797297,1.43243e-05,1,0.131618
0.8,0.0797297,1.43243e-05,2,0.132675
0.8,0.0797297,1.44595e-05,1,0.133336
0.8,0.0797297,1.44595e-05,2,0.132971
0.8,0.0797297,1.45946e-05,1,0.132666
0.8,0.0797297,1.45946e-05,2,0.132964
0.8,0.0797297,1.47297e-05,1,0.132676
0.8,0.0797297,1.47297e-05,2,0.133014
0.8,0.0797297,1.48649e-05,1,0.133257
0.8,0.0797297,1.48649e-05,2,0.131744
0.8,0.0797297,1.5e-05,1,0.131997
0.8,0.0797297,1.5e-05,2,0.133418
0.8,0.0824324,5e-06,1,0.131302
0.8,0.0824324,5e-06,2,0.130998
0.8,0.0824324,5.13514e-06,1,0.130857
0.8,0.0824324,5.13514e-06,2,0.13052
0.8,0.0824324,5.27027e-06,1,0.130381
0.8,0.0824324,5.27027e-06,2,0.130137
0.8,0.0824324,5.40541e-06,1,0.131387
0.8,0.0824324,5.40541e-06,2,0.131599
0.8,0.0824324,5.54054e-06,1,0.130926
0.8,0.0824324,5.54054e-06,2,0.131803
0.8,0.0824324,5.67568e-06,1,0.128768
0.8,0.0824324,5.67568e-06,2,0.13016
0.8,0.0824324,5.81081e-06,1,0.131162
0.8,0.0824324,5.81081e-06,2,0.130666
0.8,0.0824324,5.94595e-06,1,0.131556
0.8,0.0824324,5.94595e-06,2,0.132305
0.8,0.0824324,6.08108e-06,1,0.129725
0.8,0.0824324,6.08108e-06,2,0.130378
0.8,0.0824324,6.21622e-06,1,0.129773
0.8,0.0824324,6.21622e-06,2,0.130235
0.8,0.0824324,6.35135e-06,1,0.131689
0.8,0.0824324,6.35135e-06,2,0.130035
0.8,0.0824324,6.48649e-06,1,0.13155
0.8,0.0824324,6.48649e-06,2,0.130534
0.8,0.0824324,6.62162e-06,1,0.129875
0.8,0.0824324,6.62162e-06,2,0.129662
0.8,0.0824324,6.75676e-06,1,0.130444
0.8,0.0824324,6.75676e-06,2,0.129796
0.8,0.0824324,6.89189e-06,1,0.130263
0.8,0.0824324,6.89189e-06,2,0.129729
0.8,0.0824324,7.02703e-06,1,0.130349
0.8,0.0824324,7.02703e-06,2,0.130218
0.8,0.0824324,7.16216e-06,1,0.129714
0.8,0.0824324,7.16216e-06,2,0.131155
0.8,0.0824324,7.2973e-06,1,0.129317
0.8,0.0824324,7.2973e-06,2,0.129734
0.8,0.0824324,7.43243e-06,1,0.131563
0.8,0.0824324,7.43243e-06,2,0.130109
0.8,0.0824324,7.56757e-06,1,0.129929
