omega,gamma,theta_1,action,Count
0,0.666667,0.9,3,0.0333021
0,0.666667,0.9,4,0.314282
0,0.666667,1,1,0.205942
0,0.666667,1,2,0.447209
0,0.666667,1,3,0.0437835
0,0.666667,1,4,0.303065
0,0.666667,1.1,1,0.189109
0,0.666667,1.1,2,0.547494
0,0.666667,1.1,3,0.0416145
0,0.666667,1.1,4,0.221782
0,0.676768,0.9,1,0.200229
0,0.676768,0.9,2,0.439644
0,0.676768,0.9,3,0.0515059
0,0.676768,0.9,4,0.308621
0,0.676768,1,1,0.236286
0,0.676768,1,2,0.406417
0,0.676768,1,3,0.0409399
0,0.676768,1,4,0.316357
0,0.676768,1.1,1,0.232843
0,0.676768,1.1,2,0.435342
0,0.676768,1.1,3,0.0537763
0,0.676768,1.1,4,0.278039
0,0.686869,0.9,1,0.170411
0,0.686869,0.9,2,0.474179
0,0.686869,0.9,3,0.0561349
0,0.686869,0.9,4,0.299275
0,0.686869,1,1,0.21623
0,0.686869,1,2,0.416363
0,0.686869,1,3,0.0377199
0,0.686869,1,4,0.329687
0,0.686869,1.1,1,0.220423
0,0.686869,1.1,2,0.480474
0,0.686869,1.1,3,0.0338572
0,0.686869,1.1,4,0.265246
0,0.69697,0.9,1,0.186138
0,0.69697,0.9,2,0.436063
0,0.69697,0.9,3,0.0541186
0,0.69697,0.9,4,0.323681
0,0.69697,1,1,0.22005
0,0.69697,1,2,0.40068
0,0.69697,1,3,0.0414176
0,0.69697,1,4,0.337852
0,0.69697,1.1,1,0.225757
0,0.69697,1.1,2,0.431146
0,0.69697,1.1,3,0.0408599
0,0.69697,1.1,4,0.302237
0,0.707071,0.9,1,0.215098
0,0.707071,0.9,2,0.405291
0,0.707071,0.9,3,0.0290952
0,0.707071,0.9,4,0.350516
0,0.707071,1,1,0.224482
0,0.707071,1,2,0.383256
0,0.707071,1,3,0.0715988
0,0.707071,1,4,0.320664
0,0.707071,1.1,1,0.230723
0,0.707071,1.1,2,0.405402
0,0.707071,1.1,3,0.0672577
0,0.707071,1.1,4,0.296617
0,0.717172,0.9,1,0.177873
0,0.717172,0.9,2,0.443139
0,0.717172,0.9,3,0.0456741
0,0.717172,0.9,4,0.333314
0,0.717172,1,1,0.170758
0,0.717172,1,2,0.468166
0,0.717172,1,3,0.056562
0,0.717172,1,4,0.304514
0,0.717172,1.1,1,0.243872
0,0.717172,1.1,2,0.394593
0,0.717172,1.1,3,0.0662008
0,0.717172,1.1,4,0.295333
0,0.727273,0.9,1,0.172752
0,0.727273,0.9,2,0.449284
0,0.727273,0.9,3,0.0730138
0,0.727273,0.9,4,0.30495
0,0.727273,1,1,0.15603
0,0.727273,1,2,0.476364
0,0.727273,1,3,0.0633588
0,0.727273,1,4,0.304247
0,0.727273,1.1,1,0.227229
0,0.727273,1.1,2,0.408635
0,0.727273,1.1,3,0.0463641
0,0.727273,1.1,4,0.317772
0,0.737374,0.9,1,0.196855
0,0.737374,0.9,2,0.412618
0,0.737374,0.9,3,0.0675186
0,0.737374,0.9,4,0.323008
0,0.737374,1,1,0.202734
0,0.737374,1,2,0.421753
0,0.737374,1,3,0.0547939
0,0.737374,1,4,0.320719
0,0.737374,1.1,1,0.217191
0,0.737374,1.1,2,0.406047
0,0.737374,1.1,3,0.0804355
0,0.737374,1.1,4,0.296326
0,0.747475,0.9,1,0.157265
0,0.747475,0.9,2,0.45952
0,0.747475,0.9,3,0.0637279
0,0.747475,0.9,4,0.319488
0,0.747475,1,1,0.222072
0,0.747475,1,2,0.393699
0,0.747475,1,3,0.0391224
0,0.747475,1,4,0.345106
0,0.747475,1.1,1,0.215345
0,0.747475,1.1,2,0.396955
0,0.747475,1.1,3,0.0798109
0,0.747475,1.1,4,0.307889
0,0.757576,0.9,1,0.175145
0,0.757576,0.9,2,0.434279
0,0.757576,0.9,3,0.0724448
0,0.757576,0.9,4,0.318132
0,0.757576,1,1,0.233575
0,0.757576,1,2,0.375561
0,0.757576,1,3,0.0765062
0,0.757576,1,4,0.314358
0,0.757576,1.1,1,0.193666
0,0.757576,1.1,2,0.427522
0,0.757576,1.1,3,0.0685769
0,0.757576,1.1,4,0.310235
0,0.767677,0.9,1,0.213797
0,0.767677,0.9,2,0.407787
0,0.767677,0.9,3,0.0588949
0,0.767677,0.9,4,0.319521
0,0.767677,1,1,0.187708
0,0.767677,1,2,0.415375
0,0.767677,1,3,0.0892445
0,0.767677,1,4,0.307672
0,0.767677,1.1,1,0.208826
0,0.767677,1.1,2,0.403129
0,0.767677,1.1,3,0.0791691
0,0.767677,1.1,4,0.308875
0,0.777778,0.9,1,0.187618
0,0.777778,0.9,2,0.42284
0,0.777778,0.9,3,0.107179
0,0.777778,0.9,4,0.282362
0,0.777778,1,1,0.192248
0,0.777778,1,2,0.415986
0,0.777778,1,3,0.0615417
0,0.777778,1,4,0.330224
0,0.777778,1.1,1,0.1876
0,0.777778,1.1,2,0.412077
0,0.777778,1.1,3,0.12326
0,0.777778,1.1,4,0.277063
0,0.787879,0.9,1,0.200274
0,0.787879,0.9,2,0.423698
0,0.787879,0.9,3,0.0800365
0,0.787879,0.9,4,0.295992
0,0.787879,1,1,0.199646
0,0.787879,1,2,0.421025
0,0.787879,1,3,0.0782184
0,0.787879,1,4,0.301111
0,0.787879,1.1,1,0.236777
0,0.787879,1.1,2,0.366489
0,0.787879,1.1,3,0.0770089
0,0.787879,1.1,4,0.319725
0,0.79798,0.9,1,0.189765
0,0.79798,0.9,2,0.416011
0,0.79798,0.9,3,0.105398
0,0.79798,0.9,4,0.288827
0,0.79798,1,1,0.183277
0,0.79798,1,2,0.406524
0,0.79798,1,3,0.0986502
0,0.79798,1,4,0.311549
0,0.79798,1.1,1,0.175016
0,0.79798,1.1,2,0.433479
0,0.79798,1.1,3,0.0882482
0,0.79798,1.1,4,0.303257
0,0.808081,0.9,1,0.181533
0,0.808081,0.9,2,0.408686
0,0.808081,0.9,3,0.095614
0,0.808081,0.9,4,0.314167
0,0.808081,1,1,0.160889
0,0.808081,1,2,0.441372
0,0.808081,1,3,0.0947173
0,0.808081,1,4,0.303022
0,0.808081,1.1,1,0.179707
0,0.808081,1.1,2,0.433108
0,0.808081,1.1,3,0.0791002
0,0.808081,1.1,4,0.308085
0,0.818182,0.9,1,0.192854
0,0.818182,0.9,2,0.396621
0,0.818182,0.9,3,0.100802
0,0.818182,0.9,4,0.309723
0,0.818182,1,1,0.178596
0,0.818182,1,2,0.417179
0,0.818182,1,3,0.105602
0,0.818182,1,4,0.298624
0,0.818182,1.1,1,0.21744
0,0.818182,1.1,2,0.377275
0,0.818182,1.1,3,0.107227
0,0.818182,1.1,4,0.298058
0,0.828283,0.9,1,0.191568
0,0.828283,0.9,2,0.431264
0,0.828283,0.9,3,0.113062
0,0.828283,0.9,4,0.264107
0,0.828283,1,1,0.203725
0,0.828283,1,2,0.372396
0,0.828283,1,3,0.125691
0,0.828283,1,4,0.298187
0,0.828283,1.1,1,0.19449
0,0.828283,1.1,2,0.41354
0,0.828283,1.1,3,0.103337
0,0.828283,1.1,4,0.288632
0,0.838384,0.9,1,0.224061
0,0.838384,0.9,2,0.362846
0,0.838384,0.9,3,0.0876653
0,0.838384,0.9,4,0.325428
0,0.838384,1,1,0.220731
0,0.838384,1,2,0.380718
0,0.838384,1,3,0.0838755
0,0.838384,1,4,0.314675
0,0.838384,1.1,1,0.232379
0,0.838384,1.1,2,0.355815
0,0.838384,1.1,3,0.0895408
0,0.838384,1.1,4,0.322265
0,0.848485,0.9,1,0.244571
0,0.848485,0.9,2,0.350132
0,0.848485,0.9,3,0.137087
0,0.848485,0.9,4,0.268211
0,0.848485,1,1,0.154678
0,0.848485,1,2,0.43283
0,0.848485,1,3,0.152837
0,0.848485,1,4,0.259654
0,0.848485,1.1,1,0.169526
0,0.848485,1.1,2,0.419122
0,0.848485,1.1,3,0.119869
0,0.848485,1.1,4,0.291483
0,0.858586,0.9,1,0.201589
0,0.858586,0.9,2,0.387728
0,0.858586,0.9,3,0.114708
0,0.858586,0.9,4,0.295975
0,0.858586,1,1,0.203679
0,0.858586,1,2,0.370751
0,0.858586,1,3,0.14314
0,0.858586,1,4,0.28243
0,0.858586,1.1,1,0.214867
0,0.858586,1.1,2,0.36398
0,0.858586,1.1,3,0.107384
0,0.858586,1.1,4,0.31377
0,0.868687,0.9,1,0.23295
0,0.868687,0.9,2,0.358341
0,0.868687,0.9,3,0.152995
0,0.868687,0.9,4,0.255714
0,0.868687,1,1,0.203355
0,0.868687,1,2,0.382349
0,0.868687,1,3,0.11918
0,0.868687,1,4,0.295116
0,0.868687,1.1,1,0.211141
0,0.868687,1.1,2,0.359972
0,0.868687,1.1,3,0.163838
0,0.868687,1.1,4,0.265049
0,0.878788,0.9,1,0.198747
0,0.878788,0.9,2,0.367688
0,0.878788,0.9,3,0.145453
0,0.878788,0.9,4,0.288112
0,0.878788,1,1,0.223766
0,0.878788,1,2,0.347425
0,0.878788,1,3,0.127279
0,0.878788,1,4,0.30153
0,0.878788,1.1,1,0.22446
0,0.878788,1.1,2,0.333686
0,0.878788,1.1,3,0.150662
0,0.878788,1.1,4,0.291193
0,0.888889,0.9,1,0.237197
0,0.888889,0.9,2,0.350282
0,0.888889,0.9,3,0.126474
0,0.888889,0.9,4,0.286047
0,0.888889,1,1,0.232649
0,0.888889,1,2,0.318224
0,0.888889,1,3,0.124181
0,0.888889,1,4,0.324945
0,0.888889,1.1,1,0.218551
0,0.888889,1.1,2,0.350496
0,0.888889,1.1,3,0.142669
0,0.888889,1.1,4,0.288284
0,0.89899,0.9,1,0.226455
0,0.89899,0.9,2,0.329013
0,0.89899,0.9,3,0.149563
0,0.89899,0.9,4,0.294969
0,0.89899,1,1,0.272401
0,0.89899,1,2,0.304736
0,0.89899,1,3,0.176621
0,0.89899,1,4,0.246242
0,0.89899,1.1,1,0.234301
0,0.89899,1.1,2,0.332068
0,0.89899,1.1,3,0.172016
0,0.89899,1.1,4,0.261616
0,0.909091,0.9,1,0.228722
0,0.909091,0.9,2,0.345742
0,0.909091,0.9,3,0.139044
0,0.909091,0.9,4,0.286491
0,0.909091,1,1,0.269165
0,0.909091,1,2,0.301546
0,0.909091,1,3,0.1637
0,0.909091,1,4,0.26559
0,0.909091,1.1,1,0.233078
0,0.909091,1.1,2,0.313207
0,0.909091,1.1,3,0.170372
0,0.909091,1.1,4,0.283343
0,0.919192,0.9,1,0.251268
0,0.919192,0.9,2,0.310664
0,0.919192,0.9,3,0.165168
0,0.919192,0.9,4,0.2729
0,0.919192,1,1,0.238254
0,0.919192,1,2,0.311271
0,0.919192,1,3,0.182607
0,0.919192,1,4,0.267868
0,0.919192,1.1,1,0.235871
0,0.919192,1.1,2,0.319201
0,0.919192,1.1,3,0.167246
0,0.919192,1.1,4,0.277683
0,0.929293,0.9,1,0.258375
0,0.929293,0.9,2,0.303235
0,0.929293,0.9,3,0.180793
0,0.929293,0.9,4,0.257597
0,0.929293,1,1,0.238522
0,0.929293,1,2,0.309532
0,0.929293,1,3,0.168595
0,0.929293,1,4,0.283351
0,0.929293,1.1,1,0.224598
0,0.929293,1.1,2,0.322005
0,0.929293,1.1,3,0.21181
0,0.929293,1.1,4,0.241587
0,0.939394,0.9,1,0.244323
0,0.939394,0.9,2,0.331398
0,0.939394,0.9,3,0.192613
0,0.939394,0.9,4,0.231667
0,0.939394,1,1,0.219192
0,0.939394,1,2,0.325095
0,0.939394,1,3,0.171641
0,0.939394,1,4,0.284072
0,0.939394,1.1,1,0.235141
0,0.939394,1.1,2,0.30727
0,0.939394,1.1,3,0.189322
0,0.939394,1.1,4,0.268267
0,0.949495,0.9,1,0.268877
0,0.949495,0.9,2,0.315059
0,0.949495,0.9,3,0.161207
0,0.949495,0.9,4,0.254857
0,0.949495,1,1,0.257085
0,0.949495,1,2,0.295576
0,0.949495,1,3,0.17334
0,0.949495,1,4,0.273999
0,0.949495,1.1,1,0.222915
0,0.949495,1.1,2,0.348627
0,0.949495,1.1,3,0.145934
0,0.949495,1.1,4,0.282524
0,0.959596,0.9,1,0.250339
0,0.959596,0.9,2,0.323123
0,0.959596,0.9,3,0.160474
0,0.959596,0.9,4,0.266064
0,0.959596,1,1,0.25306
0,0.959596,1,2,0.299145
0,0.959596,1,3,0.210502
0,0.959596,1,4,0.237293
0,0.959596,1.1,1,0.279818
0,0.959596,1.1,2,0.272037
0,0.959596,1.1,3,0.21594
0,0.959596,1.1,4,0.232205
0,0.969697,0.9,1,0.264233
0,0.969697,0.9,2,0.303938
0,0.969697,0.9,3,0.212996
0,0.969697,0.9,4,0.218833
0,0.969697,1,1,0.26485
0,0.969697,1,2,0.278566
0,0.969697,1,3,0.212112
0,0.969697,1,4,0.244471
0,0.969697,1.1,1,0.285473
0,0.969697,1.1,2,0.250929
0,0.969697,1.1,3,0.200033
0,0.969697,1.1,4,0.263565
0,0.979798,0.9,1,0.320255
0,0.979798,0.9,2,0.232336
0,0.979798,0.9,3,0.196537
0,0.979798,0.9,4,0.250873
0,0.979798,1,1,0.204787
0,0.979798,1,2,0.34662
0,0.979798,1,3,0.197804
0,0.979798,1,4,0.250788
0,0.979798,1.1,1,0.271346
0,0.979798,1.1,2,0.278461
0,0.979798,1.1,3,0.212348
0,0.979798,1.1,4,0.237846
0,0.989899,0.9,1,0.265082
0,0.989899,0.9,2,0.299828
0,0.989899,0.9,3,0.217944
0,0.989899,0.9,4,0.217146
0,0.989899,1,1,0.25132
0,0.989899,1,2,0.291488
0,0.989899,1,3,0.260957
0,0.989899,1,4,0.196235
0,0.989899,1.1,1,0.290039
0,0.989899,1.1,2,0.255861
0,0.989899,1.1,3,0.197462
0,0.989899,1.1,4,0.256638
0,1,0.9,1,0.277207
0,1,0.9,2,0.281118
0,1,0.9,3,0.232754
0,1,0.9,4,0.208921
0,1,1,1,0.266025
0,1,1,2,0.290956
0,1,1,3,0.237737
0,1,1,4,0.205281
0,1,1.1,1,0.25495
0,1,1.1,2,0.29474
0,1,1.1,3,0.245312
0,1,1.1,4,0.204997
0.8,0,0.9,1,0.251433
0.8,0,0.9,2,0.300046
0.8,0,0.9,3,0.210384
0.8,0,0.9,4,0.238137
0.8,0,1,1,0.216261
0.8,0,1,2,0.261019
0.8,0,1,3,0.26266
0.8,0,1,4,0.260059
0.8,0,1.1,1,0.216903
0.8,0,1.1,2,0.320766
0.8,0,1.1,3,0.262034
0.8,0,1.1,4,0.200297
0.8,0.010101,0.9,1,0.277133
0.8,0.010101,0.9,2,0.303779
0.8,0.010101,0.9,3,0.197559
0.8,0.010101,0.9,4,0.221529
0.8,0.010101,1,1,0.212597
0.8,0.010101,1,2,0.238255
0.8,0.010101,1,3,0.251031
0.8,0.010101,1,4,0.298117
0.8,0.010101,1.1,1,0.264473
0.8,0.010101,1.1,2,0.28657
0.8,0.010101,1.1,3,0.204688
0.8,0.010101,1.1,4,0.24427
0.8,0.020202,0.9,1,0.244085
0.8,0.020202,0.9,2,0.29449
0.8,0.020202,0.9,3,0.21868
0.8,0.020202,0.9,4,0.242745
0.8,0.020202,1,1,0.257434
0.8,0.020202,1,2,0.262934
0.8,0.020202,1,3,0.211793
0.8,0.020202,1,4,0.267839
0.8,0.020202,1.1,1,0.258203
0.8,0.020202,1.1,2,0.288904
0.8,0.020202,1.1,3,0.209105
0.8,0.020202,1.1,4,0.243788
0.8,0.030303,0.9,1,0.231302
0.8,0.030303,0.9,2,0.270633
0.8,0.030303,0.9,3,0.241252
0.8,0.030303,0.9,4,0.256812
0.8,0.030303,1,1,0.268433
0.8,0.030303,1,2,0.278413
0.8,0.030303,1,3,0.201423
0.8,0.030303,1,4,0.251731
0.8,0.030303,1.1,1,0.237
0.8,0.030303,1.1,2,0.279339
0.8,0.030303,1.1,3,0.227585
0.8,0.030303,1.1,4,0.256076
0.8,0.040404,0.9,1,0.247539
0.8,0.040404,0.9,2,0.27489
0.8,0.040404,0.9,3,0.221599
0.8,0.040404,0.9,4,0.255973
0.8,0.040404,1,1,0.244137
0.8,0.040404,1,2,0.254207
0.8,0.040404,1,3,0.227213
0.8,0.040404,1,4,0.274443
0.8,0.040404,1.1,1,0.291022
0.8,0.040404,1.1,2,0.25486
0.8,0.040404,1.1,3,0.180725
0.8,0.040404,1.1,4,0.273393
0.8,0.0505051,0.9,1,0.240307
0.8,0.0505051,0.9,2,0.284118
0.8,0.0505051,0.9,3,0.228625
0.8,0.0505051,0.9,4,0.24695
0.8,0.0505051,1,1,0.27251
0.8,0.0505051,1,2,0.303344
0.8,0.0505051,1,3,0.189939
0.8,0.0505051,1,4,0.234207
0.8,0.0505051,1.1,1,0.246878
0.8,0.0505051,1.1,2,0.295287
0.8,0.0505051,1.1,3,0.209906
0.8,0.0505051,1.1,4,0.247929
0.8,0.0606061,0.9,1,0.231724
0.8,0.0606061,0.9,2,0.283792
0.8,0.0606061,0.9,3,0.236666
0.8,0.0606061,0.9,4,0.247818
0.8,0.0606061,1,1,0.262432
0.8,0.0606061,1,2,0.27701
0.8,0.0606061,1,3,0.199555
0.8,0.0606061,1,4,0.261004
0.8,0.0606061,1.1,1,0.293034
0.8,0.0606061,1.1,2,0.262143
0.8,0.0606061,1.1,3,0.171141
0.8,0.0606061,1.1,4,0.273682
0.8,0.0707071,0.9,1,0.268559
0.8,0.0707071,0.9,2,0.313251
0.8,0.0707071,0.9,3,0.191262
0.8,0.0707071,0.9,4,0.226928
0.8,0.0707071,1,1,0.259681
0.8,0.0707071,1,2,0.307635
0.8,0.0707071,1,3,0.194797
0.8,0.0707071,1,4,0.237887
0.8,0.0707071,1.1,1,0.295964
0.8,0.0707071,1.1,2,0.306107
0.8,0.0707071,1.1,3,0.174554
0.8,0.0707071,1.1,4,0.223375
0.8,0.0808081,0.9,1,0.259508
0.8,0.0808081,0.9,2,0.336604
0.8,0.0808081,0.9,3,0.198535
0.8,0.0808081,0.9,4,0.205353
0.8,0.0808081,1,1,0.296624
0.8,0.0808081,1,2,0.313302
0.8,0.0808081,1,3,0.16851
0.8,0.0808081,1,4,0.221564
0.8,0.0808081,1.1,1,0.276449
0.8,0.0808081,1.1,2,0.297418
0.8,0.0808081,1.1,3,0.182688
0.8,0.0808081,1.1,4,0.243445
0.8,0.0909091,0.9,1,0.255187
0.8,0.0909091,0.9,2,0.290154
0.8,0.0909091,0.9,3,0.200614
0.8,0.0909091,0.9,4,0.254045
0.8,0.0909091,1,1,0.286372
0.8,0.0909091,1,2,0.309302
0.8,0.0909091,1,3,0.164736
0.8,0.0909091,1,4,0.23959
0.8,0.0909091,1.1,1,0.267713
0.8,0.0909091,1.1,2,0.223537
0.8,0.0909091,1.1,3,0.203043
0.8,0.0909091,1.1,4,0.305707
0.8,0.10101,0.9,1,0.252434
0.8,0.10101,0.9,2,0.33856
0.8,0.10101,0.9,3,0.202964
0.8,0.10101,0.9,4,0.206042
0.8,0.10101,1,1,0.292039
0.8,0.10101,1,2,0.35341
0.8,0.10101,1,3,0.156352
0.8,0.10101,1,4,0.198199
0.8,0.10101,1.1,1,0.287492
0.8,0.10101,1.1,2,0.283604
0.8,0.10101,1.1,3,0.180506
0.8,0.10101,1.1,4,0.248398
0.8,0.111111,0.9,1,0.28313
0.8,0.111111,0.9,2,0.373003
0.8,0.111111,0.9,3,0.148628
0.8,0.111111,0.9,4,0.195239
0.8,0.111111,1,1,0.266747
0.8,0.111111,1,2,0.280619
0.8,0.111111,1,3,0.187985
0.8,0.111111,1,4,0.264649
0.8,0.111111,1.1,1,0.338457
0.8,0.111111,1.1,2,0.317256
0.8,0.111111,1.1,3,0.121589
0.8,0.111111,1.1,4,0.222698
0.8,0.121212,0.9,1,0.271836
0.8,0.121212,0.9,2,0.412292
0.8,0.121212,0.9,3,0.158477
0.8,0.121212,0.9,4,0.157395
0.8,0.121212,1,1,0.278063
0.8,0.121212,1,2,0.382065
0.8,0.121212,1,3,0.163591
0.8,0.121212,1,4,0.176281
0.8,0.121212,1.1,1,0.310722
0.8,0.121212,1.1,2,0.28928
0.8,0.121212,1.1,3,0.147654
0.8,0.121212,1.1,4,0.252344
0.8,0.131313,0.9,1,0.258511
0.8,0.131313,0.9,2,0.388767
0.8,0.131313,0.9,3,0.172353
0.8,0.131313,0.9,4,0.180369
0.8,0.131313,1,1,0.272417
0.8,0.131313,1,2,0.355049
0.8,0.131313,1,3,0.170816
0.8,0.131313,1,4,0.201718
0.8,0.131313,1.1,1,0.361574
0.8,0.131313,1.1,2,0.289657
0.8,0.131313,1.1,3,0.0935842
0.8,0.131313,1.1,4,0.255184
0.8,0.141414,0.9,1,0.280408
0.8,0.141414,0.9,2,0.410627
0.8,0.141414,0.9,3,0.130984
0.8,0.141414,0.9,4,0.177981
0.8,0.141414,1,1,0.353026
0.8,0.141414,1,2,0.287151
0.8,0.141414,1,3,0.0932004
0.8,0.141414,1,4,0.266622
0.8,0.141414,1.1,1,0.302502
0.8,0.141414,1.1,2,0.365998
0.8,0.141414,1.1,3,0.13884
0.8,0.141414,1.1,4,0.192659
0.8,0.151515,0.9,1,0.292701
0.8,0.151515,0.9,2,0.339587
0.8,0.151515,0.9,3,0.143306
0.8,0.151515,0.9,4,0.224406
0.8,0.151515,1,1,0.306145
0.8,0.151515,1,2,0.316055
0.8,0.151515,1,3,0.133647
0.8,0.151515,1,4,0.244153
0.8,0.151515,1.1,1,0.31891
0.8,0.151515,1.1,2,0.308961
0.8,0.151515,1.1,3,0.129531
0.8,0.151515,1.1,4,0.242598
0.8,0.161616,0.9,1,0.312758
0.8,0.161616,0.9,2,0.35936
0.8,0.161616,0.9,3,0.100813
0.8,0.161616,0.9,4,0.227069
0.8,0.161616,1,1,0.282702
0.8,0.161616,1,2,0.35798
0.8,0.161616,1,3,0.149394
0.8,0.161616,1,4,0.209924
0.8,0.161616,1.1,1,0.347239
0.8,0.161616,1.1,2,0.332233
0.8,0.161616,1.1,3,0.0935397
0.8,0.161616,1.1,4,0.226988
0.8,0.171717,0.9,1,0.252038
0.8,0.171717,0.9,2,0.44146
0.8,0.171717,0.9,3,0.157942
0.8,0.171717,0.9,4,0.14856
0.8,0.171717,1,1,0.305364
0.8,0.171717,1,2,0.355729
0.8,0.171717,1,3,0.12441
0.8,0.171717,1,4,0.214496
0.8,0.171717,1.1,1,0.344957
0.8,0.171717,1.1,2,0.334091
0.8,0.171717,1.1,3,0.0937265
0.8,0.171717,1.1,4,0.227226
0.8,0.181818,0.9,1,0.262605
0.8,0.181818,0.9,2,0.434524
0.8,0.181818,0.9,3,0.134914
0.8,0.181818,0.9,4,0.167957
0.8,0.181818,1,1,0.302431
0.8,0.181818,1,2,0.420459
0.8,0.181818,1,3,0.104222
0.8,0.181818,1,4,0.172888
0.8,0.181818,1.1,1,0.36351
0.8,0.181818,1.1,2,0.313103
0.8,0.181818,1.1,3,0.0820174
0.8,0.181818,1.1,4,0.24137
0.8,0.191919,0.9,1,0.253381
0.8,0.191919,0.9,2,0.45013
0.8,0.191919,0.9,3,0.134151
0.8,0.191919,0.9,4,0.162338
0.8,0.191919,1,1,0.345538
0.8,0.191919,1,2,0.357445
0.8,0.191919,1,3,0.0712338
0.8,0.191919,1,4,0.225783
0.8,0.191919,1.1,1,0.332519
0.8,0.191919,1.1,2,0.33521
0.8,0.191919,1.1,3,0.110687
0.8,0.191919,1.1,4,0.221584
0.8,0.20202,0.9,1,0.289395
0.8,0.20202,0.9,2,0.470258
0.8,0.20202,0.9,3,0.0869853
0.8,0.20202,0.9,4,0.153361
0.8,0.20202,1,1,0.329364
0.8,0.20202,1,2,0.414154
0.8,0.20202,1,3,0.0746403
0.8,0.20202,1,4,0.181842
0.8,0.20202,1.1,1,0.307453
0.8,0.20202,1.1,2,0.417266
0.8,0.20202,1.1,3,0.106279
0.8,0.20202,1.1,4,0.169002
0.8,0.212121,0.9,1,0.309176
0.8,0.212121,0.9,2,0.445872
0.8,0.212121,0.9,3,0.0741927
0.8,0.212121,0.9,4,0.17076
0.8,0.212121,1,1,0.302624
0.8,0.212121,1,2,0.379978
0.8,0.212121,1,3,0.101571
0.8,0.212121,1,4,0.215827
0.8,0.212121,1.1,1,0.317935
0.8,0.212121,1.1,2,0.361588
0.8,0.212121,1.1,3,0.116299
0.8,0.212121,1.1,4,0.204178
0.8,0.222222,0.9,1,0.282042
0.8,0.222222,0.9,2,0.422904
0.8,0.222222,0.9,3,0.103361
0.8,0.222222,0.9,4,0.191693
0.8,0.222222,1,1,0.312856
0.8,0.222222,1,2,0.390186
0.8,0.222222,1,3,0.0918114
0.8,0.222222,1,4,0.205147
0.8,0.222222,1.1,1,0.320286
0.8,0.222222,1.1,2,0.331387
0.8,0.222222,1.1,3,0.117271
0.8,0.222222,1.1,4,0.231056
0.8,0.232323,0.9,1,0.271464
0.8,0.232323,0.9,2,0.485272
0.8,0.232323,0.9,3,0.0884869
0.8,0.232323,0.9,4,0.154777
0.8,0.232323,1,1,0.335346
0.8,0.232323,1,2,0.401604
0.8,0.232323,1,3,0.0697011
0.8,0.232323,1,4,0.193349
0.8,0.232323,1.1,1,0.344939
0.8,0.232323,1.1,2,0.36917
0.8,0.232323,1.1,3,0.0781015
0.8,0.232323,1.1,4,0.20779
0.8,0.242424,0.9,1,0.298239
0.8,0.242424,0.9,2,0.436223
0.8,0.242424,0.9,3,0.069843
0.8,0.242424,0.9,4,0.195695
0.8,0.242424,1,1,0.303729
0.8,0.242424,1,2,0.404433
0.8,0.242424,1,3,0.0958311
0.8,0.242424,1,4,0.196007
0.8,0.242424,1.1,1,0.338306
0.8,0.242424,1.1,2,0.410922
0.8,0.242424,1.1,3,0.070453
0.8,0.242424,1.1,4,0.180319
0.8,0.252525,0.9,1,0.252862
0.8,0.252525,0.9,2,0.444263
0.8,0.252525,0.9,3,0.124958
0.8,0.252525,0.9,4,0.177917
0.8,0.252525,1,1,0.321802
0.8,0.252525,1,2,0.449451
0.8,0.252525,1,3,0.0523666
0.8,0.252525,1,4,0.17638
0.8,0.252525,1.1,1,0.318878
0.8,0.252525,1.1,2,0.406899
0.8,0.252525,1.1,3,0.0900293
0.8,0.252525,1.1,4,0.184194
0.8,0.262626,0.9,1,0.282344
0.8,0.262626,0.9,2,0.476512
0.8,0.262626,0.9,3,0.0656348
0.8,0.262626,0.9,4,0.175508
0.8,0.262626,1,1,0.298431
0.8,0.262626,1,2,0.414147
0.8,0.262626,1,3,0.0954022
0.8,0.262626,1,4,0.192019
0.8,0.262626,1.1,1,0.328164
0.8,0.262626,1.1,2,0.409271
0.8,0.262626,1.1,3,0.0787937
0.8,0.262626,1.1,4,0.183771
0.8,0.272727,0.9,1,0.27151
0.8,0.272727,0.9,2,0.41841
0.8,0.272727,0.9,3,0.0994135
0.8,0.272727,0.9,4,0.210666
0.8,0.272727,1,1,0.322758
0.8,0.272727,1,2,0.401064
0.8,0.272727,1,3,0.0531696
0.8,0.272727,1,4,0.223008
0.8,0.272727,1.1,1,0.301553
0.8,0.272727,1.1,2,0.418307
0.8,0.272727,1.1,3,0.102796
0.8,0.272727,1.1,4,0.177343
0.8,0.282828,0.9,1,0.262009
0.8,0.282828,0.9,2,0.476637
0.8,0.282828,0.9,3,0.0804232
0.8,0.282828,0.9,4,0.18093
0.8,0.282828,1,1,0.313993
0.8,0.282828,1,2,0.424364
0.8,0.282828,1,3,0.054235
0.8,0.282828,1,4,0.207408
0.8,0.282828,1.1,1,0.323861
0.8,0.282828,1.1,2,0.382456
0.8,0.282828,1.1,3,0.07602
0.8,0.282828,1.1,4,0.217663
0.8,0.292929,0.9,1,0.270051
0.8,0.292929,0.9,2,0.499913
0.8,0.292929,0.9,3,0.0474909
0.8,0.292929,0.9,4,0.182544
0.8,0.292929,1,1,0.300788
0.8,0.292929,1,2,0.426415
0.8,0.292929,1,3,0.0662712
0.8,0.292929,1,4,0.206525
