omega,gamma,theta_1,action,Count
0.8,0.292929,1.1,1,0.347572
0.8,0.292929,1.1,2,0.368678
0.8,0.292929,1.1,3,0.0619035
0.8,0.292929,1.1,4,0.221846
0.8,0.30303,0.9,1,0.249615
0.8,0.30303,0.9,2,0.482535
0.8,0.30303,0.9,3,0.0805094
0.8,0.30303,0.9,4,0.18734
0.8,0.30303,1,1,0.305589
0.8,0.30303,1,2,0.441297
0.8,0.30303,1,3,0.0711842
0.8,0.30303,1,4,0.18193
0.8,0.30303,1.1,1,0.314356
0.8,0.30303,1.1,2,0.4097
0.8,0.30303,1.1,3,0.0807923
0.8,0.30303,1.1,4,0.195151
0.8,0.313131,0.9,1,0.206982
0.8,0.313131,0.9,2,0.555089
0.8,0.313131,0.9,3,0.0630849
0.8,0.313131,0.9,4,0.174844
0.8,0.313131,1,1,0.303811
0.8,0.313131,1,2,0.407837
0.8,0.313131,1,3,0.0774205
0.8,0.313131,1,4,0.210932
0.8,0.313131,1.1,1,0.306801
0.8,0.313131,1.1,2,0.433203
0.8,0.313131,1.1,3,0.0838374
0.8,0.313131,1.1,4,0.176158
0.8,0.323232,0.9,1,0.184496
0.8,0.323232,0.9,2,0.628354
0.8,0.323232,0.9,3,0.0362597
0.8,0.323232,0.9,4,0.15089
0.8,0.323232,1,1,0.275808
0.8,0.323232,1,2,0.450665
0.8,0.323232,1,3,0.0905741
0.8,0.323232,1,4,0.182953
0.8,0.323232,1.1,1,0.29024
0.8,0.323232,1.1,2,0.445264
0.8,0.323232,1.1,3,0.0941952
0.8,0.323232,1.1,4,0.1703
0.8,0.333333,0.9,1,0.17196
0.8,0.333333,0.9,2,0.635719
0.8,0.333333,0.9,3,0.0414621
0.8,0.333333,0.9,4,0.150859
0.8,0.333333,1,1,0.267702
0.8,0.333333,1,2,0.431601
0.8,0.333333,1,3,0.0981532
0.8,0.333333,1,4,0.202544
0.8,0.333333,1.1,1,0.319248
0.8,0.333333,1.1,2,0.42835
0.8,0.333333,1.1,3,0.0643467
0.8,0.333333,1.1,4,0.188055
0.8,0.343434,0.9,1,0.134559
0.8,0.343434,0.9,2,0.702872
0.8,0.343434,0.9,3,0.0406123
0.8,0.343434,0.9,4,0.121957
0.8,0.343434,1,1,0.318874
0.8,0.343434,1,2,0.397315
0.8,0.343434,1,3,0.0498122
0.8,0.343434,1,4,0.233999
0.8,0.343434,1.1,1,0.337951
0.8,0.343434,1.1,2,0.373742
0.8,0.343434,1.1,3,0.0602364
0.8,0.343434,1.1,4,0.228071
0.8,0.353535,0.9,1,0.125312
0.8,0.353535,0.9,2,0.741805
0.8,0.353535,0.9,3,0.020751
0.8,0.353535,0.9,4,0.112132
0.8,0.353535,1,1,0.304948
0.8,0.353535,1,2,0.382365
0.8,0.353535,1,3,0.0556547
0.8,0.353535,1,4,0.257032
0.8,0.353535,1.1,1,0.307341
0.8,0.353535,1.1,2,0.429925
0.8,0.353535,1.1,3,0.0602957
0.8,0.353535,1.1,4,0.202439
0.8,0.363636,0.9,1,0.0824393
0.8,0.363636,0.9,2,0.815452
0.8,0.363636,0.9,3,0.019641
0.8,0.363636,0.9,4,0.0824676
0.8,0.363636,1,1,0.261315
0.8,0.363636,1,2,0.494281
0.8,0.363636,1,3,0.0442973
0.8,0.363636,1,4,0.200107
0.8,0.363636,1.1,1,0.311306
0.8,0.363636,1.1,2,0.437319
0.8,0.363636,1.1,3,0.05955
0.8,0.363636,1.1,4,0.191825
0.8,0.373737,0.9,1,0.0800637
0.8,0.373737,0.9,2,0.824786
0.8,0.373737,0.9,3,0.0207162
0.8,0.373737,0.9,4,0.074434
0.8,0.373737,1,1,0.205981
0.8,0.373737,1,2,0.541595
0.8,0.373737,1,3,0.077862
0.8,0.373737,1,4,0.174562
0.8,0.373737,1.1,1,0.302022
0.8,0.373737,1.1,2,0.442272
0.8,0.373737,1.1,3,0.0633491
0.8,0.373737,1.1,4,0.192357
0.8,0.383838,0.9,1,0.0957263
0.8,0.383838,0.9,2,0.786374
0.8,0.383838,0.9,3,0.0274647
0.8,0.383838,0.9,4,0.0904349
0.8,0.383838,1,1,0.230488
0.8,0.383838,1,2,0.531049
0.8,0.383838,1,3,0.0439113
0.8,0.383838,1,4,0.194552
0.8,0.383838,1.1,1,0.31015
0.8,0.383838,1.1,2,0.412265
0.8,0.383838,1.1,3,0.0621605
0.8,0.383838,1.1,4,0.215425
0.8,0.393939,0.9,1,0.0440113
0.8,0.393939,0.9,2,0.896131
0.8,0.393939,0.9,3,0.0158456
0.8,0.393939,0.9,4,0.0440124
0.8,0.393939,1,1,0.185362
0.8,0.393939,1,2,0.612896
0.8,0.393939,1,3,0.0327583
0.8,0.393939,1,4,0.168984
0.8,0.393939,1.1,1,0.283779
0.8,0.393939,1.1,2,0.442711
0.8,0.393939,1.1,3,0.0732256
0.8,0.393939,1.1,4,0.200285
0.8,0.40404,0.9,1,0.0513853
0.8,0.40404,0.9,2,0.889724
0.8,0.40404,0.9,3,0.0075061
0.8,0.40404,0.9,4,0.0513849
0.8,0.40404,1,1,0.145551
0.8,0.40404,1,2,0.692512
0.8,0.40404,1,3,0.0335248
0.8,0.40404,1,4,0.128412
0.8,0.40404,1.1,1,0.311448
0.8,0.40404,1.1,2,0.41166
0.8,0.40404,1.1,3,0.0472257
0.8,0.40404,1.1,4,0.229666
0.8,0.414141,0.9,1,0.0959432
0.8,0.414141,0.9,2,0.809955
0.8,0.414141,0.9,3,0.0001699
0.8,0.414141,0.9,4,0.0939322
0.8,0.414141,1,1,0.141944
0.8,0.414141,1,2,0.715773
0.8,0.414141,1,3,0.0166009
0.8,0.414141,1,4,0.125682
0.8,0.414141,1.1,1,0.269083
0.8,0.414141,1.1,2,0.474443
0.8,0.414141,1.1,3,0.0693828
0.8,0.414141,1.1,4,0.187091
0.8,0.424242,0.9,1,0.0543543
0.8,0.424242,0.9,2,0.882628
0.8,0.424242,0.9,3,0.0067394
0.8,0.424242,0.9,4,0.056278
0.8,0.424242,1,1,0.110187
0.8,0.424242,1,2,0.749305
0.8,0.424242,1,3,0.0319839
0.8,0.424242,1,4,0.108524
0.8,0.424242,1.1,1,0.274098
0.8,0.424242,1.1,2,0.446864
0.8,0.424242,1.1,3,0.0656068
0.8,0.424242,1.1,4,0.213432
0.8,0.434343,0.9,1,0.0614008
0.8,0.434343,0.9,2,0.855365
0.8,0.434343,0.9,3,0.0218052
0.8,0.434343,0.9,4,0.061429
0.8,0.434343,1,1,0.102195
0.8,0.434343,1,2,0.762928
0.8,0.434343,1,3,0.0368952
0.8,0.434343,1,4,0.0979814
0.8,0.434343,1.1,1,0.254387
0.8,0.434343,1.1,2,0.470365
0.8,0.434343,1.1,3,0.0831268
0.8,0.434343,1.1,4,0.192121
0.8,0.444444,0.9,1,0.0594162
0.8,0.444444,0.9,2,0.873187
0.8,0.444444,0.9,3,0.0059718
0.8,0.444444,0.9,4,0.0614248
0.8,0.444444,1,1,0.102766
0.8,0.444444,1,2,0.787546
0.8,0.444444,1,3,0.0073341
0.8,0.444444,1,4,0.102353
0.8,0.444444,1.1,1,0.242781
0.8,0.444444,1.1,2,0.53672
0.8,0.444444,1.1,3,0.0322324
0.8,0.444444,1.1,4,0.188266
0.8,0.454545,0.9,1,0.0642244
0.8,0.454545,0.9,2,0.863658
0.8,0.454545,0.9,3,0.0058996
0.8,0.454545,0.9,4,0.0662176
0.8,0.454545,1,1,0.0926866
0.8,0.454545,1,2,0.793258
0.8,0.454545,1,3,0.0213668
0.8,0.454545,1,4,0.0926883
0.8,0.454545,1.1,1,0.212372
0.8,0.454545,1.1,2,0.560918
0.8,0.454545,1.1,3,0.0552554
0.8,0.454545,1.1,4,0.171454
0.8,0.464646,0.9,1,0.0831334
0.8,0.464646,0.9,2,0.831026
0.8,0.464646,0.9,3,0.003947
0.8,0.464646,0.9,4,0.0818934
0.8,0.464646,1,1,0.0740651
0.8,0.464646,1,2,0.829441
0.8,0.464646,1,3,0.0258703
0.8,0.464646,1,4,0.0706234
0.8,0.464646,1.1,1,0.198439
0.8,0.464646,1.1,2,0.598719
0.8,0.464646,1.1,3,0.0338781
0.8,0.464646,1.1,4,0.168964
0.8,0.474747,0.9,1,0.0541207
0.8,0.474747,0.9,2,0.861115
0.8,0.474747,0.9,3,0.0242035
0.8,0.474747,0.9,4,0.0605608
0.8,0.474747,1,1,0.0688896
0.8,0.474747,1,2,0.832509
0.8,0.474747,1,3,0.0342142
0.8,0.474747,1,4,0.0643869
0.8,0.474747,1.1,1,0.116592
0.8,0.474747,1.1,2,0.743903
0.8,0.474747,1.1,3,0.0353909
0.8,0.474747,1.1,4,0.104114
0.8,0.484848,0.9,1,0.0694123
0.8,0.484848,0.9,2,0.840255
0.8,0.484848,0.9,3,0.0108219
0.8,0.484848,0.9,4,0.0795108
0.8,0.484848,1,1,0.0727522
0.8,0.484848,1,2,0.82829
0.8,0.484848,1,3,0.0262055
0.8,0.484848,1,4,0.0727523
0.8,0.484848,1.1,1,0.131832
0.8,0.484848,1.1,2,0.706076
0.8,0.484848,1.1,3,0.0452464
0.8,0.484848,1.1,4,0.116846
0.8,0.494949,0.9,1,0.0753349
0.8,0.494949,0.9,2,0.824138
0.8,0.494949,0.9,3,0.0187628
0.8,0.494949,0.9,4,0.0817647
0.8,0.494949,1,1,0.0836171
0.8,0.494949,1,2,0.811616
0.8,0.494949,1,3,0.0211493
0.8,0.494949,1,4,0.0836178
0.8,0.494949,1.1,1,0.113954
0.8,0.494949,1.1,2,0.749004
0.8,0.494949,1.1,3,0.0337846
0.8,0.494949,1.1,4,0.103257
0.8,0.505051,0.9,1,0.0779075
0.8,0.505051,0.9,2,0.820513
0.8,0.505051,0.9,3,0.0168952
0.8,0.505051,0.9,4,0.0846847
0.8,0.505051,1,1,0.056009
0.8,0.505051,1,2,0.887971
0.8,0.505051,1,3,1.2e-05
0.8,0.505051,1,4,0.0560082
0.8,0.505051,1.1,1,0.0970332
0.8,0.505051,1.1,2,0.795565
0.8,0.505051,1.1,3,0.0141216
0.8,0.505051,1.1,4,0.0932797
0.8,0.515152,0.9,1,0.0560463
0.8,0.515152,0.9,2,0.853585
0.8,0.515152,0.9,3,0.0219401
0.8,0.515152,0.9,4,0.068429
0.8,0.515152,1,1,0.060616
0.8,0.515152,1,2,0.849736
0.8,0.515152,1,3,0.0287395
0.8,0.515152,1,4,0.0609086
0.8,0.515152,1.1,1,0.124074
0.8,0.515152,1.1,2,0.729742
0.8,0.515152,1.1,3,0.0246157
0.8,0.515152,1.1,4,0.121569
0.8,0.525253,0.9,1,0.101275
0.8,0.525253,0.9,2,0.763257
0.8,0.525253,0.9,3,0.0173854
0.8,0.525253,0.9,4,0.118082
0.8,0.525253,1,1,0.102401
0.8,0.525253,1,2,0.786969
0.8,0.525253,1,3,0.0082273
0.8,0.525253,1,4,0.102403
0.8,0.525253,1.1,1,0.0849523
0.8,0.525253,1.1,2,0.821573
0.8,0.525253,1.1,3,0.0158774
0.8,0.525253,1.1,4,0.0775971
0.8,0.535354,0.9,1,0.0977476
0.8,0.535354,0.9,2,0.757523
0.8,0.535354,0.9,3,0.0147749
0.8,0.535354,0.9,4,0.129955
0.8,0.535354,1,1,0.0789521
0.8,0.535354,1,2,0.830034
0.8,0.535354,1,3,0.0120596
0.8,0.535354,1,4,0.078954
0.8,0.535354,1.1,1,0.0776754
0.8,0.535354,1.1,2,0.83159
0.8,0.535354,1.1,3,0.0141677
0.8,0.535354,1.1,4,0.0765668
0.8,0.545455,0.9,1,0.130758
0.8,0.545455,0.9,2,0.683636
0.8,0.545455,0.9,3,0.0299264
0.8,0.545455,0.9,4,0.155679
0.8,0.545455,1,1,0.100667
0.8,0.545455,1,2,0.777822
0.8,0.545455,1,3,0.0183037
0.8,0.545455,1,4,0.103207
0.8,0.545455,1.1,1,0.0700891
0.8,0.545455,1.1,2,0.82285
0.8,0.545455,1.1,3,0.0376044
0.8,0.545455,1.1,4,0.0694568
0.8,0.555556,0.9,1,0.136954
0.8,0.555556,0.9,2,0.625051
0.8,0.555556,0.9,3,0.0530751
0.8,0.555556,0.9,4,0.18492
0.8,0.555556,1,1,0.0722436
0.8,0.555556,1,2,0.823519
0.8,0.555556,1,3,0.0295441
0.8,0.555556,1,4,0.0746936
0.8,0.555556,1.1,1,0.123081
0.8,0.555556,1.1,2,0.736803
0.8,0.555556,1.1,3,0.0190377
0.8,0.555556,1.1,4,0.121078
0.8,0.565657,0.9,1,0.175364
0.8,0.565657,0.9,2,0.559993
0.8,0.565657,0.9,3,0.0340636
0.8,0.565657,0.9,4,0.23058
0.8,0.565657,1,1,0.113603
0.8,0.565657,1,2,0.743281
0.8,0.565657,1,3,0.0303493
0.8,0.565657,1,4,0.112766
0.8,0.565657,1.1,1,0.0828006
0.8,0.565657,1.1,2,0.807849
0.8,0.565657,1.1,3,0.026551
0.8,0.565657,1.1,4,0.0827989
0.8,0.575758,0.9,1,0.181887
0.8,0.575758,0.9,2,0.517711
0.8,0.575758,0.9,3,0.0445165
0.8,0.575758,0.9,4,0.255885
0.8,0.575758,1,1,0.0954598
0.8,0.575758,1,2,0.777151
0.8,0.575758,1,3,0.0220748
0.8,0.575758,1,4,0.105315
0.8,0.575758,1.1,1,0.0623799
0.8,0.575758,1.1,2,0.84816
0.8,0.575758,1.1,3,0.0281268
0.8,0.575758,1.1,4,0.0613333
0.8,0.585859,0.9,1,0.180273
0.8,0.585859,0.9,2,0.495265
0.8,0.585859,0.9,3,0.0525056
0.8,0.585859,0.9,4,0.271957
0.8,0.585859,1,1,0.118343
0.8,0.585859,1,2,0.733915
0.8,0.585859,1,3,0.018113
0.8,0.585859,1,4,0.129629
0.8,0.585859,1.1,1,0.0823253
0.8,0.585859,1.1,2,0.811198
0.8,0.585859,1.1,3,0.0248494
0.8,0.585859,1.1,4,0.081627
0.8,0.59596,0.9,1,0.211618
0.8,0.59596,0.9,2,0.452483
0.8,0.59596,0.9,3,0.0414974
0.8,0.59596,0.9,4,0.294402
0.8,0.59596,1,1,0.14331
0.8,0.59596,1,2,0.67728
0.8,0.59596,1,3,0.0260244
0.8,0.59596,1,4,0.153385
0.8,0.59596,1.1,1,0.104822
0.8,0.59596,1.1,2,0.786846
0.8,0.59596,1.1,3,0.0169486
0.8,0.59596,1.1,4,0.0913837
0.8,0.606061,0.9,1,0.20458
0.8,0.606061,0.9,2,0.446236
0.8,0.606061,0.9,3,0.0417067
0.8,0.606061,0.9,4,0.307477
0.8,0.606061,1,1,0.157398
0.8,0.606061,1,2,0.627752
0.8,0.606061,1,3,0.0412023
0.8,0.606061,1,4,0.173647
0.8,0.606061,1.1,1,0.0778502
0.8,0.606061,1.1,2,0.831785
0.8,0.606061,1.1,3,0.0133506
0.8,0.606061,1.1,4,0.0770146
0.8,0.616162,0.9,1,0.178348
0.8,0.616162,0.9,2,0.465885
0.8,0.616162,0.9,3,0.0450079
0.8,0.616162,0.9,4,0.310759
0.8,0.616162,1,1,0.183375
0.8,0.616162,1,2,0.528419
0.8,0.616162,1,3,0.0649341
0.8,0.616162,1,4,0.223272
0.8,0.616162,1.1,1,0.0994047
0.8,0.616162,1.1,2,0.775164
0.8,0.616162,1.1,3,0.0240246
0.8,0.616162,1.1,4,0.101406
0.8,0.626263,0.9,1,0.204593
0.8,0.626263,0.9,2,0.432045
0.8,0.626263,0.9,3,0.0576624
0.8,0.626263,0.9,4,0.305699
0.8,0.626263,1,1,0.206665
0.8,0.626263,1,2,0.504699
0.8,0.626263,1,3,0.0497642
0.8,0.626263,1,4,0.238872
0.8,0.626263,1.1,1,0.112833
0.8,0.626263,1.1,2,0.747881
0.8,0.626263,1.1,3,0.0252693
0.8,0.626263,1.1,4,0.114016
0.8,0.636364,0.9,1,0.209774
0.8,0.636364,0.9,2,0.410585
0.8,0.636364,0.9,3,0.0403713
0.8,0.636364,0.9,4,0.339269
0.8,0.636364,1,1,0.235848
0.8,0.636364,1,2,0.428715
0.8,0.636364,1,3,0.0669627
0.8,0.636364,1,4,0.268474
0.8,0.636364,1.1,1,0.0893967
0.8,0.636364,1.1,2,0.787421
0.8,0.636364,1.1,3,0.0332123
0.8,0.636364,1.1,4,0.0899701
0.8,0.646465,0.9,1,0.200892
0.8,0.646465,0.9,2,0.432215
0.8,0.646465,0.9,3,0.050071
0.8,0.646465,0.9,4,0.316822
0.8,0.646465,1,1,0.21535
0.8,0.646465,1,2,0.438104
0.8,0.646465,1,3,0.0704242
0.8,0.646465,1,4,0.276122
0.8,0.646465,1.1,1,0.120051
0.8,0.646465,1.1,2,0.707638
0.8,0.646465,1.1,3,0.0383593
0.8,0.646465,1.1,4,0.133952
0.8,0.656566,0.9,1,0.216981
0.8,0.656566,0.9,2,0.392282
0.8,0.656566,0.9,3,0.0670801
0.8,0.656566,0.9,4,0.323657
0.8,0.656566,1,1,0.196862
0.8,0.656566,1,2,0.449608
0.8,0.656566,1,3,0.0679844
0.8,0.656566,1,4,0.285545
0.8,0.656566,1.1,1,0.136755
0.8,0.656566,1.1,2,0.661571
0.8,0.656566,1.1,3,0.0503317
0.8,0.656566,1.1,4,0.151342
0.8,0.666667,0.9,1,0.175136
0.8,0.666667,0.9,2,0.460515
0.8,0.666667,0.9,3,0.0422121
0.8,0.666667,0.9,4,0.322136
0.8,0.666667,1,1,0.195751
0.8,0.666667,1,2,0.439559
0.8,0.666667,1,3,0.0920677
0.8,0.666667,1,4,0.272623
0.8,0.666667,1.1,1,0.140506
0.8,0.666667,1.1,2,0.654266
0.8,0.666667,1.1,3,0.0553664
0.8,0.666667,1.1,4,0.149861
0.8,0.676768,0.9,1,0.193886
0.8,0.676768,0.9,2,0.443808
0.8,0.676768,0.9,3,0.0368979
0.8,0.676768,0.9,4,0.325408
0.8,0.676768,1,1,0.203474
0.8,0.676768,1,2,0.42704
0.8,0.676768,1,3,0.103827
0.8,0.676768,1,4,0.265658
0.8,0.676768,1.1,1,0.154732
0.8,0.676768,1.1,2,0.578478
0.8,0.676768,1.1,3,0.0797852
0.8,0.676768,1.1,4,0.187004
0.8,0.686869,0.9,1,0.18414
0.8,0.686869,0.9,2,0.443821
0.8,0.686869,0.9,3,0.0421149
0.8,0.686869,0.9,4,0.329924
0.8,0.686869,1,1,0.179273
0.8,0.686869,1,2,0.468964
0.8,0.686869,1,3,0.0725605
0.8,0.686869,1,4,0.279203
0.8,0.686869,1.1,1,0.175665
0.8,0.686869,1.1,2,0.535343
0.8,0.686869,1.1,3,0.0727561
0.8,0.686869,1.1,4,0.216236
0.8,0.69697,0.9,1,0.185612
0.8,0.69697,0.9,2,0.431433
0.8,0.69697,0.9,3,0.0519624
0.8,0.69697,0.9,4,0.330992
0.8,0.69697,1,1,0.218173
0.8,0.69697,1,2,0.413412
0.8,0.69697,1,3,0.0575767
0.8,0.69697,1,4,0.310838
0.8,0.69697,1.1,1,0.211686
0.8,0.69697,1.1,2,0.451136
0.8,0.69697,1.1,3,0.0870908
0.8,0.69697,1.1,4,0.250087
0.8,0.707071,0.9,1,0.173298
0.8,0.707071,0.9,2,0.453054
0.8,0.707071,0.9,3,0.0368512
0.8,0.707071,0.9,4,0.336796
0.8,0.707071,1,1,0.213519
0.8,0.707071,1,2,0.393908
0.8,0.707071,1,3,0.0820679
0.8,0.707071,1,4,0.310505
0.8,0.707071,1.1,1,0.207812
0.8,0.707071,1.1,2,0.453576
0.8,0.707071,1.1,3,0.0866021
0.8,0.707071,1.1,4,0.252009
0.8,0.717172,0.9,1,0.149914
0.8,0.717172,0.9,2,0.460828
0.8,0.717172,0.9,3,0.0803209
0.8,0.717172,0.9,4,0.308936
0.8,0.717172,1,1,0.189287
0.8,0.717172,1,2,0.438902
0.8,0.717172,1,3,0.066182
0.8,0.717172,1,4,0.30563
0.8,0.717172,1.1,1,0.21208
0.8,0.717172,1.1,2,0.412326
0.8,0.717172,1.1,3,0.120795
0.8,0.717172,1.1,4,0.254798
0.8,0.727273,0.9,1,0.173863
0.8,0.727273,0.9,2,0.441491
0.8,0.727273,0.9,3,0.0525016
0.8,0.727273,0.9,4,0.332144
0.8,0.727273,1,1,0.195737
0.8,0.727273,1,2,0.426485
0.8,0.727273,1,3,0.0762658
0.8,0.727273,1,4,0.301512
0.8,0.727273,1.1,1,0.226534
0.8,0.727273,1.1,2,0.410815
0.8,0.727273,1.1,3,0.0734327
0.8,0.727273,1.1,4,0.289218
0.8,0.737374,0.9,1,0.159004
0.8,0.737374,0.9,2,0.451388
0.8,0.737374,0.9,3,0.073223
0.8,0.737374,0.9,4,0.316385
0.8,0.737374,1,1,0.16219
0.8,0.737374,1,2,0.466255
0.8,0.737374,1,3,0.0658599
0.8,0.737374,1,4,0.305694
0.8,0.737374,1.1,1,0.224041
0.8,0.737374,1.1,2,0.413778
0.8,0.737374,1.1,3,0.0780161
0.8,0.737374,1.1,4,0.284166
0.8,0.747475,0.9,1,0.208537
0.8,0.747475,0.9,2,0.3958
0.8,0.747475,0.9,3,0.0289837
0.8,0.747475,0.9,4,0.366679
0.8,0.747475,1,1,0.196926
0.8,0.747475,1,2,0.41718
0.8,0.747475,1,3,0.0735305
0.8,0.747475,1,4,0.312364
0.8,0.747475,1.1,1,0.203443
0.8,0.747475,1.1,2,0.395141
0.8,0.747475,1.1,3,0.121684
0.8,0.747475,1.1,4,0.279732
0.8,0.757576,0.9,1,0.18658
0.8,0.757576,0.9,2,0.418117
0.8,0.757576,0.9,3,0.0566359
0.8,0.757576,0.9,4,0.338667
0.8,0.757576,1,1,0.195706
0.8,0.757576,1,2,0.406863
0.8,0.757576,1,3,0.0854974
0.8,0.757576,1,4,0.311933
0.8,0.757576,1.1,1,0.203739
0.8,0.757576,1.1,2,0.41908
0.8,0.757576,1.1,3,0.0989315
0.8,0.757576,1.1,4,0.27825
0.8,0.767677,0.9,1,0.193436
0.8,0.767677,0.9,2,0.411252
0.8,0.767677,0.9,3,0.0567084
0.8,0.767677,0.9,4,0.338603
0.8,0.767677,1,1,0.216466
0.8,0.767677,1,2,0.389798
0.8,0.767677,1,3,0.0830417
0.8,0.767677,1,4,0.310694
0.8,0.767677,1.1,1,0.226789
0.8,0.767677,1.1,2,0.402459
0.8,0.767677,1.1,3,0.0876152
0.8,0.767677,1.1,4,0.283137
0.8,0.777778,0.9,1,0.197148
0.8,0.777778,0.9,2,0.394538
0.8,0.777778,0.9,3,0.0774156
0.8,0.777778,0.9,4,0.330898
0.8,0.777778,1,1,0.219049
0.8,0.777778,1,2,0.377959
0.8,0.777778,1,3,0.0790165
0.8,0.777778,1,4,0.323976
0.8,0.777778,1.1,1,0.207203
0.8,0.777778,1.1,2,0.374947
0.8,0.777778,1.1,3,0.129625
0.8,0.777778,1.1,4,0.288225
0.8,0.787879,0.9,1,0.18034
0.8,0.787879,0.9,2,0.416997
0.8,0.787879,0.9,3,0.06857
0.8,0.787879,0.9,4,0.334093
0.8,0.787879,1,1,0.230357
0.8,0.787879,1,2,0.369994
0.8,0.787879,1,3,0.0480421
0.8,0.787879,1,4,0.351607
0.8,0.787879,1.1,1,0.227384
0.8,0.787879,1.1,2,0.380214
0.8,0.787879,1.1,3,0.0965018
0.8,0.787879,1.1,4,0.2959
0.8,0.79798,0.9,1,0.157448
0.8,0.79798,0.9,2,0.437106
0.8,0.79798,0.9,3,0.0819048
0.8,0.79798,0.9,4,0.323541
0.8,0.79798,1,1,0.174811
0.8,0.79798,1,2,0.417686
0.8,0.79798,1,3,0.108083
0.8,0.79798,1,4,0.299419
0.8,0.79798,1.1,1,0.174624
0.8,0.79798,1.1,2,0.434504
0.8,0.79798,1.1,3,0.105595
0.8,0.79798,1.1,4,0.285277
0.8,0.808081,0.9,1,0.225859
0.8,0.808081,0.9,2,0.360698
0.8,0.808081,0.9,3,0.0493739
0.8,0.808081,0.9,4,0.364069
0.8,0.808081,1,1,0.204645
0.8,0.808081,1,2,0.389989
0.8,0.808081,1,3,0.0906374
0.8,0.808081,1,4,0.314729
0.8,0.808081,1.1,1,0.193164
0.8,0.808081,1.1,2,0.396336
0.8,0.808081,1.1,3,0.133037
0.8,0.808081,1.1,4,0.277463
0.8,0.818182,0.9,1,0.170987
0.8,0.818182,0.9,2,0.417168
0.8,0.818182,0.9,3,0.108497
0.8,0.818182,0.9,4,0.303348
0.8,0.818182,1,1,0.2052
0.8,0.818182,1,2,0.375402
0.8,0.818182,1,3,0.113982
0.8,0.818182,1,4,0.305415
0.8,0.818182,1.1,1,0.18256
0.8,0.818182,1.1,2,0.405036
0.8,0.818182,1.1,3,0.125695
0.8,0.818182,1.1,4,0.286708
0.8,0.828283,0.9,1,0.176277
0.8,0.828283,0.9,2,0.410812
0.8,0.828283,0.9,3,0.0996172
0.8,0.828283,0.9,4,0.313294
0.8,0.828283,1,1,0.231479
0.8,0.828283,1,2,0.339329
0.8,0.828283,1,3,0.118918
0.8,0.828283,1,4,0.310274
0.8,0.828283,1.1,1,0.217432
0.8,0.828283,1.1,2,0.369836
0.8,0.828283,1.1,3,0.121432
0.8,0.828283,1.1,4,0.2913
0.8,0.838384,0.9,1,0.185476
0.8,0.838384,0.9,2,0.390224
0.8,0.838384,0.9,3,0.0880251
0.8,0.838384,0.9,4,0.336276
0.8,0.838384,1,1,0.207057
0.8,0.838384,1,2,0.368292
0.8,0.838384,1,3,0.0859956
0.8,0.838384,1,4,0.338655
0.8,0.838384,1.1,1,0.234224
0.8,0.838384,1.1,2,0.350945
0.8,0.838384,1.1,3,0.115139
0.8,0.838384,1.1,4,0.299691
0.8,0.848485,0.9,1,0.19003
0.8,0.848485,0.9,2,0.375897
0.8,0.848485,0.9,3,0.105938
0.8,0.848485,0.9,4,0.328134
0.8,0.848485,1,1,0.23819
0.8,0.848485,1,2,0.321386
0.8,0.848485,1,3,0.124711
0.8,0.848485,1,4,0.315714
0.8,0.848485,1.1,1,0.224312
0.8,0.848485,1.1,2,0.358522
0.8,0.848485,1.1,3,0.139724
0.8,0.848485,1.1,4,0.277442
0.8,0.858586,0.9,1,0.185297
0.8,0.858586,0.9,2,0.384842
0.8,0.858586,0.9,3,0.0951732
0.8,0.858586,0.9,4,0.334688
0.8,0.858586,1,1,0.23763
0.8,0.858586,1,2,0.325088
0.8,0.858586,1,3,0.113999
0.8,0.858586,1,4,0.323283
0.8,0.858586,1.1,1,0.194442
0.8,0.858586,1.1,2,0.376231
0.8,0.858586,1.1,3,0.174152
0.8,0.858586,1.1,4,0.255176
0.8,0.868687,0.9,1,0.217795
0.8,0.868687,0.9,2,0.366754
0.8,0.868687,0.9,3,0.0897278
0.8,0.868687,0.9,4,0.325723
0.8,0.868687,1,1,0.225213
0.8,0.868687,1,2,0.333017
0.8,0.868687,1,3,0.148144
0.8,0.868687,1,4,0.293626
0.8,0.868687,1.1,1,0.223483
0.8,0.868687,1.1,2,0.362859
0.8,0.868687,1.1,3,0.129127
0.8,0.868687,1.1,4,0.28453
0.8,0.878788,0.9,1,0.215907
0.8,0.878788,0.9,2,0.354808
0.8,0.878788,0.9,3,0.110566
0.8,0.878788,0.9,4,0.318719
0.8,0.878788,1,1,0.233643
0.8,0.878788,1,2,0.310579
0.8,0.878788,1,3,0.173996
0.8,0.878788,1,4,0.281782
0.8,0.878788,1.1,1,0.193941
0.8,0.878788,1.1,2,0.388204
0.8,0.878788,1.1,3,0.14114
0.8,0.878788,1.1,4,0.276715
0.8,0.888889,0.9,1,0.242542
0.8,0.888889,0.9,2,0.306766
0.8,0.888889,0.9,3,0.142593
0.8,0.888889,0.9,4,0.308098
0.8,0.888889,1,1,0.263777
0.8,0.888889,1,2,0.290456
0.8,0.888889,1,3,0.165263
0.8,0.888889,1,4,0.280504
0.8,0.888889,1.1,1,0.227813
0.8,0.888889,1.1,2,0.333064
0.8,0.888889,1.1,3,0.18972
0.8,0.888889,1.1,4,0.249403
