omega,gamma,theta_1,firm,profit
0.8,0.282828,1.1,1,0.101342
0.8,0.282828,1.1,2,0.119091
0.8,0.292929,0.9,1,0.118854
0.8,0.292929,0.9,2,0.142028
0.8,0.292929,1,1,0.110723
0.8,0.292929,1,2,0.128464
0.8,0.292929,1.1,1,0.100851
0.8,0.292929,1.1,2,0.119602
0.8,0.30303,0.9,1,0.120278
0.8,0.30303,0.9,2,0.142917
0.8,0.30303,1,1,0.111006
0.8,0.30303,1,2,0.128218
0.8,0.30303,1.1,1,0.101536
0.8,0.30303,1.1,2,0.117515
0.8,0.313131,0.9,1,0.119698
0.8,0.313131,0.9,2,0.145583
0.8,0.313131,1,1,0.111706
0.8,0.313131,1,2,0.128613
0.8,0.313131,1.1,1,0.100927
0.8,0.313131,1.1,2,0.118318
0.8,0.323232,0.9,1,0.120927
0.8,0.323232,0.9,2,0.147602
0.8,0.323232,1,1,0.113814
0.8,0.323232,1,2,0.129375
0.8,0.323232,1.1,1,0.100965
0.8,0.323232,1.1,2,0.1173
0.8,0.333333,0.9,1,0.122242
0.8,0.333333,0.9,2,0.150772
0.8,0.333333,1,1,0.113632
0.8,0.333333,1,2,0.127286
0.8,0.333333,1.1,1,0.102809
0.8,0.333333,1.1,2,0.116387
0.8,0.343434,0.9,1,0.12316
0.8,0.343434,0.9,2,0.151555
0.8,0.343434,1,1,0.11329
0.8,0.343434,1,2,0.128339
0.8,0.343434,1.1,1,0.103297
0.8,0.343434,1.1,2,0.115094
0.8,0.353535,0.9,1,0.12504
0.8,0.353535,0.9,2,0.151672
0.8,0.353535,1,1,0.113208
0.8,0.353535,1,2,0.129468
0.8,0.353535,1.1,1,0.10269
0.8,0.353535,1.1,2,0.115111
0.8,0.363636,0.9,1,0.126397
0.8,0.363636,0.9,2,0.151183
0.8,0.363636,1,1,0.114427
0.8,0.363636,1,2,0.131978
0.8,0.363636,1.1,1,0.103624
0.8,0.363636,1.1,2,0.114154
0.8,0.373737,0.9,1,0.129046
0.8,0.373737,0.9,2,0.150544
0.8,0.373737,1,1,0.113536
0.8,0.373737,1,2,0.13305
0.8,0.373737,1.1,1,0.103549
0.8,0.373737,1.1,2,0.115537
0.8,0.383838,0.9,1,0.131528
0.8,0.383838,0.9,2,0.151905
0.8,0.383838,1,1,0.11373
0.8,0.383838,1,2,0.13459
0.8,0.383838,1.1,1,0.103945
0.8,0.383838,1.1,2,0.112791
0.8,0.393939,0.9,1,0.13222
0.8,0.393939,0.9,2,0.148898
0.8,0.393939,1,1,0.114331
0.8,0.393939,1,2,0.135829
0.8,0.393939,1.1,1,0.103697
0.8,0.393939,1.1,2,0.114387
0.8,0.40404,0.9,1,0.135124
0.8,0.40404,0.9,2,0.149083
0.8,0.40404,1,1,0.115271
0.8,0.40404,1,2,0.133008
0.8,0.40404,1.1,1,0.10321
0.8,0.40404,1.1,2,0.112748
0.8,0.414141,0.9,1,0.135887
0.8,0.414141,0.9,2,0.14729
0.8,0.414141,1,1,0.115834
0.8,0.414141,1,2,0.135393
0.8,0.414141,1.1,1,0.103726
0.8,0.414141,1.1,2,0.114295
0.8,0.424242,0.9,1,0.137234
0.8,0.424242,0.9,2,0.145831
0.8,0.424242,1,1,0.117154
0.8,0.424242,1,2,0.134872
0.8,0.424242,1.1,1,0.103703
0.8,0.424242,1.1,2,0.113166
0.8,0.434343,0.9,1,0.142458
0.8,0.434343,0.9,2,0.145645
0.8,0.434343,1,1,0.118298
0.8,0.434343,1,2,0.133362
0.8,0.434343,1.1,1,0.103264
0.8,0.434343,1.1,2,0.115591
0.8,0.444444,0.9,1,0.141608
0.8,0.444444,0.9,2,0.144804
0.8,0.444444,1,1,0.120263
0.8,0.444444,1,2,0.133305
0.8,0.444444,1.1,1,0.102953
0.8,0.444444,1.1,2,0.115246
0.8,0.454545,0.9,1,0.144258
0.8,0.454545,0.9,2,0.141995
0.8,0.454545,1,1,0.121654
0.8,0.454545,1,2,0.132642
0.8,0.454545,1.1,1,0.102821
0.8,0.454545,1.1,2,0.119825
0.8,0.464646,0.9,1,0.145859
0.8,0.464646,0.9,2,0.142128
0.8,0.464646,1,1,0.123878
0.8,0.464646,1,2,0.133323
0.8,0.464646,1.1,1,0.10343
0.8,0.464646,1.1,2,0.117557
0.8,0.474747,0.9,1,0.145643
0.8,0.474747,0.9,2,0.140522
0.8,0.474747,1,1,0.124745
0.8,0.474747,1,2,0.131812
0.8,0.474747,1.1,1,0.103092
0.8,0.474747,1.1,2,0.11588
0.8,0.484848,0.9,1,0.150128
0.8,0.484848,0.9,2,0.140607
0.8,0.484848,1,1,0.125559
0.8,0.484848,1,2,0.130202
0.8,0.484848,1.1,1,0.104099
0.8,0.484848,1.1,2,0.116614
0.8,0.494949,0.9,1,0.148439
0.8,0.494949,0.9,2,0.139224
0.8,0.494949,1,1,0.126929
0.8,0.494949,1,2,0.12822
0.8,0.494949,1.1,1,0.105622
0.8,0.494949,1.1,2,0.115597
0.8,0.505051,0.9,1,0.150895
0.8,0.505051,0.9,2,0.13791
0.8,0.505051,1,1,0.128429
0.8,0.505051,1,2,0.128426
0.8,0.505051,1.1,1,0.106486
0.8,0.505051,1.1,2,0.115012
0.8,0.515152,0.9,1,0.151067
0.8,0.515152,0.9,2,0.135735
0.8,0.515152,1,1,0.129201
0.8,0.515152,1,2,0.125046
0.8,0.515152,1.1,1,0.107066
0.8,0.515152,1.1,2,0.116946
0.8,0.525253,0.9,1,0.151317
0.8,0.525253,0.9,2,0.135515
0.8,0.525253,1,1,0.130417
0.8,0.525253,1,2,0.124718
0.8,0.525253,1.1,1,0.107443
0.8,0.525253,1.1,2,0.113702
0.8,0.535354,0.9,1,0.154018
0.8,0.535354,0.9,2,0.134542
0.8,0.535354,1,1,0.133706
0.8,0.535354,1,2,0.123376
0.8,0.535354,1.1,1,0.108086
0.8,0.535354,1.1,2,0.11219
0.8,0.545455,0.9,1,0.153587
0.8,0.545455,0.9,2,0.134522
0.8,0.545455,1,1,0.132072
0.8,0.545455,1,2,0.120665
0.8,0.545455,1.1,1,0.107974
0.8,0.545455,1.1,2,0.110356
0.8,0.555556,0.9,1,0.151115
0.8,0.555556,0.9,2,0.134143
0.8,0.555556,1,1,0.134322
0.8,0.555556,1,2,0.120022
0.8,0.555556,1.1,1,0.109201
0.8,0.555556,1.1,2,0.11116
0.8,0.565657,0.9,1,0.148454
0.8,0.565657,0.9,2,0.134166
0.8,0.565657,1,1,0.132962
0.8,0.565657,1,2,0.119033
0.8,0.565657,1.1,1,0.111818
0.8,0.565657,1.1,2,0.109943
0.8,0.575758,0.9,1,0.151771
0.8,0.575758,0.9,2,0.133012
0.8,0.575758,1,1,0.134478
0.8,0.575758,1,2,0.117884
0.8,0.575758,1.1,1,0.110715
0.8,0.575758,1.1,2,0.107176
0.8,0.585859,0.9,1,0.147536
0.8,0.585859,0.9,2,0.134383
0.8,0.585859,1,1,0.133194
0.8,0.585859,1,2,0.116497
0.8,0.585859,1.1,1,0.112769
0.8,0.585859,1.1,2,0.104959
0.8,0.59596,0.9,1,0.144243
0.8,0.59596,0.9,2,0.134407
0.8,0.59596,1,1,0.13356
0.8,0.59596,1,2,0.115788
0.8,0.59596,1.1,1,0.114846
0.8,0.59596,1.1,2,0.104137
0.8,0.606061,0.9,1,0.145321
0.8,0.606061,0.9,2,0.134905
0.8,0.606061,1,1,0.135281
0.8,0.606061,1,2,0.114473
0.8,0.606061,1.1,1,0.113615
0.8,0.606061,1.1,2,0.102855
0.8,0.616162,0.9,1,0.145564
0.8,0.616162,0.9,2,0.133449
0.8,0.616162,1,1,0.133979
0.8,0.616162,1,2,0.114581
0.8,0.616162,1.1,1,0.114226
0.8,0.616162,1.1,2,0.100274
0.8,0.626263,0.9,1,0.144948
0.8,0.626263,0.9,2,0.13365
0.8,0.626263,1,1,0.131396
0.8,0.626263,1,2,0.114605
0.8,0.626263,1.1,1,0.114765
0.8,0.626263,1.1,2,0.0986994
0.8,0.636364,0.9,1,0.148433
0.8,0.636364,0.9,2,0.134049
0.8,0.636364,1,1,0.130915
0.8,0.636364,1,2,0.114384
0.8,0.636364,1.1,1,0.114947
0.8,0.636364,1.1,2,0.0976732
0.8,0.646465,0.9,1,0.147676
0.8,0.646465,0.9,2,0.132232
0.8,0.646465,1,1,0.128887
0.8,0.646465,1,2,0.113813
0.8,0.646465,1.1,1,0.116054
0.8,0.646465,1.1,2,0.0963879
0.8,0.656566,0.9,1,0.148408
0.8,0.656566,0.9,2,0.130636
0.8,0.656566,1,1,0.130096
0.8,0.656566,1,2,0.113053
0.8,0.656566,1.1,1,0.115782
0.8,0.656566,1.1,2,0.0947761
0.8,0.666667,0.9,1,0.148087
0.8,0.666667,0.9,2,0.131839
0.8,0.666667,1,1,0.129175
0.8,0.666667,1,2,0.112023
0.8,0.666667,1.1,1,0.113883
0.8,0.666667,1.1,2,0.0943243
0.8,0.676768,0.9,1,0.149826
0.8,0.676768,0.9,2,0.130979
0.8,0.676768,1,1,0.127921
0.8,0.676768,1,2,0.111282
0.8,0.676768,1.1,1,0.114125
0.8,0.676768,1.1,2,0.0927014
0.8,0.686869,0.9,1,0.150362
0.8,0.686869,0.9,2,0.130755
0.8,0.686869,1,1,0.128716
0.8,0.686869,1,2,0.112471
0.8,0.686869,1.1,1,0.112855
0.8,0.686869,1.1,2,0.0917611
0.8,0.69697,0.9,1,0.150919
0.8,0.69697,0.9,2,0.13009
0.8,0.69697,1,1,0.128617
0.8,0.69697,1,2,0.110756
0.8,0.69697,1.1,1,0.110679
0.8,0.69697,1.1,2,0.0907827
0.8,0.707071,0.9,1,0.149786
0.8,0.707071,0.9,2,0.129495
0.8,0.707071,1,1,0.128625
0.8,0.707071,1,2,0.109999
0.8,0.707071,1.1,1,0.11016
0.8,0.707071,1.1,2,0.0898438
0.8,0.717172,0.9,1,0.151348
0.8,0.717172,0.9,2,0.129631
0.8,0.717172,1,1,0.128757
0.8,0.717172,1,2,0.112077
0.8,0.717172,1.1,1,0.107733
0.8,0.717172,1.1,2,0.0903817
0.8,0.727273,0.9,1,0.152012
0.8,0.727273,0.9,2,0.129708
0.8,0.727273,1,1,0.128612
0.8,0.727273,1,2,0.108801
0.8,0.727273,1.1,1,0.107551
0.8,0.727273,1.1,2,0.0889052
0.8,0.737374,0.9,1,0.151832
0.8,0.737374,0.9,2,0.126142
0.8,0.737374,1,1,0.128608
0.8,0.737374,1,2,0.107303
0.8,0.737374,1.1,1,0.106989
0.8,0.737374,1.1,2,0.0901531
0.8,0.747475,0.9,1,0.153838
0.8,0.747475,0.9,2,0.125504
0.8,0.747475,1,1,0.129351
0.8,0.747475,1,2,0.108463
0.8,0.747475,1.1,1,0.107128
0.8,0.747475,1.1,2,0.0888386
0.8,0.757576,0.9,1,0.152139
0.8,0.757576,0.9,2,0.126183
0.8,0.757576,1,1,0.130138
0.8,0.757576,1,2,0.106748
0.8,0.757576,1.1,1,0.106197
0.8,0.757576,1.1,2,0.0864715
0.8,0.767677,0.9,1,0.154089
0.8,0.767677,0.9,2,0.125018
0.8,0.767677,1,1,0.130157
0.8,0.767677,1,2,0.106231
0.8,0.767677,1.1,1,0.106032
0.8,0.767677,1.1,2,0.0866506
0.8,0.777778,0.9,1,0.153973
0.8,0.777778,0.9,2,0.126313
0.8,0.777778,1,1,0.130066
0.8,0.777778,1,2,0.10508
0.8,0.777778,1.1,1,0.106735
0.8,0.777778,1.1,2,0.0849549
0.8,0.787879,0.9,1,0.15272
0.8,0.787879,0.9,2,0.123205
0.8,0.787879,1,1,0.129041
0.8,0.787879,1,2,0.105331
0.8,0.787879,1.1,1,0.105707
0.8,0.787879,1.1,2,0.0848614
0.8,0.79798,0.9,1,0.152696
0.8,0.79798,0.9,2,0.122893
0.8,0.79798,1,1,0.130941
0.8,0.79798,1,2,0.103063
0.8,0.79798,1.1,1,0.106047
0.8,0.79798,1.1,2,0.0832331
0.8,0.808081,0.9,1,0.155652
0.8,0.808081,0.9,2,0.122219
0.8,0.808081,1,1,0.128644
0.8,0.808081,1,2,0.102743
0.8,0.808081,1.1,1,0.105595
0.8,0.808081,1.1,2,0.083771
0.8,0.818182,0.9,1,0.155115
0.8,0.818182,0.9,2,0.121635
0.8,0.818182,1,1,0.131578
0.8,0.818182,1,2,0.101336
0.8,0.818182,1.1,1,0.104262
0.8,0.818182,1.1,2,0.0826252
0.8,0.828283,0.9,1,0.155192
0.8,0.828283,0.9,2,0.122453
0.8,0.828283,1,1,0.128968
0.8,0.828283,1,2,0.101694
0.8,0.828283,1.1,1,0.104709
0.8,0.828283,1.1,2,0.0811357
0.8,0.838384,0.9,1,0.154383
0.8,0.838384,0.9,2,0.119853
0.8,0.838384,1,1,0.130229
0.8,0.838384,1,2,0.100419
0.8,0.838384,1.1,1,0.105009
0.8,0.838384,1.1,2,0.0799235
0.8,0.848485,0.9,1,0.152659
0.8,0.848485,0.9,2,0.11918
0.8,0.848485,1,1,0.129895
0.8,0.848485,1,2,0.0999341
0.8,0.848485,1.1,1,0.10415
0.8,0.848485,1.1,2,0.0797638
0.8,0.858586,0.9,1,0.154355
0.8,0.858586,0.9,2,0.118537
0.8,0.858586,1,1,0.13009
0.8,0.858586,1,2,0.0974561
0.8,0.858586,1.1,1,0.104753
0.8,0.858586,1.1,2,0.0782145
0.8,0.868687,0.9,1,0.153627
0.8,0.868687,0.9,2,0.116347
0.8,0.868687,1,1,0.128747
0.8,0.868687,1,2,0.0989927
0.8,0.868687,1.1,1,0.103951
0.8,0.868687,1.1,2,0.0786741
0.8,0.878788,0.9,1,0.154492
0.8,0.878788,0.9,2,0.116087
0.8,0.878788,1,1,0.129622
0.8,0.878788,1,2,0.0975695
0.8,0.878788,1.1,1,0.102955
0.8,0.878788,1.1,2,0.0778375
0.8,0.888889,0.9,1,0.155966
0.8,0.888889,0.9,2,0.114952
0.8,0.888889,1,1,0.129308
0.8,0.888889,1,2,0.0972013
0.8,0.888889,1.1,1,0.103435
0.8,0.888889,1.1,2,0.076216
0.8,0.89899,0.9,1,0.156765
0.8,0.89899,0.9,2,0.116121
0.8,0.89899,1,1,0.128872
0.8,0.89899,1,2,0.095956
0.8,0.89899,1.1,1,0.102192
0.8,0.89899,1.1,2,0.0763396
0.8,0.909091,0.9,1,0.154992
0.8,0.909091,0.9,2,0.113965
0.8,0.909091,1,1,0.129567
0.8,0.909091,1,2,0.0947376
0.8,0.909091,1.1,1,0.102241
0.8,0.909091,1.1,2,0.0738537
0.8,0.919192,0.9,1,0.155093
0.8,0.919192,0.9,2,0.113166
0.8,0.919192,1,1,0.128002
0.8,0.919192,1,2,0.0954591
0.8,0.919192,1.1,1,0.102148
0.8,0.919192,1.1,2,0.0746887
0.8,0.929293,0.9,1,0.15513
0.8,0.929293,0.9,2,0.112364
0.8,0.929293,1,1,0.127394
0.8,0.929293,1,2,0.0959025
0.8,0.929293,1.1,1,0.101685
0.8,0.929293,1.1,2,0.0730304
0.8,0.939394,0.9,1,0.156222
0.8,0.939394,0.9,2,0.110359
0.8,0.939394,1,1,0.128891
0.8,0.939394,1,2,0.0935647
0.8,0.939394,1.1,1,0.0996445
0.8,0.939394,1.1,2,0.0736526
0.8,0.949495,0.9,1,0.155116
0.8,0.949495,0.9,2,0.112128
0.8,0.949495,1,1,0.128594
0.8,0.949495,1,2,0.0920041
0.8,0.949495,1.1,1,0.100477
0.8,0.949495,1.1,2,0.0714304
0.8,0.959596,0.9,1,0.156489
0.8,0.959596,0.9,2,0.107849
0.8,0.959596,1,1,0.128677
0.8,0.959596,1,2,0.092567
0.8,0.959596,1.1,1,0.0997605
0.8,0.959596,1.1,2,0.0721953
0.8,0.969697,0.9,1,0.154505
0.8,0.969697,0.9,2,0.109649
0.8,0.969697,1,1,0.129624
0.8,0.969697,1,2,0.0907759
0.8,0.969697,1.1,1,0.100042
0.8,0.969697,1.1,2,0.0700631
0.8,0.979798,0.9,1,0.157177
0.8,0.979798,0.9,2,0.107196
0.8,0.979798,1,1,0.129547
0.8,0.979798,1,2,0.0906059
0.8,0.979798,1.1,1,0.100102
0.8,0.979798,1.1,2,0.0686505
0.8,0.989899,0.9,1,0.15645
0.8,0.989899,0.9,2,0.106253
0.8,0.989899,1,1,0.128757
0.8,0.989899,1,2,0.090129
0.8,0.989899,1.1,1,0.0995543
0.8,0.989899,1.1,2,0.0692042
0.8,1,0.9,1,0.155385
0.8,1,0.9,2,0.10684
0.8,1,1,1,0.127034
0.8,1,1,2,0.0907553
0.8,1,1.1,1,0.099175
0.8,1,1.1,2,0.0684636
1,0,0.9,1,0.0952282
1,0,0.9,2,0.14413
1,0,1,1,0.0946031
1,0,1,2,0.146378
1,0,1.1,1,0.0951328
1,0,1.1,2,0.143666
1,0.010101,0.9,1,0.0967203
1,0.010101,0.9,2,0.144494
1,0.010101,1,1,0.0964834
1,0.010101,1,2,0.145275
1,0.010101,1.1,1,0.0937346
1,0.010101,1.1,2,0.143953
1,0.020202,0.9,1,0.0948924
1,0.020202,0.9,2,0.146004
1,0.020202,1,1,0.0956157
1,0.020202,1,2,0.145432
1,0.020202,1.1,1,0.095244
1,0.020202,1.1,2,0.14287
1,0.030303,0.9,1,0.0950547
1,0.030303,0.9,2,0.145406
1,0.030303,1,1,0.0964246
1,0.030303,1,2,0.144772
1,0.030303,1.1,1,0.0946383
1,0.030303,1.1,2,0.145005
1,0.040404,0.9,1,0.0965496
1,0.040404,0.9,2,0.146773
1,0.040404,1,1,0.0963518
1,0.040404,1,2,0.14524
1,0.040404,1.1,1,0.0959228
1,0.040404,1.1,2,0.14169
1,0.0505051,0.9,1,0.0985292
1,0.0505051,0.9,2,0.145938
1,0.0505051,1,1,0.0982486
1,0.0505051,1,2,0.141827
1,0.0505051,1.1,1,0.0954743
1,0.0505051,1.1,2,0.142044
1,0.0606061,0.9,1,0.100095
1,0.0606061,0.9,2,0.14574
1,0.0606061,1,1,0.0989879
1,0.0606061,1,2,0.141621
1,0.0606061,1.1,1,0.0957639
1,0.0606061,1.1,2,0.141603
1,0.0707071,0.9,1,0.100569
1,0.0707071,0.9,2,0.146951
1,0.0707071,1,1,0.0975194
1,0.0707071,1,2,0.144724
1,0.0707071,1.1,1,0.0962859
1,0.0707071,1.1,2,0.141312
1,0.0808081,0.9,1,0.100811
1,0.0808081,0.9,2,0.146414
1,0.0808081,1,1,0.0966835
1,0.0808081,1,2,0.143635
1,0.0808081,1.1,1,0.0998015
1,0.0808081,1.1,2,0.136431
1,0.0909091,0.9,1,0.101461
1,0.0909091,0.9,2,0.147397
1,0.0909091,1,1,0.101618
1,0.0909091,1,2,0.142161
1,0.0909091,1.1,1,0.0971138
1,0.0909091,1.1,2,0.141125
1,0.10101,0.9,1,0.102467
1,0.10101,0.9,2,0.146783
1,0.10101,1,1,0.100893
1,0.10101,1,2,0.142144
1,0.10101,1.1,1,0.09706
1,0.10101,1.1,2,0.137848
1,0.111111,0.9,1,0.101923
1,0.111111,0.9,2,0.148675
1,0.111111,1,1,0.0997021
1,0.111111,1,2,0.142028
1,0.111111,1.1,1,0.0972136
1,0.111111,1.1,2,0.137572
1,0.121212,0.9,1,0.105155
1,0.121212,0.9,2,0.146533
1,0.121212,1,1,0.102094
1,0.121212,1,2,0.143031
1,0.121212,1.1,1,0.100765
1,0.121212,1.1,2,0.133948
1,0.131313,0.9,1,0.105518
1,0.131313,0.9,2,0.145715
1,0.131313,1,1,0.103587
1,0.131313,1,2,0.139903
1,0.131313,1.1,1,0.10026
1,0.131313,1.1,2,0.136403
1,0.141414,0.9,1,0.10503
1,0.141414,0.9,2,0.149997
1,0.141414,1,1,0.104172
1,0.141414,1,2,0.140156
1,0.141414,1.1,1,0.0984733
1,0.141414,1.1,2,0.135483
1,0.151515,0.9,1,0.106674
1,0.151515,0.9,2,0.146462
1,0.151515,1,1,0.10497
1,0.151515,1,2,0.142206
1,0.151515,1.1,1,0.100105
1,0.151515,1.1,2,0.133014
1,0.161616,0.9,1,0.109553
1,0.161616,0.9,2,0.148506
1,0.161616,1,1,0.104737
1,0.161616,1,2,0.142396
1,0.161616,1.1,1,0.100784
1,0.161616,1.1,2,0.134131
1,0.171717,0.9,1,0.109741
1,0.171717,0.9,2,0.148827
1,0.171717,1,1,0.104288
1,0.171717,1,2,0.141104
1,0.171717,1.1,1,0.10237
1,0.171717,1.1,2,0.132224
1,0.181818,0.9,1,0.11054
1,0.181818,0.9,2,0.148131
1,0.181818,1,1,0.10739
1,0.181818,1,2,0.138876
1,0.181818,1.1,1,0.101941
1,0.181818,1.1,2,0.131733
1,0.191919,0.9,1,0.111246
1,0.191919,0.9,2,0.148849
1,0.191919,1,1,0.106196
1,0.191919,1,2,0.142993
1,0.191919,1.1,1,0.101785
1,0.191919,1.1,2,0.131858
1,0.20202,0.9,1,0.113037
1,0.20202,0.9,2,0.147145
1,0.20202,1,1,0.107789
1,0.20202,1,2,0.140451
1,0.20202,1.1,1,0.100842
1,0.20202,1.1,2,0.132103
1,0.212121,0.9,1,0.11357
1,0.212121,0.9,2,0.150775
1,0.212121,1,1,0.107226
1,0.212121,1,2,0.140559
1,0.212121,1.1,1,0.102375
1,0.212121,1.1,2,0.129824
1,0.222222,0.9,1,0.114322
1,0.222222,0.9,2,0.150082
1,0.222222,1,1,0.109814
1,0.222222,1,2,0.140223
1,0.222222,1.1,1,0.102688
1,0.222222,1.1,2,0.130697
1,0.232323,0.9,1,0.115778
1,0.232323,0.9,2,0.150438
1,0.232323,1,1,0.109003
1,0.232323,1,2,0.139065
1,0.232323,1.1,1,0.103762
1,0.232323,1.1,2,0.12721
1,0.242424,0.9,1,0.114431
1,0.242424,0.9,2,0.154766
1,0.242424,1,1,0.11124
1,0.242424,1,2,0.138352
1,0.242424,1.1,1,0.104131
1,0.242424,1.1,2,0.127976
1,0.252525,0.9,1,0.117679
1,0.252525,0.9,2,0.154091
1,0.252525,1,1,0.112276
1,0.252525,1,2,0.13748
1,0.252525,1.1,1,0.103048
1,0.252525,1.1,2,0.128336
1,0.262626,0.9,1,0.118323
1,0.262626,0.9,2,0.155292
1,0.262626,1,1,0.112741
1,0.262626,1,2,0.137863
1,0.262626,1.1,1,0.105694
1,0.262626,1.1,2,0.126268
1,0.272727,0.9,1,0.119497
1,0.272727,0.9,2,0.158511
1,0.272727,1,1,0.113095
1,0.272727,1,2,0.138786
1,0.272727,1.1,1,0.103952
1,0.272727,1.1,2,0.127457
1,0.282828,0.9,1,0.119915
1,0.282828,0.9,2,0.158636
1,0.282828,1,1,0.113725
1,0.282828,1,2,0.138747
1,0.282828,1.1,1,0.104025
1,0.282828,1.1,2,0.127333
1,0.292929,0.9,1,0.118953
1,0.292929,0.9,2,0.163733
1,0.292929,1,1,0.115005
1,0.292929,1,2,0.138474
1,0.292929,1.1,1,0.105548
1,0.292929,1.1,2,0.126592
1,0.30303,0.9,1,0.122759
1,0.30303,0.9,2,0.159803
1,0.30303,1,1,0.115406
1,0.30303,1,2,0.137452
1,0.30303,1.1,1,0.105126
1,0.30303,1.1,2,0.124399
1,0.313131,0.9,1,0.122696
1,0.313131,0.9,2,0.1645
1,0.313131,1,1,0.115677
1,0.313131,1,2,0.13738
1,0.313131,1.1,1,0.106291
1,0.313131,1.1,2,0.12433
1,0.323232,0.9,1,0.125292
1,0.323232,0.9,2,0.165925
1,0.323232,1,1,0.11656
1,0.323232,1,2,0.136238
1,0.323232,1.1,1,0.106739
1,0.323232,1.1,2,0.122816
1,0.333333,0.9,1,0.12576
1,0.333333,0.9,2,0.172253
1,0.333333,1,1,0.116165
1,0.333333,1,2,0.137821
1,0.333333,1.1,1,0.105085
1,0.333333,1.1,2,0.123384
1,0.343434,0.9,1,0.128078
1,0.343434,0.9,2,0.17174
1,0.343434,1,1,0.115669
1,0.343434,1,2,0.138766
1,0.343434,1.1,1,0.106601
1,0.343434,1.1,2,0.122223
1,0.353535,0.9,1,0.130029
1,0.353535,0.9,2,0.170855
1,0.353535,1,1,0.116245
1,0.353535,1,2,0.142289
1,0.353535,1.1,1,0.107362
1,0.353535,1.1,2,0.121846
1,0.363636,0.9,1,0.133313
1,0.363636,0.9,2,0.170322
1,0.363636,1,1,0.118356
1,0.363636,1,2,0.142031
1,0.363636,1.1,1,0.106672
1,0.363636,1.1,2,0.121739
1,0.373737,0.9,1,0.135319
1,0.373737,0.9,2,0.166613
1,0.373737,1,1,0.11853
1,0.373737,1,2,0.140466
1,0.373737,1.1,1,0.107725
1,0.373737,1.1,2,0.119147
1,0.383838,0.9,1,0.138365
1,0.383838,0.9,2,0.165509
1,0.383838,1,1,0.117967
1,0.383838,1,2,0.147637
1,0.383838,1.1,1,0.107362
1,0.383838,1.1,2,0.120314
1,0.393939,0.9,1,0.140631
1,0.393939,0.9,2,0.163952
1,0.393939,1,1,0.11838
1,0.393939,1,2,0.148859
1,0.393939,1.1,1,0.107252
1,0.393939,1.1,2,0.119569
1,0.40404,0.9,1,0.142898
1,0.40404,0.9,2,0.163244
1,0.40404,1,1,0.120545
1,0.40404,1,2,0.14368
1,0.40404,1.1,1,0.108159
1,0.40404,1.1,2,0.121257
1,0.414141,0.9,1,0.145303
1,0.414141,0.9,2,0.16272
1,0.414141,1,1,0.122063
1,0.414141,1,2,0.144087
1,0.414141,1.1,1,0.108326
1,0.414141,1.1,2,0.116831
1,0.424242,0.9,1,0.149633
1,0.424242,0.9,2,0.159145
1,0.424242,1,1,0.122433
1,0.424242,1,2,0.149738
1,0.424242,1.1,1,0.107016
1,0.424242,1.1,2,0.122613
1,0.434343,0.9,1,0.150647
1,0.434343,0.9,2,0.157394
1,0.434343,1,1,0.12448
1,0.434343,1,2,0.145226
1,0.434343,1.1,1,0.107022
1,0.434343,1.1,2,0.123964
1,0.444444,0.9,1,0.154245
1,0.444444,0.9,2,0.154597
1,0.444444,1,1,0.125242
1,0.444444,1,2,0.144056
1,0.444444,1.1,1,0.105682
1,0.444444,1.1,2,0.124336
1,0.454545,0.9,1,0.157438
1,0.454545,0.9,2,0.154076
1,0.454545,1,1,0.126582
1,0.454545,1,2,0.141382
1,0.454545,1.1,1,0.107746
1,0.454545,1.1,2,0.124574
1,0.464646,0.9,1,0.158637
1,0.464646,0.9,2,0.154646
1,0.464646,1,1,0.129459
1,0.464646,1,2,0.141551
1,0.464646,1.1,1,0.106271
1,0.464646,1.1,2,0.128497
1,0.474747,0.9,1,0.163032
1,0.474747,0.9,2,0.150973
1,0.474747,1,1,0.130778
1,0.474747,1,2,0.138635
1,0.474747,1.1,1,0.106427
1,0.474747,1.1,2,0.126106
1,0.484848,0.9,1,0.165733
1,0.484848,0.9,2,0.150192
1,0.484848,1,1,0.130144
1,0.484848,1,2,0.136077
1,0.484848,1.1,1,0.108153
1,0.484848,1.1,2,0.126001
1,0.494949,0.9,1,0.167747
1,0.494949,0.9,2,0.149505
1,0.494949,1,1,0.133495
1,0.494949,1,2,0.135768
1,0.494949,1.1,1,0.107453
1,0.494949,1.1,2,0.124834
1,0.505051,0.9,1,0.168202
1,0.505051,0.9,2,0.14617
1,0.505051,1,1,0.136029
1,0.505051,1,2,0.133116
1,0.505051,1.1,1,0.109652
1,0.505051,1.1,2,0.124287
1,0.515152,0.9,1,0.172973
1,0.515152,0.9,2,0.146195
1,0.515152,1,1,0.137087
1,0.515152,1,2,0.132803
1,0.515152,1.1,1,0.111203
1,0.515152,1.1,2,0.121212
1,0.525253,0.9,1,0.174952
1,0.525253,0.9,2,0.144075
1,0.525253,1,1,0.140823
1,0.525253,1,2,0.130144
1,0.525253,1.1,1,0.11147
1,0.525253,1.1,2,0.121308
1,0.535354,0.9,1,0.175326
1,0.535354,0.9,2,0.144126
1,0.535354,1,1,0.141025
1,0.535354,1,2,0.128234
1,0.535354,1.1,1,0.111608
1,0.535354,1.1,2,0.117023
