omega,gamma,theta_1,firm,price
1,0.565657,1.1,1,1.65675
1,0.565657,1.1,2,1.73733
1,0.575758,0.9,1,1.85448
1,0.575758,0.9,2,1.75975
1,0.575758,1,1,1.73321
1,0.575758,1,2,1.74921
1,0.575758,1.1,1,1.65802
1,0.575758,1.1,2,1.73079
1,0.585859,0.9,1,1.83702
1,0.585859,0.9,2,1.77215
1,0.585859,1,1,1.72306
1,0.585859,1,2,1.75713
1,0.585859,1.1,1,1.64917
1,0.585859,1.1,2,1.74226
1,0.59596,0.9,1,1.83094
1,0.59596,0.9,2,1.7573
1,0.59596,1,1,1.72829
1,0.59596,1,2,1.74564
1,0.59596,1.1,1,1.63932
1,0.59596,1.1,2,1.74396
1,0.606061,0.9,1,1.81962
1,0.606061,0.9,2,1.74838
1,0.606061,1,1,1.73418
1,0.606061,1,2,1.74381
1,0.606061,1.1,1,1.64713
1,0.606061,1.1,2,1.73921
1,0.616162,0.9,1,1.83728
1,0.616162,0.9,2,1.73113
1,0.616162,1,1,1.72832
1,0.616162,1,2,1.74357
1,0.616162,1.1,1,1.6479
1,0.616162,1.1,2,1.74704
1,0.626263,0.9,1,1.82446
1,0.626263,0.9,2,1.74173
1,0.626263,1,1,1.73088
1,0.626263,1,2,1.735
1,0.626263,1.1,1,1.64257
1,0.626263,1.1,2,1.73737
1,0.636364,0.9,1,1.82992
1,0.636364,0.9,2,1.741
1,0.636364,1,1,1.73114
1,0.636364,1,2,1.73161
1,0.636364,1.1,1,1.65225
1,0.636364,1.1,2,1.73344
1,0.646465,0.9,1,1.83207
1,0.646465,0.9,2,1.74505
1,0.646465,1,1,1.72469
1,0.646465,1,2,1.71868
1,0.646465,1.1,1,1.65041
1,0.646465,1.1,2,1.74133
1,0.656566,0.9,1,1.83335
1,0.656566,0.9,2,1.74083
1,0.656566,1,1,1.72384
1,0.656566,1,2,1.72701
1,0.656566,1.1,1,1.64237
1,0.656566,1.1,2,1.73376
1,0.666667,0.9,1,1.83681
1,0.666667,0.9,2,1.72279
1,0.666667,1,1,1.73066
1,0.666667,1,2,1.71495
1,0.666667,1.1,1,1.65628
1,0.666667,1.1,2,1.72308
1,0.676768,0.9,1,1.83663
1,0.676768,0.9,2,1.73029
1,0.676768,1,1,1.71525
1,0.676768,1,2,1.71048
1,0.676768,1.1,1,1.65421
1,0.676768,1.1,2,1.73024
1,0.686869,0.9,1,1.83066
1,0.686869,0.9,2,1.72425
1,0.686869,1,1,1.72658
1,0.686869,1,2,1.70569
1,0.686869,1.1,1,1.65703
1,0.686869,1.1,2,1.70765
1,0.69697,0.9,1,1.82495
1,0.69697,0.9,2,1.72473
1,0.69697,1,1,1.72236
1,0.69697,1,2,1.68984
1,0.69697,1.1,1,1.66638
1,0.69697,1.1,2,1.68971
1,0.707071,0.9,1,1.82653
1,0.707071,0.9,2,1.71773
1,0.707071,1,1,1.73095
1,0.707071,1,2,1.69035
1,0.707071,1.1,1,1.65459
1,0.707071,1.1,2,1.69802
1,0.717172,0.9,1,1.8401
1,0.717172,0.9,2,1.72221
1,0.717172,1,1,1.72825
1,0.717172,1,2,1.70011
1,0.717172,1.1,1,1.65075
1,0.717172,1.1,2,1.69007
1,0.727273,0.9,1,1.82775
1,0.727273,0.9,2,1.72368
1,0.727273,1,1,1.72305
1,0.727273,1,2,1.69597
1,0.727273,1.1,1,1.66153
1,0.727273,1.1,2,1.67962
1,0.737374,0.9,1,1.83816
1,0.737374,0.9,2,1.71666
1,0.737374,1,1,1.72388
1,0.737374,1,2,1.69069
1,0.737374,1.1,1,1.65273
1,0.737374,1.1,2,1.6767
1,0.747475,0.9,1,1.83612
1,0.747475,0.9,2,1.72507
1,0.747475,1,1,1.72848
1,0.747475,1,2,1.68817
1,0.747475,1.1,1,1.65305
1,0.747475,1.1,2,1.67198
1,0.757576,0.9,1,1.84474
1,0.757576,0.9,2,1.71149
1,0.757576,1,1,1.72892
1,0.757576,1,2,1.68775
1,0.757576,1.1,1,1.64955
1,0.757576,1.1,2,1.65503
1,0.767677,0.9,1,1.82884
1,0.767677,0.9,2,1.72477
1,0.767677,1,1,1.72586
1,0.767677,1,2,1.69236
1,0.767677,1.1,1,1.66195
1,0.767677,1.1,2,1.66654
1,0.777778,0.9,1,1.84102
1,0.777778,0.9,2,1.72402
1,0.777778,1,1,1.72266
1,0.777778,1,2,1.675
1,0.777778,1.1,1,1.66043
1,0.777778,1.1,2,1.66764
1,0.787879,0.9,1,1.85188
1,0.787879,0.9,2,1.71757
1,0.787879,1,1,1.72681
1,0.787879,1,2,1.67711
1,0.787879,1.1,1,1.66379
1,0.787879,1.1,2,1.65981
1,0.79798,0.9,1,1.83776
1,0.79798,0.9,2,1.72075
1,0.79798,1,1,1.72383
1,0.79798,1,2,1.6724
1,0.79798,1.1,1,1.65426
1,0.79798,1.1,2,1.65607
1,0.808081,0.9,1,1.83798
1,0.808081,0.9,2,1.7112
1,0.808081,1,1,1.73484
1,0.808081,1,2,1.67238
1,0.808081,1.1,1,1.64983
1,0.808081,1.1,2,1.65007
1,0.818182,0.9,1,1.83416
1,0.818182,0.9,2,1.71662
1,0.818182,1,1,1.71347
1,0.818182,1,2,1.6792
1,0.818182,1.1,1,1.65177
1,0.818182,1.1,2,1.64617
1,0.828283,0.9,1,1.84528
1,0.828283,0.9,2,1.71695
1,0.828283,1,1,1.72494
1,0.828283,1,2,1.67332
1,0.828283,1.1,1,1.65417
1,0.828283,1.1,2,1.64928
1,0.838384,0.9,1,1.83547
1,0.838384,0.9,2,1.72244
1,0.838384,1,1,1.72758
1,0.838384,1,2,1.66111
1,0.838384,1.1,1,1.65911
1,0.838384,1.1,2,1.64323
1,0.848485,0.9,1,1.83306
1,0.848485,0.9,2,1.7264
1,0.848485,1,1,1.7276
1,0.848485,1,2,1.67988
1,0.848485,1.1,1,1.64121
1,0.848485,1.1,2,1.64063
1,0.858586,0.9,1,1.84438
1,0.858586,0.9,2,1.69897
1,0.858586,1,1,1.72864
1,0.858586,1,2,1.68155
1,0.858586,1.1,1,1.64061
1,0.858586,1.1,2,1.6479
1,0.868687,0.9,1,1.85306
1,0.868687,0.9,2,1.72002
1,0.868687,1,1,1.71744
1,0.868687,1,2,1.68378
1,0.868687,1.1,1,1.65563
1,0.868687,1.1,2,1.63582
1,0.878788,0.9,1,1.85222
1,0.878788,0.9,2,1.71548
1,0.878788,1,1,1.71357
1,0.878788,1,2,1.66547
1,0.878788,1.1,1,1.65122
1,0.878788,1.1,2,1.62769
1,0.888889,0.9,1,1.84029
1,0.888889,0.9,2,1.71462
1,0.888889,1,1,1.72368
1,0.888889,1,2,1.66832
1,0.888889,1.1,1,1.65037
1,0.888889,1.1,2,1.63252
1,0.89899,0.9,1,1.83631
1,0.89899,0.9,2,1.71337
1,0.89899,1,1,1.71902
1,0.89899,1,2,1.66647
1,0.89899,1.1,1,1.63602
1,0.89899,1.1,2,1.6372
1,0.909091,0.9,1,1.83303
1,0.909091,0.9,2,1.70979
1,0.909091,1,1,1.72424
1,0.909091,1,2,1.64867
1,0.909091,1.1,1,1.64917
1,0.909091,1.1,2,1.6099
1,0.919192,0.9,1,1.85098
1,0.919192,0.9,2,1.71517
1,0.919192,1,1,1.72963
1,0.919192,1,2,1.66548
1,0.919192,1.1,1,1.65411
1,0.919192,1.1,2,1.61222
1,0.929293,0.9,1,1.85908
1,0.929293,0.9,2,1.71655
1,0.929293,1,1,1.72613
1,0.929293,1,2,1.66885
1,0.929293,1.1,1,1.64054
1,0.929293,1.1,2,1.61058
1,0.939394,0.9,1,1.85441
1,0.939394,0.9,2,1.72241
1,0.939394,1,1,1.72702
1,0.939394,1,2,1.65695
1,0.939394,1.1,1,1.64692
1,0.939394,1.1,2,1.6139
1,0.949495,0.9,1,1.85301
1,0.949495,0.9,2,1.72542
1,0.949495,1,1,1.7241
1,0.949495,1,2,1.64729
1,0.949495,1.1,1,1.64748
1,0.949495,1.1,2,1.61115
1,0.959596,0.9,1,1.85699
1,0.959596,0.9,2,1.71653
1,0.959596,1,1,1.71912
1,0.959596,1,2,1.64847
1,0.959596,1.1,1,1.64518
1,0.959596,1.1,2,1.60953
1,0.969697,0.9,1,1.84549
1,0.969697,0.9,2,1.71387
1,0.969697,1,1,1.73191
1,0.969697,1,2,1.64798
1,0.969697,1.1,1,1.64303
1,0.969697,1.1,2,1.59879
1,0.979798,0.9,1,1.85874
1,0.979798,0.9,2,1.7183
1,0.979798,1,1,1.71415
1,0.979798,1,2,1.65179
1,0.979798,1.1,1,1.64539
1,0.979798,1.1,2,1.59805
1,0.989899,0.9,1,1.85425
1,0.989899,0.9,2,1.72543
1,0.989899,1,1,1.72119
1,0.989899,1,2,1.64553
1,0.989899,1.1,1,1.63878
1,0.989899,1.1,2,1.59215
1,1,0.9,1,1.85698
1,1,0.9,2,1.71875
1,1,1,1,1.73357
1,1,1,2,1.64724
1,1,1.1,1,1.63574
1,1,1.1,2,1.59512
