omega,gamma,theta_1,firm,price
0.8,0.30303,0.9,2,1.69868
0.8,0.30303,1,1,1.67286
0.8,0.30303,1,2,1.69741
0.8,0.30303,1.1,1,1.63086
0.8,0.30303,1.1,2,1.68771
0.8,0.313131,0.9,1,1.76054
0.8,0.313131,0.9,2,1.69275
0.8,0.313131,1,1,1.68673
0.8,0.313131,1,2,1.69954
0.8,0.313131,1.1,1,1.63445
0.8,0.313131,1.1,2,1.68324
0.8,0.323232,0.9,1,1.78675
0.8,0.323232,0.9,2,1.67742
0.8,0.323232,1,1,1.68115
0.8,0.323232,1,2,1.69256
0.8,0.323232,1.1,1,1.64477
0.8,0.323232,1.1,2,1.68194
0.8,0.333333,0.9,1,1.77985
0.8,0.333333,0.9,2,1.68962
0.8,0.333333,1,1,1.68776
0.8,0.333333,1,2,1.68263
0.8,0.333333,1.1,1,1.64893
0.8,0.333333,1.1,2,1.67758
0.8,0.343434,0.9,1,1.79615
0.8,0.343434,0.9,2,1.67314
0.8,0.343434,1,1,1.68063
0.8,0.343434,1,2,1.68893
0.8,0.343434,1.1,1,1.6361
0.8,0.343434,1.1,2,1.68034
0.8,0.353535,0.9,1,1.8092
0.8,0.353535,0.9,2,1.66806
0.8,0.353535,1,1,1.7076
0.8,0.353535,1,2,1.69776
0.8,0.353535,1.1,1,1.6472
0.8,0.353535,1.1,2,1.68464
0.8,0.363636,0.9,1,1.80058
0.8,0.363636,0.9,2,1.66686
0.8,0.363636,1,1,1.69156
0.8,0.363636,1,2,1.68535
0.8,0.363636,1.1,1,1.63456
0.8,0.363636,1.1,2,1.68385
0.8,0.373737,0.9,1,1.8006
0.8,0.373737,0.9,2,1.66339
0.8,0.373737,1,1,1.70936
0.8,0.373737,1,2,1.69154
0.8,0.373737,1.1,1,1.63831
0.8,0.373737,1.1,2,1.6815
0.8,0.383838,0.9,1,1.788
0.8,0.383838,0.9,2,1.67315
0.8,0.383838,1,1,1.69978
0.8,0.383838,1,2,1.69424
0.8,0.383838,1.1,1,1.64054
0.8,0.383838,1.1,2,1.68851
0.8,0.393939,0.9,1,1.79408
0.8,0.393939,0.9,2,1.66895
0.8,0.393939,1,1,1.72014
0.8,0.393939,1,2,1.68141
0.8,0.393939,1.1,1,1.64082
0.8,0.393939,1.1,2,1.67489
0.8,0.40404,0.9,1,1.79724
0.8,0.40404,0.9,2,1.66182
0.8,0.40404,1,1,1.73413
0.8,0.40404,1,2,1.66518
0.8,0.40404,1.1,1,1.64075
0.8,0.40404,1.1,2,1.68142
0.8,0.414141,0.9,1,1.78563
0.8,0.414141,0.9,2,1.68205
0.8,0.414141,1,1,1.72959
0.8,0.414141,1,2,1.6616
0.8,0.414141,1.1,1,1.63729
0.8,0.414141,1.1,2,1.68256
0.8,0.424242,0.9,1,1.77355
0.8,0.424242,0.9,2,1.67156
0.8,0.424242,1,1,1.72314
0.8,0.424242,1,2,1.66723
0.8,0.424242,1.1,1,1.64007
0.8,0.424242,1.1,2,1.68212
0.8,0.434343,0.9,1,1.77104
0.8,0.434343,0.9,2,1.67917
0.8,0.434343,1,1,1.7128
0.8,0.434343,1,2,1.68015
0.8,0.434343,1.1,1,1.65132
0.8,0.434343,1.1,2,1.67236
0.8,0.444444,0.9,1,1.76253
0.8,0.444444,0.9,2,1.676
0.8,0.444444,1,1,1.7182
0.8,0.444444,1,2,1.67616
0.8,0.444444,1.1,1,1.64592
0.8,0.444444,1.1,2,1.67961
0.8,0.454545,0.9,1,1.75594
0.8,0.454545,0.9,2,1.68856
0.8,0.454545,1,1,1.70484
0.8,0.454545,1,2,1.6755
0.8,0.454545,1.1,1,1.65535
0.8,0.454545,1.1,2,1.68346
0.8,0.464646,0.9,1,1.73484
0.8,0.464646,0.9,2,1.70366
0.8,0.464646,1,1,1.71147
0.8,0.464646,1,2,1.67935
0.8,0.464646,1.1,1,1.65819
0.8,0.464646,1.1,2,1.67997
0.8,0.474747,0.9,1,1.75014
0.8,0.474747,0.9,2,1.69526
0.8,0.474747,1,1,1.69232
0.8,0.474747,1,2,1.68963
0.8,0.474747,1.1,1,1.66762
0.8,0.474747,1.1,2,1.66349
0.8,0.484848,0.9,1,1.74466
0.8,0.484848,0.9,2,1.70269
0.8,0.484848,1,1,1.70795
0.8,0.484848,1,2,1.67726
0.8,0.484848,1.1,1,1.66063
0.8,0.484848,1.1,2,1.67605
0.8,0.494949,0.9,1,1.73141
0.8,0.494949,0.9,2,1.71306
0.8,0.494949,1,1,1.69702
0.8,0.494949,1,2,1.68675
0.8,0.494949,1.1,1,1.65864
0.8,0.494949,1.1,2,1.6733
0.8,0.505051,0.9,1,1.72015
0.8,0.505051,0.9,2,1.72171
0.8,0.505051,1,1,1.68854
0.8,0.505051,1,2,1.69751
0.8,0.505051,1.1,1,1.65306
0.8,0.505051,1.1,2,1.66675
0.8,0.515152,0.9,1,1.71441
0.8,0.515152,0.9,2,1.73288
0.8,0.515152,1,1,1.68525
0.8,0.515152,1,2,1.70364
0.8,0.515152,1.1,1,1.65678
0.8,0.515152,1.1,2,1.66184
0.8,0.525253,0.9,1,1.72626
0.8,0.525253,0.9,2,1.73442
0.8,0.525253,1,1,1.68654
0.8,0.525253,1,2,1.70064
0.8,0.525253,1.1,1,1.64894
0.8,0.525253,1.1,2,1.67916
0.8,0.535354,0.9,1,1.74047
0.8,0.535354,0.9,2,1.72697
0.8,0.535354,1,1,1.68258
0.8,0.535354,1,2,1.70166
0.8,0.535354,1.1,1,1.64077
0.8,0.535354,1.1,2,1.67424
0.8,0.545455,0.9,1,1.71852
0.8,0.545455,0.9,2,1.73232
0.8,0.545455,1,1,1.67656
0.8,0.545455,1,2,1.71977
0.8,0.545455,1.1,1,1.63991
0.8,0.545455,1.1,2,1.67869
0.8,0.555556,0.9,1,1.72817
0.8,0.555556,0.9,2,1.72522
0.8,0.555556,1,1,1.67686
0.8,0.555556,1,2,1.71633
0.8,0.555556,1.1,1,1.63383
0.8,0.555556,1.1,2,1.68042
0.8,0.565657,0.9,1,1.75063
0.8,0.565657,0.9,2,1.71762
0.8,0.565657,1,1,1.67989
0.8,0.565657,1,2,1.71059
0.8,0.565657,1.1,1,1.62457
0.8,0.565657,1.1,2,1.6893
0.8,0.575758,0.9,1,1.74872
0.8,0.575758,0.9,2,1.69372
0.8,0.575758,1,1,1.66952
0.8,0.575758,1,2,1.72608
0.8,0.575758,1.1,1,1.62686
0.8,0.575758,1.1,2,1.69315
0.8,0.585859,0.9,1,1.74524
0.8,0.585859,0.9,2,1.69254
0.8,0.585859,1,1,1.67685
0.8,0.585859,1,2,1.72923
0.8,0.585859,1.1,1,1.62075
0.8,0.585859,1.1,2,1.68767
0.8,0.59596,0.9,1,1.7465
0.8,0.59596,0.9,2,1.70706
0.8,0.59596,1,1,1.66407
0.8,0.59596,1,2,1.73493
0.8,0.59596,1.1,1,1.62658
0.8,0.59596,1.1,2,1.69598
0.8,0.606061,0.9,1,1.75262
0.8,0.606061,0.9,2,1.69277
0.8,0.606061,1,1,1.67299
0.8,0.606061,1,2,1.73166
0.8,0.606061,1.1,1,1.61023
0.8,0.606061,1.1,2,1.70471
0.8,0.616162,0.9,1,1.75376
0.8,0.616162,0.9,2,1.69749
0.8,0.616162,1,1,1.68398
0.8,0.616162,1,2,1.70229
0.8,0.616162,1.1,1,1.61178
0.8,0.616162,1.1,2,1.71431
0.8,0.626263,0.9,1,1.7489
0.8,0.626263,0.9,2,1.68759
0.8,0.626263,1,1,1.68247
0.8,0.626263,1,2,1.70041
0.8,0.626263,1.1,1,1.62383
0.8,0.626263,1.1,2,1.7057
0.8,0.636364,0.9,1,1.74456
0.8,0.636364,0.9,2,1.7035
0.8,0.636364,1,1,1.69724
0.8,0.636364,1,2,1.68363
0.8,0.636364,1.1,1,1.6125
0.8,0.636364,1.1,2,1.72324
0.8,0.646465,0.9,1,1.74764
0.8,0.646465,0.9,2,1.68727
0.8,0.646465,1,1,1.6996
0.8,0.646465,1,2,1.69899
0.8,0.646465,1.1,1,1.61493
0.8,0.646465,1.1,2,1.7243
0.8,0.656566,0.9,1,1.7457
0.8,0.656566,0.9,2,1.69115
0.8,0.656566,1,1,1.69058
0.8,0.656566,1,2,1.69229
0.8,0.656566,1.1,1,1.61689
0.8,0.656566,1.1,2,1.71506
0.8,0.666667,0.9,1,1.74327
0.8,0.666667,0.9,2,1.69189
0.8,0.666667,1,1,1.69193
0.8,0.666667,1,2,1.68848
0.8,0.666667,1.1,1,1.61698
0.8,0.666667,1.1,2,1.71033
0.8,0.676768,0.9,1,1.74274
0.8,0.676768,0.9,2,1.69561
0.8,0.676768,1,1,1.67808
0.8,0.676768,1,2,1.68577
0.8,0.676768,1.1,1,1.63109
0.8,0.676768,1.1,2,1.69951
0.8,0.686869,0.9,1,1.76259
0.8,0.686869,0.9,2,1.68399
0.8,0.686869,1,1,1.69244
0.8,0.686869,1,2,1.6829
0.8,0.686869,1.1,1,1.6339
0.8,0.686869,1.1,2,1.68566
0.8,0.69697,0.9,1,1.73585
0.8,0.69697,0.9,2,1.68696
0.8,0.69697,1,1,1.69599
0.8,0.69697,1,2,1.6889
0.8,0.69697,1.1,1,1.6337
0.8,0.69697,1.1,2,1.68222
0.8,0.707071,0.9,1,1.74428
0.8,0.707071,0.9,2,1.69788
0.8,0.707071,1,1,1.67189
0.8,0.707071,1,2,1.67636
0.8,0.707071,1.1,1,1.64546
0.8,0.707071,1.1,2,1.67089
0.8,0.717172,0.9,1,1.72602
0.8,0.717172,0.9,2,1.68988
0.8,0.717172,1,1,1.69568
0.8,0.717172,1,2,1.68013
0.8,0.717172,1.1,1,1.64763
0.8,0.717172,1.1,2,1.65491
0.8,0.727273,0.9,1,1.73409
0.8,0.727273,0.9,2,1.68559
0.8,0.727273,1,1,1.68424
0.8,0.727273,1,2,1.67994
0.8,0.727273,1.1,1,1.64574
0.8,0.727273,1.1,2,1.65915
0.8,0.737374,0.9,1,1.73475
0.8,0.737374,0.9,2,1.70038
0.8,0.737374,1,1,1.69333
0.8,0.737374,1,2,1.67161
0.8,0.737374,1.1,1,1.64683
0.8,0.737374,1.1,2,1.65847
0.8,0.747475,0.9,1,1.74405
0.8,0.747475,0.9,2,1.68267
0.8,0.747475,1,1,1.69253
0.8,0.747475,1,2,1.67446
0.8,0.747475,1.1,1,1.6424
0.8,0.747475,1.1,2,1.64975
0.8,0.757576,0.9,1,1.72503
0.8,0.757576,0.9,2,1.68955
0.8,0.757576,1,1,1.69287
0.8,0.757576,1,2,1.6893
0.8,0.757576,1.1,1,1.6342
0.8,0.757576,1.1,2,1.66082
0.8,0.767677,0.9,1,1.71877
0.8,0.767677,0.9,2,1.68452
0.8,0.767677,1,1,1.68714
0.8,0.767677,1,2,1.67993
0.8,0.767677,1.1,1,1.63995
0.8,0.767677,1.1,2,1.65907
0.8,0.777778,0.9,1,1.71931
0.8,0.777778,0.9,2,1.68566
0.8,0.777778,1,1,1.70084
0.8,0.777778,1,2,1.66426
0.8,0.777778,1.1,1,1.64501
0.8,0.777778,1.1,2,1.63944
0.8,0.787879,0.9,1,1.7315
0.8,0.787879,0.9,2,1.68505
0.8,0.787879,1,1,1.68747
0.8,0.787879,1,2,1.67073
0.8,0.787879,1.1,1,1.64523
0.8,0.787879,1.1,2,1.65736
0.8,0.79798,0.9,1,1.73205
0.8,0.79798,0.9,2,1.6803
0.8,0.79798,1,1,1.69138
0.8,0.79798,1,2,1.66055
0.8,0.79798,1.1,1,1.63621
0.8,0.79798,1.1,2,1.64237
0.8,0.808081,0.9,1,1.72664
0.8,0.808081,0.9,2,1.68568
0.8,0.808081,1,1,1.68778
0.8,0.808081,1,2,1.68483
0.8,0.808081,1.1,1,1.64288
0.8,0.808081,1.1,2,1.64157
0.8,0.818182,0.9,1,1.72028
0.8,0.818182,0.9,2,1.67693
0.8,0.818182,1,1,1.68457
0.8,0.818182,1,2,1.66388
0.8,0.818182,1.1,1,1.63895
0.8,0.818182,1.1,2,1.62754
0.8,0.828283,0.9,1,1.71417
0.8,0.828283,0.9,2,1.67742
0.8,0.828283,1,1,1.68736
0.8,0.828283,1,2,1.657
0.8,0.828283,1.1,1,1.63721
0.8,0.828283,1.1,2,1.63719
0.8,0.838384,0.9,1,1.71797
0.8,0.838384,0.9,2,1.66891
0.8,0.838384,1,1,1.68163
0.8,0.838384,1,2,1.65895
0.8,0.838384,1.1,1,1.62828
0.8,0.838384,1.1,2,1.63902
0.8,0.848485,0.9,1,1.72337
0.8,0.848485,0.9,2,1.66415
0.8,0.848485,1,1,1.67773
0.8,0.848485,1,2,1.65862
0.8,0.848485,1.1,1,1.62527
0.8,0.848485,1.1,2,1.63417
0.8,0.858586,0.9,1,1.73303
0.8,0.858586,0.9,2,1.66201
0.8,0.858586,1,1,1.67925
0.8,0.858586,1,2,1.65421
0.8,0.858586,1.1,1,1.63574
0.8,0.858586,1.1,2,1.6251
0.8,0.868687,0.9,1,1.70829
0.8,0.868687,0.9,2,1.66585
0.8,0.868687,1,1,1.66223
0.8,0.868687,1,2,1.65084
0.8,0.868687,1.1,1,1.6304
0.8,0.868687,1.1,2,1.6324
0.8,0.878788,0.9,1,1.71634
0.8,0.878788,0.9,2,1.67199
0.8,0.878788,1,1,1.6768
0.8,0.878788,1,2,1.64867
0.8,0.878788,1.1,1,1.6244
0.8,0.878788,1.1,2,1.62491
0.8,0.888889,0.9,1,1.70631
0.8,0.888889,0.9,2,1.65904
0.8,0.888889,1,1,1.69301
0.8,0.888889,1,2,1.6404
0.8,0.888889,1.1,1,1.6243
0.8,0.888889,1.1,2,1.61554
0.8,0.89899,0.9,1,1.70926
0.8,0.89899,0.9,2,1.67091
0.8,0.89899,1,1,1.68052
0.8,0.89899,1,2,1.64396
0.8,0.89899,1.1,1,1.63227
0.8,0.89899,1.1,2,1.62176
0.8,0.909091,0.9,1,1.70427
0.8,0.909091,0.9,2,1.6624
0.8,0.909091,1,1,1.67291
0.8,0.909091,1,2,1.63608
0.8,0.909091,1.1,1,1.61871
0.8,0.909091,1.1,2,1.60714
0.8,0.919192,0.9,1,1.71205
0.8,0.919192,0.9,2,1.65842
0.8,0.919192,1,1,1.66715
0.8,0.919192,1,2,1.64704
0.8,0.919192,1.1,1,1.6233
0.8,0.919192,1.1,2,1.60237
0.8,0.929293,0.9,1,1.7074
0.8,0.929293,0.9,2,1.6571
0.8,0.929293,1,1,1.67972
0.8,0.929293,1,2,1.64476
0.8,0.929293,1.1,1,1.61957
0.8,0.929293,1.1,2,1.60009
0.8,0.939394,0.9,1,1.70503
0.8,0.939394,0.9,2,1.67011
0.8,0.939394,1,1,1.6826
0.8,0.939394,1,2,1.62601
0.8,0.939394,1.1,1,1.6166
0.8,0.939394,1.1,2,1.5968
0.8,0.949495,0.9,1,1.70651
0.8,0.949495,0.9,2,1.64772
0.8,0.949495,1,1,1.67181
0.8,0.949495,1,2,1.61794
0.8,0.949495,1.1,1,1.62432
0.8,0.949495,1.1,2,1.5915
0.8,0.959596,0.9,1,1.70781
0.8,0.959596,0.9,2,1.65358
0.8,0.959596,1,1,1.66856
0.8,0.959596,1,2,1.63169
0.8,0.959596,1.1,1,1.62082
0.8,0.959596,1.1,2,1.59513
0.8,0.969697,0.9,1,1.71584
0.8,0.969697,0.9,2,1.65365
0.8,0.969697,1,1,1.67438
0.8,0.969697,1,2,1.63263
0.8,0.969697,1.1,1,1.63563
0.8,0.969697,1.1,2,1.60233
0.8,0.979798,0.9,1,1.704
0.8,0.979798,0.9,2,1.65826
0.8,0.979798,1,1,1.67402
0.8,0.979798,1,2,1.6275
0.8,0.979798,1.1,1,1.62205
0.8,0.979798,1.1,2,1.58602
0.8,0.989899,0.9,1,1.7115
0.8,0.989899,0.9,2,1.64324
0.8,0.989899,1,1,1.67064
0.8,0.989899,1,2,1.63858
0.8,0.989899,1.1,1,1.62358
0.8,0.989899,1.1,2,1.59543
0.8,1,0.9,1,1.70528
0.8,1,0.9,2,1.65169
0.8,1,1,1,1.6773
0.8,1,1,2,1.63433
0.8,1,1.1,1,1.61223
0.8,1,1.1,2,1.58729
1,0,0.9,1,1.64166
1,0,0.9,2,1.72289
1,0,1,1,1.63943
1,0,1,2,1.72085
1,0,1.1,1,1.63912
1,0,1.1,2,1.72574
1,0.010101,0.9,1,1.66118
1,0.010101,0.9,2,1.72615
1,0.010101,1,1,1.64815
1,0.010101,1,2,1.72893
1,0.010101,1.1,1,1.64184
1,0.010101,1.1,2,1.71557
1,0.020202,0.9,1,1.65758
1,0.020202,0.9,2,1.72601
1,0.020202,1,1,1.66295
1,0.020202,1,2,1.71943
1,0.020202,1.1,1,1.65541
1,0.020202,1.1,2,1.71541
1,0.030303,0.9,1,1.66456
1,0.030303,0.9,2,1.72352
1,0.030303,1,1,1.6619
1,0.030303,1,2,1.72648
1,0.030303,1.1,1,1.64537
1,0.030303,1.1,2,1.7213
1,0.040404,0.9,1,1.66269
1,0.040404,0.9,2,1.71781
1,0.040404,1,1,1.65394
1,0.040404,1,2,1.71921
1,0.040404,1.1,1,1.64262
1,0.040404,1.1,2,1.71237
1,0.0505051,0.9,1,1.66863
1,0.0505051,0.9,2,1.7289
1,0.0505051,1,1,1.66093
1,0.0505051,1,2,1.72302
1,0.0505051,1.1,1,1.64846
1,0.0505051,1.1,2,1.71056
1,0.0606061,0.9,1,1.67567
1,0.0606061,0.9,2,1.73471
1,0.0606061,1,1,1.65079
1,0.0606061,1,2,1.72636
1,0.0606061,1.1,1,1.65206
1,0.0606061,1.1,2,1.71606
1,0.0707071,0.9,1,1.67921
1,0.0707071,0.9,2,1.7259
1,0.0707071,1,1,1.66219
1,0.0707071,1,2,1.7206
1,0.0707071,1.1,1,1.63835
1,0.0707071,1.1,2,1.71494
1,0.0808081,0.9,1,1.67228
1,0.0808081,0.9,2,1.73599
1,0.0808081,1,1,1.65967
1,0.0808081,1,2,1.71527
1,0.0808081,1.1,1,1.64278
1,0.0808081,1.1,2,1.71839
1,0.0909091,0.9,1,1.68309
1,0.0909091,0.9,2,1.73366
1,0.0909091,1,1,1.66811
1,0.0909091,1,2,1.7022
1,0.0909091,1.1,1,1.63639
1,0.0909091,1.1,2,1.73588
1,0.10101,0.9,1,1.67982
1,0.10101,0.9,2,1.73372
1,0.10101,1,1,1.65938
1,0.10101,1,2,1.7192
1,0.10101,1.1,1,1.64717
1,0.10101,1.1,2,1.70673
1,0.111111,0.9,1,1.69939
1,0.111111,0.9,2,1.73244
1,0.111111,1,1,1.66574
1,0.111111,1,2,1.7237
1,0.111111,1.1,1,1.6404
1,0.111111,1.1,2,1.71559
1,0.121212,0.9,1,1.70689
1,0.121212,0.9,2,1.73202
1,0.121212,1,1,1.65664
1,0.121212,1,2,1.72609
1,0.121212,1.1,1,1.66121
1,0.121212,1.1,2,1.71068
1,0.131313,0.9,1,1.71033
1,0.131313,0.9,2,1.73379
1,0.131313,1,1,1.67404
1,0.131313,1,2,1.72474
1,0.131313,1.1,1,1.65263
1,0.131313,1.1,2,1.71652
1,0.141414,0.9,1,1.69833
1,0.141414,0.9,2,1.73719
1,0.141414,1,1,1.66705
1,0.141414,1,2,1.73011
1,0.141414,1.1,1,1.64387
1,0.141414,1.1,2,1.72081
1,0.151515,0.9,1,1.7154
1,0.151515,0.9,2,1.74383
1,0.151515,1,1,1.67922
1,0.151515,1,2,1.71906
1,0.151515,1.1,1,1.64699
1,0.151515,1.1,2,1.7034
1,0.161616,0.9,1,1.71665
1,0.161616,0.9,2,1.72997
1,0.161616,1,1,1.67614
1,0.161616,1,2,1.72836
1,0.161616,1.1,1,1.64649
1,0.161616,1.1,2,1.70683
1,0.171717,0.9,1,1.72522
1,0.171717,0.9,2,1.738
1,0.171717,1,1,1.68079
1,0.171717,1,2,1.71935
1,0.171717,1.1,1,1.65752
1,0.171717,1.1,2,1.71465
1,0.181818,0.9,1,1.72644
1,0.181818,0.9,2,1.74264
1,0.181818,1,1,1.67588
1,0.181818,1,2,1.72083
1,0.181818,1.1,1,1.65303
1,0.181818,1.1,2,1.71731
1,0.191919,0.9,1,1.73232
1,0.191919,0.9,2,1.73029
1,0.191919,1,1,1.68109
1,0.191919,1,2,1.73132
1,0.191919,1.1,1,1.64557
1,0.191919,1.1,2,1.71531
1,0.20202,0.9,1,1.7287
1,0.20202,0.9,2,1.73646
1,0.20202,1,1,1.68889
1,0.20202,1,2,1.71659
1,0.20202,1.1,1,1.64293
1,0.20202,1.1,2,1.72235
1,0.212121,0.9,1,1.73073
1,0.212121,0.9,2,1.73632
1,0.212121,1,1,1.68166
1,0.212121,1,2,1.73856
1,0.212121,1.1,1,1.6475
1,0.212121,1.1,2,1.72909
1,0.222222,0.9,1,1.72953
1,0.222222,0.9,2,1.74567
1,0.222222,1,1,1.68448
1,0.222222,1,2,1.72242
1,0.222222,1.1,1,1.64642
1,0.222222,1.1,2,1.71529
1,0.232323,0.9,1,1.7451
1,0.232323,0.9,2,1.74325
1,0.232323,1,1,1.6887
1,0.232323,1,2,1.73174
1,0.232323,1.1,1,1.65717
1,0.232323,1.1,2,1.70833
1,0.242424,0.9,1,1.75855
1,0.242424,0.9,2,1.73413
1,0.242424,1,1,1.68976
1,0.242424,1,2,1.72458
1,0.242424,1.1,1,1.64194
1,0.242424,1.1,2,1.71668
1,0.252525,0.9,1,1.74434
1,0.252525,0.9,2,1.75042
1,0.252525,1,1,1.6945
1,0.252525,1,2,1.72562
1,0.252525,1.1,1,1.65496
1,0.252525,1.1,2,1.71407
1,0.262626,0.9,1,1.76952
1,0.262626,0.9,2,1.74375
1,0.262626,1,1,1.68251
1,0.262626,1,2,1.73035
1,0.262626,1.1,1,1.66378
1,0.262626,1.1,2,1.71258
1,0.272727,0.9,1,1.76292
1,0.272727,0.9,2,1.7444
1,0.272727,1,1,1.69563
1,0.272727,1,2,1.73006
1,0.272727,1.1,1,1.64427
1,0.272727,1.1,2,1.71568
1,0.282828,0.9,1,1.79311
1,0.282828,0.9,2,1.72884
1,0.282828,1,1,1.70301
1,0.282828,1,2,1.72988
1,0.282828,1.1,1,1.64746
1,0.282828,1.1,2,1.71466
1,0.292929,0.9,1,1.77638
1,0.292929,0.9,2,1.74233
1,0.292929,1,1,1.69741
1,0.292929,1,2,1.73183
1,0.292929,1.1,1,1.65602
1,0.292929,1.1,2,1.71363
1,0.30303,0.9,1,1.80298
1,0.30303,0.9,2,1.7319
1,0.30303,1,1,1.70356
1,0.30303,1,2,1.73232
1,0.30303,1.1,1,1.65331
1,0.30303,1.1,2,1.71578
1,0.313131,0.9,1,1.80696
1,0.313131,0.9,2,1.74148
1,0.313131,1,1,1.69971
1,0.313131,1,2,1.72557
1,0.313131,1.1,1,1.64506
1,0.313131,1.1,2,1.72074
1,0.323232,0.9,1,1.82404
1,0.323232,0.9,2,1.73722
1,0.323232,1,1,1.70668
1,0.323232,1,2,1.73184
1,0.323232,1.1,1,1.66238
1,0.323232,1.1,2,1.70745
1,0.333333,0.9,1,1.82645
1,0.333333,0.9,2,1.75144
1,0.333333,1,1,1.70847
1,0.333333,1,2,1.73505
1,0.333333,1.1,1,1.6544
1,0.333333,1.1,2,1.70898
1,0.343434,0.9,1,1.84863
1,0.343434,0.9,2,1.7411
1,0.343434,1,1,1.71574
1,0.343434,1,2,1.72393
1,0.343434,1.1,1,1.65031
1,0.343434,1.1,2,1.71117
1,0.353535,0.9,1,1.84786
1,0.353535,0.9,2,1.75497
1,0.353535,1,1,1.71219
1,0.353535,1,2,1.73013
1,0.353535,1.1,1,1.66383
1,0.353535,1.1,2,1.70767
1,0.363636,0.9,1,1.84749
1,0.363636,0.9,2,1.74403
1,0.363636,1,1,1.72729
1,0.363636,1,2,1.73532
1,0.363636,1.1,1,1.65609
1,0.363636,1.1,2,1.7156
1,0.373737,0.9,1,1.85052
1,0.373737,0.9,2,1.75318
1,0.373737,1,1,1.73304
1,0.373737,1,2,1.72703
1,0.373737,1.1,1,1.65936
1,0.373737,1.1,2,1.7032
1,0.383838,0.9,1,1.84236
1,0.383838,0.9,2,1.75651
1,0.383838,1,1,1.71404
1,0.383838,1,2,1.73759
1,0.383838,1.1,1,1.6637
1,0.383838,1.1,2,1.704
1,0.393939,0.9,1,1.85249
1,0.393939,0.9,2,1.74414
1,0.393939,1,1,1.74216
1,0.393939,1,2,1.72125
1,0.393939,1.1,1,1.65695
1,0.393939,1.1,2,1.71347
1,0.40404,0.9,1,1.84544
1,0.40404,0.9,2,1.76361
1,0.40404,1,1,1.74102
1,0.40404,1,2,1.73517
1,0.40404,1.1,1,1.66075
1,0.40404,1.1,2,1.71327
1,0.414141,0.9,1,1.84148
1,0.414141,0.9,2,1.75602
1,0.414141,1,1,1.74943
1,0.414141,1,2,1.7269
1,0.414141,1.1,1,1.66057
1,0.414141,1.1,2,1.7049
1,0.424242,0.9,1,1.83482
1,0.424242,0.9,2,1.74553
1,0.424242,1,1,1.75022
1,0.424242,1,2,1.72347
1,0.424242,1.1,1,1.66999
1,0.424242,1.1,2,1.70343
1,0.434343,0.9,1,1.82317
1,0.434343,0.9,2,1.75494
1,0.434343,1,1,1.75255
1,0.434343,1,2,1.72475
1,0.434343,1.1,1,1.66533
1,0.434343,1.1,2,1.71481
1,0.444444,0.9,1,1.82544
1,0.444444,0.9,2,1.76149
1,0.444444,1,1,1.74787
1,0.444444,1,2,1.72798
1,0.444444,1.1,1,1.67205
1,0.444444,1.1,2,1.71298
1,0.454545,0.9,1,1.83493
1,0.454545,0.9,2,1.76935
1,0.454545,1,1,1.75437
1,0.454545,1,2,1.71974
1,0.454545,1.1,1,1.6812
1,0.454545,1.1,2,1.7214
1,0.464646,0.9,1,1.82473
1,0.464646,0.9,2,1.76605
1,0.464646,1,1,1.74763
1,0.464646,1,2,1.72988
1,0.464646,1.1,1,1.67141
1,0.464646,1.1,2,1.71763
1,0.474747,0.9,1,1.82802
1,0.474747,0.9,2,1.77403
1,0.474747,1,1,1.74689
1,0.474747,1,2,1.72235
1,0.474747,1.1,1,1.68994
1,0.474747,1.1,2,1.71594
1,0.484848,0.9,1,1.83659
1,0.484848,0.9,2,1.76117
1,0.484848,1,1,1.74293
1,0.484848,1,2,1.72984
1,0.484848,1.1,1,1.68057
1,0.484848,1.1,2,1.70953
1,0.494949,0.9,1,1.8332
1,0.494949,0.9,2,1.77253
1,0.494949,1,1,1.74331
1,0.494949,1,2,1.73458
1,0.494949,1.1,1,1.67285
1,0.494949,1.1,2,1.71239
1,0.505051,0.9,1,1.83651
1,0.505051,0.9,2,1.77192
1,0.505051,1,1,1.73846
1,0.505051,1,2,1.73209
1,0.505051,1.1,1,1.67042
1,0.505051,1.1,2,1.71019
1,0.515152,0.9,1,1.83776
1,0.515152,0.9,2,1.78021
1,0.515152,1,1,1.72724
1,0.515152,1,2,1.73256
1,0.515152,1.1,1,1.66767
1,0.515152,1.1,2,1.70878
1,0.525253,0.9,1,1.83234
1,0.525253,0.9,2,1.78109
1,0.525253,1,1,1.74026
1,0.525253,1,2,1.74719
1,0.525253,1.1,1,1.67588
1,0.525253,1.1,2,1.71766
1,0.535354,0.9,1,1.84201
1,0.535354,0.9,2,1.77684
1,0.535354,1,1,1.73376
1,0.535354,1,2,1.75033
1,0.535354,1.1,1,1.67257
1,0.535354,1.1,2,1.72095
1,0.545455,0.9,1,1.84732
1,0.545455,0.9,2,1.78797
1,0.545455,1,1,1.71624
1,0.545455,1,2,1.7451
1,0.545455,1.1,1,1.65934
1,0.545455,1.1,2,1.73662
1,0.555556,0.9,1,1.83293
1,0.555556,0.9,2,1.76629
1,0.555556,1,1,1.72602
1,0.555556,1,2,1.75234
1,0.555556,1.1,1,1.65774
1,0.555556,1.1,2,1.7272
1,0.565657,0.9,1,1.85084
1,0.565657,0.9,2,1.7736
1,0.565657,1,1,1.73209
1,0.565657,1,2,1.74665
