Mean_Convergence	Mean_Market_Profit	Mean_Firm_1_Profit	Mean_Firm_2_Profit	Mean_Market_Revenue	Mean_Firm_1_Revenue	Mean_Firm_2_Revenue	Mean_Market_Quantity	Mean_Firm_1_Quantity	Mean_Firm_2_Quantity	Mean_Market_Price	Mean_Firm_1_Price	Mean_Firm_2_Price	Mean_CS	
699593	0.34596989350926	0.11637389263372	0.22959600087553	1.05526789826649	0.41465510011484	0.64061279815166	0.70929800475702	0.29828120748146	0.41101679727556	1.65305811999846	1.74347427785419	1.56264196214273	0.31092951487103	
