omega,alpha,beta,cs
0,0.0554054,1.27027e-05,0.325881
0,0.0554054,1.28378e-05,0.328702
0,0.0554054,1.2973e-05,0.328032
0,0.0554054,1.31081e-05,0.329665
0,0.0554054,1.32432e-05,0.32658
0,0.0554054,1.33784e-05,0.324053
0,0.0554054,1.35135e-05,0.323163
0,0.0554054,1.36486e-05,0.326261
0,0.0554054,1.37838e-05,0.325929
0,0.0554054,1.39189e-05,0.32975
0,0.0554054,1.40541e-05,0.327862
0,0.0554054,1.41892e-05,0.32433
0,0.0554054,1.43243e-05,0.32671
0,0.0554054,1.44595e-05,0.327366
0,0.0554054,1.45946e-05,0.32558
0,0.0554054,1.47297e-05,0.323545
0,0.0554054,1.48649e-05,0.325298
0,0.0554054,1.5e-05,0.323349
0,0.0581081,5e-06,0.339218
0,0.0581081,5.13514e-06,0.335225
0,0.0581081,5.27027e-06,0.336288
0,0.0581081,5.40541e-06,0.335468
0,0.0581081,5.54054e-06,0.335468
0,0.0581081,5.67568e-06,0.335999
0,0.0581081,5.81081e-06,0.336241
0,0.0581081,5.94595e-06,0.337792
0,0.0581081,6.08108e-06,0.337398
0,0.0581081,6.21622e-06,0.333688
0,0.0581081,6.35135e-06,0.33534
0,0.0581081,6.48649e-06,0.332739
0,0.0581081,6.62162e-06,0.334268
0,0.0581081,6.75676e-06,0.332195
0,0.0581081,6.89189e-06,0.33801
0,0.0581081,7.02703e-06,0.335608
0,0.0581081,7.16216e-06,0.3346
0,0.0581081,7.2973e-06,0.335318
0,0.0581081,7.43243e-06,0.333945
0,0.0581081,7.56757e-06,0.336042
0,0.0581081,7.7027e-06,0.333303
0,0.0581081,7.83784e-06,0.334645
0,0.0581081,7.97297e-06,0.333849
0,0.0581081,8.10811e-06,0.33386
0,0.0581081,8.24324e-06,0.334039
0,0.0581081,8.37838e-06,0.331928
0,0.0581081,8.51351e-06,0.332899
0,0.0581081,8.64865e-06,0.332779
0,0.0581081,8.78378e-06,0.328445
0,0.0581081,8.91892e-06,0.331634
0,0.0581081,9.05405e-06,0.330611
0,0.0581081,9.18919e-06,0.3341
0,0.0581081,9.32432e-06,0.329244
0,0.0581081,9.45946e-06,0.332989
0,0.0581081,9.59459e-06,0.334048
0,0.0581081,9.72973e-06,0.329037
0,0.0581081,9.86486e-06,0.330661
0,0.0581081,1e-05,0.329824
0,0.0581081,1.01351e-05,0.330463
0,0.0581081,1.02703e-05,0.331315
0,0.0581081,1.04054e-05,0.328557
0,0.0581081,1.05405e-05,0.332294
0,0.0581081,1.06757e-05,0.329306
0,0.0581081,1.08108e-05,0.33274
0,0.0581081,1.09459e-05,0.33245
0,0.0581081,1.10811e-05,0.330228
0,0.0581081,1.12162e-05,0.328522
0,0.0581081,1.13514e-05,0.332257
0,0.0581081,1.14865e-05,0.328235
0,0.0581081,1.16216e-05,0.330903
0,0.0581081,1.17568e-05,0.330014
0,0.0581081,1.18919e-05,0.330083
0,0.0581081,1.2027e-05,0.324649
0,0.0581081,1.21622e-05,0.328925
0,0.0581081,1.22973e-05,0.330716
0,0.0581081,1.24324e-05,0.328159
0,0.0581081,1.25676e-05,0.32902
0,0.0581081,1.27027e-05,0.330702
0,0.0581081,1.28378e-05,0.33099
0,0.0581081,1.2973e-05,0.328788
0,0.0581081,1.31081e-05,0.329804
0,0.0581081,1.32432e-05,0.327736
0,0.0581081,1.33784e-05,0.326142
0,0.0581081,1.35135e-05,0.332154
0,0.0581081,1.36486e-05,0.326942
0,0.0581081,1.37838e-05,0.328053
0,0.0581081,1.39189e-05,0.327828
0,0.0581081,1.40541e-05,0.328092
0,0.0581081,1.41892e-05,0.332089
0,0.0581081,1.43243e-05,0.329081
0,0.0581081,1.44595e-05,0.33035
0,0.0581081,1.45946e-05,0.327606
0,0.0581081,1.47297e-05,0.328708
0,0.0581081,1.48649e-05,0.327287
0,0.0581081,1.5e-05,0.329468
0,0.0608108,5e-06,0.337634
0,0.0608108,5.13514e-06,0.337084
0,0.0608108,5.27027e-06,0.336297
0,0.0608108,5.40541e-06,0.339266
0,0.0608108,5.54054e-06,0.33894
0,0.0608108,5.67568e-06,0.337301
0,0.0608108,5.81081e-06,0.338398
0,0.0608108,5.94595e-06,0.335699
0,0.0608108,6.08108e-06,0.336681
0,0.0608108,6.21622e-06,0.337156
0,0.0608108,6.35135e-06,0.337101
0,0.0608108,6.48649e-06,0.336786
0,0.0608108,6.62162e-06,0.338019
0,0.0608108,6.75676e-06,0.336242
0,0.0608108,6.89189e-06,0.336499
0,0.0608108,7.02703e-06,0.333825
0,0.0608108,7.16216e-06,0.335633
0,0.0608108,7.2973e-06,0.334696
0,0.0608108,7.43243e-06,0.335434
0,0.0608108,7.56757e-06,0.334994
0,0.0608108,7.7027e-06,0.337033
0,0.0608108,7.83784e-06,0.331753
0,0.0608108,7.97297e-06,0.334777
0,0.0608108,8.10811e-06,0.33217
0,0.0608108,8.24324e-06,0.335522
0,0.0608108,8.37838e-06,0.335447
0,0.0608108,8.51351e-06,0.332093
0,0.0608108,8.64865e-06,0.333802
0,0.0608108,8.78378e-06,0.331987
0,0.0608108,8.91892e-06,0.337044
0,0.0608108,9.05405e-06,0.331482
0,0.0608108,9.18919e-06,0.331417
0,0.0608108,9.32432e-06,0.332611
0,0.0608108,9.45946e-06,0.331598
0,0.0608108,9.59459e-06,0.328692
0,0.0608108,9.72973e-06,0.334972
0,0.0608108,9.86486e-06,0.331961
0,0.0608108,1e-05,0.333522
0,0.0608108,1.01351e-05,0.332492
0,0.0608108,1.02703e-05,0.331517
0,0.0608108,1.04054e-05,0.330412
0,0.0608108,1.05405e-05,0.331512
0,0.0608108,1.06757e-05,0.331572
0,0.0608108,1.08108e-05,0.332303
0,0.0608108,1.09459e-05,0.330571
0,0.0608108,1.10811e-05,0.330476
0,0.0608108,1.12162e-05,0.331931
0,0.0608108,1.13514e-05,0.330623
0,0.0608108,1.14865e-05,0.332793
0,0.0608108,1.16216e-05,0.331691
0,0.0608108,1.17568e-05,0.334759
0,0.0608108,1.18919e-05,0.328119
0,0.0608108,1.2027e-05,0.332509
0,0.0608108,1.21622e-05,0.328056
0,0.0608108,1.22973e-05,0.329338
0,0.0608108,1.24324e-05,0.330089
0,0.0608108,1.25676e-05,0.331096
0,0.0608108,1.27027e-05,0.328196
0,0.0608108,1.28378e-05,0.327286
0,0.0608108,1.2973e-05,0.331447
0,0.0608108,1.31081e-05,0.328015
0,0.0608108,1.32432e-05,0.331546
0,0.0608108,1.33784e-05,0.328505
0,0.0608108,1.35135e-05,0.329904
0,0.0608108,1.36486e-05,0.32925
0,0.0608108,1.37838e-05,0.32856
0,0.0608108,1.39189e-05,0.328444
0,0.0608108,1.40541e-05,0.327977
0,0.0608108,1.41892e-05,0.329109
0,0.0608108,1.43243e-05,0.330367
0,0.0608108,1.44595e-05,0.325988
0,0.0608108,1.45946e-05,0.328472
0,0.0608108,1.47297e-05,0.331219
0,0.0608108,1.48649e-05,0.328942
0,0.0608108,1.5e-05,0.325518
0,0.0635135,5e-06,0.335588
0,0.0635135,5.13514e-06,0.338895
0,0.0635135,5.27027e-06,0.340387
0,0.0635135,5.40541e-06,0.339388
0,0.0635135,5.54054e-06,0.33694
0,0.0635135,5.67568e-06,0.336728
0,0.0635135,5.81081e-06,0.337002
0,0.0635135,5.94595e-06,0.336489
0,0.0635135,6.08108e-06,0.340267
0,0.0635135,6.21622e-06,0.339731
0,0.0635135,6.35135e-06,0.340779
0,0.0635135,6.48649e-06,0.337811
0,0.0635135,6.62162e-06,0.337839
0,0.0635135,6.75676e-06,0.338493
0,0.0635135,6.89189e-06,0.337686
0,0.0635135,7.02703e-06,0.33782
0,0.0635135,7.16216e-06,0.335034
0,0.0635135,7.2973e-06,0.337825
0,0.0635135,7.43243e-06,0.33637
0,0.0635135,7.56757e-06,0.336602
0,0.0635135,7.7027e-06,0.337542
0,0.0635135,7.83784e-06,0.338518
0,0.0635135,7.97297e-06,0.336973
0,0.0635135,8.10811e-06,0.3365
0,0.0635135,8.24324e-06,0.333972
0,0.0635135,8.37838e-06,0.337614
0,0.0635135,8.51351e-06,0.335589
0,0.0635135,8.64865e-06,0.334448
0,0.0635135,8.78378e-06,0.334001
0,0.0635135,8.91892e-06,0.332107
0,0.0635135,9.05405e-06,0.334539
0,0.0635135,9.18919e-06,0.332565
0,0.0635135,9.32432e-06,0.333717
0,0.0635135,9.45946e-06,0.332444
0,0.0635135,9.59459e-06,0.335184
0,0.0635135,9.72973e-06,0.333029
0,0.0635135,9.86486e-06,0.330387
0,0.0635135,1e-05,0.333368
0,0.0635135,1.01351e-05,0.332008
0,0.0635135,1.02703e-05,0.331524
0,0.0635135,1.04054e-05,0.334018
0,0.0635135,1.05405e-05,0.33
0,0.0635135,1.06757e-05,0.334696
0,0.0635135,1.08108e-05,0.333105
0,0.0635135,1.09459e-05,0.333371
0,0.0635135,1.10811e-05,0.332274
0,0.0635135,1.12162e-05,0.332072
0,0.0635135,1.13514e-05,0.331151
0,0.0635135,1.14865e-05,0.333523
0,0.0635135,1.16216e-05,0.3312
0,0.0635135,1.17568e-05,0.334171
0,0.0635135,1.18919e-05,0.331325
0,0.0635135,1.2027e-05,0.332513
0,0.0635135,1.21622e-05,0.330474
0,0.0635135,1.22973e-05,0.3304
0,0.0635135,1.24324e-05,0.33276
0,0.0635135,1.25676e-05,0.330076
0,0.0635135,1.27027e-05,0.331058
0,0.0635135,1.28378e-05,0.331913
0,0.0635135,1.2973e-05,0.330541
0,0.0635135,1.31081e-05,0.332553
0,0.0635135,1.32432e-05,0.332202
0,0.0635135,1.33784e-05,0.329001
0,0.0635135,1.35135e-05,0.331164
0,0.0635135,1.36486e-05,0.332443
0,0.0635135,1.37838e-05,0.327897
0,0.0635135,1.39189e-05,0.330258
0,0.0635135,1.40541e-05,0.327896
0,0.0635135,1.41892e-05,0.329171
0,0.0635135,1.43243e-05,0.330703
0,0.0635135,1.44595e-05,0.332812
0,0.0635135,1.45946e-05,0.329787
0,0.0635135,1.47297e-05,0.330797
0,0.0635135,1.48649e-05,0.331085
0,0.0635135,1.5e-05,0.332386
0,0.0662162,5e-06,0.341464
0,0.0662162,5.13514e-06,0.340965
0,0.0662162,5.27027e-06,0.340693
0,0.0662162,5.40541e-06,0.340861
0,0.0662162,5.54054e-06,0.338876
0,0.0662162,5.67568e-06,0.342541
0,0.0662162,5.81081e-06,0.338219
0,0.0662162,5.94595e-06,0.337195
0,0.0662162,6.08108e-06,0.33886
0,0.0662162,6.21622e-06,0.341835
0,0.0662162,6.35135e-06,0.337965
0,0.0662162,6.48649e-06,0.340012
0,0.0662162,6.62162e-06,0.337302
0,0.0662162,6.75676e-06,0.338154
0,0.0662162,6.89189e-06,0.338598
0,0.0662162,7.02703e-06,0.338079
0,0.0662162,7.16216e-06,0.338835
0,0.0662162,7.2973e-06,0.339059
0,0.0662162,7.43243e-06,0.337686
0,0.0662162,7.56757e-06,0.33828
0,0.0662162,7.7027e-06,0.337491
0,0.0662162,7.83784e-06,0.338495
0,0.0662162,7.97297e-06,0.336859
0,0.0662162,8.10811e-06,0.337124
0,0.0662162,8.24324e-06,0.336846
0,0.0662162,8.37838e-06,0.334786
0,0.0662162,8.51351e-06,0.336675
0,0.0662162,8.64865e-06,0.337036
0,0.0662162,8.78378e-06,0.335309
0,0.0662162,8.91892e-06,0.338403
0,0.0662162,9.05405e-06,0.336488
0,0.0662162,9.18919e-06,0.334315
0,0.0662162,9.32432e-06,0.335771
0,0.0662162,9.45946e-06,0.336331
0,0.0662162,9.59459e-06,0.336778
0,0.0662162,9.72973e-06,0.335844
0,0.0662162,9.86486e-06,0.337047
0,0.0662162,1e-05,0.334154
0,0.0662162,1.01351e-05,0.334696
0,0.0662162,1.02703e-05,0.338158
0,0.0662162,1.04054e-05,0.334404
0,0.0662162,1.05405e-05,0.334676
0,0.0662162,1.06757e-05,0.335313
0,0.0662162,1.08108e-05,0.334759
0,0.0662162,1.09459e-05,0.335119
0,0.0662162,1.10811e-05,0.333191
0,0.0662162,1.12162e-05,0.332717
0,0.0662162,1.13514e-05,0.334382
0,0.0662162,1.14865e-05,0.335047
0,0.0662162,1.16216e-05,0.330775
0,0.0662162,1.17568e-05,0.331757
0,0.0662162,1.18919e-05,0.333154
0,0.0662162,1.2027e-05,0.331688
0,0.0662162,1.21622e-05,0.332485
0,0.0662162,1.22973e-05,0.334377
0,0.0662162,1.24324e-05,0.333421
0,0.0662162,1.25676e-05,0.333916
0,0.0662162,1.27027e-05,0.33398
0,0.0662162,1.28378e-05,0.330675
0,0.0662162,1.2973e-05,0.331995
0,0.0662162,1.31081e-05,0.333999
0,0.0662162,1.32432e-05,0.33307
0,0.0662162,1.33784e-05,0.333156
0,0.0662162,1.35135e-05,0.332383
0,0.0662162,1.36486e-05,0.334057
0,0.0662162,1.37838e-05,0.332778
0,0.0662162,1.39189e-05,0.332759
0,0.0662162,1.40541e-05,0.332868
0,0.0662162,1.41892e-05,0.332659
0,0.0662162,1.43243e-05,0.331485
0,0.0662162,1.44595e-05,0.329055
0,0.0662162,1.45946e-05,0.331313
0,0.0662162,1.47297e-05,0.32941
0,0.0662162,1.48649e-05,0.332023
0,0.0662162,1.5e-05,0.329899
0,0.0689189,5e-06,0.342202
0,0.0689189,5.13514e-06,0.341796
0,0.0689189,5.27027e-06,0.34247
0,0.0689189,5.40541e-06,0.341477
0,0.0689189,5.54054e-06,0.343377
0,0.0689189,5.67568e-06,0.341244
0,0.0689189,5.81081e-06,0.338014
0,0.0689189,5.94595e-06,0.340874
0,0.0689189,6.08108e-06,0.339197
0,0.0689189,6.21622e-06,0.342727
0,0.0689189,6.35135e-06,0.339403
0,0.0689189,6.48649e-06,0.340715
0,0.0689189,6.62162e-06,0.338535
0,0.0689189,6.75676e-06,0.338713
0,0.0689189,6.89189e-06,0.33941
0,0.0689189,7.02703e-06,0.338631
0,0.0689189,7.16216e-06,0.341426
0,0.0689189,7.2973e-06,0.338089
0,0.0689189,7.43243e-06,0.339161
0,0.0689189,7.56757e-06,0.339441
0,0.0689189,7.7027e-06,0.342922
0,0.0689189,7.83784e-06,0.339429
0,0.0689189,7.97297e-06,0.340368
0,0.0689189,8.10811e-06,0.339638
0,0.0689189,8.24324e-06,0.339478
0,0.0689189,8.37838e-06,0.337085
0,0.0689189,8.51351e-06,0.336735
0,0.0689189,8.64865e-06,0.339627
0,0.0689189,8.78378e-06,0.337483
0,0.0689189,8.91892e-06,0.335224
0,0.0689189,9.05405e-06,0.339752
0,0.0689189,9.18919e-06,0.33658
0,0.0689189,9.32432e-06,0.336652
0,0.0689189,9.45946e-06,0.335077
0,0.0689189,9.59459e-06,0.334968
0,0.0689189,9.72973e-06,0.336404
0,0.0689189,9.86486e-06,0.335483
0,0.0689189,1e-05,0.334801
0,0.0689189,1.01351e-05,0.334163
0,0.0689189,1.02703e-05,0.335058
0,0.0689189,1.04054e-05,0.33659
0,0.0689189,1.05405e-05,0.334708
0,0.0689189,1.06757e-05,0.334226
0,0.0689189,1.08108e-05,0.335418
0,0.0689189,1.09459e-05,0.339032
0,0.0689189,1.10811e-05,0.336646
0,0.0689189,1.12162e-05,0.335493
0,0.0689189,1.13514e-05,0.33678
0,0.0689189,1.14865e-05,0.332837
0,0.0689189,1.16216e-05,0.336009
0,0.0689189,1.17568e-05,0.334189
0,0.0689189,1.18919e-05,0.332619
0,0.0689189,1.2027e-05,0.334017
0,0.0689189,1.21622e-05,0.333036
0,0.0689189,1.22973e-05,0.334895
0,0.0689189,1.24324e-05,0.332418
0,0.0689189,1.25676e-05,0.332766
0,0.0689189,1.27027e-05,0.334696
0,0.0689189,1.28378e-05,0.332922
0,0.0689189,1.2973e-05,0.335226
0,0.0689189,1.31081e-05,0.332247
0,0.0689189,1.32432e-05,0.335058
0,0.0689189,1.33784e-05,0.331823
0,0.0689189,1.35135e-05,0.334383
0,0.0689189,1.36486e-05,0.331874
0,0.0689189,1.37838e-05,0.334957
0,0.0689189,1.39189e-05,0.333464
0,0.0689189,1.40541e-05,0.333176
0,0.0689189,1.41892e-05,0.331744
0,0.0689189,1.43243e-05,0.329921
0,0.0689189,1.44595e-05,0.332967
0,0.0689189,1.45946e-05,0.330676
0,0.0689189,1.47297e-05,0.332148
0,0.0689189,1.48649e-05,0.334784
0,0.0689189,1.5e-05,0.331965
0,0.0716216,5e-06,0.34174
0,0.0716216,5.13514e-06,0.341164
0,0.0716216,5.27027e-06,0.342686
0,0.0716216,5.40541e-06,0.340803
0,0.0716216,5.54054e-06,0.342861
0,0.0716216,5.67568e-06,0.342458
0,0.0716216,5.81081e-06,0.342173
0,0.0716216,5.94595e-06,0.342023
0,0.0716216,6.08108e-06,0.340685
0,0.0716216,6.21622e-06,0.341663
0,0.0716216,6.35135e-06,0.340605
0,0.0716216,6.48649e-06,0.339966
0,0.0716216,6.62162e-06,0.339386
0,0.0716216,6.75676e-06,0.342881
0,0.0716216,6.89189e-06,0.343568
0,0.0716216,7.02703e-06,0.340598
0,0.0716216,7.16216e-06,0.341129
0,0.0716216,7.2973e-06,0.339656
0,0.0716216,7.43243e-06,0.339273
0,0.0716216,7.56757e-06,0.341145
0,0.0716216,7.7027e-06,0.340457
0,0.0716216,7.83784e-06,0.341169
0,0.0716216,7.97297e-06,0.339936
0,0.0716216,8.10811e-06,0.338943
0,0.0716216,8.24324e-06,0.340696
0,0.0716216,8.37838e-06,0.338359
0,0.0716216,8.51351e-06,0.337995
0,0.0716216,8.64865e-06,0.337453
0,0.0716216,8.78378e-06,0.337869
0,0.0716216,8.91892e-06,0.339461
0,0.0716216,9.05405e-06,0.341684
0,0.0716216,9.18919e-06,0.335607
0,0.0716216,9.32432e-06,0.342458
0,0.0716216,9.45946e-06,0.339453
0,0.0716216,9.59459e-06,0.340374
0,0.0716216,9.72973e-06,0.337573
0,0.0716216,9.86486e-06,0.337715
0,0.0716216,1e-05,0.337212
0,0.0716216,1.01351e-05,0.339163
0,0.0716216,1.02703e-05,0.338835
0,0.0716216,1.04054e-05,0.342134
0,0.0716216,1.05405e-05,0.337214
0,0.0716216,1.06757e-05,0.335624
0,0.0716216,1.08108e-05,0.339912
0,0.0716216,1.09459e-05,0.337955
0,0.0716216,1.10811e-05,0.334859
0,0.0716216,1.12162e-05,0.336238
0,0.0716216,1.13514e-05,0.336192
0,0.0716216,1.14865e-05,0.336379
0,0.0716216,1.16216e-05,0.334823
0,0.0716216,1.17568e-05,0.33164
0,0.0716216,1.18919e-05,0.336492
0,0.0716216,1.2027e-05,0.334223
0,0.0716216,1.21622e-05,0.336449
0,0.0716216,1.22973e-05,0.335299
0,0.0716216,1.24324e-05,0.333879
0,0.0716216,1.25676e-05,0.336077
0,0.0716216,1.27027e-05,0.335405
0,0.0716216,1.28378e-05,0.33162
0,0.0716216,1.2973e-05,0.338313
0,0.0716216,1.31081e-05,0.331274
0,0.0716216,1.32432e-05,0.332878
0,0.0716216,1.33784e-05,0.333469
0,0.0716216,1.35135e-05,0.33526
0,0.0716216,1.36486e-05,0.332913
0,0.0716216,1.37838e-05,0.336395
0,0.0716216,1.39189e-05,0.334453
0,0.0716216,1.40541e-05,0.332497
0,0.0716216,1.41892e-05,0.331077
0,0.0716216,1.43243e-05,0.333089
0,0.0716216,1.44595e-05,0.332611
0,0.0716216,1.45946e-05,0.332676
0,0.0716216,1.47297e-05,0.331178
0,0.0716216,1.48649e-05,0.330068
0,0.0716216,1.5e-05,0.333294
