omega,alpha,beta,firm,profit
0,0.0716216,1.40541e-05,1,0.131679
0,0.0716216,1.40541e-05,2,0.131781
0,0.0716216,1.41892e-05,1,0.132186
0,0.0716216,1.41892e-05,2,0.132001
0,0.0716216,1.43243e-05,1,0.131462
0,0.0716216,1.43243e-05,2,0.131864
0,0.0716216,1.44595e-05,1,0.131607
0,0.0716216,1.44595e-05,2,0.132174
0,0.0716216,1.45946e-05,1,0.131062
0,0.0716216,1.45946e-05,2,0.131865
0,0.0716216,1.47297e-05,1,0.131071
0,0.0716216,1.47297e-05,2,0.131184
0,0.0716216,1.48649e-05,1,0.131555
0,0.0716216,1.48649e-05,2,0.131862
0,0.0716216,1.5e-05,1,0.130394
0,0.0716216,1.5e-05,2,0.132027
0,0.0743243,5e-06,1,0.127088
0,0.0743243,5e-06,2,0.127935
0,0.0743243,5.13514e-06,1,0.127678
0,0.0743243,5.13514e-06,2,0.127237
0,0.0743243,5.27027e-06,1,0.127514
0,0.0743243,5.27027e-06,2,0.127647
0,0.0743243,5.40541e-06,1,0.127094
0,0.0743243,5.40541e-06,2,0.126092
0,0.0743243,5.54054e-06,1,0.128254
0,0.0743243,5.54054e-06,2,0.126743
0,0.0743243,5.67568e-06,1,0.127829
0,0.0743243,5.67568e-06,2,0.127254
0,0.0743243,5.81081e-06,1,0.126578
0,0.0743243,5.81081e-06,2,0.127712
0,0.0743243,5.94595e-06,1,0.128217
0,0.0743243,5.94595e-06,2,0.126795
0,0.0743243,6.08108e-06,1,0.126813
0,0.0743243,6.08108e-06,2,0.128036
0,0.0743243,6.21622e-06,1,0.12781
0,0.0743243,6.21622e-06,2,0.127285
0,0.0743243,6.35135e-06,1,0.127409
0,0.0743243,6.35135e-06,2,0.128372
0,0.0743243,6.48649e-06,1,0.127919
0,0.0743243,6.48649e-06,2,0.126201
0,0.0743243,6.62162e-06,1,0.127175
0,0.0743243,6.62162e-06,2,0.1275
0,0.0743243,6.75676e-06,1,0.127445
0,0.0743243,6.75676e-06,2,0.128463
0,0.0743243,6.89189e-06,1,0.128935
0,0.0743243,6.89189e-06,2,0.128965
0,0.0743243,7.02703e-06,1,0.128354
0,0.0743243,7.02703e-06,2,0.128413
0,0.0743243,7.16216e-06,1,0.129255
0,0.0743243,7.16216e-06,2,0.127583
0,0.0743243,7.2973e-06,1,0.129061
0,0.0743243,7.2973e-06,2,0.12833
0,0.0743243,7.43243e-06,1,0.129069
0,0.0743243,7.43243e-06,2,0.127578
0,0.0743243,7.56757e-06,1,0.127808
0,0.0743243,7.56757e-06,2,0.128654
0,0.0743243,7.7027e-06,1,0.129472
0,0.0743243,7.7027e-06,2,0.128636
0,0.0743243,7.83784e-06,1,0.127961
0,0.0743243,7.83784e-06,2,0.129006
0,0.0743243,7.97297e-06,1,0.129328
0,0.0743243,7.97297e-06,2,0.129711
0,0.0743243,8.10811e-06,1,0.129278
0,0.0743243,8.10811e-06,2,0.128533
0,0.0743243,8.24324e-06,1,0.128666
0,0.0743243,8.24324e-06,2,0.129505
0,0.0743243,8.37838e-06,1,0.128523
0,0.0743243,8.37838e-06,2,0.130009
0,0.0743243,8.51351e-06,1,0.129503
0,0.0743243,8.51351e-06,2,0.129324
0,0.0743243,8.64865e-06,1,0.129147
0,0.0743243,8.64865e-06,2,0.129078
0,0.0743243,8.78378e-06,1,0.130767
0,0.0743243,8.78378e-06,2,0.128406
0,0.0743243,8.91892e-06,1,0.127642
0,0.0743243,8.91892e-06,2,0.129298
0,0.0743243,9.05405e-06,1,0.128368
0,0.0743243,9.05405e-06,2,0.129815
0,0.0743243,9.18919e-06,1,0.130112
0,0.0743243,9.18919e-06,2,0.129139
0,0.0743243,9.32432e-06,1,0.130251
0,0.0743243,9.32432e-06,2,0.129711
0,0.0743243,9.45946e-06,1,0.129
0,0.0743243,9.45946e-06,2,0.12914
0,0.0743243,9.59459e-06,1,0.128917
0,0.0743243,9.59459e-06,2,0.128735
0,0.0743243,9.72973e-06,1,0.129888
0,0.0743243,9.72973e-06,2,0.127999
0,0.0743243,9.86486e-06,1,0.12888
0,0.0743243,9.86486e-06,2,0.130011
0,0.0743243,1e-05,1,0.130593
0,0.0743243,1e-05,2,0.12931
0,0.0743243,1.01351e-05,1,0.129339
0,0.0743243,1.01351e-05,2,0.129467
0,0.0743243,1.02703e-05,1,0.129589
0,0.0743243,1.02703e-05,2,0.130549
0,0.0743243,1.04054e-05,1,0.129978
0,0.0743243,1.04054e-05,2,0.12998
0,0.0743243,1.05405e-05,1,0.130739
0,0.0743243,1.05405e-05,2,0.129792
0,0.0743243,1.06757e-05,1,0.129927
0,0.0743243,1.06757e-05,2,0.130059
0,0.0743243,1.08108e-05,1,0.129522
0,0.0743243,1.08108e-05,2,0.129288
0,0.0743243,1.09459e-05,1,0.130459
0,0.0743243,1.09459e-05,2,0.13078
0,0.0743243,1.10811e-05,1,0.130604
0,0.0743243,1.10811e-05,2,0.130235
0,0.0743243,1.12162e-05,1,0.131558
0,0.0743243,1.12162e-05,2,0.13014
0,0.0743243,1.13514e-05,1,0.130258
0,0.0743243,1.13514e-05,2,0.130631
0,0.0743243,1.14865e-05,1,0.130802
0,0.0743243,1.14865e-05,2,0.130745
0,0.0743243,1.16216e-05,1,0.130803
0,0.0743243,1.16216e-05,2,0.130404
0,0.0743243,1.17568e-05,1,0.131301
0,0.0743243,1.17568e-05,2,0.130532
0,0.0743243,1.18919e-05,1,0.130591
0,0.0743243,1.18919e-05,2,0.130555
0,0.0743243,1.2027e-05,1,0.130654
0,0.0743243,1.2027e-05,2,0.129999
0,0.0743243,1.21622e-05,1,0.131314
0,0.0743243,1.21622e-05,2,0.130917
0,0.0743243,1.22973e-05,1,0.13075
0,0.0743243,1.22973e-05,2,0.130069
0,0.0743243,1.24324e-05,1,0.130732
0,0.0743243,1.24324e-05,2,0.130594
0,0.0743243,1.25676e-05,1,0.129661
0,0.0743243,1.25676e-05,2,0.130256
0,0.0743243,1.27027e-05,1,0.130458
0,0.0743243,1.27027e-05,2,0.130896
0,0.0743243,1.28378e-05,1,0.131486
0,0.0743243,1.28378e-05,2,0.130723
0,0.0743243,1.2973e-05,1,0.130852
0,0.0743243,1.2973e-05,2,0.131135
0,0.0743243,1.31081e-05,1,0.130628
0,0.0743243,1.31081e-05,2,0.130415
0,0.0743243,1.32432e-05,1,0.13112
0,0.0743243,1.32432e-05,2,0.130349
0,0.0743243,1.33784e-05,1,0.131155
0,0.0743243,1.33784e-05,2,0.131106
0,0.0743243,1.35135e-05,1,0.131408
0,0.0743243,1.35135e-05,2,0.131031
0,0.0743243,1.36486e-05,1,0.130449
0,0.0743243,1.36486e-05,2,0.130417
0,0.0743243,1.37838e-05,1,0.130575
0,0.0743243,1.37838e-05,2,0.131781
0,0.0743243,1.39189e-05,1,0.131022
0,0.0743243,1.39189e-05,2,0.13074
0,0.0743243,1.40541e-05,1,0.131785
0,0.0743243,1.40541e-05,2,0.131359
0,0.0743243,1.41892e-05,1,0.131716
0,0.0743243,1.41892e-05,2,0.130827
0,0.0743243,1.43243e-05,1,0.1316
0,0.0743243,1.43243e-05,2,0.13159
0,0.0743243,1.44595e-05,1,0.131699
0,0.0743243,1.44595e-05,2,0.131689
0,0.0743243,1.45946e-05,1,0.130672
0,0.0743243,1.45946e-05,2,0.131436
0,0.0743243,1.47297e-05,1,0.13183
0,0.0743243,1.47297e-05,2,0.132641
0,0.0743243,1.48649e-05,1,0.131548
0,0.0743243,1.48649e-05,2,0.130461
0,0.0743243,1.5e-05,1,0.131538
0,0.0743243,1.5e-05,2,0.131844
0,0.077027,5e-06,1,0.126273
0,0.077027,5e-06,2,0.126995
0,0.077027,5.13514e-06,1,0.126663
0,0.077027,5.13514e-06,2,0.126367
0,0.077027,5.27027e-06,1,0.127254
0,0.077027,5.27027e-06,2,0.126897
0,0.077027,5.40541e-06,1,0.127156
0,0.077027,5.40541e-06,2,0.127801
0,0.077027,5.54054e-06,1,0.127454
0,0.077027,5.54054e-06,2,0.125957
0,0.077027,5.67568e-06,1,0.126929
0,0.077027,5.67568e-06,2,0.126781
0,0.077027,5.81081e-06,1,0.126715
0,0.077027,5.81081e-06,2,0.127659
0,0.077027,5.94595e-06,1,0.128228
0,0.077027,5.94595e-06,2,0.127183
0,0.077027,6.08108e-06,1,0.127705
0,0.077027,6.08108e-06,2,0.12752
0,0.077027,6.21622e-06,1,0.126975
0,0.077027,6.21622e-06,2,0.127585
0,0.077027,6.35135e-06,1,0.128911
0,0.077027,6.35135e-06,2,0.126865
0,0.077027,6.48649e-06,1,0.127998
0,0.077027,6.48649e-06,2,0.127213
0,0.077027,6.62162e-06,1,0.126848
0,0.077027,6.62162e-06,2,0.127175
0,0.077027,6.75676e-06,1,0.128245
0,0.077027,6.75676e-06,2,0.128116
0,0.077027,6.89189e-06,1,0.128147
0,0.077027,6.89189e-06,2,0.128138
0,0.077027,7.02703e-06,1,0.126921
0,0.077027,7.02703e-06,2,0.127125
0,0.077027,7.16216e-06,1,0.127421
0,0.077027,7.16216e-06,2,0.126828
0,0.077027,7.2973e-06,1,0.128443
0,0.077027,7.2973e-06,2,0.128473
0,0.077027,7.43243e-06,1,0.127247
0,0.077027,7.43243e-06,2,0.128235
0,0.077027,7.56757e-06,1,0.127533
0,0.077027,7.56757e-06,2,0.127612
0,0.077027,7.7027e-06,1,0.127251
0,0.077027,7.7027e-06,2,0.127544
0,0.077027,7.83784e-06,1,0.128237
0,0.077027,7.83784e-06,2,0.129132
0,0.077027,7.97297e-06,1,0.128384
0,0.077027,7.97297e-06,2,0.128783
0,0.077027,8.10811e-06,1,0.129305
0,0.077027,8.10811e-06,2,0.127971
0,0.077027,8.24324e-06,1,0.128156
0,0.077027,8.24324e-06,2,0.12873
0,0.077027,8.37838e-06,1,0.12923
0,0.077027,8.37838e-06,2,0.12893
0,0.077027,8.51351e-06,1,0.128665
0,0.077027,8.51351e-06,2,0.12718
0,0.077027,8.64865e-06,1,0.128833
0,0.077027,8.64865e-06,2,0.129091
0,0.077027,8.78378e-06,1,0.128425
0,0.077027,8.78378e-06,2,0.128581
0,0.077027,8.91892e-06,1,0.130234
0,0.077027,8.91892e-06,2,0.129595
0,0.077027,9.05405e-06,1,0.129561
0,0.077027,9.05405e-06,2,0.129121
0,0.077027,9.18919e-06,1,0.128071
0,0.077027,9.18919e-06,2,0.129656
0,0.077027,9.32432e-06,1,0.128957
0,0.077027,9.32432e-06,2,0.129227
0,0.077027,9.45946e-06,1,0.129023
0,0.077027,9.45946e-06,2,0.129941
0,0.077027,9.59459e-06,1,0.12925
0,0.077027,9.59459e-06,2,0.129074
0,0.077027,9.72973e-06,1,0.129387
0,0.077027,9.72973e-06,2,0.129891
0,0.077027,9.86486e-06,1,0.130477
0,0.077027,9.86486e-06,2,0.130059
0,0.077027,1e-05,1,0.129734
0,0.077027,1e-05,2,0.129958
0,0.077027,1.01351e-05,1,0.129088
0,0.077027,1.01351e-05,2,0.129661
0,0.077027,1.02703e-05,1,0.129011
0,0.077027,1.02703e-05,2,0.129448
0,0.077027,1.04054e-05,1,0.12908
0,0.077027,1.04054e-05,2,0.130726
0,0.077027,1.05405e-05,1,0.12917
0,0.077027,1.05405e-05,2,0.129006
0,0.077027,1.06757e-05,1,0.129797
0,0.077027,1.06757e-05,2,0.129986
0,0.077027,1.08108e-05,1,0.130392
0,0.077027,1.08108e-05,2,0.129803
0,0.077027,1.09459e-05,1,0.128829
0,0.077027,1.09459e-05,2,0.129643
0,0.077027,1.10811e-05,1,0.130072
0,0.077027,1.10811e-05,2,0.130854
0,0.077027,1.12162e-05,1,0.130545
0,0.077027,1.12162e-05,2,0.130267
0,0.077027,1.13514e-05,1,0.130179
0,0.077027,1.13514e-05,2,0.130492
0,0.077027,1.14865e-05,1,0.129184
0,0.077027,1.14865e-05,2,0.129864
0,0.077027,1.16216e-05,1,0.130696
0,0.077027,1.16216e-05,2,0.130191
0,0.077027,1.17568e-05,1,0.129947
0,0.077027,1.17568e-05,2,0.130197
0,0.077027,1.18919e-05,1,0.13057
0,0.077027,1.18919e-05,2,0.130408
0,0.077027,1.2027e-05,1,0.130098
0,0.077027,1.2027e-05,2,0.130802
0,0.077027,1.21622e-05,1,0.130338
0,0.077027,1.21622e-05,2,0.129715
0,0.077027,1.22973e-05,1,0.130332
0,0.077027,1.22973e-05,2,0.130095
0,0.077027,1.24324e-05,1,0.130708
0,0.077027,1.24324e-05,2,0.129752
0,0.077027,1.25676e-05,1,0.131516
0,0.077027,1.25676e-05,2,0.131605
0,0.077027,1.27027e-05,1,0.130332
0,0.077027,1.27027e-05,2,0.130866
0,0.077027,1.28378e-05,1,0.13124
0,0.077027,1.28378e-05,2,0.130749
0,0.077027,1.2973e-05,1,0.130841
0,0.077027,1.2973e-05,2,0.130678
0,0.077027,1.31081e-05,1,0.132074
0,0.077027,1.31081e-05,2,0.130335
0,0.077027,1.32432e-05,1,0.13061
0,0.077027,1.32432e-05,2,0.130189
0,0.077027,1.33784e-05,1,0.129799
0,0.077027,1.33784e-05,2,0.130678
0,0.077027,1.35135e-05,1,0.131119
0,0.077027,1.35135e-05,2,0.130268
0,0.077027,1.36486e-05,1,0.130109
0,0.077027,1.36486e-05,2,0.130445
0,0.077027,1.37838e-05,1,0.131686
0,0.077027,1.37838e-05,2,0.130934
0,0.077027,1.39189e-05,1,0.130561
0,0.077027,1.39189e-05,2,0.131993
0,0.077027,1.40541e-05,1,0.129814
0,0.077027,1.40541e-05,2,0.131363
0,0.077027,1.41892e-05,1,0.130135
0,0.077027,1.41892e-05,2,0.131125
0,0.077027,1.43243e-05,1,0.129965
0,0.077027,1.43243e-05,2,0.13076
0,0.077027,1.44595e-05,1,0.131734
0,0.077027,1.44595e-05,2,0.131236
0,0.077027,1.45946e-05,1,0.131497
0,0.077027,1.45946e-05,2,0.131291
0,0.077027,1.47297e-05,1,0.131074
0,0.077027,1.47297e-05,2,0.131074
0,0.077027,1.48649e-05,1,0.131244
0,0.077027,1.48649e-05,2,0.130817
0,0.077027,1.5e-05,1,0.131626
0,0.077027,1.5e-05,2,0.13228
0,0.0797297,5e-06,1,0.126923
0,0.0797297,5e-06,2,0.125815
0,0.0797297,5.13514e-06,1,0.127293
0,0.0797297,5.13514e-06,2,0.126498
0,0.0797297,5.27027e-06,1,0.126506
0,0.0797297,5.27027e-06,2,0.1267
0,0.0797297,5.40541e-06,1,0.126088
0,0.0797297,5.40541e-06,2,0.125663
0,0.0797297,5.54054e-06,1,0.126208
0,0.0797297,5.54054e-06,2,0.126666
0,0.0797297,5.67568e-06,1,0.125724
0,0.0797297,5.67568e-06,2,0.128005
0,0.0797297,5.81081e-06,1,0.127822
0,0.0797297,5.81081e-06,2,0.126754
0,0.0797297,5.94595e-06,1,0.127383
0,0.0797297,5.94595e-06,2,0.127678
0,0.0797297,6.08108e-06,1,0.126358
0,0.0797297,6.08108e-06,2,0.127936
0,0.0797297,6.21622e-06,1,0.127255
0,0.0797297,6.21622e-06,2,0.125136
0,0.0797297,6.35135e-06,1,0.127655
0,0.0797297,6.35135e-06,2,0.126998
0,0.0797297,6.48649e-06,1,0.127159
0,0.0797297,6.48649e-06,2,0.128124
0,0.0797297,6.62162e-06,1,0.128474
0,0.0797297,6.62162e-06,2,0.127605
0,0.0797297,6.75676e-06,1,0.127476
0,0.0797297,6.75676e-06,2,0.127344
0,0.0797297,6.89189e-06,1,0.127345
0,0.0797297,6.89189e-06,2,0.127183
0,0.0797297,7.02703e-06,1,0.125897
0,0.0797297,7.02703e-06,2,0.127357
0,0.0797297,7.16216e-06,1,0.12836
0,0.0797297,7.16216e-06,2,0.129012
0,0.0797297,7.2973e-06,1,0.128978
0,0.0797297,7.2973e-06,2,0.12797
0,0.0797297,7.43243e-06,1,0.129078
0,0.0797297,7.43243e-06,2,0.127984
0,0.0797297,7.56757e-06,1,0.127065
0,0.0797297,7.56757e-06,2,0.128017
0,0.0797297,7.7027e-06,1,0.128881
0,0.0797297,7.7027e-06,2,0.128114
0,0.0797297,7.83784e-06,1,0.128878
0,0.0797297,7.83784e-06,2,0.127863
0,0.0797297,7.97297e-06,1,0.127809
0,0.0797297,7.97297e-06,2,0.127637
0,0.0797297,8.10811e-06,1,0.127836
0,0.0797297,8.10811e-06,2,0.128306
0,0.0797297,8.24324e-06,1,0.128985
0,0.0797297,8.24324e-06,2,0.128613
0,0.0797297,8.37838e-06,1,0.128653
0,0.0797297,8.37838e-06,2,0.128546
0,0.0797297,8.51351e-06,1,0.128597
0,0.0797297,8.51351e-06,2,0.12915
0,0.0797297,8.64865e-06,1,0.129307
0,0.0797297,8.64865e-06,2,0.129217
0,0.0797297,8.78378e-06,1,0.129181
0,0.0797297,8.78378e-06,2,0.129012
0,0.0797297,8.91892e-06,1,0.128338
0,0.0797297,8.91892e-06,2,0.128338
0,0.0797297,9.05405e-06,1,0.128249
0,0.0797297,9.05405e-06,2,0.129272
0,0.0797297,9.18919e-06,1,0.128801
0,0.0797297,9.18919e-06,2,0.12898
0,0.0797297,9.32432e-06,1,0.128825
0,0.0797297,9.32432e-06,2,0.129707
0,0.0797297,9.45946e-06,1,0.128726
0,0.0797297,9.45946e-06,2,0.128222
0,0.0797297,9.59459e-06,1,0.129177
0,0.0797297,9.59459e-06,2,0.128337
0,0.0797297,9.72973e-06,1,0.128616
0,0.0797297,9.72973e-06,2,0.128569
0,0.0797297,9.86486e-06,1,0.128648
0,0.0797297,9.86486e-06,2,0.12904
0,0.0797297,1e-05,1,0.129347
0,0.0797297,1e-05,2,0.129925
0,0.0797297,1.01351e-05,1,0.129491
0,0.0797297,1.01351e-05,2,0.129527
0,0.0797297,1.02703e-05,1,0.129854
0,0.0797297,1.02703e-05,2,0.128911
0,0.0797297,1.04054e-05,1,0.129865
0,0.0797297,1.04054e-05,2,0.12972
0,0.0797297,1.05405e-05,1,0.129048
0,0.0797297,1.05405e-05,2,0.129383
0,0.0797297,1.06757e-05,1,0.129432
0,0.0797297,1.06757e-05,2,0.129995
0,0.0797297,1.08108e-05,1,0.129562
0,0.0797297,1.08108e-05,2,0.129916
0,0.0797297,1.09459e-05,1,0.128782
0,0.0797297,1.09459e-05,2,0.130158
0,0.0797297,1.10811e-05,1,0.128617
0,0.0797297,1.10811e-05,2,0.129391
0,0.0797297,1.12162e-05,1,0.129842
0,0.0797297,1.12162e-05,2,0.129815
0,0.0797297,1.13514e-05,1,0.130509
0,0.0797297,1.13514e-05,2,0.129495
0,0.0797297,1.14865e-05,1,0.130746
0,0.0797297,1.14865e-05,2,0.129983
0,0.0797297,1.16216e-05,1,0.129841
0,0.0797297,1.16216e-05,2,0.130634
0,0.0797297,1.17568e-05,1,0.130448
0,0.0797297,1.17568e-05,2,0.130049
0,0.0797297,1.18919e-05,1,0.129977
0,0.0797297,1.18919e-05,2,0.1298
0,0.0797297,1.2027e-05,1,0.130233
0,0.0797297,1.2027e-05,2,0.130417
0,0.0797297,1.21622e-05,1,0.130311
0,0.0797297,1.21622e-05,2,0.130344
0,0.0797297,1.22973e-05,1,0.130569
0,0.0797297,1.22973e-05,2,0.130099
0,0.0797297,1.24324e-05,1,0.129408
0,0.0797297,1.24324e-05,2,0.131258
0,0.0797297,1.25676e-05,1,0.130667
0,0.0797297,1.25676e-05,2,0.129631
0,0.0797297,1.27027e-05,1,0.130165
0,0.0797297,1.27027e-05,2,0.130283
0,0.0797297,1.28378e-05,1,0.130358
0,0.0797297,1.28378e-05,2,0.130632
0,0.0797297,1.2973e-05,1,0.130372
0,0.0797297,1.2973e-05,2,0.129925
0,0.0797297,1.31081e-05,1,0.129592
0,0.0797297,1.31081e-05,2,0.130219
0,0.0797297,1.32432e-05,1,0.129809
0,0.0797297,1.32432e-05,2,0.131514
0,0.0797297,1.33784e-05,1,0.130963
0,0.0797297,1.33784e-05,2,0.130405
0,0.0797297,1.35135e-05,1,0.129831
0,0.0797297,1.35135e-05,2,0.1305
0,0.0797297,1.36486e-05,1,0.131084
0,0.0797297,1.36486e-05,2,0.131092
0,0.0797297,1.37838e-05,1,0.129985
0,0.0797297,1.37838e-05,2,0.129523
0,0.0797297,1.39189e-05,1,0.130693
0,0.0797297,1.39189e-05,2,0.131486
0,0.0797297,1.40541e-05,1,0.131315
0,0.0797297,1.40541e-05,2,0.132196
0,0.0797297,1.41892e-05,1,0.130051
0,0.0797297,1.41892e-05,2,0.131749
0,0.0797297,1.43243e-05,1,0.130352
0,0.0797297,1.43243e-05,2,0.130905
0,0.0797297,1.44595e-05,1,0.131412
0,0.0797297,1.44595e-05,2,0.130794
0,0.0797297,1.45946e-05,1,0.129993
0,0.0797297,1.45946e-05,2,0.131477
0,0.0797297,1.47297e-05,1,0.129677
0,0.0797297,1.47297e-05,2,0.13072
0,0.0797297,1.48649e-05,1,0.129797
0,0.0797297,1.48649e-05,2,0.131107
0,0.0797297,1.5e-05,1,0.130616
0,0.0797297,1.5e-05,2,0.131179
0,0.0824324,5e-06,1,0.125816
0,0.0824324,5e-06,2,0.126712
0,0.0824324,5.13514e-06,1,0.125729
0,0.0824324,5.13514e-06,2,0.12614
0,0.0824324,5.27027e-06,1,0.125301
0,0.0824324,5.27027e-06,2,0.127309
0,0.0824324,5.40541e-06,1,0.125595
0,0.0824324,5.40541e-06,2,0.125929
0,0.0824324,5.54054e-06,1,0.128074
0,0.0824324,5.54054e-06,2,0.125482
0,0.0824324,5.67568e-06,1,0.125766
0,0.0824324,5.67568e-06,2,0.125323
0,0.0824324,5.81081e-06,1,0.126304
0,0.0824324,5.81081e-06,2,0.12631
0,0.0824324,5.94595e-06,1,0.125707
0,0.0824324,5.94595e-06,2,0.12625
0,0.0824324,6.08108e-06,1,0.127345
0,0.0824324,6.08108e-06,2,0.125379
0,0.0824324,6.21622e-06,1,0.128606
0,0.0824324,6.21622e-06,2,0.126941
0,0.0824324,6.35135e-06,1,0.126888
0,0.0824324,6.35135e-06,2,0.126351
0,0.0824324,6.48649e-06,1,0.126687
0,0.0824324,6.48649e-06,2,0.127249
0,0.0824324,6.62162e-06,1,0.127585
0,0.0824324,6.62162e-06,2,0.126902
0,0.0824324,6.75676e-06,1,0.127301
0,0.0824324,6.75676e-06,2,0.127281
0,0.0824324,6.89189e-06,1,0.127751
0,0.0824324,6.89189e-06,2,0.127326
0,0.0824324,7.02703e-06,1,0.127351
0,0.0824324,7.02703e-06,2,0.127082
0,0.0824324,7.16216e-06,1,0.126565
0,0.0824324,7.16216e-06,2,0.128193
0,0.0824324,7.2973e-06,1,0.127961
0,0.0824324,7.2973e-06,2,0.128363
0,0.0824324,7.43243e-06,1,0.127133
0,0.0824324,7.43243e-06,2,0.126941
0,0.0824324,7.56757e-06,1,0.128369
0,0.0824324,7.56757e-06,2,0.126948
0,0.0824324,7.7027e-06,1,0.127826
0,0.0824324,7.7027e-06,2,0.12808
0,0.0824324,7.83784e-06,1,0.126789
0,0.0824324,7.83784e-06,2,0.129685
0,0.0824324,7.97297e-06,1,0.127745
0,0.0824324,7.97297e-06,2,0.127285
0,0.0824324,8.10811e-06,1,0.127099
0,0.0824324,8.10811e-06,2,0.127098
0,0.0824324,8.24324e-06,1,0.127054
0,0.0824324,8.24324e-06,2,0.127094
0,0.0824324,8.37838e-06,1,0.128261
0,0.0824324,8.37838e-06,2,0.128113
0,0.0824324,8.51351e-06,1,0.128189
0,0.0824324,8.51351e-06,2,0.127488
0,0.0824324,8.64865e-06,1,0.128823
0,0.0824324,8.64865e-06,2,0.128674
0,0.0824324,8.78378e-06,1,0.129192
0,0.0824324,8.78378e-06,2,0.128719
0,0.0824324,8.91892e-06,1,0.127825
0,0.0824324,8.91892e-06,2,0.127443
0,0.0824324,9.05405e-06,1,0.12859
0,0.0824324,9.05405e-06,2,0.128195
0,0.0824324,9.18919e-06,1,0.128888
0,0.0824324,9.18919e-06,2,0.128516
0,0.0824324,9.32432e-06,1,0.128978
0,0.0824324,9.32432e-06,2,0.128901
0,0.0824324,9.45946e-06,1,0.127251
0,0.0824324,9.45946e-06,2,0.12904
0,0.0824324,9.59459e-06,1,0.129044
0,0.0824324,9.59459e-06,2,0.128868
0,0.0824324,9.72973e-06,1,0.127974
0,0.0824324,9.72973e-06,2,0.129174
0,0.0824324,9.86486e-06,1,0.12957
0,0.0824324,9.86486e-06,2,0.129124
0,0.0824324,1e-05,1,0.129821
0,0.0824324,1e-05,2,0.127746
0,0.0824324,1.01351e-05,1,0.12857
0,0.0824324,1.01351e-05,2,0.128844
0,0.0824324,1.02703e-05,1,0.129456
0,0.0824324,1.02703e-05,2,0.128865
0,0.0824324,1.04054e-05,1,0.129247
0,0.0824324,1.04054e-05,2,0.129397
0,0.0824324,1.05405e-05,1,0.128753
0,0.0824324,1.05405e-05,2,0.129718
0,0.0824324,1.06757e-05,1,0.129406
0,0.0824324,1.06757e-05,2,0.129275
0,0.0824324,1.08108e-05,1,0.129896
0,0.0824324,1.08108e-05,2,0.12993
0,0.0824324,1.09459e-05,1,0.130523
0,0.0824324,1.09459e-05,2,0.130035
0,0.0824324,1.10811e-05,1,0.129864
0,0.0824324,1.10811e-05,2,0.130244
0,0.0824324,1.12162e-05,1,0.129532
0,0.0824324,1.12162e-05,2,0.128355
0,0.0824324,1.13514e-05,1,0.129531
0,0.0824324,1.13514e-05,2,0.129777
0,0.0824324,1.14865e-05,1,0.130971
0,0.0824324,1.14865e-05,2,0.129753
0,0.0824324,1.16216e-05,1,0.130123
0,0.0824324,1.16216e-05,2,0.129007
0,0.0824324,1.17568e-05,1,0.129845
0,0.0824324,1.17568e-05,2,0.130326
0,0.0824324,1.18919e-05,1,0.129587
0,0.0824324,1.18919e-05,2,0.129446
0,0.0824324,1.2027e-05,1,0.130626
0,0.0824324,1.2027e-05,2,0.130165
0,0.0824324,1.21622e-05,1,0.130033
0,0.0824324,1.21622e-05,2,0.130013
0,0.0824324,1.22973e-05,1,0.130282
0,0.0824324,1.22973e-05,2,0.130649
0,0.0824324,1.24324e-05,1,0.129456
0,0.0824324,1.24324e-05,2,0.130837
0,0.0824324,1.25676e-05,1,0.130075
0,0.0824324,1.25676e-05,2,0.130311
0,0.0824324,1.27027e-05,1,0.130739
0,0.0824324,1.27027e-05,2,0.130973
0,0.0824324,1.28378e-05,1,0.131369
0,0.0824324,1.28378e-05,2,0.130892
0,0.0824324,1.2973e-05,1,0.131208
0,0.0824324,1.2973e-05,2,0.130814
0,0.0824324,1.31081e-05,1,0.129585
0,0.0824324,1.31081e-05,2,0.129507
0,0.0824324,1.32432e-05,1,0.13019
0,0.0824324,1.32432e-05,2,0.131004
0,0.0824324,1.33784e-05,1,0.131084
0,0.0824324,1.33784e-05,2,0.128722
0,0.0824324,1.35135e-05,1,0.131099
0,0.0824324,1.35135e-05,2,0.130138
0,0.0824324,1.36486e-05,1,0.131073
0,0.0824324,1.36486e-05,2,0.130758
0,0.0824324,1.37838e-05,1,0.130961
0,0.0824324,1.37838e-05,2,0.130153
0,0.0824324,1.39189e-05,1,0.130948
0,0.0824324,1.39189e-05,2,0.130573
0,0.0824324,1.40541e-05,1,0.12997
0,0.0824324,1.40541e-05,2,0.131444
0,0.0824324,1.41892e-05,1,0.131244
0,0.0824324,1.41892e-05,2,0.130638
0,0.0824324,1.43243e-05,1,0.131203
0,0.0824324,1.43243e-05,2,0.130997
0,0.0824324,1.44595e-05,1,0.130926
0,0.0824324,1.44595e-05,2,0.130441
0,0.0824324,1.45946e-05,1,0.131384
0,0.0824324,1.45946e-05,2,0.130936
0,0.0824324,1.47297e-05,1,0.130353
0,0.0824324,1.47297e-05,2,0.129742
0,0.0824324,1.48649e-05,1,0.13187
0,0.0824324,1.48649e-05,2,0.130629
0,0.0824324,1.5e-05,1,0.130291
0,0.0824324,1.5e-05,2,0.131518
0,0.0851351,5e-06,1,0.125631
