omega,alpha,beta,action,Count
0,0.0824324,1.27027e-05,4,0.0755975
0,0.0824324,1.28378e-05,1,0.0606761
0,0.0824324,1.28378e-05,2,0.874152
0,0.0824324,1.28378e-05,3,0.0044774
0,0.0824324,1.28378e-05,4,0.0606948
0,0.0824324,1.2973e-05,1,0.0741265
0,0.0824324,1.2973e-05,2,0.845857
0,0.0824324,1.2973e-05,3,0.0066412
0,0.0824324,1.2973e-05,4,0.0733748
0,0.0824324,1.31081e-05,1,0.109078
0,0.0824324,1.31081e-05,2,0.772363
0,0.0824324,1.31081e-05,3,0.0094959
0,0.0824324,1.31081e-05,4,0.109063
0,0.0824324,1.32432e-05,1,0.0956413
0,0.0824324,1.32432e-05,2,0.793295
0,0.0824324,1.32432e-05,3,0.0137672
0,0.0824324,1.32432e-05,4,0.0972962
0,0.0824324,1.33784e-05,1,0.10428
0,0.0824324,1.33784e-05,2,0.773694
0,0.0824324,1.33784e-05,3,0.0193887
0,0.0824324,1.33784e-05,4,0.102637
0,0.0824324,1.35135e-05,1,0.0925353
0,0.0824324,1.35135e-05,2,0.801159
0,0.0824324,1.35135e-05,3,0.0123388
0,0.0824324,1.35135e-05,4,0.0939666
0,0.0824324,1.36486e-05,1,0.0869621
0,0.0824324,1.36486e-05,2,0.808714
0,0.0824324,1.36486e-05,3,0.019551
0,0.0824324,1.36486e-05,4,0.0847725
0,0.0824324,1.37838e-05,1,0.0675479
0,0.0824324,1.37838e-05,2,0.845489
0,0.0824324,1.37838e-05,3,0.0193868
0,0.0824324,1.37838e-05,4,0.0675766
0,0.0824324,1.39189e-05,1,0.0802643
0,0.0824324,1.39189e-05,2,0.824423
0,0.0824324,1.39189e-05,3,0.0150838
0,0.0824324,1.39189e-05,4,0.0802288
0,0.0824324,1.40541e-05,1,0.0712706
0,0.0824324,1.40541e-05,2,0.846848
0,0.0824324,1.40541e-05,3,0.0106775
0,0.0824324,1.40541e-05,4,0.0712036
0,0.0824324,1.41892e-05,1,0.0809787
0,0.0824324,1.41892e-05,2,0.830833
0,0.0824324,1.41892e-05,3,0.008707
0,0.0824324,1.41892e-05,4,0.0794817
0,0.0824324,1.43243e-05,1,0.0619372
0,0.0824324,1.43243e-05,2,0.848675
0,0.0824324,1.43243e-05,3,0.0272607
0,0.0824324,1.43243e-05,4,0.0621272
0,0.0824324,1.44595e-05,1,0.0767072
0,0.0824324,1.44595e-05,2,0.82857
0,0.0824324,1.44595e-05,3,0.0197652
0,0.0824324,1.44595e-05,4,0.0749573
0,0.0824324,1.45946e-05,1,0.084276
0,0.0824324,1.45946e-05,2,0.824905
0,0.0824324,1.45946e-05,3,0.0065349
0,0.0824324,1.45946e-05,4,0.0842839
0,0.0824324,1.47297e-05,1,0.0973052
0,0.0824324,1.47297e-05,2,0.796451
0,0.0824324,1.47297e-05,3,0.0055699
0,0.0824324,1.47297e-05,4,0.100674
0,0.0824324,1.48649e-05,1,0.08293
0,0.0824324,1.48649e-05,2,0.806107
0,0.0824324,1.48649e-05,3,0.0306897
0,0.0824324,1.48649e-05,4,0.0802736
0,0.0824324,1.5e-05,1,0.0911201
0,0.0824324,1.5e-05,2,0.804459
0,0.0824324,1.5e-05,3,0.0132583
0,0.0824324,1.5e-05,4,0.0911626
0,0.0851351,5e-06,1,0.175054
0,0.0851351,5e-06,2,0.623769
0,0.0851351,5e-06,3,0.0232073
0,0.0851351,5e-06,4,0.17797
0,0.0851351,5.13514e-06,1,0.140723
0,0.0851351,5.13514e-06,2,0.711968
0,0.0851351,5.13514e-06,3,0.0152059
0,0.0851351,5.13514e-06,4,0.132103
0,0.0851351,5.27027e-06,1,0.134646
0,0.0851351,5.27027e-06,2,0.715922
0,0.0851351,5.27027e-06,3,0.0154486
0,0.0851351,5.27027e-06,4,0.133983
0,0.0851351,5.40541e-06,1,0.13786
0,0.0851351,5.40541e-06,2,0.704473
0,0.0851351,5.40541e-06,3,0.0147338
0,0.0851351,5.40541e-06,4,0.142933
0,0.0851351,5.54054e-06,1,0.113979
0,0.0851351,5.54054e-06,2,0.744141
0,0.0851351,5.54054e-06,3,0.0192071
0,0.0851351,5.54054e-06,4,0.122673
0,0.0851351,5.67568e-06,1,0.15583
0,0.0851351,5.67568e-06,2,0.660155
0,0.0851351,5.67568e-06,3,0.0306857
0,0.0851351,5.67568e-06,4,0.15333
0,0.0851351,5.81081e-06,1,0.142588
0,0.0851351,5.81081e-06,2,0.698133
0,0.0851351,5.81081e-06,3,0.0193669
0,0.0851351,5.81081e-06,4,0.139912
0,0.0851351,5.94595e-06,1,0.128362
0,0.0851351,5.94595e-06,2,0.724671
0,0.0851351,5.94595e-06,3,0.0236044
0,0.0851351,5.94595e-06,4,0.123363
0,0.0851351,6.08108e-06,1,0.117427
0,0.0851351,6.08108e-06,2,0.733036
0,0.0851351,6.08108e-06,3,0.0283695
0,0.0851351,6.08108e-06,4,0.121168
0,0.0851351,6.21622e-06,1,0.148247
0,0.0851351,6.21622e-06,2,0.682849
0,0.0851351,6.21622e-06,3,0.0210728
0,0.0851351,6.21622e-06,4,0.147831
0,0.0851351,6.35135e-06,1,0.131713
0,0.0851351,6.35135e-06,2,0.713087
0,0.0851351,6.35135e-06,3,0.0214052
0,0.0851351,6.35135e-06,4,0.133795
0,0.0851351,6.48649e-06,1,0.12611
0,0.0851351,6.48649e-06,2,0.741655
0,0.0851351,6.48649e-06,3,0.0127931
0,0.0851351,6.48649e-06,4,0.119442
0,0.0851351,6.62162e-06,1,0.135801
0,0.0851351,6.62162e-06,2,0.710663
0,0.0851351,6.62162e-06,3,0.0205873
0,0.0851351,6.62162e-06,4,0.132949
0,0.0851351,6.75676e-06,1,0.105957
0,0.0851351,6.75676e-06,2,0.774303
0,0.0851351,6.75676e-06,3,0.0116843
0,0.0851351,6.75676e-06,4,0.108055
0,0.0851351,6.89189e-06,1,0.115233
0,0.0851351,6.89189e-06,2,0.740992
0,0.0851351,6.89189e-06,3,0.0260505
0,0.0851351,6.89189e-06,4,0.117725
0,0.0851351,7.02703e-06,1,0.127272
0,0.0851351,7.02703e-06,2,0.728236
0,0.0851351,7.02703e-06,3,0.0157218
0,0.0851351,7.02703e-06,4,0.12877
0,0.0851351,7.16216e-06,1,0.118899
0,0.0851351,7.16216e-06,2,0.736172
0,0.0851351,7.16216e-06,3,0.0274445
0,0.0851351,7.16216e-06,4,0.117484
0,0.0851351,7.2973e-06,1,0.117567
0,0.0851351,7.2973e-06,2,0.735595
0,0.0851351,7.2973e-06,3,0.017272
0,0.0851351,7.2973e-06,4,0.129566
0,0.0851351,7.43243e-06,1,0.131688
0,0.0851351,7.43243e-06,2,0.729851
0,0.0851351,7.43243e-06,3,0.0092793
0,0.0851351,7.43243e-06,4,0.129182
0,0.0851351,7.56757e-06,1,0.14673
0,0.0851351,7.56757e-06,2,0.691488
0,0.0851351,7.56757e-06,3,0.0221673
0,0.0851351,7.56757e-06,4,0.139615
0,0.0851351,7.7027e-06,1,0.114316
0,0.0851351,7.7027e-06,2,0.754694
0,0.0851351,7.7027e-06,3,0.0154218
0,0.0851351,7.7027e-06,4,0.115569
0,0.0851351,7.83784e-06,1,0.12494
0,0.0851351,7.83784e-06,2,0.728587
0,0.0851351,7.83784e-06,3,0.0190399
0,0.0851351,7.83784e-06,4,0.127433
0,0.0851351,7.97297e-06,1,0.13397
0,0.0851351,7.97297e-06,2,0.705094
0,0.0851351,7.97297e-06,3,0.0297216
0,0.0851351,7.97297e-06,4,0.131215
0,0.0851351,8.10811e-06,1,0.112371
0,0.0851351,8.10811e-06,2,0.748593
0,0.0851351,8.10811e-06,3,0.0227009
0,0.0851351,8.10811e-06,4,0.116334
0,0.0851351,8.24324e-06,1,0.10933
0,0.0851351,8.24324e-06,2,0.77512
0,0.0851351,8.24324e-06,3,0.0060682
0,0.0851351,8.24324e-06,4,0.109482
0,0.0851351,8.37838e-06,1,0.146643
0,0.0851351,8.37838e-06,2,0.672349
0,0.0851351,8.37838e-06,3,0.0406996
0,0.0851351,8.37838e-06,4,0.140308
0,0.0851351,8.51351e-06,1,0.122719
0,0.0851351,8.51351e-06,2,0.727638
0,0.0851351,8.51351e-06,3,0.0244229
0,0.0851351,8.51351e-06,4,0.125219
0,0.0851351,8.64865e-06,1,0.10976
0,0.0851351,8.64865e-06,2,0.76549
0,0.0851351,8.64865e-06,3,0.016565
0,0.0851351,8.64865e-06,4,0.108184
0,0.0851351,8.78378e-06,1,0.12008
0,0.0851351,8.78378e-06,2,0.743997
0,0.0851351,8.78378e-06,3,0.0128949
0,0.0851351,8.78378e-06,4,0.123029
0,0.0851351,8.91892e-06,1,0.106865
0,0.0851351,8.91892e-06,2,0.77148
0,0.0851351,8.91892e-06,3,0.0131172
0,0.0851351,8.91892e-06,4,0.108538
0,0.0851351,9.05405e-06,1,0.103202
0,0.0851351,9.05405e-06,2,0.774785
0,0.0851351,9.05405e-06,3,0.0171424
0,0.0851351,9.05405e-06,4,0.104871
0,0.0851351,9.18919e-06,1,0.111127
0,0.0851351,9.18919e-06,2,0.767573
0,0.0851351,9.18919e-06,3,0.0101834
0,0.0851351,9.18919e-06,4,0.111116
0,0.0851351,9.32432e-06,1,0.135231
0,0.0851351,9.32432e-06,2,0.714894
0,0.0851351,9.32432e-06,3,0.0187334
0,0.0851351,9.32432e-06,4,0.131142
0,0.0851351,9.45946e-06,1,0.0789584
0,0.0851351,9.45946e-06,2,0.832106
0,0.0851351,9.45946e-06,3,0.0099403
0,0.0851351,9.45946e-06,4,0.0789952
0,0.0851351,9.59459e-06,1,0.10566
0,0.0851351,9.59459e-06,2,0.781295
0,0.0851351,9.59459e-06,3,0.0087175
0,0.0851351,9.59459e-06,4,0.104327
0,0.0851351,9.72973e-06,1,0.104682
0,0.0851351,9.72973e-06,2,0.776037
0,0.0851351,9.72973e-06,3,0.0121008
0,0.0851351,9.72973e-06,4,0.107181
0,0.0851351,9.86486e-06,1,0.155964
0,0.0851351,9.86486e-06,2,0.661847
0,0.0851351,9.86486e-06,3,0.0206077
0,0.0851351,9.86486e-06,4,0.16158
0,0.0851351,1e-05,1,0.128561
0,0.0851351,1e-05,2,0.732454
0,0.0851351,1e-05,3,0.0124178
0,0.0851351,1e-05,4,0.126567
0,0.0851351,1.01351e-05,1,0.0604433
0,0.0851351,1.01351e-05,2,0.86164
0,0.0851351,1.01351e-05,3,0.0174829
0,0.0851351,1.01351e-05,4,0.0604339
0,0.0851351,1.02703e-05,1,0.123393
0,0.0851351,1.02703e-05,2,0.742581
0,0.0851351,1.02703e-05,3,0.0091984
0,0.0851351,1.02703e-05,4,0.124828
0,0.0851351,1.04054e-05,1,0.0730047
0,0.0851351,1.04054e-05,2,0.82935
0,0.0851351,1.04054e-05,3,0.0229751
0,0.0851351,1.04054e-05,4,0.0746703
0,0.0851351,1.05405e-05,1,0.0989087
0,0.0851351,1.05405e-05,2,0.782372
0,0.0851351,1.05405e-05,3,0.0198037
0,0.0851351,1.05405e-05,4,0.098916
0,0.0851351,1.06757e-05,1,0.0790378
0,0.0851351,1.06757e-05,2,0.835961
0,0.0851351,1.06757e-05,3,0.0059683
0,0.0851351,1.06757e-05,4,0.0790328
0,0.0851351,1.08108e-05,1,0.114817
0,0.0851351,1.08108e-05,2,0.761257
0,0.0851351,1.08108e-05,3,0.0091052
0,0.0851351,1.08108e-05,4,0.11482
0,0.0851351,1.09459e-05,1,0.0910707
0,0.0851351,1.09459e-05,2,0.796745
0,0.0851351,1.09459e-05,3,0.0190943
0,0.0851351,1.09459e-05,4,0.0930903
0,0.0851351,1.10811e-05,1,0.0815724
0,0.0851351,1.10811e-05,2,0.818341
0,0.0851351,1.10811e-05,3,0.0185288
0,0.0851351,1.10811e-05,4,0.0815583
0,0.0851351,1.12162e-05,1,0.0927464
0,0.0851351,1.12162e-05,2,0.796844
0,0.0851351,1.12162e-05,3,0.0176058
0,0.0851351,1.12162e-05,4,0.0928041
0,0.0851351,1.13514e-05,1,0.0920715
0,0.0851351,1.13514e-05,2,0.813801
0,0.0851351,1.13514e-05,3,0.0045437
0,0.0851351,1.13514e-05,4,0.0895834
0,0.0851351,1.14865e-05,1,0.100626
0,0.0851351,1.14865e-05,2,0.776942
0,0.0851351,1.14865e-05,3,0.0218125
0,0.0851351,1.14865e-05,4,0.10062
0,0.0851351,1.16216e-05,1,0.0796894
0,0.0851351,1.16216e-05,2,0.833204
0,0.0851351,1.16216e-05,3,0.0074178
0,0.0851351,1.16216e-05,4,0.0796888
0,0.0851351,1.17568e-05,1,0.0746082
0,0.0851351,1.17568e-05,2,0.840287
0,0.0851351,1.17568e-05,3,0.0119042
0,0.0851351,1.17568e-05,4,0.0732004
0,0.0851351,1.18919e-05,1,0.064784
0,0.0851351,1.18919e-05,2,0.868089
0,0.0851351,1.18919e-05,3,0.0034662
0,0.0851351,1.18919e-05,4,0.0636611
0,0.0851351,1.2027e-05,1,0.0971917
0,0.0851351,1.2027e-05,2,0.788325
0,0.0851351,1.2027e-05,3,0.017297
0,0.0851351,1.2027e-05,4,0.0971861
0,0.0851351,1.21622e-05,1,0.106468
0,0.0851351,1.21622e-05,2,0.766915
0,0.0851351,1.21622e-05,3,0.0201541
0,0.0851351,1.21622e-05,4,0.106463
0,0.0851351,1.22973e-05,1,0.072744
0,0.0851351,1.22973e-05,2,0.845497
0,0.0851351,1.22973e-05,3,0.0087498
0,0.0851351,1.22973e-05,4,0.073009
0,0.0851351,1.24324e-05,1,0.103318
0,0.0851351,1.24324e-05,2,0.775059
0,0.0851351,1.24324e-05,3,0.0183107
0,0.0851351,1.24324e-05,4,0.103312
0,0.0851351,1.25676e-05,1,0.088598
0,0.0851351,1.25676e-05,2,0.803011
0,0.0851351,1.25676e-05,3,0.0201454
0,0.0851351,1.25676e-05,4,0.0882458
0,0.0851351,1.27027e-05,1,0.0791876
0,0.0851351,1.27027e-05,2,0.836264
0,0.0851351,1.27027e-05,3,0.0053943
0,0.0851351,1.27027e-05,4,0.0791536
0,0.0851351,1.28378e-05,1,0.0631297
0,0.0851351,1.28378e-05,2,0.859931
0,0.0851351,1.28378e-05,3,0.0136893
0,0.0851351,1.28378e-05,4,0.0632501
0,0.0851351,1.2973e-05,1,0.0851368
0,0.0851351,1.2973e-05,2,0.817385
0,0.0851351,1.2973e-05,3,0.0123121
0,0.0851351,1.2973e-05,4,0.0851662
0,0.0851351,1.31081e-05,1,0.0725163
0,0.0851351,1.31081e-05,2,0.841829
0,0.0851351,1.31081e-05,3,0.0115525
0,0.0851351,1.31081e-05,4,0.0741019
0,0.0851351,1.32432e-05,1,0.103643
0,0.0851351,1.32432e-05,2,0.780553
0,0.0851351,1.32432e-05,3,0.0119121
0,0.0851351,1.32432e-05,4,0.103892
0,0.0851351,1.33784e-05,1,0.0848917
0,0.0851351,1.33784e-05,2,0.822861
0,0.0851351,1.33784e-05,3,0.0073723
0,0.0851351,1.33784e-05,4,0.0848753
0,0.0851351,1.35135e-05,1,0.0989276
0,0.0851351,1.35135e-05,2,0.801848
0,0.0851351,1.35135e-05,3,0.0003077
0,0.0851351,1.35135e-05,4,0.0989165
0,0.0851351,1.36486e-05,1,0.0864124
0,0.0851351,1.36486e-05,2,0.811046
0,0.0851351,1.36486e-05,3,0.0159383
0,0.0851351,1.36486e-05,4,0.0866029
0,0.0851351,1.37838e-05,1,0.0944124
0,0.0851351,1.37838e-05,2,0.802406
0,0.0851351,1.37838e-05,3,0.010198
0,0.0851351,1.37838e-05,4,0.092984
0,0.0851351,1.39189e-05,1,0.101933
0,0.0851351,1.39189e-05,2,0.779705
0,0.0851351,1.39189e-05,3,0.0163945
0,0.0851351,1.39189e-05,4,0.101967
0,0.0851351,1.40541e-05,1,0.0809078
0,0.0851351,1.40541e-05,2,0.824643
0,0.0851351,1.40541e-05,3,0.0171866
0,0.0851351,1.40541e-05,4,0.0772622
0,0.0851351,1.41892e-05,1,0.0713073
0,0.0851351,1.41892e-05,2,0.842477
0,0.0851351,1.41892e-05,3,0.0150842
0,0.0851351,1.41892e-05,4,0.0711312
0,0.0851351,1.43243e-05,1,0.10334
0,0.0851351,1.43243e-05,2,0.781652
0,0.0851351,1.43243e-05,3,0.0116605
0,0.0851351,1.43243e-05,4,0.103348
0,0.0851351,1.44595e-05,1,0.0918103
0,0.0851351,1.44595e-05,2,0.802131
0,0.0851351,1.44595e-05,3,0.0118227
0,0.0851351,1.44595e-05,4,0.0942359
0,0.0851351,1.45946e-05,1,0.0821616
0,0.0851351,1.45946e-05,2,0.822049
0,0.0851351,1.45946e-05,3,0.0136607
0,0.0851351,1.45946e-05,4,0.0821282
0,0.0851351,1.47297e-05,1,0.0940927
0,0.0851351,1.47297e-05,2,0.797875
0,0.0851351,1.47297e-05,3,0.0136789
0,0.0851351,1.47297e-05,4,0.0943534
0,0.0851351,1.48649e-05,1,0.110001
0,0.0851351,1.48649e-05,2,0.751191
0,0.0851351,1.48649e-05,3,0.0288525
0,0.0851351,1.48649e-05,4,0.109955
0,0.0851351,1.5e-05,1,0.101957
0,0.0851351,1.5e-05,2,0.785198
0,0.0851351,1.5e-05,3,0.0083247
0,0.0851351,1.5e-05,4,0.10452
0,0.0878378,5e-06,1,0.134809
0,0.0878378,5e-06,2,0.703167
0,0.0878378,5e-06,3,0.0276479
0,0.0878378,5e-06,4,0.134376
0,0.0878378,5.13514e-06,1,0.150757
0,0.0878378,5.13514e-06,2,0.685207
0,0.0878378,5.13514e-06,3,0.0129511
0,0.0878378,5.13514e-06,4,0.151085
0,0.0878378,5.27027e-06,1,0.150834
0,0.0878378,5.27027e-06,2,0.67996
0,0.0878378,5.27027e-06,3,0.0256172
0,0.0878378,5.27027e-06,4,0.143588
0,0.0878378,5.40541e-06,1,0.11693
0,0.0878378,5.40541e-06,2,0.74736
0,0.0878378,5.40541e-06,3,0.0144322
0,0.0878378,5.40541e-06,4,0.121278
0,0.0878378,5.54054e-06,1,0.141304
0,0.0878378,5.54054e-06,2,0.702946
0,0.0878378,5.54054e-06,3,0.0152204
0,0.0878378,5.54054e-06,4,0.140529
0,0.0878378,5.67568e-06,1,0.130554
0,0.0878378,5.67568e-06,2,0.723573
0,0.0878378,5.67568e-06,3,0.0153215
0,0.0878378,5.67568e-06,4,0.130551
0,0.0878378,5.81081e-06,1,0.15211
0,0.0878378,5.81081e-06,2,0.676928
0,0.0878378,5.81081e-06,3,0.0163468
0,0.0878378,5.81081e-06,4,0.154615
0,0.0878378,5.94595e-06,1,0.132553
0,0.0878378,5.94595e-06,2,0.720509
0,0.0878378,5.94595e-06,3,0.0173104
0,0.0878378,5.94595e-06,4,0.129627
0,0.0878378,6.08108e-06,1,0.137566
0,0.0878378,6.08108e-06,2,0.70133
0,0.0878378,6.08108e-06,3,0.0300563
0,0.0878378,6.08108e-06,4,0.131048
0,0.0878378,6.21622e-06,1,0.142375
0,0.0878378,6.21622e-06,2,0.694887
0,0.0878378,6.21622e-06,3,0.0167011
0,0.0878378,6.21622e-06,4,0.146038
0,0.0878378,6.35135e-06,1,0.130843
0,0.0878378,6.35135e-06,2,0.727918
0,0.0878378,6.35135e-06,3,0.0103906
0,0.0878378,6.35135e-06,4,0.130848
0,0.0878378,6.48649e-06,1,0.138821
0,0.0878378,6.48649e-06,2,0.715275
0,0.0878378,6.48649e-06,3,0.0126373
0,0.0878378,6.48649e-06,4,0.133267
0,0.0878378,6.62162e-06,1,0.113352
0,0.0878378,6.62162e-06,2,0.748983
0,0.0878378,6.62162e-06,3,0.0257442
0,0.0878378,6.62162e-06,4,0.111921
0,0.0878378,6.75676e-06,1,0.114515
0,0.0878378,6.75676e-06,2,0.744199
0,0.0878378,6.75676e-06,3,0.019857
0,0.0878378,6.75676e-06,4,0.121429
0,0.0878378,6.89189e-06,1,0.132979
0,0.0878378,6.89189e-06,2,0.724708
0,0.0878378,6.89189e-06,3,0.0115185
0,0.0878378,6.89189e-06,4,0.130795
0,0.0878378,7.02703e-06,1,0.102462
0,0.0878378,7.02703e-06,2,0.761204
0,0.0878378,7.02703e-06,3,0.0301914
0,0.0878378,7.02703e-06,4,0.106142
0,0.0878378,7.16216e-06,1,0.138869
0,0.0878378,7.16216e-06,2,0.708989
0,0.0878378,7.16216e-06,3,0.0132728
0,0.0878378,7.16216e-06,4,0.138869
0,0.0878378,7.2973e-06,1,0.126701
0,0.0878378,7.2973e-06,2,0.722167
0,0.0878378,7.2973e-06,3,0.0214387
0,0.0878378,7.2973e-06,4,0.129694
0,0.0878378,7.43243e-06,1,0.110112
0,0.0878378,7.43243e-06,2,0.770539
0,0.0878378,7.43243e-06,3,0.0092357
0,0.0878378,7.43243e-06,4,0.110113
0,0.0878378,7.56757e-06,1,0.107133
0,0.0878378,7.56757e-06,2,0.766151
0,0.0878378,7.56757e-06,3,0.0216339
0,0.0878378,7.56757e-06,4,0.105082
0,0.0878378,7.7027e-06,1,0.0905246
0,0.0878378,7.7027e-06,2,0.797939
0,0.0878378,7.7027e-06,3,0.0240201
0,0.0878378,7.7027e-06,4,0.0875158
0,0.0878378,7.83784e-06,1,0.0921795
0,0.0878378,7.83784e-06,2,0.800141
0,0.0878378,7.83784e-06,3,0.0149265
0,0.0878378,7.83784e-06,4,0.092753
0,0.0878378,7.97297e-06,1,0.122716
0,0.0878378,7.97297e-06,2,0.74302
0,0.0878378,7.97297e-06,3,0.0115466
0,0.0878378,7.97297e-06,4,0.122718
0,0.0878378,8.10811e-06,1,0.117991
0,0.0878378,8.10811e-06,2,0.748816
0,0.0878378,8.10811e-06,3,0.0140958
0,0.0878378,8.10811e-06,4,0.119097
0,0.0878378,8.24324e-06,1,0.136078
0,0.0878378,8.24324e-06,2,0.705149
0,0.0878378,8.24324e-06,3,0.0251135
0,0.0878378,8.24324e-06,4,0.13366
0,0.0878378,8.37838e-06,1,0.121303
0,0.0878378,8.37838e-06,2,0.743632
0,0.0878378,8.37838e-06,3,0.0150151
0,0.0878378,8.37838e-06,4,0.12005
0,0.0878378,8.51351e-06,1,0.0805095
0,0.0878378,8.51351e-06,2,0.825577
0,0.0878378,8.51351e-06,3,0.0133896
0,0.0878378,8.51351e-06,4,0.0805243
0,0.0878378,8.64865e-06,1,0.134847
0,0.0878378,8.64865e-06,2,0.702463
0,0.0878378,8.64865e-06,3,0.0295122
0,0.0878378,8.64865e-06,4,0.133178
0,0.0878378,8.78378e-06,1,0.0893325
0,0.0878378,8.78378e-06,2,0.814357
0,0.0878378,8.78378e-06,3,0.0086517
0,0.0878378,8.78378e-06,4,0.0876591
0,0.0878378,8.91892e-06,1,0.1069
0,0.0878378,8.91892e-06,2,0.772349
0,0.0878378,8.91892e-06,3,0.017194
0,0.0878378,8.91892e-06,4,0.103557
0,0.0878378,9.05405e-06,1,0.127017
0,0.0878378,9.05405e-06,2,0.733911
0,0.0878378,9.05405e-06,3,0.0120553
0,0.0878378,9.05405e-06,4,0.127017
0,0.0878378,9.18919e-06,1,0.131367
0,0.0878378,9.18919e-06,2,0.724058
0,0.0878378,9.18919e-06,3,0.0097806
0,0.0878378,9.18919e-06,4,0.134795
0,0.0878378,9.32432e-06,1,0.117599
0,0.0878378,9.32432e-06,2,0.756051
0,0.0878378,9.32432e-06,3,0.0081779
0,0.0878378,9.32432e-06,4,0.118172
0,0.0878378,9.45946e-06,1,0.099628
0,0.0878378,9.45946e-06,2,0.78401
0,0.0878378,9.45946e-06,3,0.0184016
0,0.0878378,9.45946e-06,4,0.0979599
0,0.0878378,9.59459e-06,1,0.103898
0,0.0878378,9.59459e-06,2,0.778689
0,0.0878378,9.59459e-06,3,0.0135213
0,0.0878378,9.59459e-06,4,0.103892
0,0.0878378,9.72973e-06,1,0.0957569
0,0.0878378,9.72973e-06,2,0.792219
0,0.0878378,9.72973e-06,3,0.0165883
0,0.0878378,9.72973e-06,4,0.0954359
0,0.0878378,9.86486e-06,1,0.12726
0,0.0878378,9.86486e-06,2,0.721577
0,0.0878378,9.86486e-06,3,0.0228962
0,0.0878378,9.86486e-06,4,0.128267
0,0.0878378,1e-05,1,0.111595
0,0.0878378,1e-05,2,0.760257
0,0.0878378,1e-05,3,0.0165584
0,0.0878378,1e-05,4,0.11159
0,0.0878378,1.01351e-05,1,0.0999593
0,0.0878378,1.01351e-05,2,0.796105
0,0.0878378,1.01351e-05,3,0.0050496
0,0.0878378,1.01351e-05,4,0.0988857
0,0.0878378,1.02703e-05,1,0.104985
0,0.0878378,1.02703e-05,2,0.772496
0,0.0878378,1.02703e-05,3,0.0175314
0,0.0878378,1.02703e-05,4,0.104987
0,0.0878378,1.04054e-05,1,0.0855275
0,0.0878378,1.04054e-05,2,0.823788
0,0.0878378,1.04054e-05,3,0.0052252
0,0.0878378,1.04054e-05,4,0.0854594
0,0.0878378,1.05405e-05,1,0.122495
0,0.0878378,1.05405e-05,2,0.741494
0,0.0878378,1.05405e-05,3,0.0135147
0,0.0878378,1.05405e-05,4,0.122497
0,0.0878378,1.06757e-05,1,0.102447
0,0.0878378,1.06757e-05,2,0.776045
0,0.0878378,1.06757e-05,3,0.0196318
0,0.0878378,1.06757e-05,4,0.101876
0,0.0878378,1.08108e-05,1,0.104292
0,0.0878378,1.08108e-05,2,0.786529
0,0.0878378,1.08108e-05,3,0.0061911
0,0.0878378,1.08108e-05,4,0.102988
0,0.0878378,1.09459e-05,1,0.0715603
0,0.0878378,1.09459e-05,2,0.833334
0,0.0878378,1.09459e-05,3,0.0249616
0,0.0878378,1.09459e-05,4,0.0701442
0,0.0878378,1.10811e-05,1,0.11038
0,0.0878378,1.10811e-05,2,0.757734
0,0.0878378,1.10811e-05,3,0.0218522
0,0.0878378,1.10811e-05,4,0.110034
0,0.0878378,1.12162e-05,1,0.0880876
0,0.0878378,1.12162e-05,2,0.812585
0,0.0878378,1.12162e-05,3,0.0112023
0,0.0878378,1.12162e-05,4,0.0881253
0,0.0878378,1.13514e-05,1,0.0900069
0,0.0878378,1.13514e-05,2,0.809464
0,0.0878378,1.13514e-05,3,0.0104782
0,0.0878378,1.13514e-05,4,0.0900513
0,0.0878378,1.14865e-05,1,0.0692752
0,0.0878378,1.14865e-05,2,0.857007
0,0.0878378,1.14865e-05,3,0.0058895
0,0.0878378,1.14865e-05,4,0.0678281
0,0.0878378,1.16216e-05,1,0.0889918
0,0.0878378,1.16216e-05,2,0.79457
0,0.0878378,1.16216e-05,3,0.0259697
0,0.0878378,1.16216e-05,4,0.0904682
0,0.0878378,1.17568e-05,1,0.0856082
0,0.0878378,1.17568e-05,2,0.809016
0,0.0878378,1.17568e-05,3,0.0187966
0,0.0878378,1.17568e-05,4,0.0865792
0,0.0878378,1.18919e-05,1,0.10059
0,0.0878378,1.18919e-05,2,0.7828
0,0.0878378,1.18919e-05,3,0.0141195
0,0.0878378,1.18919e-05,4,0.102491
0,0.0878378,1.2027e-05,1,0.0710287
0,0.0878378,1.2027e-05,2,0.835792
0,0.0878378,1.2027e-05,3,0.0204827
0,0.0878378,1.2027e-05,4,0.0726963
0,0.0878378,1.21622e-05,1,0.104436
0,0.0878378,1.21622e-05,2,0.779554
0,0.0878378,1.21622e-05,3,0.0115599
0,0.0878378,1.21622e-05,4,0.10445
0,0.0878378,1.22973e-05,1,0.0946424
0,0.0878378,1.22973e-05,2,0.788781
0,0.0878378,1.22973e-05,3,0.0218431
0,0.0878378,1.22973e-05,4,0.0947335
0,0.0878378,1.24324e-05,1,0.0879624
0,0.0878378,1.24324e-05,2,0.802358
0,0.0878378,1.24324e-05,3,0.0267617
0,0.0878378,1.24324e-05,4,0.0829184
0,0.0878378,1.25676e-05,1,0.0806801
0,0.0878378,1.25676e-05,2,0.826406
0,0.0878378,1.25676e-05,3,0.0122373
0,0.0878378,1.25676e-05,4,0.0806768
0,0.0878378,1.27027e-05,1,0.0847111
0,0.0878378,1.27027e-05,2,0.818432
