omega,alpha,beta,action,Count
0,0.158108,5.94595e-06,1,0.16183
0,0.158108,5.94595e-06,2,0.644666
0,0.158108,5.94595e-06,3,0.0326793
0,0.158108,5.94595e-06,4,0.160825
0,0.158108,6.08108e-06,1,0.172272
0,0.158108,6.08108e-06,2,0.629021
0,0.158108,6.08108e-06,3,0.0315322
0,0.158108,6.08108e-06,4,0.167174
0,0.158108,6.21622e-06,1,0.158633
0,0.158108,6.21622e-06,2,0.652539
0,0.158108,6.21622e-06,3,0.0323175
0,0.158108,6.21622e-06,4,0.15651
0,0.158108,6.35135e-06,1,0.181547
0,0.158108,6.35135e-06,2,0.616248
0,0.158108,6.35135e-06,3,0.018488
0,0.158108,6.35135e-06,4,0.183717
0,0.158108,6.48649e-06,1,0.196789
0,0.158108,6.48649e-06,2,0.58298
0,0.158108,6.48649e-06,3,0.0227626
0,0.158108,6.48649e-06,4,0.197468
0,0.158108,6.62162e-06,1,0.174552
0,0.158108,6.62162e-06,2,0.615885
0,0.158108,6.62162e-06,3,0.0366765
0,0.158108,6.62162e-06,4,0.172887
0,0.158108,6.75676e-06,1,0.136699
0,0.158108,6.75676e-06,2,0.694006
0,0.158108,6.75676e-06,3,0.0369807
0,0.158108,6.75676e-06,4,0.132314
0,0.158108,6.89189e-06,1,0.183601
0,0.158108,6.89189e-06,2,0.599511
0,0.158108,6.89189e-06,3,0.0287915
0,0.158108,6.89189e-06,4,0.188096
0,0.158108,7.02703e-06,1,0.175878
0,0.158108,7.02703e-06,2,0.609199
0,0.158108,7.02703e-06,3,0.0349873
0,0.158108,7.02703e-06,4,0.179935
0,0.158108,7.16216e-06,1,0.150374
0,0.158108,7.16216e-06,2,0.680686
0,0.158108,7.16216e-06,3,0.0243903
0,0.158108,7.16216e-06,4,0.14455
0,0.158108,7.2973e-06,1,0.121927
0,0.158108,7.2973e-06,2,0.727948
0,0.158108,7.2973e-06,3,0.0236583
0,0.158108,7.2973e-06,4,0.126467
0,0.158108,7.43243e-06,1,0.141458
0,0.158108,7.43243e-06,2,0.687547
0,0.158108,7.43243e-06,3,0.0300371
0,0.158108,7.43243e-06,4,0.140958
0,0.158108,7.56757e-06,1,0.142908
0,0.158108,7.56757e-06,2,0.69515
0,0.158108,7.56757e-06,3,0.0188949
0,0.158108,7.56757e-06,4,0.143047
0,0.158108,7.7027e-06,1,0.147588
0,0.158108,7.7027e-06,2,0.675159
0,0.158108,7.7027e-06,3,0.0280014
0,0.158108,7.7027e-06,4,0.149251
0,0.158108,7.83784e-06,1,0.142826
0,0.158108,7.83784e-06,2,0.709499
0,0.158108,7.83784e-06,3,0.0082819
0,0.158108,7.83784e-06,4,0.139393
0,0.158108,7.97297e-06,1,0.119669
0,0.158108,7.97297e-06,2,0.739484
0,0.158108,7.97297e-06,3,0.0202816
0,0.158108,7.97297e-06,4,0.120566
0,0.158108,8.10811e-06,1,0.154412
0,0.158108,8.10811e-06,2,0.665148
0,0.158108,8.10811e-06,3,0.0234571
0,0.158108,8.10811e-06,4,0.156984
0,0.158108,8.24324e-06,1,0.142173
0,0.158108,8.24324e-06,2,0.68727
0,0.158108,8.24324e-06,3,0.0229583
0,0.158108,8.24324e-06,4,0.147599
0,0.158108,8.37838e-06,1,0.152089
0,0.158108,8.37838e-06,2,0.678815
0,0.158108,8.37838e-06,3,0.0162544
0,0.158108,8.37838e-06,4,0.152842
0,0.158108,8.51351e-06,1,0.144711
0,0.158108,8.51351e-06,2,0.697614
0,0.158108,8.51351e-06,3,0.0194244
0,0.158108,8.51351e-06,4,0.138251
0,0.158108,8.64865e-06,1,0.151119
0,0.158108,8.64865e-06,2,0.668123
0,0.158108,8.64865e-06,3,0.0269837
0,0.158108,8.64865e-06,4,0.153775
0,0.158108,8.78378e-06,1,0.150688
0,0.158108,8.78378e-06,2,0.66945
0,0.158108,8.78378e-06,3,0.0279307
0,0.158108,8.78378e-06,4,0.151931
0,0.158108,8.91892e-06,1,0.136987
0,0.158108,8.91892e-06,2,0.701676
0,0.158108,8.91892e-06,3,0.0243513
0,0.158108,8.91892e-06,4,0.136986
0,0.158108,9.05405e-06,1,0.12596
0,0.158108,9.05405e-06,2,0.727823
0,0.158108,9.05405e-06,3,0.0237141
0,0.158108,9.05405e-06,4,0.122502
0,0.158108,9.18919e-06,1,0.122763
0,0.158108,9.18919e-06,2,0.731244
0,0.158108,9.18919e-06,3,0.0187069
0,0.158108,9.18919e-06,4,0.127286
0,0.158108,9.32432e-06,1,0.138895
0,0.158108,9.32432e-06,2,0.705038
0,0.158108,9.32432e-06,3,0.0139986
0,0.158108,9.32432e-06,4,0.142068
0,0.158108,9.45946e-06,1,0.174116
0,0.158108,9.45946e-06,2,0.635336
0,0.158108,9.45946e-06,3,0.0145273
0,0.158108,9.45946e-06,4,0.176021
0,0.158108,9.59459e-06,1,0.115705
0,0.158108,9.59459e-06,2,0.750982
0,0.158108,9.59459e-06,3,0.015943
0,0.158108,9.59459e-06,4,0.117371
0,0.158108,9.72973e-06,1,0.122336
0,0.158108,9.72973e-06,2,0.730941
0,0.158108,9.72973e-06,3,0.0233698
0,0.158108,9.72973e-06,4,0.123352
0,0.158108,9.86486e-06,1,0.144954
0,0.158108,9.86486e-06,2,0.693944
0,0.158108,9.86486e-06,3,0.0186505
0,0.158108,9.86486e-06,4,0.142453
0,0.158108,1e-05,1,0.143256
0,0.158108,1e-05,2,0.693884
0,0.158108,1e-05,3,0.0190299
0,0.158108,1e-05,4,0.14383
0,0.158108,1.01351e-05,1,0.110311
0,0.158108,1.01351e-05,2,0.762462
0,0.158108,1.01351e-05,3,0.0107079
0,0.158108,1.01351e-05,4,0.11652
0,0.158108,1.02703e-05,1,0.125227
0,0.158108,1.02703e-05,2,0.744207
0,0.158108,1.02703e-05,3,0.0061712
0,0.158108,1.02703e-05,4,0.124395
0,0.158108,1.04054e-05,1,0.106738
0,0.158108,1.04054e-05,2,0.762043
0,0.158108,1.04054e-05,3,0.0203161
0,0.158108,1.04054e-05,4,0.110903
0,0.158108,1.05405e-05,1,0.129321
0,0.158108,1.05405e-05,2,0.716672
0,0.158108,1.05405e-05,3,0.0246879
0,0.158108,1.05405e-05,4,0.129319
0,0.158108,1.06757e-05,1,0.138548
0,0.158108,1.06757e-05,2,0.708065
0,0.158108,1.06757e-05,3,0.0140039
0,0.158108,1.06757e-05,4,0.139383
0,0.158108,1.08108e-05,1,0.128027
0,0.158108,1.08108e-05,2,0.72321
0,0.158108,1.08108e-05,3,0.0221665
0,0.158108,1.08108e-05,4,0.126597
0,0.158108,1.09459e-05,1,0.132276
0,0.158108,1.09459e-05,2,0.734753
0,0.158108,1.09459e-05,3,0.0073629
0,0.158108,1.09459e-05,4,0.125608
0,0.158108,1.10811e-05,1,0.104732
0,0.158108,1.10811e-05,2,0.771195
0,0.158108,1.10811e-05,3,0.0210104
0,0.158108,1.10811e-05,4,0.103063
0,0.158108,1.12162e-05,1,0.121798
0,0.158108,1.12162e-05,2,0.740558
0,0.158108,1.12162e-05,3,0.0155958
0,0.158108,1.12162e-05,4,0.122048
0,0.158108,1.13514e-05,1,0.11751
0,0.158108,1.13514e-05,2,0.747034
0,0.158108,1.13514e-05,3,0.0179462
0,0.158108,1.13514e-05,4,0.11751
0,0.158108,1.14865e-05,1,0.139061
0,0.158108,1.14865e-05,2,0.695552
0,0.158108,1.14865e-05,3,0.0223279
0,0.158108,1.14865e-05,4,0.143059
0,0.158108,1.16216e-05,1,0.104725
0,0.158108,1.16216e-05,2,0.770619
0,0.158108,1.16216e-05,3,0.023265
0,0.158108,1.16216e-05,4,0.101391
0,0.158108,1.17568e-05,1,0.0977675
0,0.158108,1.17568e-05,2,0.802985
0,0.158108,1.17568e-05,3,0.0045524
0,0.158108,1.17568e-05,4,0.0946955
0,0.158108,1.18919e-05,1,0.111902
0,0.158108,1.18919e-05,2,0.758582
0,0.158108,1.18919e-05,3,0.0165047
0,0.158108,1.18919e-05,4,0.113012
0,0.158108,1.2027e-05,1,0.116198
0,0.158108,1.2027e-05,2,0.756344
0,0.158108,1.2027e-05,3,0.010009
0,0.158108,1.2027e-05,4,0.117449
0,0.158108,1.21622e-05,1,0.111695
0,0.158108,1.21622e-05,2,0.766714
0,0.158108,1.21622e-05,3,0.0098949
0,0.158108,1.21622e-05,4,0.111696
0,0.158108,1.22973e-05,1,0.0914796
0,0.158108,1.22973e-05,2,0.797442
0,0.158108,1.22973e-05,3,0.0151035
0,0.158108,1.22973e-05,4,0.0959754
0,0.158108,1.24324e-05,1,0.115543
0,0.158108,1.24324e-05,2,0.760599
0,0.158108,1.24324e-05,3,0.0099817
0,0.158108,1.24324e-05,4,0.113876
0,0.158108,1.25676e-05,1,0.14275
0,0.158108,1.25676e-05,2,0.70776
0,0.158108,1.25676e-05,3,0.0067405
0,0.158108,1.25676e-05,4,0.142749
0,0.158108,1.27027e-05,1,0.141723
0,0.158108,1.27027e-05,2,0.706472
0,0.158108,1.27027e-05,3,0.0117512
0,0.158108,1.27027e-05,4,0.140054
0,0.158108,1.28378e-05,1,0.123869
0,0.158108,1.28378e-05,2,0.733815
0,0.158108,1.28378e-05,3,0.0214477
0,0.158108,1.28378e-05,4,0.120868
0,0.158108,1.2973e-05,1,0.094022
0,0.158108,1.2973e-05,2,0.796582
0,0.158108,1.2973e-05,3,0.0139445
0,0.158108,1.2973e-05,4,0.095451
0,0.158108,1.31081e-05,1,0.103543
0,0.158108,1.31081e-05,2,0.769299
0,0.158108,1.31081e-05,3,0.0195042
0,0.158108,1.31081e-05,4,0.107653
0,0.158108,1.32432e-05,1,0.101676
0,0.158108,1.32432e-05,2,0.777341
0,0.158108,1.32432e-05,3,0.0209726
0,0.158108,1.32432e-05,4,0.100011
0,0.158108,1.33784e-05,1,0.12519
0,0.158108,1.33784e-05,2,0.71721
0,0.158108,1.33784e-05,3,0.0251908
0,0.158108,1.33784e-05,4,0.132408
0,0.158108,1.35135e-05,1,0.127052
0,0.158108,1.35135e-05,2,0.72101
0,0.158108,1.35135e-05,3,0.0294099
0,0.158108,1.35135e-05,4,0.122528
0,0.158108,1.36486e-05,1,0.122361
0,0.158108,1.36486e-05,2,0.746492
0,0.158108,1.36486e-05,3,0.0110373
0,0.158108,1.36486e-05,4,0.12011
0,0.158108,1.37838e-05,1,0.0766927
0,0.158108,1.37838e-05,2,0.841109
0,0.158108,1.37838e-05,3,0.0055071
0,0.158108,1.37838e-05,4,0.0766911
0,0.158108,1.39189e-05,1,0.110399
0,0.158108,1.39189e-05,2,0.766725
0,0.158108,1.39189e-05,3,0.01337
0,0.158108,1.39189e-05,4,0.109506
0,0.158108,1.40541e-05,1,0.0780204
0,0.158108,1.40541e-05,2,0.822359
0,0.158108,1.40541e-05,3,0.018266
0,0.158108,1.40541e-05,4,0.0813542
0,0.158108,1.41892e-05,1,0.12099
0,0.158108,1.41892e-05,2,0.719688
0,0.158108,1.41892e-05,3,0.0374234
0,0.158108,1.41892e-05,4,0.121898
0,0.158108,1.43243e-05,1,0.0710834
0,0.158108,1.43243e-05,2,0.841505
0,0.158108,1.43243e-05,3,0.0138261
0,0.158108,1.43243e-05,4,0.0735858
0,0.158108,1.44595e-05,1,0.100181
0,0.158108,1.44595e-05,2,0.780278
0,0.158108,1.44595e-05,3,0.0188052
0,0.158108,1.44595e-05,4,0.100735
0,0.158108,1.45946e-05,1,0.103359
0,0.158108,1.45946e-05,2,0.782669
0,0.158108,1.45946e-05,3,0.0097782
0,0.158108,1.45946e-05,4,0.104193
0,0.158108,1.47297e-05,1,0.119836
0,0.158108,1.47297e-05,2,0.750312
0,0.158108,1.47297e-05,3,0.0100115
0,0.158108,1.47297e-05,4,0.11984
0,0.158108,1.48649e-05,1,0.105333
0,0.158108,1.48649e-05,2,0.768064
0,0.158108,1.48649e-05,3,0.0181851
0,0.158108,1.48649e-05,4,0.108418
0,0.158108,1.5e-05,1,0.110749
0,0.158108,1.5e-05,2,0.748764
0,0.158108,1.5e-05,3,0.0272348
0,0.158108,1.5e-05,4,0.113252
0,0.160811,5e-06,1,0.170268
0,0.160811,5e-06,2,0.610484
0,0.160811,5e-06,3,0.0482419
0,0.160811,5e-06,4,0.171005
0,0.160811,5.13514e-06,1,0.154512
0,0.160811,5.13514e-06,2,0.667832
0,0.160811,5.13514e-06,3,0.0273297
0,0.160811,5.13514e-06,4,0.150327
0,0.160811,5.27027e-06,1,0.218758
0,0.160811,5.27027e-06,2,0.531343
0,0.160811,5.27027e-06,3,0.0423407
0,0.160811,5.27027e-06,4,0.207558
0,0.160811,5.40541e-06,1,0.180369
0,0.160811,5.40541e-06,2,0.600813
0,0.160811,5.40541e-06,3,0.0433338
0,0.160811,5.40541e-06,4,0.175484
0,0.160811,5.54054e-06,1,0.159772
0,0.160811,5.54054e-06,2,0.643993
0,0.160811,5.54054e-06,3,0.0341903
0,0.160811,5.54054e-06,4,0.162044
0,0.160811,5.67568e-06,1,0.172546
0,0.160811,5.67568e-06,2,0.607843
0,0.160811,5.67568e-06,3,0.033854
0,0.160811,5.67568e-06,4,0.185757
0,0.160811,5.81081e-06,1,0.182419
0,0.160811,5.81081e-06,2,0.61565
0,0.160811,5.81081e-06,3,0.0269974
0,0.160811,5.81081e-06,4,0.174934
0,0.160811,5.94595e-06,1,0.178953
0,0.160811,5.94595e-06,2,0.602097
0,0.160811,5.94595e-06,3,0.0227458
0,0.160811,5.94595e-06,4,0.196204
0,0.160811,6.08108e-06,1,0.156481
0,0.160811,6.08108e-06,2,0.667381
0,0.160811,6.08108e-06,3,0.0306817
0,0.160811,6.08108e-06,4,0.145457
0,0.160811,6.21622e-06,1,0.175918
0,0.160811,6.21622e-06,2,0.625418
0,0.160811,6.21622e-06,3,0.0289024
0,0.160811,6.21622e-06,4,0.169761
0,0.160811,6.35135e-06,1,0.155516
0,0.160811,6.35135e-06,2,0.660588
0,0.160811,6.35135e-06,3,0.0295572
0,0.160811,6.35135e-06,4,0.154339
0,0.160811,6.48649e-06,1,0.130401
0,0.160811,6.48649e-06,2,0.715769
0,0.160811,6.48649e-06,3,0.0230146
0,0.160811,6.48649e-06,4,0.130815
0,0.160811,6.62162e-06,1,0.181578
0,0.160811,6.62162e-06,2,0.61731
0,0.160811,6.62162e-06,3,0.0252003
0,0.160811,6.62162e-06,4,0.175911
0,0.160811,6.75676e-06,1,0.152477
0,0.160811,6.75676e-06,2,0.678249
0,0.160811,6.75676e-06,3,0.014758
0,0.160811,6.75676e-06,4,0.154517
0,0.160811,6.89189e-06,1,0.184197
0,0.160811,6.89189e-06,2,0.594322
0,0.160811,6.89189e-06,3,0.0322998
0,0.160811,6.89189e-06,4,0.189181
0,0.160811,7.02703e-06,1,0.164398
0,0.160811,7.02703e-06,2,0.658845
0,0.160811,7.02703e-06,3,0.011167
0,0.160811,7.02703e-06,4,0.16559
0,0.160811,7.16216e-06,1,0.170601
0,0.160811,7.16216e-06,2,0.653909
0,0.160811,7.16216e-06,3,0.01486
0,0.160811,7.16216e-06,4,0.16063
0,0.160811,7.2973e-06,1,0.146712
0,0.160811,7.2973e-06,2,0.653877
0,0.160811,7.2973e-06,3,0.0555348
0,0.160811,7.2973e-06,4,0.143876
0,0.160811,7.43243e-06,1,0.158574
0,0.160811,7.43243e-06,2,0.657916
0,0.160811,7.43243e-06,3,0.0206007
0,0.160811,7.43243e-06,4,0.162909
0,0.160811,7.56757e-06,1,0.175336
0,0.160811,7.56757e-06,2,0.619695
0,0.160811,7.56757e-06,3,0.0374955
0,0.160811,7.56757e-06,4,0.167473
0,0.160811,7.7027e-06,1,0.124186
0,0.160811,7.7027e-06,2,0.736454
0,0.160811,7.7027e-06,3,0.0160084
0,0.160811,7.7027e-06,4,0.123352
0,0.160811,7.83784e-06,1,0.17393
0,0.160811,7.83784e-06,2,0.626053
0,0.160811,7.83784e-06,3,0.0282865
0,0.160811,7.83784e-06,4,0.171731
0,0.160811,7.97297e-06,1,0.132312
0,0.160811,7.97297e-06,2,0.711701
0,0.160811,7.97297e-06,3,0.0258929
0,0.160811,7.97297e-06,4,0.130094
0,0.160811,8.10811e-06,1,0.135929
0,0.160811,8.10811e-06,2,0.720213
0,0.160811,8.10811e-06,3,0.0094831
0,0.160811,8.10811e-06,4,0.134375
0,0.160811,8.24324e-06,1,0.144883
0,0.160811,8.24324e-06,2,0.696131
0,0.160811,8.24324e-06,3,0.0201962
0,0.160811,8.24324e-06,4,0.13879
0,0.160811,8.37838e-06,1,0.146053
0,0.160811,8.37838e-06,2,0.680003
0,0.160811,8.37838e-06,3,0.0325425
0,0.160811,8.37838e-06,4,0.141401
0,0.160811,8.51351e-06,1,0.164036
0,0.160811,8.51351e-06,2,0.661108
0,0.160811,8.51351e-06,3,0.0175633
0,0.160811,8.51351e-06,4,0.157292
0,0.160811,8.64865e-06,1,0.154155
0,0.160811,8.64865e-06,2,0.675163
0,0.160811,8.64865e-06,3,0.011528
0,0.160811,8.64865e-06,4,0.159154
0,0.160811,8.78378e-06,1,0.135613
0,0.160811,8.78378e-06,2,0.703091
0,0.160811,8.78378e-06,3,0.0251801
0,0.160811,8.78378e-06,4,0.136115
0,0.160811,8.91892e-06,1,0.142694
0,0.160811,8.91892e-06,2,0.686205
0,0.160811,8.91892e-06,3,0.0288844
0,0.160811,8.91892e-06,4,0.142217
0,0.160811,9.05405e-06,1,0.10932
0,0.160811,9.05405e-06,2,0.749903
0,0.160811,9.05405e-06,3,0.0272908
0,0.160811,9.05405e-06,4,0.113487
0,0.160811,9.18919e-06,1,0.167898
0,0.160811,9.18919e-06,2,0.636441
0,0.160811,9.18919e-06,3,0.0232358
0,0.160811,9.18919e-06,4,0.172424
0,0.160811,9.32432e-06,1,0.115221
0,0.160811,9.32432e-06,2,0.763479
0,0.160811,9.32432e-06,3,0.0055079
0,0.160811,9.32432e-06,4,0.115791
0,0.160811,9.45946e-06,1,0.115446
0,0.160811,9.45946e-06,2,0.73447
0,0.160811,9.45946e-06,3,0.018889
0,0.160811,9.45946e-06,4,0.131195
0,0.160811,9.59459e-06,1,0.15854
0,0.160811,9.59459e-06,2,0.66361
0,0.160811,9.59459e-06,3,0.0178861
0,0.160811,9.59459e-06,4,0.159964
0,0.160811,9.72973e-06,1,0.149472
0,0.160811,9.72973e-06,2,0.680578
0,0.160811,9.72973e-06,3,0.0215606
0,0.160811,9.72973e-06,4,0.148389
0,0.160811,9.86486e-06,1,0.160445
0,0.160811,9.86486e-06,2,0.661677
0,0.160811,9.86486e-06,3,0.0186825
0,0.160811,9.86486e-06,4,0.159196
0,0.160811,1e-05,1,0.121827
0,0.160811,1e-05,2,0.731037
0,0.160811,1e-05,3,0.0228766
0,0.160811,1e-05,4,0.12426
0,0.160811,1.01351e-05,1,0.128027
0,0.160811,1.01351e-05,2,0.726583
0,0.160811,1.01351e-05,3,0.0156997
0,0.160811,1.01351e-05,4,0.12969
0,0.160811,1.02703e-05,1,0.113932
0,0.160811,1.02703e-05,2,0.752725
0,0.160811,1.02703e-05,3,0.0194079
0,0.160811,1.02703e-05,4,0.113935
0,0.160811,1.04054e-05,1,0.100365
0,0.160811,1.04054e-05,2,0.785683
0,0.160811,1.04054e-05,3,0.01268
0,0.160811,1.04054e-05,4,0.101272
0,0.160811,1.05405e-05,1,0.139585
0,0.160811,1.05405e-05,2,0.72257
0,0.160811,1.05405e-05,3,0.0040907
0,0.160811,1.05405e-05,4,0.133754
0,0.160811,1.06757e-05,1,0.0972014
0,0.160811,1.06757e-05,2,0.793425
0,0.160811,1.06757e-05,3,0.0121702
0,0.160811,1.06757e-05,4,0.097203
0,0.160811,1.08108e-05,1,0.146752
0,0.160811,1.08108e-05,2,0.692543
0,0.160811,1.08108e-05,3,0.0119435
0,0.160811,1.08108e-05,4,0.148761
0,0.160811,1.09459e-05,1,0.13828
0,0.160811,1.09459e-05,2,0.700229
0,0.160811,1.09459e-05,3,0.0187654
0,0.160811,1.09459e-05,4,0.142726
0,0.160811,1.10811e-05,1,0.0871304
0,0.160811,1.10811e-05,2,0.800315
0,0.160811,1.10811e-05,3,0.0254257
0,0.160811,1.10811e-05,4,0.0871294
0,0.160811,1.12162e-05,1,0.115383
0,0.160811,1.12162e-05,2,0.753051
0,0.160811,1.12162e-05,3,0.0118366
0,0.160811,1.12162e-05,4,0.119729
0,0.160811,1.13514e-05,1,0.112374
0,0.160811,1.13514e-05,2,0.761876
0,0.160811,1.13514e-05,3,0.0148031
0,0.160811,1.13514e-05,4,0.110947
0,0.160811,1.14865e-05,1,0.118694
0,0.160811,1.14865e-05,2,0.731819
0,0.160811,1.14865e-05,3,0.0294024
0,0.160811,1.14865e-05,4,0.120084
0,0.160811,1.16216e-05,1,0.138813
0,0.160811,1.16216e-05,2,0.706974
0,0.160811,1.16216e-05,3,0.0137325
0,0.160811,1.16216e-05,4,0.14048
0,0.160811,1.17568e-05,1,0.116334
0,0.160811,1.17568e-05,2,0.745825
0,0.160811,1.17568e-05,3,0.0256721
0,0.160811,1.17568e-05,4,0.112169
0,0.160811,1.18919e-05,1,0.114794
0,0.160811,1.18919e-05,2,0.761235
0,0.160811,1.18919e-05,3,0.0091751
0,0.160811,1.18919e-05,4,0.114796
0,0.160811,1.2027e-05,1,0.122043
0,0.160811,1.2027e-05,2,0.735283
0,0.160811,1.2027e-05,3,0.0218756
0,0.160811,1.2027e-05,4,0.120799
0,0.160811,1.21622e-05,1,0.111841
0,0.160811,1.21622e-05,2,0.752747
0,0.160811,1.21622e-05,3,0.0204787
0,0.160811,1.21622e-05,4,0.114934
0,0.160811,1.22973e-05,1,0.113006
0,0.160811,1.22973e-05,2,0.752018
0,0.160811,1.22973e-05,3,0.0231871
0,0.160811,1.22973e-05,4,0.111788
0,0.160811,1.24324e-05,1,0.0981413
0,0.160811,1.24324e-05,2,0.785526
0,0.160811,1.24324e-05,3,0.0181922
0,0.160811,1.24324e-05,4,0.0981408
0,0.160811,1.25676e-05,1,0.104649
0,0.160811,1.25676e-05,2,0.770945
0,0.160811,1.25676e-05,3,0.0214328
0,0.160811,1.25676e-05,4,0.102973
0,0.160811,1.27027e-05,1,0.142813
0,0.160811,1.27027e-05,2,0.702206
0,0.160811,1.27027e-05,3,0.0085975
0,0.160811,1.27027e-05,4,0.146383
0,0.160811,1.28378e-05,1,0.134786
0,0.160811,1.28378e-05,2,0.718396
0,0.160811,1.28378e-05,3,0.0139351
0,0.160811,1.28378e-05,4,0.132883
0,0.160811,1.2973e-05,1,0.155462
0,0.160811,1.2973e-05,2,0.665998
0,0.160811,1.2973e-05,3,0.0256048
0,0.160811,1.2973e-05,4,0.152935
0,0.160811,1.31081e-05,1,0.101722
0,0.160811,1.31081e-05,2,0.770739
0,0.160811,1.31081e-05,3,0.0232139
0,0.160811,1.31081e-05,4,0.104325
0,0.160811,1.32432e-05,1,0.112839
0,0.160811,1.32432e-05,2,0.766249
0,0.160811,1.32432e-05,3,0.0080097
0,0.160811,1.32432e-05,4,0.112902
0,0.160811,1.33784e-05,1,0.111884
0,0.160811,1.33784e-05,2,0.764963
0,0.160811,1.33784e-05,3,0.0098459
0,0.160811,1.33784e-05,4,0.113307
0,0.160811,1.35135e-05,1,0.107562
0,0.160811,1.35135e-05,2,0.780014
0,0.160811,1.35135e-05,3,0.0068598
0,0.160811,1.35135e-05,4,0.105565
0,0.160811,1.36486e-05,1,0.0873635
0,0.160811,1.36486e-05,2,0.816044
0,0.160811,1.36486e-05,3,0.0142365
0,0.160811,1.36486e-05,4,0.0823565
0,0.160811,1.37838e-05,1,0.0982815
0,0.160811,1.37838e-05,2,0.792864
0,0.160811,1.37838e-05,3,0.0105887
0,0.160811,1.37838e-05,4,0.0982654
0,0.160811,1.39189e-05,1,0.125667
0,0.160811,1.39189e-05,2,0.715115
0,0.160811,1.39189e-05,3,0.0318851
0,0.160811,1.39189e-05,4,0.127333
0,0.160811,1.40541e-05,1,0.0850057
0,0.160811,1.40541e-05,2,0.821598
0,0.160811,1.40541e-05,3,0.0044636
0,0.160811,1.40541e-05,4,0.0889327
0,0.160811,1.41892e-05,1,0.106989
0,0.160811,1.41892e-05,2,0.779437
0,0.160811,1.41892e-05,3,0.0099176
0,0.160811,1.41892e-05,4,0.103657
0,0.160811,1.43243e-05,1,0.0872938
0,0.160811,1.43243e-05,2,0.806904
0,0.160811,1.43243e-05,3,0.0151739
0,0.160811,1.43243e-05,4,0.0906285
0,0.160811,1.44595e-05,1,0.104015
0,0.160811,1.44595e-05,2,0.784423
0,0.160811,1.44595e-05,3,0.0125466
0,0.160811,1.44595e-05,4,0.0990161
0,0.160811,1.45946e-05,1,0.11687
0,0.160811,1.45946e-05,2,0.758246
0,0.160811,1.45946e-05,3,0.0096847
0,0.160811,1.45946e-05,4,0.115199
0,0.160811,1.47297e-05,1,0.102332
0,0.160811,1.47297e-05,2,0.791528
0,0.160811,1.47297e-05,3,0.0058137
0,0.160811,1.47297e-05,4,0.100326
0,0.160811,1.48649e-05,1,0.0886845
0,0.160811,1.48649e-05,2,0.809421
0,0.160811,1.48649e-05,3,0.0132091
0,0.160811,1.48649e-05,4,0.0886855
0,0.160811,1.5e-05,1,0.124775
0,0.160811,1.5e-05,2,0.737597
0,0.160811,1.5e-05,3,0.0111868
0,0.160811,1.5e-05,4,0.126441
0,0.163514,5e-06,1,0.181716
0,0.163514,5e-06,2,0.587443
0,0.163514,5e-06,3,0.0536391
0,0.163514,5e-06,4,0.177202
0,0.163514,5.13514e-06,1,0.195906
0,0.163514,5.13514e-06,2,0.591233
0,0.163514,5.13514e-06,3,0.0211901
0,0.163514,5.13514e-06,4,0.191671
0,0.163514,5.27027e-06,1,0.181024
0,0.163514,5.27027e-06,2,0.591659
0,0.163514,5.27027e-06,3,0.0456476
0,0.163514,5.27027e-06,4,0.18167
0,0.163514,5.40541e-06,1,0.192705
0,0.163514,5.40541e-06,2,0.588603
0,0.163514,5.40541e-06,3,0.0264848
0,0.163514,5.40541e-06,4,0.192207
0,0.163514,5.54054e-06,1,0.182542
0,0.163514,5.54054e-06,2,0.602129
0,0.163514,5.54054e-06,3,0.036031
0,0.163514,5.54054e-06,4,0.179298
0,0.163514,5.67568e-06,1,0.171526
0,0.163514,5.67568e-06,2,0.623224
0,0.163514,5.67568e-06,3,0.03437
0,0.163514,5.67568e-06,4,0.17088
0,0.163514,5.81081e-06,1,0.169575
0,0.163514,5.81081e-06,2,0.623712
0,0.163514,5.81081e-06,3,0.0378806
0,0.163514,5.81081e-06,4,0.168833
0,0.163514,5.94595e-06,1,0.196296
0,0.163514,5.94595e-06,2,0.567707
0,0.163514,5.94595e-06,3,0.0360322
0,0.163514,5.94595e-06,4,0.199965
0,0.163514,6.08108e-06,1,0.138099
0,0.163514,6.08108e-06,2,0.690031
0,0.163514,6.08108e-06,3,0.0329389
0,0.163514,6.08108e-06,4,0.13893
0,0.163514,6.21622e-06,1,0.177779
0,0.163514,6.21622e-06,2,0.625266
0,0.163514,6.21622e-06,3,0.0232868
0,0.163514,6.21622e-06,4,0.173668
0,0.163514,6.35135e-06,1,0.150503
0,0.163514,6.35135e-06,2,0.673737
0,0.163514,6.35135e-06,3,0.0269023
0,0.163514,6.35135e-06,4,0.148858
0,0.163514,6.48649e-06,1,0.159879
0,0.163514,6.48649e-06,2,0.669266
0,0.163514,6.48649e-06,3,0.0156286
0,0.163514,6.48649e-06,4,0.155227
0,0.163514,6.62162e-06,1,0.169181
0,0.163514,6.62162e-06,2,0.6287
0,0.163514,6.62162e-06,3,0.036834
0,0.163514,6.62162e-06,4,0.165285
0,0.163514,6.75676e-06,1,0.170826
0,0.163514,6.75676e-06,2,0.631934
0,0.163514,6.75676e-06,3,0.0222124
0,0.163514,6.75676e-06,4,0.175027
0,0.163514,6.89189e-06,1,0.135412
0,0.163514,6.89189e-06,2,0.701447
