omega,alpha,beta,t
0,0.0986486,7.7027e-06,1.5204e+06
0,0.0986486,7.83784e-06,1.52056e+06
0,0.0986486,7.97297e-06,1.48575e+06
0,0.0986486,8.10811e-06,1.47928e+06
0,0.0986486,8.24324e-06,1.44138e+06
0,0.0986486,8.37838e-06,1.43538e+06
0,0.0986486,8.51351e-06,1.3948e+06
0,0.0986486,8.64865e-06,1.39836e+06
0,0.0986486,8.78378e-06,1.38878e+06
0,0.0986486,8.91892e-06,1.36891e+06
0,0.0986486,9.05405e-06,1.33485e+06
0,0.0986486,9.18919e-06,1.3246e+06
0,0.0986486,9.32432e-06,1.31808e+06
0,0.0986486,9.45946e-06,1.28175e+06
0,0.0986486,9.59459e-06,1.27395e+06
0,0.0986486,9.72973e-06,1.2577e+06
0,0.0986486,9.86486e-06,1.22898e+06
0,0.0986486,1e-05,1.22864e+06
0,0.0986486,1.01351e-05,1.19664e+06
0,0.0986486,1.02703e-05,1.18658e+06
0,0.0986486,1.04054e-05,1.17622e+06
0,0.0986486,1.05405e-05,1.16456e+06
0,0.0986486,1.06757e-05,1.13246e+06
0,0.0986486,1.08108e-05,1.13329e+06
0,0.0986486,1.09459e-05,1.12045e+06
0,0.0986486,1.10811e-05,1.12034e+06
0,0.0986486,1.12162e-05,1.103e+06
0,0.0986486,1.13514e-05,1.10227e+06
0,0.0986486,1.14865e-05,1.08882e+06
0,0.0986486,1.16216e-05,1.07215e+06
0,0.0986486,1.17568e-05,1.03701e+06
0,0.0986486,1.18919e-05,1.0547e+06
0,0.0986486,1.2027e-05,1.0327e+06
0,0.0986486,1.21622e-05,1.037e+06
0,0.0986486,1.22973e-05,1.01151e+06
0,0.0986486,1.24324e-05,1.02106e+06
0,0.0986486,1.25676e-05,981202
0,0.0986486,1.27027e-05,967364
0,0.0986486,1.28378e-05,967930
0,0.0986486,1.2973e-05,961802
0,0.0986486,1.31081e-05,952636
0,0.0986486,1.32432e-05,940237
0,0.0986486,1.33784e-05,931872
0,0.0986486,1.35135e-05,956307
0,0.0986486,1.36486e-05,911752
0,0.0986486,1.37838e-05,927937
0,0.0986486,1.39189e-05,884190
0,0.0986486,1.40541e-05,888228
0,0.0986486,1.41892e-05,891937
0,0.0986486,1.43243e-05,907781
0,0.0986486,1.44595e-05,902384
0,0.0986486,1.45946e-05,866715
0,0.0986486,1.47297e-05,855579
0,0.0986486,1.48649e-05,870561
0,0.0986486,1.5e-05,858108
0,0.101351,5e-06,2.25217e+06
0,0.101351,5.13514e-06,2.21884e+06
0,0.101351,5.27027e-06,2.15046e+06
0,0.101351,5.40541e-06,2.11469e+06
0,0.101351,5.54054e-06,2.06871e+06
0,0.101351,5.67568e-06,2.03017e+06
0,0.101351,5.81081e-06,1.99362e+06
0,0.101351,5.94595e-06,1.96626e+06
0,0.101351,6.08108e-06,1.8964e+06
0,0.101351,6.21622e-06,1.86495e+06
0,0.101351,6.35135e-06,1.82357e+06
0,0.101351,6.48649e-06,1.80962e+06
0,0.101351,6.62162e-06,1.7636e+06
0,0.101351,6.75676e-06,1.74989e+06
0,0.101351,6.89189e-06,1.71119e+06
0,0.101351,7.02703e-06,1.66288e+06
0,0.101351,7.16216e-06,1.63591e+06
0,0.101351,7.2973e-06,1.6291e+06
0,0.101351,7.43243e-06,1.58879e+06
0,0.101351,7.56757e-06,1.58097e+06
0,0.101351,7.7027e-06,1.55551e+06
0,0.101351,7.83784e-06,1.51952e+06
0,0.101351,7.97297e-06,1.49502e+06
0,0.101351,8.10811e-06,1.48622e+06
0,0.101351,8.24324e-06,1.47518e+06
0,0.101351,8.37838e-06,1.4423e+06
0,0.101351,8.51351e-06,1.39678e+06
0,0.101351,8.64865e-06,1.39199e+06
0,0.101351,8.78378e-06,1.37357e+06
0,0.101351,8.91892e-06,1.36813e+06
0,0.101351,9.05405e-06,1.34566e+06
0,0.101351,9.18919e-06,1.32671e+06
0,0.101351,9.32432e-06,1.32066e+06
0,0.101351,9.45946e-06,1.2931e+06
0,0.101351,9.59459e-06,1.26958e+06
0,0.101351,9.72973e-06,1.26456e+06
0,0.101351,9.86486e-06,1.24435e+06
0,0.101351,1e-05,1.22354e+06
0,0.101351,1.01351e-05,1.19468e+06
0,0.101351,1.02703e-05,1.19537e+06
0,0.101351,1.04054e-05,1.15785e+06
0,0.101351,1.05405e-05,1.16897e+06
0,0.101351,1.06757e-05,1.16888e+06
0,0.101351,1.08108e-05,1.1506e+06
0,0.101351,1.09459e-05,1.12908e+06
0,0.101351,1.10811e-05,1.0946e+06
0,0.101351,1.12162e-05,1.11597e+06
0,0.101351,1.13514e-05,1.07195e+06
0,0.101351,1.14865e-05,1.09473e+06
0,0.101351,1.16216e-05,1.0778e+06
0,0.101351,1.17568e-05,1.04431e+06
0,0.101351,1.18919e-05,1.05063e+06
0,0.101351,1.2027e-05,1.01891e+06
0,0.101351,1.21622e-05,1.02596e+06
0,0.101351,1.22973e-05,1.02001e+06
0,0.101351,1.24324e-05,992821
0,0.101351,1.25676e-05,999813
0,0.101351,1.27027e-05,987636
0,0.101351,1.28378e-05,994250
0,0.101351,1.2973e-05,969350
0,0.101351,1.31081e-05,968833
0,0.101351,1.32432e-05,981039
0,0.101351,1.33784e-05,958958
0,0.101351,1.35135e-05,955556
0,0.101351,1.36486e-05,912639
0,0.101351,1.37838e-05,921877
0,0.101351,1.39189e-05,913626
0,0.101351,1.40541e-05,903021
0,0.101351,1.41892e-05,880579
0,0.101351,1.43243e-05,876495
0,0.101351,1.44595e-05,887844
0,0.101351,1.45946e-05,853986
0,0.101351,1.47297e-05,881022
0,0.101351,1.48649e-05,845416
0,0.101351,1.5e-05,827337
0,0.104054,5e-06,2.3081e+06
0,0.104054,5.13514e-06,2.23019e+06
0,0.104054,5.27027e-06,2.18116e+06
0,0.104054,5.40541e-06,2.12016e+06
0,0.104054,5.54054e-06,2.06142e+06
0,0.104054,5.67568e-06,2.021e+06
0,0.104054,5.81081e-06,1.97792e+06
0,0.104054,5.94595e-06,1.93961e+06
0,0.104054,6.08108e-06,1.92141e+06
0,0.104054,6.21622e-06,1.88359e+06
0,0.104054,6.35135e-06,1.82754e+06
0,0.104054,6.48649e-06,1.78308e+06
0,0.104054,6.62162e-06,1.7767e+06
0,0.104054,6.75676e-06,1.74494e+06
0,0.104054,6.89189e-06,1.70003e+06
0,0.104054,7.02703e-06,1.68498e+06
0,0.104054,7.16216e-06,1.64595e+06
0,0.104054,7.2973e-06,1.61672e+06
0,0.104054,7.43243e-06,1.63134e+06
0,0.104054,7.56757e-06,1.55974e+06
0,0.104054,7.7027e-06,1.53373e+06
0,0.104054,7.83784e-06,1.52407e+06
0,0.104054,7.97297e-06,1.51835e+06
0,0.104054,8.10811e-06,1.45242e+06
0,0.104054,8.24324e-06,1.47264e+06
0,0.104054,8.37838e-06,1.45299e+06
0,0.104054,8.51351e-06,1.42646e+06
0,0.104054,8.64865e-06,1.39111e+06
0,0.104054,8.78378e-06,1.37403e+06
0,0.104054,8.91892e-06,1.37455e+06
0,0.104054,9.05405e-06,1.34783e+06
0,0.104054,9.18919e-06,1.32939e+06
0,0.104054,9.32432e-06,1.31233e+06
0,0.104054,9.45946e-06,1.28834e+06
0,0.104054,9.59459e-06,1.29788e+06
0,0.104054,9.72973e-06,1.26142e+06
0,0.104054,9.86486e-06,1.25468e+06
0,0.104054,1e-05,1.25388e+06
0,0.104054,1.01351e-05,1.20869e+06
0,0.104054,1.02703e-05,1.21694e+06
0,0.104054,1.04054e-05,1.20592e+06
0,0.104054,1.05405e-05,1.14613e+06
0,0.104054,1.06757e-05,1.16108e+06
0,0.104054,1.08108e-05,1.16461e+06
0,0.104054,1.09459e-05,1.13716e+06
0,0.104054,1.10811e-05,1.13129e+06
0,0.104054,1.12162e-05,1.11232e+06
0,0.104054,1.13514e-05,1.09591e+06
0,0.104054,1.14865e-05,1.11061e+06
0,0.104054,1.16216e-05,1.06509e+06
0,0.104054,1.17568e-05,1.06758e+06
0,0.104054,1.18919e-05,1.04236e+06
0,0.104054,1.2027e-05,1.04555e+06
0,0.104054,1.21622e-05,1.04916e+06
0,0.104054,1.22973e-05,1.02543e+06
0,0.104054,1.24324e-05,1.01624e+06
0,0.104054,1.25676e-05,1.00869e+06
0,0.104054,1.27027e-05,996361
0,0.104054,1.28378e-05,980667
0,0.104054,1.2973e-05,971535
0,0.104054,1.31081e-05,980999
0,0.104054,1.32432e-05,958717
0,0.104054,1.33784e-05,945038
0,0.104054,1.35135e-05,937816
0,0.104054,1.36486e-05,945924
0,0.104054,1.37838e-05,898428
0,0.104054,1.39189e-05,905950
0,0.104054,1.40541e-05,916527
0,0.104054,1.41892e-05,896015
0,0.104054,1.43243e-05,868546
0,0.104054,1.44595e-05,890659
0,0.104054,1.45946e-05,875975
0,0.104054,1.47297e-05,885469
0,0.104054,1.48649e-05,855564
0,0.104054,1.5e-05,840634
0,0.106757,5e-06,2.27202e+06
0,0.106757,5.13514e-06,2.185e+06
0,0.106757,5.27027e-06,2.16947e+06
0,0.106757,5.40541e-06,2.13125e+06
0,0.106757,5.54054e-06,2.07537e+06
0,0.106757,5.67568e-06,2.04387e+06
0,0.106757,5.81081e-06,1.97252e+06
0,0.106757,5.94595e-06,1.94162e+06
0,0.106757,6.08108e-06,1.9075e+06
0,0.106757,6.21622e-06,1.88641e+06
0,0.106757,6.35135e-06,1.83207e+06
0,0.106757,6.48649e-06,1.80652e+06
0,0.106757,6.62162e-06,1.78877e+06
0,0.106757,6.75676e-06,1.7367e+06
0,0.106757,6.89189e-06,1.70423e+06
0,0.106757,7.02703e-06,1.69237e+06
0,0.106757,7.16216e-06,1.65743e+06
0,0.106757,7.2973e-06,1.63123e+06
0,0.106757,7.43243e-06,1.61425e+06
0,0.106757,7.56757e-06,1.59338e+06
0,0.106757,7.7027e-06,1.55807e+06
0,0.106757,7.83784e-06,1.5148e+06
0,0.106757,7.97297e-06,1.50613e+06
0,0.106757,8.10811e-06,1.48509e+06
0,0.106757,8.24324e-06,1.47647e+06
0,0.106757,8.37838e-06,1.46262e+06
0,0.106757,8.51351e-06,1.4394e+06
0,0.106757,8.64865e-06,1.41994e+06
0,0.106757,8.78378e-06,1.39169e+06
0,0.106757,8.91892e-06,1.3568e+06
0,0.106757,9.05405e-06,1.35239e+06
0,0.106757,9.18919e-06,1.32652e+06
0,0.106757,9.32432e-06,1.30135e+06
0,0.106757,9.45946e-06,1.30226e+06
0,0.106757,9.59459e-06,1.29502e+06
0,0.106757,9.72973e-06,1.26624e+06
0,0.106757,9.86486e-06,1.23896e+06
0,0.106757,1e-05,1.23373e+06
0,0.106757,1.01351e-05,1.26473e+06
0,0.106757,1.02703e-05,1.20086e+06
0,0.106757,1.04054e-05,1.20876e+06
0,0.106757,1.05405e-05,1.18409e+06
0,0.106757,1.06757e-05,1.18335e+06
0,0.106757,1.08108e-05,1.13462e+06
0,0.106757,1.09459e-05,1.11494e+06
0,0.106757,1.10811e-05,1.13632e+06
0,0.106757,1.12162e-05,1.11031e+06
0,0.106757,1.13514e-05,1.09592e+06
0,0.106757,1.14865e-05,1.10361e+06
0,0.106757,1.16216e-05,1.08283e+06
0,0.106757,1.17568e-05,1.05819e+06
0,0.106757,1.18919e-05,1.04154e+06
0,0.106757,1.2027e-05,1.03686e+06
0,0.106757,1.21622e-05,1.0217e+06
0,0.106757,1.22973e-05,1.01728e+06
0,0.106757,1.24324e-05,1.0312e+06
0,0.106757,1.25676e-05,1.00456e+06
0,0.106757,1.27027e-05,1.01157e+06
0,0.106757,1.28378e-05,984315
0,0.106757,1.2973e-05,976951
0,0.106757,1.31081e-05,958838
0,0.106757,1.32432e-05,973219
0,0.106757,1.33784e-05,962075
0,0.106757,1.35135e-05,937373
0,0.106757,1.36486e-05,931222
0,0.106757,1.37838e-05,932880
0,0.106757,1.39189e-05,909140
0,0.106757,1.40541e-05,912319
0,0.106757,1.41892e-05,894987
0,0.106757,1.43243e-05,907255
0,0.106757,1.44595e-05,897069
0,0.106757,1.45946e-05,868208
0,0.106757,1.47297e-05,882182
0,0.106757,1.48649e-05,863095
0,0.106757,1.5e-05,860935
0,0.109459,5e-06,2.27506e+06
0,0.109459,5.13514e-06,2.2237e+06
0,0.109459,5.27027e-06,2.16952e+06
0,0.109459,5.40541e-06,2.10574e+06
0,0.109459,5.54054e-06,2.07082e+06
0,0.109459,5.67568e-06,2.04175e+06
0,0.109459,5.81081e-06,1.98503e+06
0,0.109459,5.94595e-06,1.94904e+06
0,0.109459,6.08108e-06,1.92216e+06
0,0.109459,6.21622e-06,1.88826e+06
0,0.109459,6.35135e-06,1.83908e+06
0,0.109459,6.48649e-06,1.8128e+06
0,0.109459,6.62162e-06,1.77156e+06
0,0.109459,6.75676e-06,1.74325e+06
0,0.109459,6.89189e-06,1.72885e+06
0,0.109459,7.02703e-06,1.654e+06
0,0.109459,7.16216e-06,1.67837e+06
0,0.109459,7.2973e-06,1.63484e+06
0,0.109459,7.43243e-06,1.5965e+06
0,0.109459,7.56757e-06,1.57144e+06
0,0.109459,7.7027e-06,1.5591e+06
0,0.109459,7.83784e-06,1.54398e+06
0,0.109459,7.97297e-06,1.50472e+06
0,0.109459,8.10811e-06,1.51549e+06
0,0.109459,8.24324e-06,1.48742e+06
0,0.109459,8.37838e-06,1.45524e+06
0,0.109459,8.51351e-06,1.42907e+06
0,0.109459,8.64865e-06,1.4089e+06
0,0.109459,8.78378e-06,1.38391e+06
0,0.109459,8.91892e-06,1.37059e+06
0,0.109459,9.05405e-06,1.34777e+06
0,0.109459,9.18919e-06,1.33848e+06
0,0.109459,9.32432e-06,1.30222e+06
0,0.109459,9.45946e-06,1.31032e+06
0,0.109459,9.59459e-06,1.27086e+06
0,0.109459,9.72973e-06,1.28636e+06
0,0.109459,9.86486e-06,1.24606e+06
0,0.109459,1e-05,1.23452e+06
0,0.109459,1.01351e-05,1.21515e+06
0,0.109459,1.02703e-05,1.2219e+06
0,0.109459,1.04054e-05,1.20268e+06
0,0.109459,1.05405e-05,1.17499e+06
0,0.109459,1.06757e-05,1.15859e+06
0,0.109459,1.08108e-05,1.13954e+06
0,0.109459,1.09459e-05,1.13911e+06
0,0.109459,1.10811e-05,1.14763e+06
0,0.109459,1.12162e-05,1.13487e+06
0,0.109459,1.13514e-05,1.11331e+06
0,0.109459,1.14865e-05,1.09158e+06
0,0.109459,1.16216e-05,1.06722e+06
0,0.109459,1.17568e-05,1.088e+06
0,0.109459,1.18919e-05,1.05963e+06
0,0.109459,1.2027e-05,1.0638e+06
0,0.109459,1.21622e-05,1.04454e+06
0,0.109459,1.22973e-05,1.02976e+06
0,0.109459,1.24324e-05,1.02475e+06
0,0.109459,1.25676e-05,1.0119e+06
0,0.109459,1.27027e-05,1.00469e+06
0,0.109459,1.28378e-05,989597
0,0.109459,1.2973e-05,979322
0,0.109459,1.31081e-05,979197
0,0.109459,1.32432e-05,941897
0,0.109459,1.33784e-05,946400
0,0.109459,1.35135e-05,943379
0,0.109459,1.36486e-05,917242
0,0.109459,1.37838e-05,950598
0,0.109459,1.39189e-05,921326
0,0.109459,1.40541e-05,907880
0,0.109459,1.41892e-05,924910
0,0.109459,1.43243e-05,896523
0,0.109459,1.44595e-05,900700
0,0.109459,1.45946e-05,891728
0,0.109459,1.47297e-05,887434
0,0.109459,1.48649e-05,874772
0,0.109459,1.5e-05,855360
0,0.112162,5e-06,2.28018e+06
0,0.112162,5.13514e-06,2.19106e+06
0,0.112162,5.27027e-06,2.16904e+06
0,0.112162,5.40541e-06,2.12287e+06
0,0.112162,5.54054e-06,2.08817e+06
0,0.112162,5.67568e-06,2.02702e+06
0,0.112162,5.81081e-06,2.02683e+06
0,0.112162,5.94595e-06,1.95768e+06
0,0.112162,6.08108e-06,1.92535e+06
0,0.112162,6.21622e-06,1.85979e+06
0,0.112162,6.35135e-06,1.85562e+06
0,0.112162,6.48649e-06,1.80087e+06
0,0.112162,6.62162e-06,1.79137e+06
0,0.112162,6.75676e-06,1.76887e+06
0,0.112162,6.89189e-06,1.71196e+06
0,0.112162,7.02703e-06,1.70387e+06
0,0.112162,7.16216e-06,1.66382e+06
0,0.112162,7.2973e-06,1.6419e+06
0,0.112162,7.43243e-06,1.59977e+06
0,0.112162,7.56757e-06,1.5762e+06
0,0.112162,7.7027e-06,1.57567e+06
0,0.112162,7.83784e-06,1.52179e+06
0,0.112162,7.97297e-06,1.50326e+06
0,0.112162,8.10811e-06,1.48479e+06
0,0.112162,8.24324e-06,1.47454e+06
0,0.112162,8.37838e-06,1.46801e+06
0,0.112162,8.51351e-06,1.42236e+06
0,0.112162,8.64865e-06,1.41306e+06
0,0.112162,8.78378e-06,1.37331e+06
0,0.112162,8.91892e-06,1.38135e+06
0,0.112162,9.05405e-06,1.36826e+06
0,0.112162,9.18919e-06,1.35284e+06
0,0.112162,9.32432e-06,1.30515e+06
0,0.112162,9.45946e-06,1.30032e+06
0,0.112162,9.59459e-06,1.27636e+06
0,0.112162,9.72973e-06,1.26058e+06
0,0.112162,9.86486e-06,1.25488e+06
0,0.112162,1e-05,1.23908e+06
0,0.112162,1.01351e-05,1.23852e+06
0,0.112162,1.02703e-05,1.21446e+06
0,0.112162,1.04054e-05,1.19706e+06
0,0.112162,1.05405e-05,1.1896e+06
0,0.112162,1.06757e-05,1.15971e+06
0,0.112162,1.08108e-05,1.15904e+06
0,0.112162,1.09459e-05,1.14229e+06
0,0.112162,1.10811e-05,1.12617e+06
0,0.112162,1.12162e-05,1.12442e+06
0,0.112162,1.13514e-05,1.10654e+06
0,0.112162,1.14865e-05,1.11703e+06
0,0.112162,1.16216e-05,1.09944e+06
0,0.112162,1.17568e-05,1.08968e+06
0,0.112162,1.18919e-05,1.05539e+06
0,0.112162,1.2027e-05,1.05445e+06
0,0.112162,1.21622e-05,1.04364e+06
0,0.112162,1.22973e-05,1.04954e+06
0,0.112162,1.24324e-05,1.01536e+06
0,0.112162,1.25676e-05,1.02133e+06
0,0.112162,1.27027e-05,1.00796e+06
0,0.112162,1.28378e-05,992428
0,0.112162,1.2973e-05,982651
0,0.112162,1.31081e-05,995149
0,0.112162,1.32432e-05,979446
0,0.112162,1.33784e-05,964770
0,0.112162,1.35135e-05,948280
0,0.112162,1.36486e-05,946831
0,0.112162,1.37838e-05,918183
0,0.112162,1.39189e-05,925306
0,0.112162,1.40541e-05,931562
0,0.112162,1.41892e-05,912216
0,0.112162,1.43243e-05,892653
0,0.112162,1.44595e-05,890473
0,0.112162,1.45946e-05,918696
0,0.112162,1.47297e-05,895886
0,0.112162,1.48649e-05,879698
0,0.112162,1.5e-05,862480
0,0.114865,5e-06,2.27255e+06
0,0.114865,5.13514e-06,2.21761e+06
0,0.114865,5.27027e-06,2.1767e+06
0,0.114865,5.40541e-06,2.12815e+06
0,0.114865,5.54054e-06,2.07235e+06
0,0.114865,5.67568e-06,2.05356e+06
0,0.114865,5.81081e-06,1.98982e+06
0,0.114865,5.94595e-06,1.95118e+06
0,0.114865,6.08108e-06,1.91498e+06
0,0.114865,6.21622e-06,1.87651e+06
0,0.114865,6.35135e-06,1.84621e+06
0,0.114865,6.48649e-06,1.82258e+06
0,0.114865,6.62162e-06,1.7841e+06
0,0.114865,6.75676e-06,1.74143e+06
0,0.114865,6.89189e-06,1.72532e+06
0,0.114865,7.02703e-06,1.68302e+06
0,0.114865,7.16216e-06,1.63761e+06
0,0.114865,7.2973e-06,1.64034e+06
0,0.114865,7.43243e-06,1.60992e+06
0,0.114865,7.56757e-06,1.60102e+06
0,0.114865,7.7027e-06,1.55182e+06
0,0.114865,7.83784e-06,1.55445e+06
0,0.114865,7.97297e-06,1.50308e+06
0,0.114865,8.10811e-06,1.47386e+06
0,0.114865,8.24324e-06,1.47084e+06
0,0.114865,8.37838e-06,1.44554e+06
0,0.114865,8.51351e-06,1.46107e+06
0,0.114865,8.64865e-06,1.41207e+06
0,0.114865,8.78378e-06,1.37995e+06
0,0.114865,8.91892e-06,1.3693e+06
0,0.114865,9.05405e-06,1.3585e+06
0,0.114865,9.18919e-06,1.34093e+06
0,0.114865,9.32432e-06,1.32009e+06
0,0.114865,9.45946e-06,1.29601e+06
0,0.114865,9.59459e-06,1.28918e+06
0,0.114865,9.72973e-06,1.26871e+06
0,0.114865,9.86486e-06,1.25838e+06
0,0.114865,1e-05,1.2476e+06
0,0.114865,1.01351e-05,1.24514e+06
0,0.114865,1.02703e-05,1.20686e+06
0,0.114865,1.04054e-05,1.21263e+06
0,0.114865,1.05405e-05,1.19258e+06
0,0.114865,1.06757e-05,1.19337e+06
0,0.114865,1.08108e-05,1.15848e+06
0,0.114865,1.09459e-05,1.1564e+06
0,0.114865,1.10811e-05,1.14509e+06
0,0.114865,1.12162e-05,1.11701e+06
0,0.114865,1.13514e-05,1.11932e+06
0,0.114865,1.14865e-05,1.08973e+06
0,0.114865,1.16216e-05,1.08438e+06
0,0.114865,1.17568e-05,1.07812e+06
0,0.114865,1.18919e-05,1.08022e+06
0,0.114865,1.2027e-05,1.07596e+06
0,0.114865,1.21622e-05,1.05136e+06
0,0.114865,1.22973e-05,1.05131e+06
0,0.114865,1.24324e-05,1.05236e+06
0,0.114865,1.25676e-05,1.03033e+06
0,0.114865,1.27027e-05,999702
0,0.114865,1.28378e-05,996777
0,0.114865,1.2973e-05,992166
0,0.114865,1.31081e-05,1.00132e+06
0,0.114865,1.32432e-05,976614
0,0.114865,1.33784e-05,962340
0,0.114865,1.35135e-05,968452
0,0.114865,1.36486e-05,950972
0,0.114865,1.37838e-05,944171
0,0.114865,1.39189e-05,921938
0,0.114865,1.40541e-05,928478
0,0.114865,1.41892e-05,910398
0,0.114865,1.43243e-05,914512
0,0.114865,1.44595e-05,900164
0,0.114865,1.45946e-05,898866
0,0.114865,1.47297e-05,924584
0,0.114865,1.48649e-05,886983
0,0.114865,1.5e-05,885281
0,0.117568,5e-06,2.25752e+06
0,0.117568,5.13514e-06,2.25155e+06
0,0.117568,5.27027e-06,2.17802e+06
0,0.117568,5.40541e-06,2.14111e+06
0,0.117568,5.54054e-06,2.07691e+06
0,0.117568,5.67568e-06,2.03217e+06
0,0.117568,5.81081e-06,1.99001e+06
0,0.117568,5.94595e-06,1.95374e+06
0,0.117568,6.08108e-06,1.91806e+06
0,0.117568,6.21622e-06,1.90213e+06
0,0.117568,6.35135e-06,1.90604e+06
0,0.117568,6.48649e-06,1.80736e+06
0,0.117568,6.62162e-06,1.80033e+06
0,0.117568,6.75676e-06,1.76471e+06
0,0.117568,6.89189e-06,1.73594e+06
0,0.117568,7.02703e-06,1.70742e+06
0,0.117568,7.16216e-06,1.65712e+06
0,0.117568,7.2973e-06,1.66627e+06
0,0.117568,7.43243e-06,1.62293e+06
0,0.117568,7.56757e-06,1.58774e+06
0,0.117568,7.7027e-06,1.53996e+06
0,0.117568,7.83784e-06,1.52821e+06
0,0.117568,7.97297e-06,1.51378e+06
0,0.117568,8.10811e-06,1.49089e+06
0,0.117568,8.24324e-06,1.47062e+06
0,0.117568,8.37838e-06,1.43337e+06
0,0.117568,8.51351e-06,1.41686e+06
0,0.117568,8.64865e-06,1.41246e+06
0,0.117568,8.78378e-06,1.38539e+06
0,0.117568,8.91892e-06,1.37346e+06
0,0.117568,9.05405e-06,1.35692e+06
0,0.117568,9.18919e-06,1.34732e+06
0,0.117568,9.32432e-06,1.33712e+06
0,0.117568,9.45946e-06,1.29491e+06
0,0.117568,9.59459e-06,1.29596e+06
0,0.117568,9.72973e-06,1.26679e+06
0,0.117568,9.86486e-06,1.28187e+06
0,0.117568,1e-05,1.26013e+06
0,0.117568,1.01351e-05,1.22615e+06
0,0.117568,1.02703e-05,1.22279e+06
0,0.117568,1.04054e-05,1.19813e+06
0,0.117568,1.05405e-05,1.17149e+06
0,0.117568,1.06757e-05,1.19944e+06
0,0.117568,1.08108e-05,1.16571e+06
0,0.117568,1.09459e-05,1.14614e+06
0,0.117568,1.10811e-05,1.15569e+06
0,0.117568,1.12162e-05,1.1347e+06
0,0.117568,1.13514e-05,1.12043e+06
0,0.117568,1.14865e-05,1.13286e+06
0,0.117568,1.16216e-05,1.10247e+06
0,0.117568,1.17568e-05,1.08128e+06
0,0.117568,1.18919e-05,1.08098e+06
0,0.117568,1.2027e-05,1.07802e+06
0,0.117568,1.21622e-05,1.07945e+06
0,0.117568,1.22973e-05,1.03901e+06
0,0.117568,1.24324e-05,1.0379e+06
0,0.117568,1.25676e-05,1.02985e+06
0,0.117568,1.27027e-05,1.04397e+06
0,0.117568,1.28378e-05,1.00008e+06
0,0.117568,1.2973e-05,1.01087e+06
0,0.117568,1.31081e-05,998168
0,0.117568,1.32432e-05,988487
0,0.117568,1.33784e-05,959826
0,0.117568,1.35135e-05,957711
0,0.117568,1.36486e-05,958873
0,0.117568,1.37838e-05,959926
0,0.117568,1.39189e-05,931428
0,0.117568,1.40541e-05,939299
0,0.117568,1.41892e-05,920254
0,0.117568,1.43243e-05,922400
0,0.117568,1.44595e-05,910485
0,0.117568,1.45946e-05,892886
0,0.117568,1.47297e-05,897492
0,0.117568,1.48649e-05,892401
0,0.117568,1.5e-05,873875
0,0.12027,5e-06,2.27237e+06
0,0.12027,5.13514e-06,2.24032e+06
0,0.12027,5.27027e-06,2.17201e+06
0,0.12027,5.40541e-06,2.12904e+06
0,0.12027,5.54054e-06,2.07928e+06
0,0.12027,5.67568e-06,2.0294e+06
0,0.12027,5.81081e-06,2.00473e+06
0,0.12027,5.94595e-06,1.95923e+06
0,0.12027,6.08108e-06,1.92639e+06
0,0.12027,6.21622e-06,1.87333e+06
0,0.12027,6.35135e-06,1.8342e+06
0,0.12027,6.48649e-06,1.80915e+06
0,0.12027,6.62162e-06,1.76202e+06
0,0.12027,6.75676e-06,1.75334e+06
0,0.12027,6.89189e-06,1.70295e+06
0,0.12027,7.02703e-06,1.70592e+06
0,0.12027,7.16216e-06,1.68174e+06
0,0.12027,7.2973e-06,1.64131e+06
0,0.12027,7.43243e-06,1.59463e+06
0,0.12027,7.56757e-06,1.59262e+06
0,0.12027,7.7027e-06,1.56042e+06
0,0.12027,7.83784e-06,1.5396e+06
0,0.12027,7.97297e-06,1.53766e+06
0,0.12027,8.10811e-06,1.50462e+06
0,0.12027,8.24324e-06,1.4919e+06
0,0.12027,8.37838e-06,1.45478e+06
0,0.12027,8.51351e-06,1.44575e+06
0,0.12027,8.64865e-06,1.41805e+06
0,0.12027,8.78378e-06,1.40042e+06
0,0.12027,8.91892e-06,1.38541e+06
0,0.12027,9.05405e-06,1.37348e+06
0,0.12027,9.18919e-06,1.33801e+06
0,0.12027,9.32432e-06,1.31907e+06
0,0.12027,9.45946e-06,1.31114e+06
0,0.12027,9.59459e-06,1.31965e+06
0,0.12027,9.72973e-06,1.2802e+06
0,0.12027,9.86486e-06,1.28232e+06
0,0.12027,1e-05,1.23912e+06
0,0.12027,1.01351e-05,1.22571e+06
0,0.12027,1.02703e-05,1.22833e+06
0,0.12027,1.04054e-05,1.20816e+06
0,0.12027,1.05405e-05,1.20498e+06
0,0.12027,1.06757e-05,1.19767e+06
0,0.12027,1.08108e-05,1.17188e+06
0,0.12027,1.09459e-05,1.15937e+06
0,0.12027,1.10811e-05,1.14426e+06
0,0.12027,1.12162e-05,1.14349e+06
0,0.12027,1.13514e-05,1.11556e+06
0,0.12027,1.14865e-05,1.09608e+06
0,0.12027,1.16216e-05,1.08748e+06
0,0.12027,1.17568e-05,1.08564e+06
0,0.12027,1.18919e-05,1.09821e+06
0,0.12027,1.2027e-05,1.06793e+06
0,0.12027,1.21622e-05,1.05095e+06
0,0.12027,1.22973e-05,1.04291e+06
0,0.12027,1.24324e-05,1.05182e+06
0,0.12027,1.25676e-05,1.03578e+06
0,0.12027,1.27027e-05,1.01132e+06
0,0.12027,1.28378e-05,1.00646e+06
